name_E,H3k36me3_E,DNaseI_E,H3k27ac_E,H3k27me3_E,H3k9ac_E,H4k20me1_E,H3k4me1_E,H3k4me3_E,Ctcf_E,H3k79me2_E,H3k4me2_E
chr1_27916292_27916674,1.674851,0.0637,2.889045,0.0,0.0,1.855566,7.424314,0.0,0.0,4.683657,0.0
chr1_27924204_27924421,1.674851,0.0,0.0,0.0,0.0,1.855566,0.0,0.0,0.0,4.683657,0.0
chr1_28143878_28144081,1.759451,0.0,0.0,0.0,0.0,8.299102,0.0,0.0,0.0,0.0,0.0
chr1_28213825_28214033,2.231978,0.0255,0.0,0.0,0.0,1.803795,0.0,0.0,0.0,0.0,0.0
chr1_28318645_28318992,2.358407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_29101544_29101853,2.568319,0.0,0.0,0.0,0.0,2.0790800000000003,0.0,0.0,0.0,8.162948,0.0
chr1_29504261_29504387,2.676175,0.0,0.0,0.0,0.0,1.364878,4.983823,0.0,0.0,7.786113,9.30396
chr1_31401933_31402089,3.373042,0.0,0.0,1.936693,0.0,1.550468,0.0,0.0,24.353801,9.156445,0.0
chr1_31537719_31538012,3.373042,0.1593,27.283240000000006,0.0,23.930159,2.5334285,0.0,17.594707999999994,0.0,9.156445,10.373474
chr1_32108020_32108204,1.7876610000000002,0.0,0.0,0.0,0.0,1.7452154999999998,0.0,0.0,1.694434,6.318275,12.360075
chr1_32405536_32405898,2.951747,0.0284,26.5806,0.0,19.421851,1.374784,4.974901,9.0287435,17.899515,8.134269999999999,6.9364550000000005
chr1_32701561_32701886,2.320732,0.0822,12.50845,0.0,5.781208,1.391205,7.665186,7.34153,0.0,0.0,8.759406
chr1_33220297_33220575,2.461537,0.0,8.807621000000003,0.0,3.557285,1.324113,9.397976,0.0,0.0,4.86109,0.0
chr1_33221272_33221671,2.461537,0.0,8.807621000000003,0.0,3.557285,1.324113,9.397976,0.0,0.0,4.86109,0.0
chr1_33225777_33226084,2.461537,0.1434,24.594886,0.0,3.557285,1.324113,9.397976,8.713625,0.0,4.86109,10.743259
chr1_33226574_33226719,2.461537,0.0522,24.594886,0.0,3.557285,1.324113,9.397976,8.713625,0.0,4.86109,10.743259
chr1_33227148_33227387,2.461537,0.0522,24.594886,0.0,3.557285,1.324113,9.397976,8.713625,0.0,4.86109,10.743259
chr1_33405191_33405597,2.86187,0.0,0.0,0.0,0.0,6.510313666666668,0.0,0.0,0.0,0.0,0.0
chr1_33463131_33463490,2.8494490000000003,0.0,0.0,0.0,0.0,4.3423905,2.916806,1.636243,2.4899,0.0,0.0
chr1_33463690_33463885,2.8494490000000003,0.0,0.0,0.0,0.0,1.324113,2.916806,1.636243,2.4899,0.0,0.0
chr1_33804359_33804743,2.371871,0.0,0.0,0.0,0.0,2.0544783333333334,2.747481,0.0,0.0,7.14757,6.6755460000000015
chr1_33829513_33829825,2.371871,0.0,0.0,0.0,0.0,1.223975,0.0,0.0,0.0,0.0,0.0
chr1_35891843_35891965,2.236622,0.0,0.0,0.0,0.0,1.21935,0.0,0.0,0.0,0.0,0.0
chr1_35953903_35954237,2.236622,0.0252,0.0,0.0,0.0,1.21935,0.0,0.0,0.0,0.0,0.0
chr1_36173458_36173573,2.3089310000000003,0.0,0.0,1.851701,0.0,1.21935,0.0,0.0,0.0,0.0,0.0
chr1_36183411_36183689,2.3089310000000003,0.0923,15.223264000000002,0.0,19.750874,1.21935,7.116279,19.978148,0.0,4.844865,14.146736
chr1_36489072_36489418,2.086366,0.0,0.0,0.0,0.0,1.386836,0.0,0.0,0.0,0.0,0.0
chr1_36626561_36626969,1.812603,0.0,2.894693,0.0,0.0,2.554104,2.366609,0.0,8.512727,6.7245240000000015,0.0
chr1_36627717_36628369,4.723301,0.0,2.894693,0.0,2.425037,2.554104,2.366609,0.0,0.0,6.7245240000000015,0.0
chr1_36641160_36641451,1.812603,0.0,0.0,0.0,0.0,1.378607,2.366609,0.0,0.0,0.0,0.0
chr1_36814630_36815106,2.112708,0.0,0.0,0.0,0.0,1.378607,0.0,0.0,0.0,0.0,0.0
chr1_36825493_36825742,2.112708,0.0,0.0,0.0,0.0,2.332349666666667,0.0,0.0,0.0,0.0,0.0
chr1_36839449_36839891,2.112708,0.1357,23.739453,0.0,7.357080000000001,1.378607,6.623072500000001,6.400012,0.0,5.1870675,7.8045
chr1_36840093_36840535,2.112708,0.1357,23.739453,0.0,7.357080000000001,1.378607,6.623072500000001,6.400012,0.0,7.482218,7.8045
chr1_36849527_36849580,2.112708,0.0,20.776447,0.0,11.0306215,1.378607,2.970263,20.032524,0.0,6.7027205,12.331224
chr1_36866636_36866899,2.112708,0.0377,17.528899,0.0,8.918301,1.378607,2.970263,5.33455,0.0,2.873911,6.569572999999999
chr1_37932554_37932910,2.242724,0.0,20.143331,1.992892,16.895035999999998,1.370378,0.0,0.0,0.0,10.873178,0.0
chr1_37937293_37937526,2.242724,0.0724,20.143331,1.992892,24.330326,5.2314834999999995,6.567349,31.555113,3.183132,10.873178,18.256449
chr1_37942874_37943354,2.242724,0.0,20.143331,1.992892,24.330326,3.154819,6.025365,31.555113,3.183132,10.873178,18.256449
chr1_37944084_37944971,2.242724,0.0,20.143331,1.992892,24.330326,3.154819,6.025365,31.555113,3.183132,10.873178,18.256449
chr1_38009784_38010404,6.1949260000000015,0.0,0.0,1.992892,0.0,1.370378,0.0,0.0,0.0,3.082892,0.0
chr1_38010731_38010979,6.895962,0.0,0.0,1.992892,0.0,5.816117,0.0,0.0,0.0,3.082892,0.0
chr1_3817648_3818071,1.61526,0.2311,31.457667,0.0,23.624743,1.153253,0.0,21.69594,0.0,0.0,8.542698
chr1_38287158_38287399,2.494775,0.0,0.0,1.992892,0.0,1.370378,0.0,0.0,0.0,0.0,0.0
chr1_38291277_38291502,2.494775,0.0,0.0,1.992892,0.0,1.370378,0.0,0.0,0.0,0.0,0.0
chr1_38311465_38311868,2.494775,0.0,0.0,1.992892,0.0,1.370378,0.0,0.0,0.0,3.301315,0.0
chr1_38317043_38317898,2.494775,0.0,0.0,1.992892,0.0,1.370378,8.121754,0.0,0.0,3.301315,0.0
chr1_38465723_38465839,3.975449,0.0359,26.63135,2.092118,15.570154999999998,1.370378,8.884395,13.952144,0.0,9.801732,10.217698
chr1_39596184_39596482,1.431984,0.0346,5.306135,0.0,0.0,1.357854,3.685794,0.0,0.0,0.0,3.879248000000001
chr1_39598118_39598362,1.431984,0.0,5.782499,0.0,0.0,1.357854,3.685794,0.0,0.0,6.456002,2.668549
chr1_39598673_39599090,1.431984,0.0,5.782499,0.0,0.0,1.357854,3.685794,0.0,0.0,6.456002,2.668549
chr1_39857791_39857995,2.518529,0.0499,10.449472,0.0,7.6680449999999984,1.357854,8.384791,0.0,0.0,4.895335,5.191016
chr1_39874208_39874673,2.518529,0.1286,10.39292,0.0,9.339458,1.357854,5.969455,13.41949,0.0,6.570321000000002,8.404727000000001
chr1_40006104_40006751,2.456061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_40295095_40295414,2.615158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_40561233_40561752,2.671887,0.0,0.0,0.0,0.0,0.0,4.202478,13.751572,0.0,7.756341,10.578838
chr1_40848967_40849502,1.575117,0.0,0.0,0.0,0.0,1.7555740000000002,0.0,0.0,0.0,2.213838,0.0
chr1_40851431_40851768,1.575117,0.0,0.0,0.0,0.0,1.7555740000000002,0.0,0.0,0.0,2.213838,0.0
chr1_40866111_40866454,1.730516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.213838,0.0
chr1_41164800_41165075,2.199103,0.0,6.224578,0.0,0.0,1.332329,4.9559345,0.0,0.0,10.28685,0.0
chr1_41178788_41178979,2.199103,0.0,0.0,0.0,0.0,1.332329,2.369504,0.0,0.0,10.28685,0.0
chr1_41501440_41501773,2.928194,0.0,0.0,0.0,0.0,1.652756,0.0,0.0,0.0,0.0,0.0
chr1_41501908_41501999,2.928194,0.0,0.0,0.0,0.0,1.652756,0.0,0.0,0.0,0.0,0.0
chr1_41564044_41564297,1.725658,0.0,0.0,0.0,0.0,1.268043,0.0,0.0,0.0,0.0,0.0
chr1_41633074_41633562,1.725658,0.0,0.0,0.0,0.0,1.268043,0.0,0.0,0.0,0.0,0.0
chr1_41650800_41651168,1.376885,0.0,0.0,0.0,0.0,1.268043,0.0,0.0,0.0,1.4752,0.0
chr1_42774668_42774801,2.115226,0.0,0.0,0.0,0.0,1.342661,0.0,0.0,0.0,5.902883,0.0
chr1_43250353_43250859,1.969241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_43400932_43401203,2.579413,0.0,17.969832999999994,0.0,4.3020925000000005,2.534892,10.363555,3.349895,0.0,7.861485000000001,5.1082725
chr1_43402214_43402581,2.579413,0.0541,17.969832999999994,0.0,4.3020925000000005,2.534892,10.363555,4.7910665,0.0,7.861485000000001,5.1082725
chr1_43402778_43403133,2.579413,0.0372,17.969832999999994,0.0,4.3020925000000005,8.216636333333334,10.363555,4.7910665,11.784501,7.861485000000001,5.1082725
chr1_43405621_43405821,2.579413,0.0,17.969832999999994,0.0,4.3020925000000005,2.534892,10.363555,4.5157445,0.0,7.861485000000001,5.470127999999999
chr1_43406108_43407009,2.579413,0.0351,17.969832999999994,0.0,4.3020925000000005,2.534892,10.363555,4.5157445,0.0,7.861485000000001,5.470127999999999
chr1_43407355_43407700,2.579413,0.0517,17.969832999999994,0.0,4.3020925000000005,6.526122999999999,10.363555,4.5157445,0.0,7.861485000000001,5.470127999999999
chr1_43426742_43427095,2.579413,0.0,0.0,0.0,0.0,4.4303355,7.349013,0.0,0.0,7.861485000000001,4.259402
chr1_43427522_43427762,2.579413,0.0,0.0,0.0,0.0,0.0,7.349013,0.0,0.0,7.861485000000001,4.259402
chr1_43428386_43429108,2.579413,0.0,7.7956815000000015,0.0,3.456554,0.0,7.349013,5.976424,0.0,7.861485000000001,6.014897
chr1_43429290_43429917,2.579413,0.0,6.583689,0.0,3.456554,0.0,7.349013,5.976424,0.0,7.861485000000001,6.014897
chr1_43997843_43998152,2.027629,0.0809,4.791462,0.0,5.481822500000002,1.374965,4.463609,10.83892,3.118798,4.536111,9.122815
chr1_44015731_44016125,2.027629,0.0,0.0,0.0,0.0,1.374965,0.0,0.0,0.0,3.351157,0.0
chr1_44176533_44177122,3.056385,0.0,0.0,0.0,0.0,1.374965,6.45498,0.0,0.0,3.030473,6.641176
chr1_44232152_44232509,1.551962,0.0,0.0,0.0,0.0,1.374965,0.0,0.0,0.0,0.0,0.0
chr1_44240162_44240471,1.551962,0.0279,0.0,0.0,0.0,1.374965,7.902989,0.0,0.0,0.0,0.0
chr1_44265188_44265345,1.551962,0.0,0.0,0.0,0.0,1.374965,0.0,0.0,0.0,0.0,0.0
chr1_44299891_44300630,1.551962,0.0,0.0,0.0,0.0,1.374965,5.785503,0.0,0.0,0.0,5.460186
chr1_44302297_44302456,1.551962,0.0256,0.0,0.0,0.0,1.374965,5.785503,0.0,0.0,0.0,3.209954
chr1_44354357_44354471,1.569663,0.0,0.0,0.0,0.0,1.374965,5.993263,0.0,0.0,0.0,0.0
chr1_44378405_44378587,1.560272,0.0228,0.0,0.0,0.0,1.374965,0.0,0.0,0.0,0.0,0.0
chr1_44419838_44419961,1.960956,0.0,0.0,0.0,0.0,1.374965,0.0,0.0,0.0,0.0,0.0
chr1_44428103_44428423,1.960956,0.0,0.0,0.0,0.0,1.374965,0.0,0.0,0.0,0.0,0.0
chr1_44452990_44453115,1.960956,0.0,0.0,0.0,0.0,1.374965,0.0,0.0,0.0,0.0,0.0
chr1_44692988_44693156,2.441349,0.1218,4.640832,0.0,0.0,1.32886,9.744351,0.0,0.0,0.0,0.0
chr1_44703858_44704161,2.441349,0.0,0.0,0.0,0.0,1.32886,0.0,0.0,0.0,0.0,0.0
chr1_46111666_46112048,2.939015,0.0,0.0,0.0,0.0,8.188672333333333,0.0,0.0,0.0,6.250071,0.0
chr1_46573980_46574380,2.108736,0.0,0.0,0.0,0.0,1.2293040000000002,1.7005860000000002,0.0,0.0,4.139258,0.0
chr1_46575103_46575175,2.108736,0.0,0.0,0.0,0.0,1.2293040000000002,1.7005860000000002,0.0,0.0,4.139258,0.0
chr1_46712372_46712767,2.586264,0.1495,10.279858,0.0,16.830741,1.2293040000000002,7.064813000000001,17.581310000000002,0.0,0.0,9.116512
chr1_47800262_47800514,1.813649,0.0909,25.013662,0.0,22.675553,1.277323,0.0,16.135261,1.445216,3.840824,16.986472
chr1_51215461_51215472,1.635138,0.0,0.0,0.0,0.0,2.719677,0.0,0.0,12.966144,6.8147660000000005,0.0
chr1_51245588_51245972,1.635138,0.0,0.0,0.0,0.0,10.428224,0.0,0.0,0.0,6.8147660000000005,0.0
chr1_51312022_51312165,1.635138,0.0,0.0,0.0,0.0,3.016776,0.0,0.0,0.0,6.8147660000000005,0.0
chr1_51703075_51703494,1.6185,0.0226,14.143802,0.0,16.790537,1.954952,7.171544,19.972202,0.0,5.438895,10.746577
chr1_52110368_52110491,1.6877939999999998,0.0,13.53058,0.0,5.440729,0.0,4.811999,8.51281,0.0,3.414254,5.182543
chr1_52132018_52132585,1.6877939999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.414254,0.0
chr1_52173889_52173954,2.733389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.414254,0.0
chr1_53020482_53020832,2.497712,0.0,0.0,0.0,14.794432,0.0,3.874298000000001,17.709025,0.0,4.078945,7.871902
chr1_54358495_54358647,1.868144,0.0,0.0,0.0,0.0,1.316897,0.0,0.0,0.0,0.0,0.0
chr1_54695028_54695502,1.889685,0.0437,3.5619725,0.0,1.419381,1.316897,4.194361,0.0,0.0,0.0,3.269785
chr1_54696817_54697014,1.889685,0.0,1.472284,0.0,1.419381,3.8611015,0.0,0.0,0.0,0.0,0.0
chr1_54713635_54713793,1.889685,0.0,0.0,0.0,1.450258,1.316897,0.0,0.0,0.0,0.0,0.0
chr1_54715450_54715803,1.889685,0.1037,3.540807,0.0,1.450258,1.316897,3.430609,0.0,0.0,0.0,0.0
chr1_54739679_54739787,1.889685,0.2231,12.048783,0.0,5.198373,1.316897,8.129137,7.889397,9.091144,2.536102,7.658344
chr1_54744858_54745090,1.889685,0.0,5.698813,0.0,2.391261,1.316897,0.0,0.0,0.0,2.536102,0.0
chr1_54778588_54778715,1.889685,0.0,0.0,0.0,0.0,1.7403380000000002,0.0,0.0,0.0,0.0,0.0
chr1_54868582_54868776,1.889685,0.0,0.0,0.0,2.434616,2.6427009999999997,0.0,0.0,0.0,4.305231,6.478783999999999
chr1_54873075_54873515,1.889685,0.0878,12.564807,0.0,6.5437285,1.316897,9.595268,14.041739000000002,0.0,0.0,6.478783999999999
chr1_55340144_55340359,3.105747,0.0,0.0,0.0,0.0,1.938695,0.0,0.0,1.4608450000000002,7.807083499999999,0.0
chr1_55678785_55679185,3.252642,0.0,18.115967,0.0,28.134404,3.829337,4.613095,19.191616,0.0,4.971783,8.233661
chr1_56972242_56972492,1.79191,0.0,0.0,0.0,0.0,1.136883,0.0,0.0,0.0,0.0,0.0
chr1_56974162_56974535,1.79191,0.0345,3.520689,0.0,0.0,1.136883,4.432624,0.0,0.0,0.0,0.0
chr1_56976994_56977444,1.79191,0.0,0.0,0.0,0.0,1.136883,0.0,0.0,0.0,0.0,0.0
chr1_56991269_56991531,1.79191,0.0,0.0,0.0,0.0,2.0754135,0.0,0.0,0.0,2.130418,0.0
chr1_58969564_58969575,1.676445,0.0,0.0,0.0,0.0,1.169017,0.0,0.0,0.0,0.0,0.0
chr1_59050239_59050578,1.429825,0.0929,10.587052,0.0,7.327242999999998,5.8659145,11.21016,5.055605,0.0,7.1837659999999985,7.7760539999999985
chr1_59083966_59084335,1.36897,0.045,7.865469,0.0,0.0,1.142066,6.584524000000001,0.0,0.0,4.4417405,4.94473
chr1_59221049_59221462,1.5772389999999998,0.0665,17.075342000000006,0.0,3.7060495,1.142066,12.42971,3.245373,0.0,0.0,4.126229
chr1_59228706_59229186,1.5772389999999998,0.0,9.336771,0.0,2.660402,1.142066,7.217557000000001,0.0,2.660805,2.941908,3.944546
chr1_5957166_5957512,1.41301,0.0,0.0,1.837471,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_6053603_6054107,1.41301,0.442,7.749623,0.0,9.588181,1.621513,4.637384,17.135191,0.0,5.855968,10.413929
chr1_6054896_6055025,1.41301,0.0,0.0,0.0,9.588181,1.621513,0.0,17.135191,0.0,5.855968,10.413929
chr1_6088225_6088518,1.41301,0.0,0.0,0.0,10.470106,1.621513,4.7240129999999985,13.729331,0.0,5.14424,9.716921
chr1_61478973_61479215,1.6485459999999998,0.0,0.0,1.735596,0.0,1.271327,0.0,0.0,0.0,0.0,0.0
chr1_61522505_61523042,1.6485459999999998,0.0301,9.721897,0.0,13.691243,1.271327,0.0,14.62529,0.0,0.0,5.412372
chr1_61543611_61543877,1.6485459999999998,0.102,9.188164,0.0,11.734537,1.271327,5.620641000000001,14.951173999999998,0.0,3.135377,11.179639
chr1_61549054_61549253,1.6485459999999998,0.0,9.188164,0.0,11.734537,1.271327,2.654675,14.951173999999998,0.0,3.135377,11.179639
chr1_61649786_61650305,1.6485459999999998,0.0,0.0,0.0,0.0,1.271327,0.0,0.0,0.0,3.135377,0.0
chr1_61768031_61768305,1.6485459999999998,0.0,0.0,0.0,0.0,1.271327,0.0,0.0,0.0,3.135377,0.0
chr1_61918819_61919182,1.6485459999999998,0.0907,0.0,0.0,0.0,1.271327,9.398058,0.0,29.576045,0.0,5.070335
chr1_62948948_62949316,1.96636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_63151036_63151115,3.134623,0.0,1.215427,0.0,1.4290200000000002,0.0,2.75973,0.0,0.0,0.0,1.31629
chr1_6350184_6350543,1.455076,0.0319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_6351007_6351537,1.455076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_6354110_6354322,1.455076,0.0,0.0,0.0,0.0,9.183063,0.0,0.0,0.0,0.0,0.0
chr1_6359789_6360186,1.455076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_6360191_6360625,1.455076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_6362597_6362955,1.455076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_6373523_6373899,1.455076,0.0234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_64127998_64128504,2.296439,0.0718,26.388793,0.0,5.685339,1.185874,13.021714,5.659038,0.0,0.0,6.936058
chr1_65387772_65388547,1.38774,0.0,0.0,0.0,0.0,2.1248210000000003,6.814389,0.0,0.0,4.239285,4.891883999999999
chr1_65888047_65888596,1.630606,0.0,19.784241,0.0,19.663295,1.207281,6.610929,15.644503,0.0,8.609628,8.044131
chr1_66712370_66712790,1.102439,0.0,0.0,0.0,0.0,0.0,4.948818,0.0,0.0,0.0,0.0
chr1_66714465_66714786,1.102439,0.0,0.0,0.0,0.0,0.0,4.948818,0.0,0.0,0.0,0.0
chr1_66716160_66716649,1.102439,0.0,0.0,0.0,0.0,0.0,4.948818,0.0,0.0,0.0,0.0
chr1_66717339_66717678,1.102439,0.0,0.0,0.0,0.0,0.0,4.948818,0.0,0.0,0.0,0.0
chr1_66728047_66728190,1.102439,0.0512,6.502163,0.0,0.0,0.0,4.948818,3.903581,0.0,0.0,4.5858430000000014
chr1_66736293_66736539,1.102439,0.0,17.860798000000006,0.0,7.850617,0.0,4.948818,4.162184,0.0,0.0,4.3013305000000015
chr1_66741251_66741559,1.102439,0.0,0.0,0.0,0.0,0.0,4.948818,0.0,0.0,0.0,3.211425
chr1_66747978_66748387,1.102439,0.0422,0.0,0.0,0.0,0.0,4.948818,0.0,9.231524,0.0,2.198163
chr1_66778961_66779513,1.102439,0.0,0.0,0.0,0.0,0.0,4.948818,0.0,0.0,0.0,5.085676
chr1_66782459_66782839,1.102439,0.0,0.0,0.0,0.0,6.822902,4.948818,0.0,0.0,0.0,0.0
chr1_66793414_66793646,1.102439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_66800202_66800555,1.102439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_66815726_66816360,1.102439,0.0,0.0,0.0,0.0,0.0,2.060464,0.0,0.0,0.0,0.0
chr1_66817705_66818086,1.102439,0.0,0.0,0.0,0.0,0.0,2.060464,0.0,0.0,0.0,0.0
chr1_66850101_66850481,1.102439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_67494221_67494361,2.664164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_67847773_67848018,2.655848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_68166463_68166766,1.7752560000000002,0.0907,0.0,0.0,0.0,1.384095,8.660842,2.872963,13.43491,0.0,4.795173
chr1_68189225_68189635,1.7752560000000002,0.0,3.885111,0.0,0.0,1.384095,3.266961,0.0,0.0,2.889204,7.190041000000001
chr1_68215256_68215932,1.7752560000000002,0.0634,11.717428,0.0,9.738361,1.384095,6.651737,10.314964,2.975975,0.0,11.216516
chr1_68257818_68258216,1.7752560000000002,0.055,9.879447,0.0,8.564309,1.384095,7.582435,5.692723,0.0,5.398112,6.920992
chr1_68285768_68286070,1.7752560000000002,0.0,0.0,0.0,0.0,1.384095,1.938262,0.0,0.0,5.398112,0.0
chr1_68572958_68573227,2.065252,0.0,0.0,0.0,0.0,1.295546,0.0,0.0,0.0,0.0,0.0
chr1_68640572_68640736,2.065252,0.0,0.0,0.0,0.0,6.1126629999999995,5.810499,0.0,0.0,5.2494115,6.504222
chr1_6943772_6944262,1.906083,0.0,0.0,0.0,0.0,1.72174,0.0,0.0,0.0,0.0,0.0
chr1_70691921_70692281,2.525571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.734653,0.0
chr1_70709017_70709466,2.525571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4403875,0.0
chr1_70746826_70747040,2.525571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_70877943_70877992,2.138723,0.032,16.625936,0.0,15.603351000000002,0.0,0.0,20.346435,0.0,0.0,11.692023
chr1_78021710_78022056,2.519278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_78026939_78027232,2.519278,0.0,0.0,0.0,0.0,1.7590000000000001,0.0,0.0,0.0,0.0,0.0
chr1_78469106_78469287,2.957015,0.0,7.622273,0.0,0.0,0.0,6.188935,7.847253,0.0,5.0133800000000015,9.518682
chr1_8070132_8070398,4.579788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.974573,0.0
chr1_8445817_8446112,1.80949,0.0,0.0,0.0,0.0,1.671246,0.0,0.0,0.0,0.0,0.0
chr1_8450820_8451072,1.80949,0.0,0.0,0.0,0.0,1.671246,0.0,0.0,1.467629,0.0,0.0
chr1_84710038_84710507,1.37322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_8487656_8487917,1.80949,0.0,0.0,0.0,0.0,1.671246,0.0,0.0,0.0,0.0,0.0
chr1_8488165_8488317,1.80949,0.0,0.0,0.0,0.0,1.671246,0.0,0.0,0.0,0.0,0.0
chr1_84971050_84971209,2.667298,0.0,29.359693,0.0,24.441897,0.0,4.917574,19.765117,0.0,14.957129,12.032226
chr1_85643319_85643587,1.618229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_8571636_8571856,1.80949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.856633,0.0
chr1_85737728_85738105,3.652192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0158285000000005,0.0
chr1_85779776_85780132,1.445474,0.0467,6.380667,0.0,0.0,0.0,6.515317,0.0,0.0,0.0,4.186709
chr1_85794698_85795078,1.445474,0.0666,29.136422,0.0,5.599304,0.0,11.377541,3.882067,1.7013009999999995,4.360482,7.5105270000000015
chr1_85795855_85796291,1.445474,0.0286,29.136422,0.0,5.599304,0.0,11.377541,6.926553,1.7013009999999995,6.849231,8.450037
chr1_85796595_85797055,1.445474,0.0,29.136422,0.0,5.599304,0.0,11.377541,6.926553,1.7013009999999995,7.266442999999999,8.450037
chr1_85991291_85991622,1.5509190000000002,0.0,0.0,2.756293,1.753045,3.838839,8.107913,2.5206060000000003,1.825812,1.7439380000000002,2.306235
chr1_86049987_86050100,3.7806,0.0339,0.0,0.0,0.0,0.0,6.004302,0.0,2.816868,0.0,9.961512
chr1_87171187_87171726,2.2939580000000004,0.0366,19.77001,0.0,19.24981,5.493439,3.5382910000000005,20.22952,0.0,8.768506,7.143806499999998
chr1_8720526_8720683,1.80949,0.0,6.65437,0.0,0.0,1.700105,8.00027,1.4676049999999998,0.0,3.856633,2.52417
chr1_8724042_8724475,1.80949,0.0,0.0,0.0,0.0,1.700105,8.00027,1.4676049999999998,0.0,3.856633,2.52417
chr1_87799623_87799998,2.830698,0.0,0.0,0.0,0.0,1.195767,4.484569500000001,7.390972,0.0,7.121836999999998,0.0
chr1_89167079_89167239,1.823922,0.0,0.0,0.0,0.0,0.0,4.585357,0.0,0.0,4.657675,3.188344
chr1_89303069_89303193,2.375091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_8933581_8933925,3.831484,0.0715,25.071265,0.0,16.739082,6.4586760000000005,8.39735,16.235383,2.728405,5.5066,11.424819
chr1_89339924_89340210,2.375091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.228933,0.0
chr1_89358212_89358439,2.375091,0.0,16.40824,0.0,16.506608,0.0,7.47,15.155944,0.0,0.0,8.967797000000003
chr1_89459818_89459853,1.633734,0.0,25.163541,0.0,20.715764,0.0,0.0,14.986005,0.0,3.928088,8.038513
chr1_89466934_89467175,1.640815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_90022562_90022945,1.589534,0.0,2.85133,0.0,0.0,0.0,3.2263685,0.0,0.0,2.856551,0.0
chr1_90032556_90032702,1.589534,0.0,0.0,0.0,0.0,0.0,1.861037,0.0,0.0,2.603685,0.0
chr1_90309838_90310280,2.635137,0.0234,13.934409,0.0,18.038992,1.254583,4.098326,16.404723999999998,0.0,3.812082,10.001796
chr1_90321378_90321621,2.635137,0.0,5.894761,0.0,0.0,1.254583,4.086641999999999,0.0,0.0,3.812082,4.7536
chr1_90372321_90372729,2.635137,0.0245,11.641537,0.0,6.709928999999999,1.254583,1.861037,3.800362,1.463817,3.812082,3.8105635
chr1_90374317_90375036,2.635137,0.0252,11.641537,0.0,6.140147,1.254583,1.861037,3.044724,1.463817,3.812082,3.8105635
chr1_90376424_90376756,2.635137,0.0565,11.641537,0.0,2.746055,1.254583,1.861037,0.0,0.0,3.812082,3.8105635
chr1_9179840_9180024,1.628429,0.0,0.0,0.0,0.0,12.123453,0.0,0.0,0.0,6.7438509999999985,0.0
chr1_92196214_92196626,2.146507,0.0363,7.180714,0.0,0.0,1.2283505,7.523754999999999,4.240871,0.0,0.0,5.14193
chr1_92198149_92198440,2.146507,0.0763,7.180714,0.0,4.162221,1.2283505,7.523754999999999,4.240871,0.0,0.0,5.14193
