name_E,Smc3_E,Pol2_E,H4k20me1_E,H3k27ac_E,H3k9ac_E,DNaseI_E,H3k4me2_E,Rad21_E,H3k27me3_E,H3k4me3_E,Ctcf_E,H3k79me2_E,H3k4me1_E,H3k36me3_E
chr1_222164724_222164904,3.05719701281594,0.0,0.0,0.0,0.0,2.49597,0.0,2.43866,0.0,0.0,0.0,0.0,0.0,0.0
chr1_222167595_222168014,5.650833772152,0.0,0.0,3.37533,0.0,5.41389,2.98714,0.0,0.0,0.0,0.0,0.0,2.86345,0.0
chr1_2221868_2222548,12.6939031055697,2.21397,0.0,3.58303,4.3091,8.30914,4.36634,2.88601,0.0,6.48119,0.0,0.0,2.02906,0.0
chr1_22231370_22231630,7.76453523062829,0.0,0.0,0.0,0.0,6.53337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_22235836_22236001,5.81167724963716,0.0,0.0,3.16555,0.0,3.29085,0.0,0.0,0.0,0.0,0.0,1.90794,2.28326,0.0
chr1_222411720_222412018,3.17231278609474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_22260274_22260656,4.11277050446695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04509,1.68333,0.0
chr1_222638782_222639204,99.9421686481826,1.43293,0.0,6.89573,7.88613,6.07684,6.31587,5.3962,0.0,7.18984,7.88556,0.0,4.85166,0.0
chr1_22266159_22266438,11.5094209438335,0.0,0.0,0.0,0.0,5.92077,0.0,1.66543,0.0,0.0,8.15373,0.0,2.21101,0.0
chr1_222828361_222828786,5.64224060161558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.30084
chr1_223147896_223148076,6.91357184357078,0.0,3.41306,0.0,0.0,6.99333,3.93659,2.26469,0.0,0.0,0.0,0.0,3.78949,0.0
chr1_2232428_2232896,5.85595653297435,3.10204,0.0,2.90513,3.42829,3.55711,3.28283,2.08017,0.0,3.89003,0.0,0.0,2.19952,0.0
chr1_223892678_223892997,3.09689999780829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2646,1.96421,0.0
chr1_223901276_223901546,3.27782637520602,4.21907,0.0,2.606,3.39947,0.0,2.6103,0.0,0.0,4.86358,0.0,2.00074,0.0,0.0
chr1_223903033_223903347,12.0551303146253,2.21127,2.2671,2.17739,1.90848,5.94688,2.6103,2.74422,0.0,0.0,2.18851,2.00074,2.40398,0.0
chr1_223904365_223904567,3.57015910032355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.00074,0.0,0.0
chr1_223914239_223914747,7.44372185833318,1.51721,1.90912,2.54846,3.38087,5.2499,3.22886,0.0,0.0,0.0,0.0,0.0,2.03028,0.0
chr1_224019430_224020596,6.32671947286565,0.0,0.0,3.44736,3.68764,4.24972,3.53363,0.0,0.0,0.0,3.05373,3.12744,3.37478,0.0
chr1_224023477_224023773,2.98249155925996,0.0,2.10844,0.0,0.0,6.45668,0.0,0.0,0.0,0.0,0.0,2.4491,2.46636,0.0
chr1_224032316_224032686,5.48435366578284,6.14404,2.40365,3.70609,4.04302,3.87324,4.38501,3.50536,0.0,4.74204,0.0,3.00188,0.0,0.0
chr1_224545542_224546006,4.14604636843577,0.0,2.64039,5.26573,0.0,6.36834,4.17261,0.0,0.0,0.0,0.0,2.70468,3.51953,0.0
chr1_224635065_224635439,4.21338230370248,0.0,2.78643,0.0,0.0,8.0887,0.0,0.0,0.0,0.0,0.0,2.85429,5.68714,0.0
chr1_2246556_2246763,4.69532591091351,0.0,0.0,2.83946,3.50228,2.8417,3.85027,3.17805,0.0,5.56625,17.29319,0.0,0.0,0.0
chr1_224685994_224686507,10.9697739257962,0.0,0.0,3.80767,2.97236,4.48656,3.55307,0.0,0.0,0.0,0.0,0.0,2.82296,0.0
chr1_224691192_224691563,3.95504360926781,0.0,0.0,3.5701,3.53725,5.53091,3.49501,0.0,0.0,4.16349,0.0,0.0,2.47511,0.0
chr1_224730441_224730985,8.15437378868792,0.0,2.84588,4.85934,3.33305,5.8966,4.14444,0.0,0.0,0.0,0.0,0.0,3.11136,0.0
chr1_2253622_2253773,14.0066610204214,1.87334,0.0,4.18983,3.76144,7.7732,5.6522,3.38157,0.0,0.0,2.91122,0.0,4.33178,0.0
chr1_225934674_225934968,15.8443054927332,2.70114,0.0,6.7497,5.842,8.77062,8.331,2.2424,0.0,12.65735,0.0,0.0,2.85777,0.0
chr1_226222205_226222589,4.68645753806215,0.0,0.0,4.42457,4.86792,11.96225,6.88186,0.0,0.0,0.0,0.0,0.0,5.02807,0.0
chr1_226297611_226298113,3.8883858819888553,4.40149,0.0,3.81298,3.83013,4.18935,4.78694,0.0,0.0,5.3393,0.0,0.0,0.0,0.0
chr1_226388791_226388905,14.7926448069884,0.0,0.0,0.0,0.0,3.06769,0.0,3.84998,0.0,0.0,8.67769,0.0,0.0,0.0
chr1_226852222_226852636,11.1910120950434,1.83205,2.87997,3.21387,2.98939,4.46622,3.49601,0.0,0.0,0.0,0.0,0.0,2.3036,0.0
chr1_226864749_226865297,6.41115939315321,0.0,0.0,0.0,2.81638,5.40984,2.88031,2.62625,0.0,0.0,0.0,0.0,3.07983,0.0
chr1_226867580_226868182,4.2095967806408,0.0,0.0,4.00531,4.36037,4.3917,5.17966,0.0,0.0,8.45692,0.0,0.0,2.68457,0.0
chr1_226884834_226885233,5.36475064756557,0.0,3.19408,0.0,3.78907,6.27844,3.5561,0.0,0.0,0.0,0.0,0.0,3.16111,0.0
chr1_226890865_226891416,8.381887224069445,2.13888,3.6461,4.80088,5.84216,5.07036,5.06812,0.0,0.0,8.95985,0.0,0.0,0.0,0.0
chr1_226896121_226896509,6.94650824679024,0.0,2.77699,3.59271,3.55098,5.96063,4.02562,0.0,0.0,0.0,0.0,0.0,3.92162,0.0
chr1_226911425_226911742,4.35685016864448,0.0,2.58995,4.56552,3.33427,6.8177,5.38752,0.0,0.0,0.0,0.0,2.58232,3.46717,0.0
chr1_227002760_227003096,9.73288508265168,1.90467,3.67422,4.87104,3.79362,6.02776,5.44737,1.82774,0.0,3.83736,0.0,0.0,3.22094,0.0
chr1_227009018_227009221,3.20494803957176,0.0,3.4501,4.55493,4.26863,6.46863,5.39875,2.12608,0.0,0.0,0.0,0.0,4.39847,0.0
chr1_227953974_227954299,5.10513653348511,0.0,0.0,0.0,0.0,3.13237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_227981750_227981829,4.55385232717947,0.0,0.0,4.42669,3.46371,6.55991,4.36834,3.00942,0.0,0.0,0.0,0.0,3.44113,0.0
chr1_228098321_228098415,3.34033174874151,0.0,0.0,0.0,3.02722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_228338299_228338457,10.8192901657589,3.04379,0.0,3.13746,3.0235,8.44886,3.3674,4.21318,0.0,3.76138,0.0,0.0,2.79276,0.0
chr1_228350789_228351109,7.74082479984595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_228398942_228399222,3.36744443809297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_228633222_228633907,4.65484851075931,0.0,0.0,0.0,5.04407,4.96056,7.32999,0.0,2.56291,6.33461,0.0,0.0,4.22688,0.0
chr1_228688608_228688902,40.7490929031857,2.26392,2.72798,0.0,4.23881,7.63096,6.76316,16.09282,0.0,0.0,30.03438,0.0,4.72316,0.0
chr1_228973832_228974198,9.62000402797245,0.0,2.77607,3.25087,3.0371,4.7149,3.22408,0.0,0.0,0.0,0.0,0.0,2.68551,0.0
chr1_229546837_229547142,5.81356742504403,0.0,0.0,0.0,0.0,4.89091,2.90422,0.0,0.0,0.0,0.0,2.85995,3.0415,0.0
chr1_23003504_23003620,3.65624740145792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_230220475_230220731,14.5454561153813,1.67162,2.90325,3.47966,3.41717,6.65628,4.62818,2.83711,0.0,3.9671,0.0,0.0,2.36004,0.0
chr1_230240540_230240902,12.7275679031952,3.54401,0.0,3.16078,3.01092,4.71341,3.23784,2.64149,0.0,4.60264,2.11499,0.0,2.01726,0.0
chr1_230241590_230241986,9.54996248247621,3.54401,0.0,3.16078,3.01092,4.71341,3.23784,0.0,0.0,0.0,0.0,2.23706,2.01726,0.0
chr1_230248068_230248475,3.87994167244918,0.0,2.13877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.80626,2.63888,0.0
chr1_230249347_230250007,9.47154150035414,3.66861,2.13877,3.75053,4.22182,6.10869,4.88338,2.45989,0.0,5.76182,0.0,0.0,2.63888,0.0
chr1_230407650_230408034,3.05538944090091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_231002258_231002436,7.77571826293918,0.0,0.0,0.0,2.89503,0.0,2.60142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_231939296_231939383,3.22386563097816,0.0,0.0,0.0,0.0,3.75704,2.96535,0.0,0.0,0.0,0.0,0.0,3.07259,0.0
chr1_231944869_231945038,5.82421666331425,0.0,0.0,0.0,0.0,4.50039,0.0,0.0,0.0,0.0,0.0,0.0,3.66577,0.0
chr1_232107055_232107371,4.54523807365712,0.0,0.0,0.0,0.0,7.09778,0.0,0.0,0.0,0.0,0.0,0.0,3.0664,0.0
chr1_23426690_23427100,9.2164042036042,0.0,2.13008,2.85411,0.0,5.67948,3.65664,1.77062,0.0,0.0,0.0,0.0,2.84391,0.0
chr1_234630919_234631525,14.275034580597,2.26324,3.56616,3.46627,3.70209,5.85885,4.19612,0.0,0.0,4.94418,0.0,0.0,3.49605,0.0
chr1_234659231_234659760,4.31855267455262,0.0,3.36082,3.93288,4.38547,8.69473,3.88439,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_234680207_234680593,5.60652881097491,0.0,2.93792,3.81548,3.31624,6.7434,3.80049,0.0,0.0,0.0,0.0,0.0,2.94917,0.0
chr1_234721506_234721689,7.29338481365642,0.0,0.0,0.0,0.0,4.42154,0.0,0.0,0.0,0.0,0.0,0.0,2.70951,0.0
chr1_234728712_234729023,3.10473984923941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_234737347_234737653,9.62982068007885,6.6036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_234738546_234738834,9.19847091705808,6.6036,0.0,1.8537,0.0,3.59999,0.0,0.0,0.0,0.0,0.0,0.0,2.30593,0.0
chr1_234746093_234747674,14.671826532176851,6.6036,0.0,2.14466,2.22303,2.55042,2.37476,2.96519,0.0,2.23101,1.82735,0.0,3.01394,0.0
chr1_234748100_234748931,20.8485450950042,6.6036,3.0032,2.14466,2.36632,2.98502,2.98361,2.96519,0.0,0.0,0.0,0.0,3.01394,0.0
chr1_234749342_234749645,16.9064590448363,6.6036,3.0032,2.14466,2.36632,2.98502,2.98361,2.96519,0.0,0.0,0.0,0.0,3.01394,0.0
chr1_234792654_234793437,22.610182265943948,2.57104,0.0,3.20511,2.86624,6.27879,4.03485,3.16796,0.0,0.0,0.0,2.59725,2.77703,0.0
chr1_234793934_234794239,8.4475877759784,2.57104,0.0,3.20511,0.0,6.27879,0.0,2.64926,0.0,0.0,0.0,0.0,2.77703,0.0
chr1_234857710_234858181,17.6429804111287,3.38064,2.91072,2.20051,2.8025,2.77215,3.08294,2.84582,0.0,3.82925,0.0,0.0,2.1137,0.0
chr1_234858843_234859287,12.0906973806181,3.38064,3.2116,2.20051,2.8025,3.17217,3.08294,2.84582,0.0,0.0,0.0,0.0,0.0,0.0
chr1_234881537_234881788,9.13910725883502,0.0,0.0,0.0,0.0,6.19449,0.0,0.0,0.0,0.0,0.0,0.0,2.70521,0.0
chr1_234891292_234891478,12.6646423825186,1.84273,2.7422,4.14646,3.81548,7.10632,6.74654,2.51299,0.0,0.0,0.0,0.0,3.94365,0.0
chr1_234908151_234908764,14.110565907647835,2.1142,0.0,6.51032,5.67393,7.00446,5.93023,2.51612,0.0,4.37528,0.0,0.0,3.79509,0.0
chr1_234911340_234911676,4.196038653011425,0.0,0.0,0.0,0.0,2.09436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_234914073_234914641,5.84186920012999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02115,0.0,0.0,0.0,0.0,2.70344
chr1_234977482_234978011,3.93039270585768,0.0,0.0,4.46148,3.38654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63697,0.0
chr1_234984948_234985284,5.926039865142844,0.0,3.48059,3.93104,0.0,6.17106,3.90398,1.98973,0.0,0.0,5.97805,0.0,2.98433,0.0
chr1_234987212_234987644,4.534276600220935,0.0,0.0,0.0,3.51343,4.46484,3.69091,2.96618,0.0,0.0,0.0,0.0,3.30827,0.0
chr1_235012060_235012373,10.2517473095971,0.0,0.0,3.47998,0.0,4.79216,5.86972,0.0,0.0,0.0,0.0,0.0,4.82818,0.0
chr1_235017165_235017382,3.73432320089264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_235069269_235069652,8.19254415992355,0.0,0.0,3.47173,3.464,7.75748,3.8985,0.0,0.0,0.0,0.0,0.0,3.86192,0.0
chr1_235070340_235070651,20.3255182721755,2.39178,0.0,3.47173,3.464,7.75748,3.8985,3.60935,0.0,0.0,0.0,0.0,3.86192,0.0
chr1_235091073_235091332,3.50409893551906,1.85417,0.0,2.70126,0.0,4.10997,3.20479,2.97828,0.0,0.0,0.0,0.0,3.1439,0.0
chr1_235091427_235091813,17.8934240865032,1.85417,0.0,0.0,0.0,4.10997,3.20479,1.83055,0.0,0.0,0.0,0.0,3.1439,0.0
chr1_235096560_235096855,3.82099482452811,0.0,0.0,2.28098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65877,0.0
chr1_235097868_235098070,10.0126599774279,3.64812,4.66212,2.28098,2.79761,4.34986,4.0233,3.17156,0.0,3.97375,0.0,0.0,2.65877,0.0
chr1_235110834_235111403,9.91111692024447,0.0,0.0,0.0,0.0,3.45405,0.0,2.27236,0.0,0.0,0.0,0.0,0.0,0.0
chr1_235114050_235115068,10.694168940886485,2.0847,2.5732,1.98588,2.34392,3.4758,3.06691,3.22526,0.0,0.0,2.93439,0.0,2.14581,0.0
chr1_235120162_235120433,15.988568645388,1.51468,0.0,2.11428,0.0,4.2497,0.0,2.80369,0.0,0.0,0.0,0.0,2.02319,0.0
chr1_235133014_235133422,11.420008615023503,4.15604,3.09151,4.30319,4.3197,9.43754,5.42411,2.77745,0.0,3.69387,0.0,2.6302,3.55131,0.0
chr1_235134086_235134438,9.47247770024552,4.15604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6302,3.55131,0.0
chr1_235146978_235147112,8.54203994353891,3.41151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25581,0.0
chr1_235151501_235151917,4.23213111192649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_235183936_235184197,6.02926596066279,1.88869,4.42882,3.38206,3.91903,5.24175,5.04277,2.06063,0.0,4.18608,0.0,0.0,2.84173,0.0
chr1_235186710_235186949,5.30285716399939,0.0,0.0,0.0,0.0,4.40992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_23523350_23523682,4.769914587757755,3.63967,0.0,3.72659,3.28821,4.89968,3.64457,0.0,0.0,0.0,0.0,0.0,2.90412,0.0
chr1_235243001_235243596,7.84957685974633,0.0,0.0,0.0,0.0,2.9574,0.0,0.0,0.0,0.0,0.0,0.0,2.98326,0.0
chr1_235246558_235246857,17.6899391919195,2.70016,0.0,4.87537,4.6002,6.10994,6.0046,9.59429,0.0,5.55716,0.0,0.0,3.34174,0.0
chr1_235267591_235267744,71.113547236305,0.0,0.0,4.58451,6.64606,5.35236,5.4073,6.1064,0.0,0.0,15.16397,0.0,3.77125,0.0
chr1_235468552_235468724,3.02671537188933,0.0,1.96746,0.0,0.0,4.47401,4.04357,0.0,0.0,0.0,0.0,2.19473,3.24002,0.0
chr1_236022018_236022676,3.41566102118475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_236022682_236022818,3.41566102118475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_236039869_236040195,3.74423063748754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_236080566_236081247,5.55454851519789,0.0,3.77299,4.47901,4.11635,7.79683,5.50305,2.04951,0.0,0.0,0.0,0.0,3.06856,0.0
chr1_236083263_236083651,8.81788026295048,0.0,0.0,0.0,0.0,3.63566,0.0,2.11606,0.0,0.0,0.0,0.0,2.64978,0.0
chr1_236109486_236110063,14.4387959329848,0.0,0.0,0.0,0.0,5.0185,0.0,2.17923,0.0,0.0,2.5315,0.0,0.0,0.0
chr1_236135691_236135959,14.3741814158453,2.7533,0.0,4.98355,5.84039,6.80888,6.02698,7.00335,0.0,7.92282,15.28394,3.02951,0.0,0.0
chr1_236162583_236163199,12.555272100846,0.0,0.0,3.92436,0.0,6.00556,4.38648,0.0,0.0,0.0,0.0,2.64989,3.2081,0.0
chr1_236231203_236231484,6.20104992573641,0.0,0.0,0.0,0.0,3.81328,0.0,0.0,0.0,0.0,0.0,0.0,2.86585,0.0
chr1_236414606_236414689,4.34441055515601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_236579529_236579860,4.10767049627804,0.0,0.0,0.0,0.0,0.0,3.56227,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_23721090_23721462,3.00648371688751,0.0,2.65464,3.83989,4.71939,5.4295,4.126,2.17923,0.0,0.0,4.10557,0.0,3.44501,0.0
chr1_238811242_238811567,4.18364802414103,1.66324,0.0,3.13994,0.0,10.21883,3.55256,0.0,0.0,0.0,0.0,0.0,2.86822,0.0
chr1_23882500_23882866,14.3525394968093,8.76454,2.46012,2.13912,0.0,2.42316,1.99059,0.0,0.0,0.0,0.0,0.0,2.20905,0.0
chr1_23888678_23889201,9.7315514282449,8.76454,0.0,1.83567,1.78536,5.01062,1.84646,1.57617,0.0,0.0,0.0,0.0,0.0,0.0
chr1_23903714_23904323,9.63472873213403,5.04884,3.41982,3.0454,3.78868,4.48472,4.5127,2.04146,0.0,5.03222,0.0,0.0,2.4207,0.0
chr1_23912037_23912393,15.1767042172245,1.98677,3.18915,3.66688,4.50394,5.47375,5.14822,2.04848,0.0,0.0,0.0,0.0,2.70266,0.0
chr1_23961555_23961694,51.749547657408,3.02734,0.0,4.67148,5.01954,4.298,6.54086,7.92999,0.0,10.97058,16.69057,3.11875,3.1574,0.0
chr1_240397761_240398076,6.35340549352968,0.0,0.0,2.43064,0.0,4.45319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_240476321_240476487,8.82465962575439,0.0,0.0,2.27637,0.0,7.99359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_240514375_240514531,11.887718911322,0.0,2.92453,2.5117,0.0,6.26716,0.0,1.81603,0.0,0.0,0.0,0.0,2.498,0.0
chr1_240562823_240563040,7.97227015809278,1.84273,3.4637,0.0,3.14001,9.17582,3.82679,3.80298,0.0,0.0,0.0,2.9435,4.05121,0.0
chr1_240783291_240783489,3.26235407911195,0.0,0.0,0.0,0.0,0.0,5.2281,0.0,2.90237,0.0,0.0,0.0,4.91805,0.0
chr1_241775803_241776227,3.08330462023278,0.0,0.0,5.16096,4.83971,6.30821,4.62805,0.0,0.0,0.0,0.0,2.70682,3.73549,0.0
chr1_243428005_243428394,5.9630555427103,0.0,0.0,0.0,0.0,5.73279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_243431437_243431793,3.98209275723731,0.0,0.0,2.86738,0.0,5.15997,0.0,0.0,0.0,4.13377,0.0,0.0,0.0,0.0
chr1_243451071_243451374,6.77002857921901,0.0,2.75872,2.96983,0.0,5.82249,3.23228,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_243487001_243487352,4.09020938293504,0.0,0.0,0.0,0.0,2.93502,0.0,0.0,0.0,0.0,0.0,3.07153,2.79671,0.0
chr1_24349340_24349488,2.97419526157716,2.44934,0.0,0.0,0.0,5.40495,0.0,2.13383,0.0,0.0,0.0,0.0,2.63425,0.0
chr1_243585242_243585384,5.13220652875358,0.0,3.05038,3.9313,4.06212,8.68869,4.71216,0.0,0.0,0.0,0.0,3.19049,5.02661,0.0
chr1_243894639_243895081,4.54556839607097,0.0,0.0,0.0,0.0,5.43074,0.0,0.0,0.0,0.0,0.0,2.68107,3.13131,0.0
chr1_244215508_244215901,3.39838368191916,0.0,2.61403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.60528,3.2854,0.0
chr1_244462616_244463099,134.041377751937,2.59956,0.0,6.79155,6.51157,8.2915,8.19925,19.84251,0.0,7.93038,32.61134,0.0,3.4369,0.0
chr1_244482749_244483387,9.38281574152793,0.0,0.0,3.0682,2.87514,6.19793,0.0,2.04716,0.0,0.0,0.0,0.0,0.0,0.0
chr1_244486299_244486688,5.69498676276004,0.0,3.32776,3.53195,0.0,7.26874,3.77739,2.43866,0.0,0.0,0.0,0.0,2.79401,0.0
chr1_244512430_244512879,5.665637036743485,0.0,0.0,3.10465,0.0,3.88049,2.70764,0.0,0.0,0.0,0.0,3.18296,2.84581,0.0
chr1_244517098_244517541,8.17594954618009,0.0,0.0,4.85019,5.60178,8.34031,5.86615,1.59456,0.0,0.0,0.0,0.0,2.60692,0.0
chr1_244525463_244525578,6.68944359215734,0.0,3.52576,5.30945,5.45049,7.0589,5.25205,1.66878,0.0,8.56673,0.0,0.0,3.99466,0.0
chr1_244763140_244763529,4.20334052593535,1.88485,0.0,5.17546,8.86565,7.45058,6.19078,0.0,0.0,8.44869,0.0,0.0,2.76056,0.0
chr1_24476382_24476609,5.15149508911243,0.0,0.0,0.0,0.0,5.24046,0.0,0.0,0.0,0.0,0.0,0.0,4.2933,0.0
chr1_245082176_245082355,4.64159584853822,0.0,0.0,0.0,6.76591,3.80593,7.03464,0.0,0.0,9.19115,0.0,0.0,3.59521,0.0
chr1_24518503_24518681,4.18640317790824,0.0,2.90153,0.0,0.0,5.36346,0.0,0.0,0.0,0.0,0.0,0.0,3.2667,0.0
chr1_245255337_245255432,12.3927418707989,1.93947,3.6094,4.77106,4.43642,7.05481,5.20199,0.0,0.0,0.0,0.0,0.0,3.49691,0.0
chr1_246035151_246035554,9.483999196583436,1.49476,0.0,2.81976,3.03609,4.38883,0.0,2.50486,0.0,0.0,0.0,0.0,2.66793,0.0
chr1_246038342_246038749,7.53350170248979,1.49476,2.51921,3.18303,3.96624,4.38883,5.01986,1.67559,0.0,3.61159,0.0,0.0,2.13213,0.0
chr1_246147829_246148201,5.05497220686364,0.0,0.0,2.79843,3.11299,3.25825,3.97737,0.0,0.0,0.0,0.0,2.66827,2.99009,0.0
chr1_246730569_246731007,10.6308977726497,5.00169,0.0,4.00435,0.0,4.97349,3.0641,2.79454,0.0,0.0,0.0,0.0,0.0,0.0
chr1_246760708_246760962,7.28971981400764,0.0,2.71933,0.0,0.0,6.84177,3.55185,0.0,0.0,0.0,0.0,0.0,4.14605,0.0
chr1_246772310_246772610,12.0960785168711,0.0,3.08798,3.90081,0.0,9.1618,5.68934,2.61508,0.0,3.19641,3.86297,0.0,3.40567,0.0
chr1_246862505_246862699,65.0294617322484,1.97435,0.0,5.32188,6.0828,9.95348,8.59625,10.05354,0.0,6.55403,21.74807,0.0,3.65923,0.0
chr1_24691833_24692082,6.61999539243801,0.0,2.43663,3.70369,0.0,7.7336,4.1802,1.9481,0.0,0.0,0.0,0.0,3.04037,0.0
chr1_247511365_247511433,4.69865892563426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_247553531_247554143,33.469849200034,0.0,0.0,5.46007,5.11062,6.72838,7.17833,8.94394,0.0,7.24936,20.74116,0.0,3.5628,0.0
chr1_2478276_2478817,9.28582090751906,3.82401,0.0,0.0,2.98765,4.22232,4.58645,4.79431,0.0,5.66963,5.94389,0.0,2.38454,0.0
chr1_249117788_249118228,8.12107639988544,0.0,2.30198,0.0,0.0,3.83655,2.16644,0.0,0.0,0.0,0.0,0.0,2.51271,2.76624
chr1_249157308_249157673,3.58031498075797,0.0,0.0,2.71574,2.81105,3.60123,3.52072,0.0,0.0,3.59769,0.0,0.0,3.51094,0.0
chr1_24970685_24970736,5.59606246814827,0.0,2.79092,3.78364,4.00262,0.0,4.96483,0.0,0.0,5.16163,0.0,4.19277,0.0,0.0
chr1_25051079_25051208,5.11568948628894,0.0,2.76603,3.11386,3.04117,4.01295,3.32313,0.0,0.0,0.0,0.0,0.0,3.01403,0.0
chr1_25095502_25095845,3.41448584566136,0.0,0.0,3.39653,4.37857,0.0,3.24757,0.0,0.0,0.0,0.0,1.93917,2.49637,0.0
chr1_2509702_2510198,3.4709957015862,0.0,0.0,0.0,0.0,0.0,0.0,8.4748,0.0,0.0,12.07163,0.0,2.99494,0.0
chr1_25298850_25299027,3.33572206577041,0.0,0.0,3.43323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51225,0.0
chr1_25344029_25344296,7.84695585307758,2.40213,0.0,0.0,0.0,5.12674,0.0,2.59979,0.0,0.0,4.63876,0.0,2.6155,0.0
chr1_25348659_25349200,17.3373204603779,0.0,3.37793,4.20702,2.86988,6.78854,5.52047,2.49704,0.0,0.0,0.0,0.0,2.673,0.0
chr1_25353190_25353411,8.41473834477212,0.0,0.0,0.0,0.0,0.0,0.0,3.51099,0.0,0.0,4.19888,0.0,0.0,0.0
chr1_25559638_25560067,4.64198892162012,3.42546,3.37374,5.2516,5.23216,5.09743,4.08991,0.0,0.0,6.08524,0.0,3.0732,3.66059,0.0
chr1_25566618_25566670,64.7169605247888,3.6918,0.0,6.12753,4.71235,7.75919,4.63251,4.43742,0.0,8.15503,10.69938,0.0,2.66713,0.0
chr1_25942744_25943208,15.6685025821107,0.0,0.0,0.0,2.99189,6.25371,1.92964,2.62891,0.0,2.92012,5.09464,0.0,0.0,0.0
chr1_26022319_26022793,7.44002590064,0.0,3.37499,2.98611,3.14308,4.91649,3.51398,2.76728,0.0,0.0,0.0,0.0,2.5793,0.0
chr1_26613887_26614371,3.15747699420122,2.19259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_26615016_26615421,3.13235011550595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_26615527_26615997,3.13235011550595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_26678060_26678317,4.17881470044112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4087,0.0
chr1_26946837_26947249,36.9978676434945,3.4676,2.70054,3.77241,4.37553,5.282,3.94749,3.11179,0.0,5.13646,14.27621,0.0,0.0,0.0
chr1_26947342_26948198,12.350793030897346,3.4676,2.70054,3.77241,4.37553,5.282,3.94749,3.11179,0.0,5.13646,14.27621,0.0,2.70155,0.0
