name_E,H3k4me2_E,H3k9ac_E,H4k20me1_E,H3k4me1_E,H3k4me3_E,Smc3_E,H3k36me3_E,H3k27ac_E,DNaseI_E,H3k79me2_E,Ctcf_E,H3k27me3_E
chr1_19277155_19277462,19.485067,13.68538,2.001976,7.818681,9.868367,0.0,1.606416,21.231935,0.2383,9.790249,0.0,1.57929
chr1_192776947_192777226,14.564309,7.759787,0.0,5.268166,8.967614,0.0,0.0,0.0,0.0,0.0,4.963304,1.581798
chr1_19278388_19278892,19.485067,13.68538,2.001976,7.818681,9.868367,2.86955,1.606416,21.231935,0.2383,9.790249,0.0,1.57929
chr1_19280139_19280583,19.485067,13.68538,2.001976,7.818681,9.868367,0.0,0.0,21.231935,0.0,9.790249,0.0,1.57929
chr1_192921207_192921501,6.458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0291,0.0,0.0,0.0
chr1_192953303_192953614,5.816808,0.0,0.0,3.787994,5.152296,0.0,3.093868,0.0,0.07,0.0,0.0,0.0
chr1_193180704_193180924,10.037827,0.0,1.227256,4.914553,2.86413,0.0,3.340633,1.720172,0.0,3.416828,0.0,0.0
chr1_193448401_193448721,5.784891,0.0,0.0,7.248,6.7052555,8.316,0.0,0.0,0.0699,0.0,0.0,1.838088
chr1_193509739_193509943,12.767633,0.0,0.0,5.604956,5.612326,0.0,0.0,10.401993,0.0,0.0,0.0,1.838088
chr1_197747792_197747875,9.070714,0.0,0.0,5.79108,5.881888,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_19778785_19779174,7.206236,0.0,3.57393,3.949847,0.0,0.0,3.94526,0.0,0.0,11.848109,0.0,0.0
chr1_19794978_19795283,8.243657,5.36026,3.57393,3.949847,6.099819,0.0,3.94526,9.719241,0.0322,11.848109,0.0,0.0
chr1_19803336_19803680,10.8386855,15.659754,3.57393,3.949847,11.133644,2.0108,3.94526,17.664056,0.0804,11.848109,0.0,0.0
chr1_19803913_19804113,10.8386855,15.659754,3.57393,3.949847,11.133644,2.0108,3.94526,17.664056,0.0804,11.848109,0.0,0.0
chr1_19804974_19805167,10.8386855,15.659754,3.57393,3.949847,11.133644,0.0,3.94526,17.664056,0.0,11.848109,0.0,0.0
chr1_198124316_198124670,13.733433,21.968929,0.0,4.446797,13.80093,0.0,0.0,0.0,0.0,5.377344,2.725934,0.0
chr1_198128112_198128944,13.733433,21.968929,0.0,4.446797,13.80093,2.15127,2.027943,21.542402,0.1086,5.377344,2.725934,0.0
chr1_198136529_198137056,10.277417,9.350543,0.0,4.446797,6.423086,0.0,0.0,12.840069,0.0,5.377344,0.0,0.0
chr1_19832322_19832519,12.085859,3.56797,0.0,3.949847,8.323109,6.05357,0.0,0.0,0.0404,0.0,0.0,0.0
chr1_198488746_198489088,7.817879,0.0,0.0,5.983662,5.902784,0.0,0.0,0.0,0.0,0.0,1.86258,1.673924
chr1_198526099_198526320,10.213735,0.0,0.0,6.257691,3.304978,0.0,0.0,0.0,0.0415,0.0,1.14575,0.0
chr1_198590109_198590618,13.879648,10.042227,0.0,3.724263,7.319825,2.00868,0.0,26.045875,0.0375,0.0,1.14575,0.0
chr1_198591244_198591462,13.879648,10.042227,0.0,3.724263,7.319825,2.00868,0.0,26.045875,0.0,0.0,1.14575,0.0
chr1_198603022_198603333,5.694316,0.0,0.0,3.724263,5.198985,0.0,0.0,10.772361,0.0,6.360145,1.14575,0.0
chr1_198625518_198626374,10.999407,5.934307,0.0,3.724263,6.477906,2.93506,3.263923,10.511397,0.0,6.360145,1.14575,0.0
chr1_198633275_198633927,11.111335,0.0,0.0,3.724263,4.322144,3.43953,3.263923,9.893888,0.0,6.360145,1.14575,0.0
chr1_198647552_198647977,9.452306,14.865836666666668,0.0,3.724263,4.959469,0.0,3.263923,12.187356,0.0,6.360145,1.14575,0.0
chr1_198648160_198648499,9.452306,13.41111,0.0,3.724263,4.959469,2.04406,3.263923,12.187356,0.0,6.360145,1.14575,0.0
chr1_198648714_198649413,9.452306,8.327547,0.0,3.724263,4.959469,0.0,6.6356285,12.187356,0.0,6.360145,1.14575,0.0
chr1_198650930_198651643,9.452306,6.729387,0.0,3.724263,4.959469,1.51339,3.263923,12.187356,0.0461,6.360145,1.14575,0.0
chr1_198887897_198888318,5.5558,0.0,0.0,2.74808,0.0,0.0,1.936925,0.0,0.0,4.272675,0.0,0.0
chr1_198889384_198889935,9.3424935,0.0,0.0,2.74808,6.412991,0.0,1.936925,0.0,0.0,4.272675,0.0,0.0
chr1_198893258_198893473,5.5558,0.0,0.0,2.74808,0.0,0.0,0.0,4.91185,0.0,4.272675,0.0,0.0
chr1_198898987_198899513,11.546991,7.769984,0.0,2.74808,9.356067,0.0,0.0,9.984419,0.0,4.272675,0.0,0.0
chr1_198901469_198901869,11.546991,7.769984,0.0,2.74808,9.356067,0.0,0.0,9.984419,0.0,4.272675,0.0,0.0
chr1_198903935_198904934,11.546991,7.769984,0.0,2.74808,9.356067,2.541975,0.0,9.984419,0.0288,4.272675,0.0,0.0
chr1_199142483_199142829,7.020352,0.0,0.0,7.973701500000001,4.054188,3.57711,0.0,18.367998,0.0461,0.0,0.0,0.0
chr1_19926811_19926972,12.173218,0.0,2.119759,3.852498,10.212959,0.0,3.02287,16.7307025,0.0,16.365461,0.0,0.0
chr1_200122559_200122752,7.758643,0.0,0.0,6.452143,3.605548,0.0,0.0,14.635961,0.0684,0.0,0.0,0.0
chr1_200321353_200321596,14.430487,5.813017,0.0,6.077901,7.037187,0.0,0.0,10.188842,0.0386,0.0,2.92783,0.0
chr1_200323350_200323623,6.438727,0.0,0.0,6.077901,5.192633,3.98985,0.0,8.837145,0.0,0.0,0.0,0.0
chr1_200332454_200332650,6.381629,0.0,0.0,4.140648,2.983746,0.0,0.0,0.0,0.0294,0.0,0.0,0.0
chr1_200341273_200341515,6.049509,0.0,0.0,3.324995,3.060583,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_200597363_200597666,10.425895,6.844842,0.0,6.179301,5.682987,2.27009,0.0,17.606601,0.0679,0.0,0.0,0.0
chr1_200857233_200857815,12.9237045,7.290082,0.0,7.456152,5.684159,0.0,0.0,9.92105,0.1916,1.991473,3.19904,0.0
chr1_200865264_200865418,12.6491105,5.020426,1.712674,7.456152,0.0,0.0,0.0,0.0,0.0388,1.991473,0.0,0.0
chr1_200865457_200866265,10.730761,0.0,1.712674,7.456152,0.0,0.0,0.0,0.0,0.0388,1.991473,0.0,0.0
chr1_201139670_201140154,11.789087,13.397793,0.0,6.366523,5.900506,3.43953,0.0,0.0,0.2588,0.0,10.296816,2.066567
chr1_201445401_201445412,9.184093,0.0,0.0,8.665427,5.525079,0.0,2.471914,7.933573,0.0594,0.0,0.0,0.0
chr1_201449602_201449822,12.588476,5.678275,0.0,8.665427,5.074608,0.0,2.471914,8.760588,0.1368,0.0,0.0,0.0
chr1_201472589_201472996,7.230817,5.85928,1.920741,4.303322,7.142344,0.0,2.471914,0.0,0.0,7.130596,0.0,0.0
chr1_201684946_201685300,12.888718,0.0,2.081896,5.905741,4.190376,0.0,0.0,10.4976785,0.0586,0.0,0.0,2.004453
chr1_20204786_20204981,4.490211,0.0,0.0,0.0,0.0,0.0,3.711939,0.0,0.0,0.0,0.0,1.564593
chr1_202131734_202131905,16.265498,20.024733,2.148755,8.290452,7.88554,0.0,0.0,25.804671,0.0,6.815674,0.0,0.0
chr1_202132024_202132258,16.265498,20.024733,2.148755,8.290452,7.88554,0.0,0.0,25.804671,0.0263,6.815674,0.0,0.0
chr1_202937248_202937378,12.091289,14.954911,0.0,7.585628,8.473107,0.0,3.384536,13.759358,0.232,0.0,0.0,1.654612
chr1_203244129_203244381,20.981824,11.46768,0.0,7.802779,6.931529,0.0,0.0,18.373094,0.0,6.365476,0.0,1.654612
chr1_203247243_203247485,12.3987545,6.309275,0.0,7.802779,4.462229,0.0,0.0,15.087219,0.0,0.0,0.0,1.654612
chr1_203247590_203248072,12.3987545,6.309275,0.0,7.802779,4.462229,0.0,0.0,15.087219,0.0,0.0,0.0,1.654612
chr1_203258547_203259334,15.297082,23.266119,0.0,12.908356,7.774948,2.75162,0.0,58.404043,0.1104,7.06325,3.783982,1.654612
chr1_203259429_203259985,15.297082,23.266119,0.0,12.908356,7.774948,2.75162,0.0,58.404043,0.081,7.06325,3.783982,1.654612
chr1_203289937_203290406,17.361633,14.966088,0.0,12.948156,7.33589,8.334915,0.0,27.428785,0.091,4.916523,0.0,1.654612
chr1_203293246_203293605,17.361633,17.197512,0.0,12.948156,7.33589,0.0,0.0,27.428785,0.0,4.916523,0.0,1.654612
chr1_203294160_203294623,17.361633,17.197512,0.0,12.948156,7.33589,0.0,0.0,27.428785,0.0829,4.916523,0.0,1.654612
chr1_203296328_203297068,17.361633,17.197512,0.0,12.948156,7.33589,2.92487,0.0,27.428785,0.137,4.916523,9.424462,1.654612
chr1_203297101_203297334,17.361633,17.197512,0.0,12.948156,7.33589,2.92487,0.0,27.428785,0.137,4.916523,9.424462,1.654612
chr1_203397707_203397716,11.922492,0.0,0.0,5.04329,4.922826,0.0,0.0,9.989061,0.0,0.0,0.0,1.654612
chr1_203598711_203598999,12.415225,0.0,1.895803,6.056762,5.438189,0.0,0.0,0.0,0.0287,0.0,0.0,1.654612
chr1_203599092_203599518,12.415225,0.0,1.895803,6.056762,5.438189,0.0,0.0,0.0,0.0,0.0,0.0,1.654612
chr1_203619380_203619832,9.283939,3.86919,0.0,7.46748,6.300298,5.50325,0.0,5.718153,0.0407,0.0,0.0,1.654612
chr1_203622445_203622560,11.623047,9.174118,0.0,7.46748,7.197339,0.0,0.0,12.853608,0.0,0.0,0.0,1.654612
chr1_203723839_203723956,28.191629,16.583982,0.0,5.196723,7.36076,4.4026,0.0,24.771622,0.0498,0.0,0.0,1.654612
chr1_203735582_203735672,16.165714,13.794674,0.0,5.634294,9.243288,0.0,0.0,21.161437,0.0,7.236296,0.0,1.654612
chr1_20407516_20407737,12.220628,6.463798,2.063335,9.513026,3.851697,4.67776,0.0,6.162151,0.0535,0.0,10.719002,1.564593
chr1_204332438_204332553,19.471374,6.077853,2.05363,5.420073,7.758819,0.0,0.0,0.0,0.1475,0.0,44.743734,1.714904
chr1_204386444_204387188,5.205437,0.0,0.0,1.806369,9.15475,0.0,3.334548,0.0,0.0,17.804376,0.0,1.714904
chr1_204387566_204387645,5.205437,0.0,0.0,1.806369,6.2610965,0.0,3.334548,0.0,0.0803,0.0,0.0,1.714904
chr1_204389721_204389989,6.837086,8.837644,0.0,1.806369,9.15475,0.0,3.334548,9.567914,0.0444,0.0,0.0,1.714904
chr1_204430759_204431008,10.516981,9.376474,0.0,10.516597,3.496311,2.42143,3.334548,11.921918,0.0858,0.0,0.0,1.714904
chr1_204434923_204435081,8.669033,6.325638,0.0,10.516597,3.774638,0.0,3.334548,13.607909,0.1078,0.0,0.0,1.714904
chr1_204449745_204450007,10.6426465,7.655953,2.063108,8.075618,4.650715,7.15422,3.334548,14.622038,0.0636,7.517424,8.781181,0.0
chr1_204486309_204486424,10.231382,17.940798,2.004233,5.383881,6.673056,0.0,3.953408,17.425382,0.0,10.7821535,0.0,0.0
chr1_204684045_204684323,8.106209,6.198074,2.220531,6.299814,4.952889,2.35853,0.0,9.666664,0.0648,0.0,5.889817,1.935982
chr1_204961641_204962301,19.53932,0.0,2.039245,4.057666,0.0,0.0,0.0,0.0,0.0295,0.0,0.0,1.935982
chr1_205200211_205200330,9.222357,1.964658,2.377112,5.65342,6.188322,0.0,0.0,0.0,0.0,0.0,0.0,1.935982
chr1_205253892_205254222,12.176629,5.217268,2.377112,13.372015,5.663315,3.37074,0.0,9.024056,0.0897,0.0,1.566205,1.935982
chr1_205254805_205255191,12.176629,5.217268,2.377112,13.372015,5.663315,2.95799,0.0,9.024056,0.079,0.0,3.024108,1.935982
chr1_205257253_205257766,12.176629,5.217268,2.377112,13.372015,5.663315,2.10957,0.0,9.024056,0.2241,0.0,5.3836955,1.935982
chr1_205283024_205283394,9.902907,0.0,2.377112,5.449077,3.94802,2.28384,0.0,5.546562,0.1011,0.0,0.0,1.935982
chr1_205288770_205288915,10.657811,0.0,2.377112,3.599741,4.289273,0.0,0.0,0.0,0.0,0.0,0.0,1.935982
chr1_205410224_205410578,11.069381,10.9274595,1.954101,8.197273,4.330483,0.0,0.0,8.820868,0.1741,0.0,0.0,1.935982
chr1_205638319_205638508,9.956695,5.0514435,2.079183,10.855827,4.421395,7.97971,0.0,16.108545,0.0729,2.577722,10.107706,1.935982
chr1_205638734_205639222,9.956695,5.0514435,2.079183,10.855827,4.421395,0.0,0.0,16.108545,0.0729,2.577722,0.0,1.935982
chr1_206272966_206273628,18.453802,0.0,2.745741,5.864502,3.201067,0.0,3.277642,5.10901,0.0267,4.675344,0.0,0.0
chr1_206290243_206290662,13.290246,11.136585,0.0,5.864502,7.88313,2.10302,3.277642,25.182687,0.0335,8.787088,9.626387,0.0
chr1_206291821_206292027,10.638736,11.136585,0.0,5.864502,7.88313,0.0,3.277642,25.182687,0.0298,8.787088,0.0,0.0
chr1_206304417_206304814,8.115956,7.422995,0.0,5.864502,4.429156,0.0,0.0,8.135291,0.0297,5.984503,0.0,1.701773
chr1_206642854_206643037,13.975915,14.764015,2.266274,4.74803,8.527421,0.0,2.881792,19.5288525,0.1213,7.366955,3.594462,0.0
chr1_206725353_206725581,8.23309,0.0,0.0,6.710834,5.571342,0.0,4.888578,13.701913,0.0,17.59189,0.0,0.0
chr1_206748515_206748888,9.133311,8.637539,2.583592,6.710834,5.571342,0.0,4.888578,15.419163,0.0369,17.59189,0.0,0.0
chr1_206748926_206749451,9.133311,8.637539,2.583592,6.710834,5.571342,0.0,4.888578,15.419163,0.0369,17.59189,3.598941,0.0
chr1_206751685_206751882,9.133311,0.0,2.583592,6.710834,5.571342,0.0,4.888578,15.419163,0.0,17.59189,3.598941,0.0
chr1_206754982_206755508,9.133311,8.411734,2.583592,6.710834,5.571342,0.0,4.888578,15.419163,0.0,17.59189,3.598941,0.0
chr1_206763465_206763687,6.610261,0.0,6.275092,6.710834,4.443535499999999,2.72105,4.888578,10.229865,0.0568,17.59189,10.018423,0.0
chr1_206859136_206859493,11.319083,9.598813,3.388991,7.779606,7.396741,0.0,2.990439,16.245318,0.1718,8.634308,0.0,0.0
chr1_206859748_206860259,11.319083,9.598813,3.388991,7.779606,7.396741,0.0,2.990439,16.245318,0.1718,8.634308,0.0,0.0
chr1_206910483_206910789,9.831156,0.0,3.388991,12.2287,4.788124,0.0,2.990439,0.0,0.0,8.634308,4.036417,0.0
chr1_206918122_206918360,9.831156,0.0,3.388991,12.2287,4.788124,0.0,2.990439,0.0,0.0259,8.634308,4.036417,0.0
chr1_206942297_206942469,17.751751,16.176942,0.0,11.086112,10.35413,0.0,2.171498,26.612001,0.0,4.837718,0.0,0.0
chr1_206963959_206964120,11.07074,6.995314,0.0,8.772184,5.106282,9.91049,2.171498,13.815451,0.0334,4.837718,3.270783,0.0
chr1_207080273_207080661,29.282066,9.217309,2.757674,5.660942,83.698879,0.0,6.635777,493.003846,0.0,0.0,5.844115500000001,47.683234
chr1_207098778_207098999,22.606894,17.208875499999998,2.757674,5.660942,13.723777,6.3058,0.0,41.22954,0.0506,24.609207,8.4936735,0.0
chr1_207509006_207509478,18.662604,8.349305,0.0,7.708634,5.657798,1.68686,2.473551,18.931158,0.0393,1.986134,14.269213,0.0
chr1_207581369_207581474,4.444361,0.0,0.0,5.622429,0.0,0.0,0.0,6.990056,0.0298,0.0,0.0,0.0
chr1_207585605_207585767,8.295346499999999,4.783226,0.0,6.189417,4.494931,2.01785,0.0,13.1722935,0.0283,1.714456,0.0,0.0
chr1_207598053_207598267,6.515174,11.412935,0.0,5.533703,4.651896,0.0,0.0,8.163757500000001,0.0254,3.143481,0.0,0.0
chr1_207671434_207671825,12.091939,6.354785,0.0,3.646936,9.744219,3.71469,2.426754,6.264924,0.0,4.961933,0.0,0.0
chr1_207997315_207997832,13.822036,10.778617,1.472771,7.439648,7.6357175,2.79748,3.449107,21.0306435,0.0735,6.126957,11.780525,1.692938
chr1_207999163_207999611,13.822036,10.778617,1.472771,7.439648,7.6357175,2.27991,3.449107,21.0306435,0.1234,6.126957,4.602814,1.692938
chr1_208021631_208021781,16.23808,0.0,1.472771,4.032409,5.685293,0.0,3.449107,9.714361,0.052,6.126957,0.0,1.692938
chr1_208115711_208115874,9.535936,0.0,1.472771,0.0,0.0,0.0,0.0,0.0,0.0297,0.0,0.0,1.692938
chr1_208412497_208412696,2.704597,0.0,1.472771,0.0,0.0,3.76055,0.0,0.0,0.0632,0.0,21.107615,1.692938
chr1_208418631_208418859,6.48331,0.0,1.472771,6.070887,4.39561,11.62561,0.0,0.0,0.136,0.0,24.573931,1.692938
chr1_209279666_209279995,7.7311695,0.0,0.0,3.703785,3.618449,0.0,0.0,8.850591,0.0,0.0,0.0,1.692938
chr1_209827285_209827712,5.235165,0.0,1.361643,4.0075675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.692938
chr1_209833148_209833823,6.493439,0.0,1.361643,3.67394,4.726559,0.0,0.0,0.0,0.0648,0.0,0.0,1.692938
chr1_209921200_209921357,12.951179,0.0,1.361643,7.027772,5.846861,8.46889,0.0,0.0,0.0761,0.0,40.949969,1.692938
chr1_209930112_209930553,16.96048,13.252556,1.361643,7.027772,12.535675,0.0,3.317377,23.007954,0.0535,10.555861,3.197369,1.692938
chr1_209930913_209931012,16.96048,13.252556,1.361643,7.027772,12.535675,0.0,3.317377,23.007954,0.0,10.555861,0.0,1.692938
chr1_209942657_209943400,17.947351,11.290519,1.361643,8.194119,7.646034,0.0,3.317377,19.625731,0.0966,7.240743,3.035801,1.692938
chr1_210505670_210505997,7.789403,0.0,1.316925,5.300008,5.249932,0.0,0.0,12.190571,0.0,0.0,0.0,1.692938
chr1_211500826_211501119,16.980012,21.094332,2.141696,6.337381,12.204262,0.0,3.17733,16.030523,0.0392,8.772052,2.837519,0.0
chr1_211688648_211688771,19.824071,15.584239,1.158027,9.688583,3.395658,6.87906,0.0,3.806823,0.0872,0.0,21.2388105,1.825439
chr1_211753366_211753524,9.896539,19.5695025,1.158027,5.368062,10.598974,0.0,0.0,10.83386,0.0,17.437836,0.0,0.0
chr1_211780151_211780642,11.755468,10.558355,1.158027,5.265145,9.222685,0.0,0.0,10.539314,0.0828,5.704369,0.0,0.0
chr1_211912030_211912428,6.851861,3.737203,1.717174,8.783478,0.0,0.0,3.303166,0.0,0.0396,0.0,0.0,0.0
chr1_211988342_211989080,5.092044,0.0,1.78479,2.703876,3.616826,0.0,3.303166,0.0,0.0,5.115583,0.0,0.0
chr1_212429433_212429795,10.820049,5.628482,1.237585,6.292033,4.607865,0.0,0.0,13.009541,0.0484,0.0,0.0,0.0
chr1_212458080_212458253,10.895469,14.675729,1.237585,0.0,10.121355,3.78348,3.267764,18.327158,0.2319,6.389392,14.642863,0.0
chr1_212650622_212650921,18.069442,0.0,1.237585,3.0557945,0.0,11.86638,0.0,0.0,0.1976,0.0,39.271258,0.0
chr1_212769584_212769966,10.578037,13.298944333333331,0.0,4.799003,4.677663,3.09557,0.0,20.928079,0.0917,0.0,21.159657,0.0
chr1_212808477_212808830,9.023752,4.6438,0.0,8.561552,3.725992,0.0,0.0,7.945165,0.0418,0.0,0.0,0.0
chr1_212808992_212809268,9.023752,4.6438,0.0,8.561552,3.725992,0.0,0.0,7.945165,0.0,0.0,0.0,0.0
chr1_212809966_212810356,9.023752,4.6438,0.0,8.561552,3.725992,0.0,0.0,7.945165,0.1055,0.0,0.0,0.0
chr1_212840606_212841015,9.982523,0.0,0.0,6.194326,4.530468,0.0,0.0,0.0,0.0487,0.0,0.0,0.0
chr1_212844659_212845312,12.955439,3.776024,0.0,6.194326,5.556532,0.0,0.0,0.0,0.038,0.0,0.0,0.0
chr1_212854473_212854873,11.735378,3.994475,0.0,12.277591,5.547496,0.0,1.818072,19.922427,0.0,0.0,0.0,0.0
chr1_212855380_212855525,11.735378,8.3110575,0.0,12.277591,5.547496,0.0,1.818072,19.922427,0.0,0.0,0.0,0.0
chr1_212856011_212856573,11.735378,8.3110575,0.0,12.277591,5.547496,2.84334,1.818072,19.922427,0.0918,0.0,0.0,0.0
chr1_212993371_212993544,17.604805,5.372238,0.0,9.627425,7.02456,2.04406,2.497986,7.864561,0.0482,0.0,0.0,0.0
chr1_213090277_213090696,16.081312,0.0,0.0,5.812423,2.983922,0.0,0.0,0.0,0.0276,0.0,0.0,0.0
chr1_213101984_213102303,6.872859,11.880098,0.0,5.590862,3.458285,2.06371,0.0,13.347375,0.0641,0.0,0.0,0.0
chr1_213152730_213153023,10.315198,7.474446499999999,0.0,15.117848,4.462607,2.02619,3.919563,18.7623895,0.0864,5.8159345,0.0,0.0
chr1_21348947_21349299,13.745537,9.41313,0.0,3.663316,8.940242,0.0,2.423706,28.526097,0.0621,5.3054515,0.0,0.0
chr1_21349725_21349786,13.745537,9.41313,0.0,3.663316,8.940242,0.0,2.423706,28.526097,0.0,2.48121,0.0,0.0
chr1_214162828_214163073,10.836487,0.0,1.221294,3.473822,4.231583,0.0,0.0,0.0,0.0,0.0,0.0,1.514251
chr1_214601098_214601566,15.451121,16.891304,1.221294,5.818688,5.620498,0.0,0.0,12.17507,0.0663,0.0,0.0,1.514251
chr1_214612784_214613126,9.966833,9.350543,0.0,4.50176,4.57272,3.02678,0.0,7.03115,0.0786,0.0,3.334106,1.514251
chr1_215741534_215741966,14.632971,20.790171,0.0,3.692168,9.382141,0.0,2.531158,12.018342,0.0,11.584347,0.0,0.0
chr1_2162325_2162996,13.033377,8.393887,10.1977265,5.629706,6.716354,0.0,1.74694,0.0,0.4747,9.973237,0.0,0.0
chr1_21650806_21651685,9.070133,7.800673,2.11324,4.029851,4.001119,2.85481,2.423706,9.5882145,0.1474,4.8917295,0.0,0.0
chr1_21660622_21661187,20.034933,11.502899,2.11324,4.029851,7.523025,9.19042,2.423706,13.9303,0.1016,5.8451255,29.498552,0.0
chr1_21663991_21664182,9.869879,0.0,2.11324,4.029851,5.57017,0.0,2.423706,0.0,0.0,2.941976,0.0,0.0
chr1_216774004_216774285,12.286993,11.185696,0.0,0.0,7.116351,0.0,0.0,0.0,0.0438,0.0,0.0,1.524458
chr1_21724067_21724372,4.656567,0.0,0.0,3.909829,6.833837,0.0,0.0,0.0,0.0687,0.0,0.0,0.0
chr1_2177615_2177829,5.8347,5.142034,2.679835,3.495874,0.0,0.0,1.74694,0.0,0.0268,4.607638,0.0,0.0
chr1_218550674_218551089,6.357291,0.0,0.0,7.0383525,6.774531,0.0,0.0,0.0,0.0345,0.0,0.0,1.493321
chr1_2190530_2190674,5.549243,0.0,2.679835,5.191635,0.0,0.0,1.74694,0.0,0.0523,3.929636,0.0,0.0
chr1_219262446_219262621,9.566451,0.0,0.0,4.261347000000001,4.749892,0.0,0.0,0.0,0.0281,0.0,0.0,0.0
chr1_219263975_219264292,6.976825,0.0,0.0,4.261347000000001,3.773047,0.0,0.0,12.24374,0.0,0.0,0.0,0.0
chr1_219264603_219264919,11.1082495,0.0,0.0,4.261347000000001,3.773047,0.0,0.0,12.430011,0.0,0.0,0.0,0.0
chr1_220393257_220393560,5.991819,8.332345,1.175223,3.29704,7.665089,0.0,3.834067,8.745042,0.0439,6.997838,0.0,0.0
chr1_221049992_221050390,11.568645,0.0,1.21468,4.502128,4.733503,0.0,0.0,0.0,0.0,0.0,0.0,2.116002
chr1_221050798_221050949,11.568645,0.0,1.21468,4.502128,4.733503,0.0,0.0,0.0,0.0,0.0,0.0,2.116002
chr1_221219642_221220032,11.138864,11.8865475,0.0,5.995824,5.078219,0.0,0.0,10.782262,0.0775,0.0,0.0,0.0
chr1_221612801_221613016,4.391691,0.0,0.0,4.141282,3.183083,0.0,0.0,0.0,0.036,0.0,0.0,0.0
chr1_221614030_221614267,4.391691,0.0,0.0,4.141282,0.0,0.0,0.0,0.0,0.0,0.0,9.305508,0.0
chr1_221840936_221841145,11.551923,0.0,0.0,4.211476,5.460724,1.90112,0.0,10.999467666666668,0.0575,0.0,1.232333,0.0
chr1_221877654_221878134,8.108991,6.757507,1.957888,4.211476,6.920151,0.0,4.47757,11.403324,0.0,11.416176,1.232333,0.0
chr1_221881394_221881826,9.465928,6.4912785,1.957888,4.211476,6.920151,2.58652,4.47757,11.403324,0.0376,11.416176,1.232333,0.0
chr1_221882292_221882723,9.465928,6.4912785,1.957888,4.211476,6.920151,1.74269,4.47757,11.403324,0.0272,11.416176,1.232333,0.0
chr1_221887766_221888016,9.4532675,6.757507,1.957888,4.211476,6.920151,0.0,4.47757,11.403324,0.0,11.416176,1.232333,0.0
chr1_221899063_221899285,10.7029585,10.486832666666666,1.957888,4.211476,6.920151,0.0,4.47757,11.403324,0.0,11.416176,1.232333,0.0
chr1_221913881_221914483,10.7029585,11.540731,1.957888,4.211476,6.920151,4.67821,4.47757,11.403324,0.0,11.416176,1.232333,0.0
chr1_221916049_221916599,10.7029585,11.540731,1.957888,4.211476,6.920151,3.99495,4.47757,11.403324,0.039,11.416176,8.125415666666667,0.0
chr1_221931213_221931399,8.8286295,0.0,0.0,4.211476,6.920151,0.0,1.933521,11.403324,0.0,11.416176,1.232333,0.0
chr1_221950157_221950602,13.900767,7.873822499999999,0.0,4.211476,5.418762,2.63453,0.0,26.697732,0.0,11.416176,1.232333,0.0
chr1_221951076_221951724,13.900767,8.834265,0.0,4.211476,5.418762,2.63453,0.0,26.697732,0.0517,11.416176,2.692458,0.0
chr1_221951868_221952169,13.900767,8.834265,0.0,4.211476,5.418762,2.63453,0.0,26.697732,0.0,11.416176,1.232333,0.0
chr1_221982394_221982755,11.701007,0.0,0.0,4.211476,5.015114,0.0,0.0,6.379203,0.0,0.0,1.232333,0.0
chr1_221983045_221983456,11.701007,0.0,0.0,4.211476,5.015114,0.0,0.0,6.379203,0.0,0.0,1.232333,0.0
chr1_222011312_222011511,14.790431,9.31416,0.0,4.211476,8.345279,2.15543,0.0,6.941043,0.0292,0.0,1.232333,0.0
chr1_222135050_222135329,16.065469,0.0,0.0,3.871747,6.763433,2.27009,0.0,6.217191,0.0331,0.0,0.0,0.0
chr1_222164724_222164904,4.253117,0.0,0.0,5.168389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_222167595_222168014,15.437098,0.0,0.0,5.168389,4.737744,0.0,0.0,6.063388,0.0409,0.0,0.0,0.0
chr1_2221868_2222548,13.268699,4.6925745,2.679835,7.73708,4.633445,1.83441,0.0,6.4521725,0.1349,3.036612,0.0,0.0
chr1_22235836_22236001,6.710474,5.820018,0.0,5.481502,0.0,0.0,0.0,0.0,0.1032,0.0,0.0,0.0
chr1_22260274_22260656,11.433865,0.0,0.0,4.6991,0.0,0.0,0.0,0.0,0.0359,0.0,0.0,1.799883
chr1_222638782_222639204,15.535951,14.838351,0.0,3.170428,5.327779,3.72193,0.0,11.712134,0.2466,0.0,55.728879,0.0
chr1_222828361_222828786,10.882732,0.0,1.189843,6.949963,6.07384,3.94399,3.366808,11.08629,0.0653,7.09056,15.490266,0.0
chr1_222987149_222987502,12.24208,0.0,0.0,0.0,12.891603,0.0,0.0,0.0,0.0,1.763759,0.0,1.777817
chr1_2230678_2230895,15.148752,8.334394999999999,2.679835,9.866517,5.650854,0.0,0.0,15.854692,0.0,5.0207345,0.0,0.0
chr1_2231691_2232185,15.148752,8.334394999999999,2.679835,9.866517,5.650854,2.69659,0.0,15.854692,0.3652,5.0207345,0.0,0.0
chr1_2232428_2232896,15.148752,8.334394999999999,2.679835,9.866517,5.650854,2.69659,0.0,15.854692,0.3652,5.0207345,10.442058,0.0
