name_E,H3k79me2_E,Rad21_E,Ctcf_E,Pol2_E,H3k36me3_E,H4k20me1_E,H3k4me1_E,H3k9ac_E,DNaseI_E,Smc3_E,H3k27ac_E,H3k4me2_E,H3k27me3_E,H3k4me3_E
chr1_156541089_156541488,0.0,2.09377,0.0,2.03076,0.0,2.8085,3.3514,0.0,7.9923199999999985,15.490203756203899,3.3139,5.27732,0.0,0.0
chr1_157980631_157980890,0.0,2.73961,0.0,2.22005,0.0,2.38588,0.0,3.0222,4.71429,12.8469436226352,2.4820900000000004,2.75183,0.0,4.46349
chr1_157989414_157989935,0.0,1.92095,0.0,0.0,0.0,0.0,2.15357,3.5289300000000003,5.60087,26.6879757492913,2.46941,3.53427,0.0,4.278569999999998
chr1_161352257_161352597,0.0,4.69897,11.33699,1.47624,0.0,0.0,4.27044,3.92472,6.3992900000000015,0.0,3.80207,4.32969,0.0,0.0
chr1_162508612_162508929,0.0,2.85722,4.47881,2.06019,0.0,3.9815,0.0,0.0,4.1363,0.0,3.47565,3.69061,0.0,0.0
chr1_16276028_16276482,0.0,2.42931,0.0,3.1264,0.0,2.36594,1.88778,3.85504,4.62941,11.792285056586303,2.36576,3.12752,0.0,5.12636
chr1_162954567_162954830,0.0,2.3176,0.0,1.82248,0.0,0.0,0.0,0.0,5.87213,0.0,0.0,0.0,0.0,0.0
chr1_163005587_163006022,0.0,1.77412,0.0,1.75003,0.0,3.21336,4.08081,0.0,8.60088,5.182525501881232,4.99503,6.319369999999998,0.0,0.0
chr1_164717528_164717907,0.0,2.2770200000000003,0.0,0.0,0.0,4.17362,2.74447,4.35078,7.795739999999999,11.013755402042198,3.27874,4.79651,0.0,0.0
chr1_164736884_164737252,0.0,2.1558,0.0,0.0,0.0,0.0,2.6694,3.38931,5.13267,5.6978824822104,3.3533800000000005,3.53565,0.0,0.0
chr1_164750243_164750515,0.0,3.52523,0.0,1.49332,0.0,2.6461,2.83723,3.28032,6.72708,15.9486397193743,3.4230400000000003,4.56087,0.0,0.0
chr1_16502532_16502678,0.0,3.68394,0.0,0.0,0.0,2.62607,2.47644,3.08893,5.34777,4.18309891096159,3.25021,3.79376,0.0,0.0
chr1_165823413_165823808,0.0,1.72768,0.0,2.6467,0.0,2.18208,3.08189,4.82929,5.78914,7.52422564562773,4.37919,6.59122,0.0,3.41911
chr1_165868061_165868423,0.0,2.3272,0.0,3.01209,0.0,0.0,2.0066900000000003,2.70672,4.26221,5.77809944551126,2.10688,2.69297,0.0,0.0
chr1_167766380_167766616,0.0,4.13739,3.15552,1.98563,0.0,3.45909,2.60652,3.25353,9.44677,13.181520614949699,3.4997800000000003,5.4139800000000005,0.0,0.0
chr1_170677232_170677374,0.0,1.72768,0.0,1.88386,0.0,0.0,0.0,0.0,4.87164,3.56019764588741,0.0,3.99478,0.0,0.0
chr1_171110631_171110996,0.0,2.95753,10.79713,0.0,0.0,3.60898,2.8788400000000003,0.0,5.1239300000000005,4.12472217881906,3.62344,4.55574,0.0,0.0
chr1_171189238_171189444,0.0,4.98007,0.0,0.0,0.0,0.0,3.20875,5.22172,4.67451,4.9597944446139515,3.4966699999999995,4.94233,0.0,0.0
chr1_172150675_172151005,0.0,2.2330400000000004,0.0,0.0,0.0,0.0,0.0,4.8205300000000015,5.47972,9.03266657943984,3.1419900000000003,4.31966,0.0,5.22056
chr1_172327558_172328156,0.0,1.72263,0.0,0.0,0.0,3.98612,2.88018,4.04017,4.80199,9.896995063166198,4.21505,4.45889,0.0,4.8961
chr1_172715484_172715760,0.0,1.67715,0.0,0.0,0.0,3.36771,3.4992300000000003,4.122730000000002,5.51919,18.463790875298606,4.30342,6.81038,0.0,0.0
chr1_172828423_172828792,0.0,4.1163300000000005,3.3591,0.0,0.0,0.0,3.59995,0.0,10.22059,10.8048925100441,3.54927,0.0,0.0,0.0
chr1_172878579_172879356,0.0,2.07357,0.0,2.07554,0.0,2.83516,3.85415,5.4522900000000005,5.1489400000000005,7.511707084285098,3.73406,6.06248,0.0,0.0
chr1_172903010_172903534,0.0,2.89354,0.0,1.48922,0.0,4.08403,2.4231,4.55941,6.40477,9.87354583844927,3.06358,4.16795,0.0,0.0
chr1_172920935_172921277,0.0,2.17923,0.0,0.0,0.0,0.0,0.0,0.0,4.5845400000000005,0.0,2.42415,2.98372,0.0,0.0
chr1_173091914_173092434,0.0,2.10027,0.0,1.5337,0.0,3.12536,4.05579,8.93318,5.92329,9.535855000675893,5.33634,5.73576,0.0,6.36879
chr1_173092552_173092771,0.0,2.10027,0.0,1.5337,0.0,3.12536,4.05579,8.93318,5.92329,10.2764698193919,5.33634,5.73576,0.0,6.36879
chr1_17454855_17455288,0.0,2.6392900000000004,0.0,0.0,0.0,2.78988,3.98495,0.0,8.289860000000001,8.94802176881345,0.0,3.75558,0.0,0.0
chr1_175094142_175094504,0.0,9.94625,28.50153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_177150553_177151051,0.0,8.0943,20.67718,0.0,0.0,0.0,5.179880000000002,4.33076,3.9738,30.1510590502695,0.0,8.77395,3.54842,7.01664
chr1_178252303_178252477,0.0,9.06435,14.50745,0.0,0.0,3.75634,4.3735800000000005,4.05557,6.89239,0.0,3.46366,3.63807,0.0,0.0
chr1_179555221_179555646,0.0,10.89618,13.66037,0.0,0.0,0.0,3.22702,3.69543,2.58114,0.0,0.0,5.67197,2.25679,4.41668
chr1_181032056_181032215,0.0,4.17686,0.0,0.0,0.0,0.0,3.79614,4.18756,6.92558,0.0,0.0,3.68507,0.0,0.0
chr1_181056649_181057124,0.0,2.74309,0.0,0.0,0.0,0.0,2.89236,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_181065454_181065797,0.0,2.39715,0.0,2.10091,0.0,0.0,2.06643,2.98105,4.66402,14.7787072860974,2.98851,2.6680200000000003,0.0,0.0
chr1_181074349_181074924,0.0,2.07728,0.0,2.27708,0.0,0.0,0.0,5.44799,4.79825,10.7859374758533,0.0,4.06056,3.04733,6.86882
chr1_181122099_181122260,0.0,3.94683,7.22208,2.8264400000000003,0.0,3.4668400000000004,3.82085,4.52721,7.576860000000001,18.8845161075492,5.071269999999998,6.63621,0.0,3.8124
chr1_183248987_183249454,0.0,3.3051699999999995,0.0,0.0,0.0,0.0,2.74332,3.4772,3.82903,14.171255014614598,3.21976,3.10544,0.0,0.0
chr1_183578502_183578873,0.0,6.06554,10.2809,0.0,0.0,0.0,3.46119,3.56871,4.65505,43.6697897158782,3.04258,3.68375,0.0,0.0
chr1_183811794_183811833,0.0,1.84629,0.0,0.0,0.0,0.0,2.72942,3.36053,6.912999999999999,6.46671126317871,4.06848,4.19117,0.0,3.84079
chr1_1840449_1840835,0.0,7.74839,23.99363,8.90863,0.0,0.0,0.0,5.04948,8.480360000000001,19.332849435179,5.14893,4.75252,0.0,6.989389999999998
chr1_184357629_184357933,0.0,2.89569,0.0,0.0,0.0,2.75438,2.5865400000000003,0.0,5.40481,9.7549152130694,0.0,3.57919,0.0,0.0
chr1_184836042_184836526,0.0,2.1308,0.0,0.0,0.0,3.34317,4.644,3.53591,9.18287,4.84926325745257,5.43687,4.57342,0.0,0.0
chr1_192458942_192459176,0.0,2.05816,0.0,2.10597,0.0,2.65958,3.01767,0.0,5.47879,0.0,2.8007,3.15247,0.0,0.0
chr1_19248887_19249092,0.0,3.20831,2.50286,1.6884099999999995,0.0,0.0,2.16603,3.0083,5.13989,11.3119269961699,2.6547,3.81171,0.0,3.33644
chr1_192519890_192520690,0.0,2.33216,0.0,0.0,0.0,3.0139,2.91362,0.0,9.42147,11.2955629158869,3.36933,5.03479,0.0,0.0
chr1_19253034_19253391,0.0,2.84753,3.91896,2.12703,0.0,0.0,2.06872,3.75954,4.48787,5.41340477722167,3.46605,2.83692,0.0,3.91288
chr1_192549613_192549895,0.0,10.71457,11.15224,0.0,0.0,0.0,0.0,0.0,7.8944899999999985,97.3734851636289,0.0,0.0,0.0,0.0
chr1_198092315_198092633,0.0,2.77173,0.0,0.0,0.0,0.0,0.0,0.0,4.54514,7.521691174791781,3.7009,3.7894,0.0,0.0
chr1_198650930_198651643,0.0,2.20193,0.0,1.8682,0.0,0.0,3.0554,4.8856199999999985,7.515389999999999,0.0,6.1977,8.42436,0.0,4.16886
chr1_200321353_200321596,0.0,2.33591,1.89727,1.5337,0.0,0.0,3.44422,4.57145,8.85881,7.02340184730836,3.67264,4.93396,0.0,4.3426800000000005
chr1_200481491_200481643,0.0,3.43394,0.0,0.0,0.0,0.0,3.72826,0.0,9.90116,6.503130699665741,0.0,3.88888,0.0,0.0
chr1_201139670_201140154,0.0,2.3176,0.0,2.83849,0.0,0.0,3.3209800000000005,5.96999,5.73299,5.87004283233394,3.98501,6.3574199999999985,0.0,7.89527
chr1_201472589_201472996,0.0,1.55061,0.0,7.09219,0.0,0.0,1.92869,2.70819,4.40759,10.0745126607969,2.01874,2.22132,0.0,0.0
chr1_201500233_201500477,0.0,12.45906,17.47415,1.89857,0.0,0.0,2.89305,0.0,4.14689,0.0,0.0,4.76673,0.0,0.0
chr1_201572031_201572237,0.0,2.2557,0.0,3.02486,0.0,2.28432,2.12142,3.18762,4.6824900000000005,6.7781768376031115,3.28703,3.46931,0.0,0.0
chr1_201605860_201605966,0.0,1.64398,0.0,0.0,0.0,2.95793,1.88095,0.0,4.59074,22.6998787184057,0.0,3.47206,0.0,0.0
chr1_201682596_201682901,0.0,3.36791,0.0,2.61222,0.0,0.0,1.88171,0.0,5.7369,16.6798152395145,2.34809,3.0962400000000003,0.0,0.0
chr1_201743848_201744120,0.0,2.24841,0.0,0.0,0.0,2.1865900000000003,2.5614,0.0,5.65949,7.0837899762858605,2.78229,3.03058,0.0,0.0
chr1_203247590_203248072,0.0,2.27003,0.0,2.55349,0.0,0.0,3.4269199999999995,3.81824,6.72364,5.20510659295165,5.08324,6.41978,0.0,7.17651
chr1_203297101_203297334,0.0,4.20281,7.22717,0.0,0.0,0.0,2.66739,3.66045,5.19799,6.168108815617678,3.2966,5.23651,0.0,0.0
chr1_203489584_203489741,0.0,4.4492699999999985,0.0,2.93332,0.0,0.0,3.05678,2.90358,4.96027,4.83012961339502,4.56482,3.11326,0.0,0.0
chr1_203576404_203576703,0.0,2.71818,0.0,0.0,0.0,0.0,2.46837,0.0,8.21343,3.08111758193516,0.0,3.22834,0.0,0.0
chr1_203643182_203643803,0.0,2.84511,2.71927,1.45009,0.0,1.7234599999999998,2.01411,3.21929,4.92304,6.397309501059045,3.36679,3.27485,0.0,3.73841
chr1_203661733_203662076,0.0,3.91455,2.83658,2.48204,0.0,1.9156,2.44445,3.3769400000000003,7.52584,16.233241505676,2.97356,4.18698,0.0,3.19641
chr1_204332438_204332553,0.0,9.7019,0.0,0.0,0.0,0.0,3.3246800000000003,5.3771,0.0,0.0,5.37061,6.3882900000000005,0.0,6.48452
chr1_205253892_205254222,0.0,4.66309,2.73207,0.0,0.0,3.83604,2.62802,3.00234,6.88355,24.988684718927196,3.46403,3.85156,0.0,0.0
chr1_205267691_205267999,0.0,1.80965,0.0,1.48959,0.0,0.0,2.14419,3.11418,3.23018,5.86509529305722,2.37546,2.83564,0.0,0.0
chr1_205270500_205270865,0.0,2.46271,0.0,1.7165099999999998,0.0,2.62323,2.49257,3.31416,3.86642,14.210079927480097,2.54028,3.70618,0.0,4.4440800000000005
chr1_206859136_206859493,0.0,2.26782,0.0,7.212339999999998,0.0,0.0,0.0,3.93237,3.70999,7.9278010985110585,3.60215,2.6027400000000003,0.0,4.35308
chr1_206897147_206897463,0.0,4.54007,0.0,0.0,0.0,2.05311,3.02113,0.0,5.90527,0.0,3.6571,4.42891,0.0,0.0
chr1_207997315_207997832,0.0,1.82488,10.51428,0.0,0.0,0.0,2.7617,3.90707,6.08903,26.7413060280533,3.28294,2.9982900000000003,0.0,4.43048
chr1_208412497_208412696,0.0,9.50389,22.08303,0.0,0.0,0.0,0.0,0.0,3.37742,77.7605815784366,0.0,0.0,0.0,0.0
chr1_208418631_208418859,0.0,9.93731,19.25889,0.0,0.0,0.0,4.24903,3.17591,4.38314,90.65426643593321,3.35366,3.72358,0.0,0.0
chr1_209562668_209562976,0.0,1.91508,0.0,0.0,0.0,3.2371,3.4487400000000004,0.0,9.0733,4.69885565219189,3.36917,4.04629,0.0,0.0
chr1_209921200_209921357,0.0,5.69779,19.418,0.0,0.0,0.0,3.21175,3.41862,8.16745,12.748884580263322,0.0,6.81555,0.0,7.0841699999999985
chr1_211500826_211501119,0.0,2.57038,0.0,0.0,0.0,0.0,0.0,4.21276,3.51265,0.0,5.20239,4.23151,0.0,6.27127
chr1_211688648_211688771,0.0,5.64366,14.13625,0.0,0.0,0.0,3.81525,4.5472800000000015,3.76141,0.0,4.75756,6.73641,0.0,7.15297
chr1_212261904_212262125,0.0,2.90564,0.0,0.0,0.0,3.13972,4.26463,0.0,11.25078,0.0,4.09553,4.88746,0.0,0.0
chr1_212458080_212458253,0.0,2.10473,2.74836,3.63191,0.0,0.0,0.0,3.9661,0.0,5.13424845739881,3.20276,3.98237,0.0,4.05681
chr1_212643548_212643711,0.0,2.37734,0.0,1.6433,0.0,3.14771,4.4004400000000015,4.99012,10.85318,9.38377459143097,5.75022,5.01391,0.0,0.0
chr1_212650622_212650921,0.0,15.46219,21.70501,0.0,0.0,3.08307,3.26863,0.0,8.10595,150.762026948294,0.0,3.5647300000000004,0.0,0.0
chr1_212769584_212769966,0.0,3.21828,7.97502,2.27977,0.0,3.25317,3.0999,10.08409,7.52918,5.41193959166128,5.53449,7.34076,0.0,9.78421
chr1_212809966_212810356,0.0,3.63206,0.0,2.6878900000000003,0.0,2.66874,2.54579,3.19034,7.16769,14.6362895764111,2.67611,3.0095400000000003,0.0,3.44946
chr1_212840606_212841015,0.0,1.90077,0.0,2.68667,0.0,4.2390300000000005,2.5756900000000003,3.54009,5.80389,9.53345752292517,3.60035,4.07905,0.0,0.0
chr1_212841280_212841455,0.0,1.90077,0.0,2.68667,0.0,0.0,2.5756900000000003,3.54009,5.80389,0.0,3.60035,4.07905,0.0,3.94362
chr1_21348947_21349299,0.0,2.0263,0.0,0.0,0.0,2.65583,2.80026,0.0,8.57697,8.6594887598594,4.76894,4.2246,0.0,0.0
chr1_214601098_214601566,0.0,2.1187,0.0,1.62555,0.0,2.92457,4.2215,4.51454,8.23887,5.95444470616912,5.12212,7.184589999999999,0.0,0.0
chr1_214619335_214619608,0.0,2.15418,0.0,0.0,0.0,2.51148,0.0,0.0,5.3142,10.896048892082698,0.0,0.0,0.0,0.0
chr1_215130656_215131050,0.0,2.17923,0.0,2.98033,3.45116,2.95914,3.56699,4.88868,7.03215,15.0860694991501,4.00044,4.974480000000002,0.0,3.80684
chr1_21558552_21558736,0.0,17.861179999999994,25.23064,0.0,0.0,0.0,0.0,0.0,3.25767,89.65420270833559,0.0,0.0,0.0,0.0
chr1_21588829_21589430,0.0,2.025225,0.0,5.64451,0.0,2.54966,2.2587,3.48455,4.77295,9.99991441573976,3.60235,3.80819,0.0,0.0
chr1_21643831_21644195,0.0,2.56665,0.0,2.0809,0.0,0.0,1.78342,2.2477400000000003,3.52226,6.75790170092936,2.79884,2.5983400000000003,0.0,0.0
chr1_21650806_21651685,0.0,1.55875,0.0,0.0,0.0,2.79342,1.84166,2.7662,6.03219,18.2252290650341,2.57954,3.34262,0.0,3.50949
chr1_21660622_21661187,0.0,5.12245,9.77195,0.0,0.0,0.0,1.76131,2.79641,3.78227,5.58415511512192,2.08688,2.63306,0.0,0.0
chr1_216774004_216774285,0.0,2.81706,9.28269,1.90123,0.0,0.0,2.82165,7.0998100000000015,6.14286,7.82202898491341,5.67822,6.39011,0.0,8.4868
chr1_217308487_217308861,0.0,4.0906699999999985,0.0,0.0,0.0,0.0,2.99918,3.53611,3.0642,3.826079877066,0.0,3.81322,0.0,5.34921
chr1_2177615_2177829,0.0,2.38263,0.0,2.46907,0.0,1.82956,2.2492,3.5980800000000004,6.73185,0.0,3.60731,5.00442,0.0,4.49142
chr1_218550674_218551089,0.0,1.88413,0.0,0.0,0.0,2.76518,2.67245,3.30227,7.2789199999999985,5.409825593106155,3.5410699999999995,4.2892800000000015,0.0,0.0
chr1_218847947_218848245,0.0,3.14778,2.85015,0.0,0.0,0.0,5.143669999999998,6.54199,7.17045,3.16367206076688,6.10449,6.5460699999999985,0.0,3.71423
chr1_221135331_221135824,0.0,1.55188,0.0,0.0,0.0,4.19848,3.47452,0.0,7.51855,7.7740044864562785,3.53285,3.70281,0.0,0.0
chr1_221614030_221614267,0.0,1.66212,3.10071,0.0,0.0,0.0,2.83752,0.0,0.0,6.23424827585678,2.79007,3.32945,0.0,0.0
chr1_221631911_221632097,0.0,3.26885,0.0,0.0,0.0,0.0,4.0068199999999985,0.0,6.34925,0.0,0.0,5.1534,0.0,0.0
chr1_221916049_221916599,0.0,4.67325,2.9140900000000003,4.18323,0.0,0.0,0.0,3.29925,4.45749,16.3057835908131,2.99071,2.31046,0.0,3.20922
chr1_222000173_222000483,0.0,2.99644,0.0,0.0,0.0,0.0,3.42004,0.0,0.0,6.57400070778223,0.0,0.0,0.0,0.0
chr1_222002644_222003471,0.0,4.44149,0.0,1.69531,0.0,0.0,2.2532400000000004,4.01311,9.344,32.8798331142045,3.43658,6.7442199999999985,0.0,0.0
chr1_222161205_222161607,0.0,1.84904,0.0,0.0,0.0,0.0,2.31046,0.0,6.49479,6.4480895302247,2.65005,3.59809,0.0,0.0
chr1_222164724_222164904,0.0,2.43866,0.0,0.0,0.0,0.0,0.0,0.0,2.49597,3.05719701281594,0.0,0.0,0.0,0.0
chr1_2221868_2222548,0.0,2.88601,0.0,2.21397,0.0,0.0,2.02906,4.3091,8.30914,12.6939031055697,3.5830300000000004,4.36634,0.0,6.48119
chr1_222461432_222461724,0.0,2.17923,2.68728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_222638782_222639204,0.0,5.3962,7.885560000000001,1.43293,0.0,0.0,4.85166,7.88613,6.07684,99.9421686481826,6.89573,6.3158699999999985,0.0,7.1898399999999985
chr1_22266159_22266438,0.0,1.66543,8.15373,0.0,0.0,0.0,2.21101,0.0,5.92077,11.509420943833499,0.0,0.0,0.0,0.0
chr1_223147896_223148076,0.0,2.2646900000000003,0.0,0.0,0.0,3.41306,3.78949,0.0,6.99333,6.9135718435707805,0.0,3.93659,0.0,0.0
chr1_2232428_2232896,0.0,2.08017,0.0,3.10204,0.0,0.0,2.19952,3.42829,3.55711,5.855956532974348,2.90513,3.28283,0.0,3.89003
chr1_22345590_22345859,0.0,4.83063,7.508589999999999,0.0,0.0,0.0,5.4553400000000005,0.0,9.97206,0.0,0.0,0.0,0.0,0.0
chr1_2246556_2246763,0.0,3.17805,17.29319,0.0,0.0,0.0,0.0,3.5022800000000003,2.8417,4.6953259109135095,2.83946,3.85027,0.0,5.56625
chr1_224811590_224812043,0.0,2.01276,0.0,1.96557,0.0,2.76601,3.17276,2.88331,6.34819,0.0,3.3627800000000003,4.02265,0.0,0.0
chr1_2253622_2253773,0.0,3.3815699999999995,2.91122,1.87334,0.0,0.0,4.33178,3.76144,7.7732,14.0066610204214,4.1898300000000015,5.6522,0.0,0.0
chr1_2254081_2254230,0.0,3.3815699999999995,0.0,0.0,0.0,0.0,4.33178,3.76144,7.7732,0.0,4.1898300000000015,5.6522,0.0,0.0
chr1_225845408_225845613,0.0,4.1163300000000005,0.0,2.98346,0.0,0.0,2.71245,0.0,3.16006,0.0,2.41676,2.25545,0.0,0.0
chr1_225934674_225934968,0.0,2.2424,0.0,2.70114,0.0,0.0,2.85777,5.8420000000000005,8.77062,15.8443054927332,6.7497,8.331,0.0,12.65735
chr1_226388791_226388905,0.0,3.84998,8.67769,0.0,0.0,0.0,0.0,0.0,3.06769,14.7926448069884,0.0,0.0,0.0,0.0
chr1_226864749_226865297,0.0,2.62625,0.0,0.0,0.0,0.0,3.07983,2.81638,5.40984,6.41115939315321,0.0,2.88031,0.0,0.0
chr1_227002760_227003096,0.0,1.82774,0.0,1.90467,0.0,3.67422,3.22094,3.79362,6.02776,9.732885082651679,4.87104,5.4473699999999985,0.0,3.83736
chr1_227009018_227009221,0.0,2.12608,0.0,0.0,0.0,3.4501,4.39847,4.26863,6.46863,3.20494803957176,4.5549300000000015,5.39875,0.0,0.0
chr1_227981750_227981829,0.0,3.00942,0.0,0.0,0.0,0.0,3.44113,3.46371,6.55991,4.553852327179469,4.42669,4.36834,0.0,0.0
chr1_228338299_228338457,0.0,4.21318,0.0,3.04379,0.0,0.0,2.79276,3.0235,8.44886,10.8192901657589,3.13746,3.3674,0.0,3.76138
chr1_228688608_228688902,0.0,16.09282,30.03438,2.26392,0.0,2.72798,4.72316,4.23881,7.630960000000001,40.7490929031857,0.0,6.763160000000001,0.0,0.0
chr1_230220475_230220731,0.0,2.83711,0.0,1.67162,0.0,2.90325,2.36004,3.41717,6.6562800000000015,14.5454561153813,3.47966,4.62818,0.0,3.9671
chr1_230240540_230240902,0.0,2.64149,2.11499,3.54401,0.0,0.0,2.01726,3.01092,4.71341,12.7275679031952,3.16078,3.2378400000000003,0.0,4.60264
chr1_230249347_230250007,0.0,2.45989,0.0,3.66861,0.0,2.13877,2.63888,4.22182,6.10869,9.47154150035414,3.75053,4.883380000000002,0.0,5.761819999999998
chr1_23076914_23077145,0.0,1.73531,0.0,3.40967,0.0,2.50951,2.12455,0.0,5.71386,0.0,4.85774,4.619280000000002,0.0,3.56857
chr1_231347338_231347496,0.0,13.31755,18.03521,0.0,0.0,0.0,5.27019,3.99337,4.44514,0.0,0.0,8.381110000000001,0.0,13.18607
chr1_233249275_233249581,0.0,2.14621,0.0,1.7643099999999998,0.0,3.95356,3.23032,4.27541,6.375769999999998,0.0,3.68202,4.95656,0.0,4.4345
chr1_23426690_23427100,0.0,1.77062,0.0,0.0,0.0,2.13008,2.84391,0.0,5.67948,9.216404203604199,2.85411,3.65664,0.0,0.0
chr1_234736336_234736615,0.0,1.41823,0.0,6.6036,0.0,0.0,2.77136,3.99666,0.0,0.0,2.636,3.34729,0.0,0.0
chr1_234746093_234747674,0.0,2.96519,1.82735,6.6036,0.0,0.0,3.0139400000000003,2.22303,2.55042,14.671826532176853,2.14466,2.37476,0.0,2.23101
chr1_234748100_234748931,0.0,2.96519,0.0,6.6036,0.0,3.0032,3.0139400000000003,2.36632,2.98502,20.848545095004198,2.14466,2.98361,0.0,0.0
chr1_234749342_234749645,0.0,2.96519,0.0,6.6036,0.0,3.0032,3.0139400000000003,2.36632,2.98502,16.906459044836303,2.14466,2.98361,0.0,0.0
chr1_234757412_234757805,0.0,2.80187,0.0,0.0,0.0,0.0,3.02531,0.0,3.93385,0.0,2.26096,4.98439,0.0,0.0
chr1_234793934_234794239,0.0,2.64926,0.0,2.57104,0.0,0.0,2.77703,0.0,6.27879,8.4475877759784,3.20511,0.0,0.0,0.0
chr1_234857710_234858181,0.0,2.84582,0.0,3.38064,0.0,2.91072,2.1137,2.8025,2.77215,17.6429804111287,2.20051,3.08294,0.0,3.82925
chr1_234858843_234859287,0.0,2.84582,0.0,3.38064,0.0,3.2116,0.0,2.8025,3.17217,12.0906973806181,2.20051,3.08294,0.0,0.0
chr1_234891292_234891478,0.0,2.5129900000000003,0.0,1.84273,0.0,2.7422,3.94365,3.81548,7.106319999999998,12.664642382518599,4.14646,6.74654,0.0,0.0
chr1_234908151_234908764,0.0,2.51612,0.0,2.1142,0.0,0.0,3.79509,5.67393,7.004460000000001,14.110565907647835,6.51032,5.93023,0.0,4.37528
chr1_234984948_234985284,0.0,1.98973,5.97805,0.0,0.0,3.4805900000000003,2.98433,0.0,6.17106,5.926039865142844,3.93104,3.90398,0.0,0.0
chr1_234987212_234987644,0.0,2.96618,0.0,0.0,0.0,0.0,3.30827,3.5134300000000005,4.4648400000000015,4.534276600220935,0.0,3.69091,0.0,0.0
chr1_235070340_235070651,0.0,3.60935,0.0,2.39178,0.0,0.0,3.86192,3.464,7.75748,20.3255182721755,3.4717300000000004,3.8985,0.0,0.0
chr1_235091073_235091332,0.0,2.97828,0.0,1.85417,0.0,0.0,3.1439,0.0,4.10997,3.50409893551906,2.70126,3.20479,0.0,0.0
chr1_235091427_235091813,0.0,1.83055,0.0,1.85417,0.0,0.0,3.1439,0.0,4.10997,17.8934240865032,0.0,3.20479,0.0,0.0
chr1_235097868_235098070,0.0,3.17156,0.0,3.64812,0.0,4.66212,2.65877,2.79761,4.34986,10.0126599774279,2.28098,4.0233,0.0,3.97375
chr1_235104770_235105153,0.0,2.2599400000000003,0.0,3.4551199999999995,0.0,0.0,2.10397,3.26011,3.33572,0.0,2.5198,3.28855,0.0,0.0
chr1_235106929_235107153,0.0,2.2599400000000003,0.0,3.4551199999999995,0.0,3.00938,2.19736,3.26011,3.33572,0.0,2.5198,3.28855,0.0,0.0
chr1_235110834_235111403,0.0,2.27236,0.0,0.0,0.0,0.0,0.0,0.0,3.45405,9.91111692024447,0.0,0.0,0.0,0.0
chr1_235114050_235115068,0.0,3.22526,2.93439,2.0847,0.0,2.5732,2.14581,2.34392,3.4758,10.694168940886485,1.98588,3.06691,0.0,0.0
chr1_235120162_235120433,0.0,2.80369,0.0,1.51468,0.0,0.0,2.02319,0.0,4.2497,15.988568645388,2.11428,0.0,0.0,0.0
chr1_235183936_235184197,0.0,2.06063,0.0,1.88869,0.0,4.42882,2.84173,3.91903,5.24175,6.029265960662791,3.38206,5.04277,0.0,4.1860800000000005
chr1_235246558_235246857,0.0,9.59429,0.0,2.70016,0.0,0.0,3.34174,4.6002,6.10994,17.6899391919195,4.875369999999998,6.0046,0.0,5.55716
chr1_235267591_235267744,0.0,6.1064,15.16397,0.0,0.0,0.0,3.77125,6.64606,5.35236,71.113547236305,4.58451,5.4073,0.0,0.0
chr1_236030835_236031025,0.0,3.39597,0.0,2.12413,0.0,0.0,4.44072,4.36795,6.32621,0.0,4.31586,4.54638,0.0,0.0
chr1_236031049_236031919,0.0,3.39597,0.0,2.12413,0.0,0.0,4.44072,0.0,0.0,0.0,4.31586,4.54638,0.0,0.0
chr1_236080566_236081247,0.0,2.04951,0.0,0.0,0.0,3.77299,3.06856,4.11635,7.79683,5.55454851519789,4.47901,5.50305,0.0,0.0
chr1_236083263_236083651,0.0,2.11606,0.0,0.0,0.0,0.0,2.64978,0.0,3.63566,8.81788026295048,0.0,0.0,0.0,0.0
chr1_236109486_236110063,0.0,2.17923,2.5315,0.0,0.0,0.0,0.0,0.0,5.0185,14.4387959329848,0.0,0.0,0.0,0.0
chr1_23721090_23721462,0.0,2.17923,4.105569999999998,0.0,0.0,2.65464,3.44501,4.71939,5.4295,3.00648371688751,3.83989,4.126,0.0,0.0
chr1_23888678_23889201,0.0,1.57617,0.0,8.76454,0.0,0.0,0.0,1.7853599999999998,5.0106199999999985,9.7315514282449,1.83567,1.84646,0.0,0.0
chr1_23903714_23904323,0.0,2.04146,0.0,5.04884,0.0,3.41982,2.4207,3.78868,4.4847199999999985,9.63472873213403,3.0454,4.5127,0.0,5.03222
chr1_23912037_23912393,0.0,2.04848,0.0,1.98677,0.0,3.18915,2.70266,4.50394,5.47375,15.1767042172245,3.66688,5.1482199999999985,0.0,0.0
chr1_240514375_240514531,0.0,1.81603,0.0,0.0,0.0,2.92453,2.498,0.0,6.26716,11.887718911322,2.5117,0.0,0.0,0.0
chr1_24349340_24349488,0.0,2.13383,0.0,2.4493400000000003,0.0,0.0,2.63425,0.0,5.40495,2.9741952615771603,0.0,0.0,0.0,0.0
chr1_244462616_244463099,0.0,19.84251,32.61134000000001,2.59956,0.0,0.0,3.4369,6.51157,8.2915,134.041377751937,6.79155,8.19925,0.0,7.93038
