name,H3k27ac_E,Ctcf_E,H3k4me2_E,DNaseI_E,H3k4me3_E,H3k79me2_E,H3k9ac_E,H3k36me3_E,H4k20me1_E,H3k27me3_E,H3k4me1_E,H3k27me3_P,Ctcf_P,H3k27ac_P,H3k79me2_P,H3k36me3_P,H3k9ac_P,H3k4me1_P,H4k20me1_P,H3k4me2_P,H3k4me3_P,DNaseI_P,corr,distance,css,label
chr1_1173386_1173736-chr1_1935176_1936276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5251930000000002,0.0,0.0,0.0,7.580267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.5274725274725275,761440,0.0,1
chr1_3463934_3464260-chr1_3402810_3403910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9120879120879121,60024,0.0,1
chr1_2253622_2253773-chr1_1214816_1215916,4.5902080000000005,2.0324150000000003,12.397827000000001,102.0,4.331258,0.0,14.418315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.231933,0.0,0.0,0.0,0.0,0.22527472527472525,1037706,0.02,1
chr1_1173386_1173736-chr1_695291_696391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5251930000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005494505494505475,476995,0.0,1
chr1_2190530_2190674-chr1_1101484_1102584,0.0,0.0,0.0,0.0,0.0,19.443424,0.0,2.420665,2.764168,0.0,4.52117,2.365455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.9835164835164835,1087946,0.46,1
chr1_3229711_3230157-chr1_1935176_1936276,11.976280000000001,0.0,4.488236,129.0,0.0,0.0,5.117543,0.0,0.0,0.0,5.146609,7.580267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.23076923076923073,1293435,0.0,1
chr1_1952050_1952360-chr1_1669027_1670127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.052112333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,281923,0.0,1
chr1_2772559_2772713-chr1_994114_995214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.356684,15.313726,0.0,0.0,0.0,5.866185,4.283682,0.0,12.153205,11.020957000000001,108.66666666666669,-0.11538461538461542,1777345,0.0,1
chr1_918449_918555-chr1_751751_752851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3172349999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.017374,0.0,11.774894999999999,0.0,0.0,0.24725274725274726,165598,0.0,1
chr1_918449_918555-chr1_1630369_1631469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3172349999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,711814,0.0,1
chr1_3620035_3620325-chr1_1711796_1712896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.013776,0.0,16.996735,3.613637,0.0,6.307373999999999,3.6210839999999997,0.0,0.0,0.0,0.13736263736263732,1907139,1.58,1
chr1_1173386_1173736-chr1_2257581_2258681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5251930000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12637362637362637,1083845,0.46,1
chr1_2140151_2140337-chr1_948473_949573,8.994553,0.0,4.002841,24.0,0.0,0.0,0.0,0.0,0.0,0.0,10.960051,0.0,0.0,14.968734,5.452582,0.0,22.657714000000002,8.450752999999999,0.0,13.024629,17.135617,86.0,0.09890109890109888,1190578,0.48,1
chr1_1005293_1005547-chr1_859260_860360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.134783,6.4073585,0.0,0.0,0.0,0.0,0.0,6.6735869999999995,0.0,7.832083999999999,5.362286,68.5,-0.04395604395604402,144933,0.0,1
chr1_3133891_3134283-chr1_2978859_2979959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.317907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6978021978021978,153932,0.0,1
chr1_858256_858648-chr1_1310775_1311875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4073585,0.0,0.0,14.506131,11.941388,0.0,3.38975,25.804904999999998,9.716036,0.0,13.208575666666665,16.714439000000002,427.0,-0.07692307692307687,452127,0.02,1
chr1_2478276_2478817-chr1_751751_752851,8.079839,12.256718,6.787425999999999,160.0,7.8244940000000005,3.1753,14.926932999999998,0.0,0.0,0.0,7.672366999999999,0.0,0.0,0.0,0.0,0.0,0.0,12.017374,0.0,11.774894999999999,0.0,0.0,0.2582417582417582,1725425,0.0,1
chr1_3581269_3581645-chr1_3477254_3478354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.011009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6373626373626373,102915,0.48,1
chr1_1060905_1061095-chr1_1981409_1982509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.686528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.222961999999999,12.885494,21.0,-0.17582417582417587,920314,0.48,1
chr1_1136075_1136463-chr1_29706_30806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20329670329670335,1105269,0.0,1
chr1_2231691_2232185-chr1_2142962_2144062,12.347356,2.0324150000000003,8.041907,26.0,8.1886425,19.443424,8.264994,2.423616,2.764168,0.0,10.087439,0.0,17.278075,47.248141,0.0,0.0,30.883162,13.543331,0.0,10.473068,9.130525,141.5,-0.016483516483516425,87629,0.0,1
chr1_1978731_1978937-chr1_523733_524833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.686528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17032967032967028,1453898,0.0,1
chr1_1136667_1137146-chr1_1253969_1255069,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.672343,2.217135,0.0,3.152134,4.6239419999999996,0.0,0.0,0.0,0.2857142857142857,116823,0.0,1
chr1_2231691_2232185-chr1_1509355_1510455,12.347356,2.0324150000000003,8.041907,26.0,8.1886425,19.443424,8.264994,2.423616,2.764168,0.0,10.087439,0.0,17.98302,28.637201,15.228657,2.4666639999999997,48.749852000000004,11.232142999999999,2.15271,15.907195000000002,37.791971000000004,105.33333333333331,0.34065934065934067,721236,2.31,1
chr1_2172142_2172385-chr1_2731463_2732563,4.6817150000000005,2.2124040000000003,0.0,0.0,0.0,19.443424,0.0,2.420665,2.764168,0.0,4.52117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5659340659340659,559078,0.0,1
chr1_2231691_2232185-chr1_1310775_1311875,12.347356,2.0324150000000003,8.041907,26.0,8.1886425,19.443424,8.264994,2.423616,2.764168,0.0,10.087439,0.0,14.506131,11.941388,0.0,3.38975,25.804904999999998,9.716036,0.0,13.208575666666665,16.714439000000002,427.0,0.34065934065934067,919816,2.31,1
chr1_3232812_3232866-chr1_3477254_3478354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.011009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,244388,1.58,1
chr1_2246556_2246763-chr1_3585236_3586336,0.0,11.528645,0.0,137.0,0.0,19.443424,7.234244,2.423616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6538461538461539,1338473,1.85,1
chr1_1143531_1144198-chr1_568756_569856,0.0,0.0,0.0,32.0,0.0,0.0,0.0,2.5251930000000002,0.0,0.0,0.0,0.0,14.323423000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9279.0,-0.24725274725274726,573675,0.0,1
chr1_1840449_1840835-chr1_2461584_2462684,9.08579,21.857543,13.46124,152.0,8.044628,0.0,9.38278,0.0,0.0,0.0,0.0,7.19445,0.0,0.0,0.0,2.6318490000000003,0.0,3.252081,0.0,0.0,0.0,31.0,-0.027472527472527375,620749,0.02,1
chr1_1143531_1144198-chr1_1551075_1552175,0.0,0.0,0.0,32.0,0.0,0.0,0.0,2.5251930000000002,0.0,0.0,0.0,0.0,0.0,31.90977800000001,5.900068,0.0,28.213198,8.900195,1.955169,11.897153999999999,17.698294,150.0,0.17032967032967028,406877,0.02,1
chr1_3229711_3230157-chr1_2563007_2564107,11.976280000000001,0.0,4.488236,129.0,0.0,0.0,5.117543,0.0,0.0,0.0,5.146609,2.202734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13736263736263732,665604,0.48,1
chr1_2230678_2230895-chr1_3630762_3631862,12.347356,2.0324150000000003,0.0,24.0,0.0,19.443424,8.264994,2.423616,2.764168,0.0,10.087439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4560439560439561,1399867,0.02,1
chr1_3133891_3134283-chr1_1630369_1631469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,1502422,0.0,1
chr1_918449_918555-chr1_1535376_1536476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3172349999999997,0.0,6.082221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.631297,0.0,22.0,0.48901098901098905,616821,0.0,1
chr1_2171824_2171946-chr1_2488370_2489470,4.6817150000000005,2.2124040000000003,0.0,0.0,0.0,19.443424,0.0,2.420665,2.764168,0.0,4.52117,0.0,10.213805,8.618652,2.659418,0.0,9.020164999999999,8.888785,0.0,7.7602,15.239985999999998,0.0,-0.16483516483516492,316424,0.48,1
chr1_956563_956812-chr1_1845266_1846366,0.0,0.0,9.550403,74.0,9.637508,0.0,9.514723,0.0,0.0,0.0,10.435428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2417582417582418,888454,0.02,1
chr1_2171824_2171946-chr1_894967_896067,4.6817150000000005,2.2124040000000003,0.0,0.0,0.0,19.443424,0.0,2.420665,2.764168,0.0,4.52117,0.0,0.0,0.0,8.944195,2.402607,9.460166000000001,0.0,0.0,10.0738965,15.577739999999999,55.75,-0.4505494505494505,1275757,0.48,1
chr1_2501788_2502413-chr1_1149418_1150518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.813305,0.0,2.5251930000000002,0.0,6.754872,0.0,0.0,0.0,0.0,0.8571428571428572,1351270,0.02,1
chr1_2171824_2171946-chr1_947803_948903,4.6817150000000005,2.2124040000000003,0.0,0.0,0.0,19.443424,0.0,2.420665,2.764168,0.0,4.52117,0.0,0.0,14.968734,0.0,0.0,22.657714000000002,9.129395666666666,0.0,13.024629,17.135617,86.0,-0.39560439560439553,1222921,0.48,1
chr1_1368471_1368786-chr1_1209165_1210265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.786864000000001,10.354766,2.959582,24.918944,5.3868184999999995,1.7459209999999998,11.698472,20.3889,101.0,-0.2417582417582418,158206,2.31,1
chr1_918449_918555-chr1_1209603_1210703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3172349999999997,0.0,0.0,0.0,15.786864000000001,10.354766,2.959582,24.918944,5.3868184999999995,1.7459209999999998,11.698472,20.3889,27.0,0.1648351648351648,291048,0.0,1
chr1_1368471_1368786-chr1_943509_944609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3172349999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25274725274725274,423862,0.0,1
chr1_2509702_2510198-chr1_3369990_3371090,9.673910000000001,17.247445000000006,7.091900999999999,65.0,3.351515,0.0,10.538749000000001,0.0,0.0,0.0,10.539568,1.653617,39.577476000000004,0.0,0.0,0.0,0.0,0.0,0.0,4.805219,6.9658809999999995,90.0,0.14835164835164838,859792,0.0,1
chr1_3267475_3267612-chr1_2425818_2426918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39560439560439564,840557,0.48,1
chr1_1093610_1093958-chr1_917397_918497,13.423648000000002,9.757832,13.638924,87.0,11.76639,0.0,18.670209,0.0,0.0,0.0,6.208074,2.3172349999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18681318681318682,175113,0.46,1
chr1_2478276_2478817-chr1_663427_664527,8.079839,12.256718,6.787425999999999,160.0,7.8244940000000005,3.1753,14.926932999999998,0.0,0.0,0.0,7.672366999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06593406593406592,1813749,0.0,1
chr1_3420761_3421065-chr1_2144059_2145159,17.900466,5.6669800000000015,6.064736,247.0,0.0,0.0,15.601401000000001,0.0,0.0,0.0,8.935711999999997,0.0,17.278075,47.248141,0.0,0.0,30.883162,13.543331,0.0,10.473068,9.130525,124.33333333333331,-0.07692307692307687,1275602,0.0,1
chr1_2230678_2230895-chr1_761988_763088,12.347356,2.0324150000000003,0.0,24.0,0.0,19.443424,8.264994,2.423616,2.764168,0.0,10.087439,0.0,10.119233,14.047935,7.169791,0.0,24.178037,0.0,0.0,14.312861999999999,13.398232,56.0,0.18131868131868134,1467590,0.0,1
chr1_2221868_2222548-chr1_3050173_3051273,17.999736,8.445765,8.555139,119.5,9.515644,19.443424,9.846811,2.423616,2.764168,0.0,8.478064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09340659340659341,827625,0.48,1
chr1_1136667_1137146-chr1_1850612_1851712,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7716709999999996,9.018046,0.0,5.383693,7.676664,335.0,0.1923076923076923,713466,0.02,1
chr1_1840449_1840835-chr1_1475733_1476833,9.08579,21.857543,13.46124,152.0,8.044628,0.0,9.38278,0.0,0.0,0.0,0.0,0.0,0.0,9.98977,5.6656580000000005,2.4666639999999997,12.180708333333332,6.42335,0.0,11.0551655,12.9998985,195.0,-0.3571428571428572,363616,0.0,1
chr1_2478276_2478817-chr1_1051641_1052741,8.079839,12.256718,6.787425999999999,160.0,7.8244940000000005,3.1753,14.926932999999998,0.0,0.0,0.0,7.672366999999999,0.0,0.0,3.180417,0.0,0.0,9.367777,0.0,0.0,10.833464999999999,13.442257999999999,203.0,0.3846153846153846,1425535,1.43,1
chr1_1093610_1093958-chr1_2159134_2160234,13.423648000000002,9.757832,13.638924,87.0,11.76639,0.0,18.670209,0.0,0.0,0.0,6.208074,0.0,2.2124040000000003,14.030707000000001,19.443424,2.420665,18.941778,7.221774000000001,2.764168,15.848273,19.256972,158.25,0.20329670329670335,1065176,0.46,1
chr1_1714020_1714715-chr1_35981_37081,7.10977,2.013776,7.953164,38.333333333333336,7.4596,16.996735,5.200075,3.613637,3.6210839999999997,0.0,6.307373999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923073,1676939,0.0,1
chr1_3231556_3231634-chr1_1406143_1407243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.070369,5.146609,0.0,5.007924,6.789086999999999,7.1883339999999984,0.0,12.352769,10.834506,0.0,20.17432,19.527251,114.66666666666669,-0.1923076923076923,1824313,0.02,1
chr1_3290271_3290590-chr1_1333902_1335002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.239653000000004,8.443188000000001,9.943745,4.804345,23.931088,7.686486,2.0623669999999996,13.834271,30.339009000000004,134.5,0.06593406593406592,1955269,0.02,1
chr1_956563_956812-chr1_2076618_2077718,0.0,0.0,9.550403,74.0,9.637508,0.0,9.514723,0.0,0.0,0.0,10.435428,0.0,3.4764739999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03296703296703307,1119806,2.31,1
chr1_2253622_2253773-chr1_1624067_1625167,4.5902080000000005,2.0324150000000003,12.397827000000001,102.0,4.331258,0.0,14.418315,0.0,0.0,0.0,0.0,0.0,0.0,12.635709,0.0,0.0,18.470545,0.0,0.0,9.264299,10.108798,112.33333333333331,0.3791208791208791,628455,0.0,1
chr1_1005293_1005547-chr1_2461584_2462684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.134783,7.19445,0.0,0.0,0.0,2.6318490000000003,0.0,3.252081,0.0,0.0,0.0,31.0,0.5879120879120879,1456037,0.48,1
chr1_2772559_2772713-chr1_3568084_3569184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.069137,0.0,0.0,0.0,2.608632,0.0,0.0,0.0,0.0,0.0,20.0,0.17582417582417587,795371,1.12,1
chr1_1952050_1952360-chr1_2284159_2285259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.052112333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,331799,0.48,1
chr1_2254081_2254230-chr1_935452_936552,4.5902080000000005,7.559031,7.752338000000001,44.0,4.331258,0.0,14.418315,0.0,0.0,0.0,6.64347,4.516121,0.0,13.031217999999999,0.0,0.0,21.078845,4.400503,0.0,10.505711,8.739606,138.66666666666666,-0.0934065934065933,1317529,0.0,1
chr1_3232812_3232866-chr1_2144059_2145159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.278075,47.248141,0.0,0.0,30.883162,13.543331,0.0,10.473068,9.130525,124.33333333333331,-0.13736263736263732,1087653,0.0,1
chr1_941791_942135-chr1_133466_134566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3172349999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18681318681318682,807225,0.0,1
chr1_2230678_2230895-chr1_943509_944609,12.347356,2.0324150000000003,0.0,24.0,0.0,19.443424,8.264994,2.423616,2.764168,0.0,10.087439,2.3172349999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.543956043956044,1286069,0.0,1
chr1_2230678_2230895-chr1_1446531_1447631,12.347356,2.0324150000000003,0.0,24.0,0.0,19.443424,8.264994,2.423616,2.764168,0.0,10.087439,0.0,0.0,18.964918,4.951414,2.4666639999999997,28.857769,9.689631,0.0,24.937874,15.745107999999998,199.0,0.18131868131868134,783047,0.0,1
chr1_2574343_2574764-chr1_3569225_3570325,14.822606,9.712864999999999,12.512499,182.0,14.300405,0.0,27.517390000000002,0.0,0.0,0.0,4.167301999999999,9.069137,0.0,0.0,0.0,2.608632,0.0,0.0,0.0,0.0,0.0,0.0,-0.6648351648351649,994461,1.85,1
chr1_2574343_2574764-chr1_752992_754092,14.822606,9.712864999999999,12.512499,182.0,14.300405,0.0,27.517390000000002,0.0,0.0,0.0,4.167301999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2802197802197801,1820251,0.0,1
chr1_3290271_3290590-chr1_2984732_2985832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.317907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,0.2582417582417582,304439,0.02,1
chr1_3420761_3421065-chr1_2159134_2160234,17.900466,5.6669800000000015,6.064736,247.0,0.0,0.0,15.601401000000001,0.0,0.0,0.0,8.935711999999997,0.0,2.2124040000000003,14.030707000000001,19.443424,2.420665,18.941778,7.221774000000001,2.764168,15.848273,19.256972,158.25,0.23076923076923073,1260527,0.46,1
chr1_4079242_4079460-chr1_2424597_2425697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5659340659340659,1653545,0.02,1
chr1_2082729_2083012-chr1_2294967_2296067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9945054945054945,211955,0.02,1
chr1_2478276_2478817-chr1_817043_818143,8.079839,12.256718,6.787425999999999,160.0,7.8244940000000005,3.1753,14.926932999999998,0.0,0.0,0.0,7.672366999999999,3.241933,0.0,0.0,0.0,0.0,0.0,0.0,1.626325,0.0,0.0,0.0,-0.06593406593406592,1660133,0.0,1
chr1_2171824_2171946-chr1_1114835_1115935,4.6817150000000005,2.2124040000000003,0.0,0.0,0.0,19.443424,0.0,2.420665,2.764168,0.0,4.52117,2.365455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30219780219780223,1055889,0.48,1
chr1_2172142_2172385-chr1_1509355_1510455,4.6817150000000005,2.2124040000000003,0.0,0.0,0.0,19.443424,0.0,2.420665,2.764168,0.0,4.52117,0.0,17.98302,28.637201,15.228657,2.4666639999999997,48.749852000000004,11.232142999999999,2.15271,15.907195000000002,37.791971000000004,105.33333333333331,-0.3076923076923077,661687,0.02,1
chr1_2509702_2510198-chr1_2511999_2513099,9.673910000000001,17.247445000000006,7.091900999999999,65.0,3.351515,0.0,10.538749000000001,0.0,0.0,0.0,10.539568,0.0,0.0,9.673910000000001,0.0,0.0,10.831491999999999,9.931911,0.0,9.362773,5.3482815000000015,46.0,-0.01098901098901095,1801,0.0,1
chr1_2221868_2222548-chr1_2511999_2513099,17.999736,8.445765,8.555139,119.5,9.515644,19.443424,9.846811,2.423616,2.764168,0.0,8.478064,0.0,0.0,9.673910000000001,0.0,0.0,10.831491999999999,9.931911,0.0,9.362773,5.3482815000000015,46.0,-0.2362637362637363,289451,0.0,1
chr1_2509702_2510198-chr1_568756_569856,9.673910000000001,17.247445000000006,7.091900999999999,65.0,3.351515,0.0,10.538749000000001,0.0,0.0,0.0,10.539568,0.0,14.323423000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9279.0,0.11538461538461542,1939846,0.0,1
chr1_1136075_1136463-chr1_460380_461480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20329670329670335,674595,0.0,1
chr1_2230678_2230895-chr1_739037_740137,12.347356,2.0324150000000003,0.0,24.0,0.0,19.443424,8.264994,2.423616,2.764168,0.0,10.087439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,1490541,0.0,1
chr1_1143531_1144198-chr1_894967_896067,0.0,0.0,0.0,32.0,0.0,0.0,0.0,2.5251930000000002,0.0,0.0,0.0,0.0,0.0,0.0,8.944195,2.402607,9.460166000000001,0.0,0.0,10.0738965,15.577739999999999,55.75,0.2142857142857143,247464,0.02,1
chr1_3111769_3111989-chr1_3477254_3478354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.011009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,365265,1.58,1
chr1_1063914_1064111-chr1_61948_63048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.945054945054945,1000866,0.0,1
chr1_2246556_2246763-chr1_1822395_1823495,0.0,11.528645,0.0,137.0,0.0,19.443424,7.234244,2.423616,0.0,0.0,0.0,0.0,0.0,11.262744999999999,16.996735,3.613637,23.193985,11.225659,3.6210839999999997,10.314121,22.141661,144.33333333333334,-0.4505494505494505,423061,0.02,1
chr1_3237165_3237518-chr1_1822395_1823495,0.0,29.284521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.262744999999999,16.996735,3.613637,23.193985,11.225659,3.6210839999999997,10.314121,22.141661,144.33333333333334,-0.4065934065934067,1413670,0.48,1
chr1_1840449_1840835-chr1_845815_846915,9.08579,21.857543,13.46124,152.0,8.044628,0.0,9.38278,0.0,0.0,0.0,0.0,6.1043555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34615384615384626,993534,0.0,1
chr1_1014834_1015095-chr1_133466_134566,7.447241,0.0,11.790187,90.0,4.90876,0.0,13.230414000000001,0.0,0.0,0.0,7.193385000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08241758241758246,880268,0.0,1
chr1_2230678_2230895-chr1_2496849_2497949,12.347356,2.0324150000000003,0.0,24.0,0.0,19.443424,8.264994,2.423616,2.764168,0.0,10.087439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.2142857142857143,265954,0.0,1
chr1_1793829_1793862-chr1_2496849_2497949,0.0,0.0,0.0,0.0,0.0,16.996735,0.0,3.613637,3.6210839999999997,0.0,5.967957999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.5714285714285714,702987,0.0,1
chr1_3594206_3594277-chr1_2984901_2986001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.317907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.36813186813186816,608205,0.0,1
chr1_2177615_2177829-chr1_1655666_1656766,11.081985000000001,0.0,13.03969,0.0,7.013793,19.443424,9.146594,2.420665,2.764168,0.0,5.078678999999998,0.0,13.755533999999999,10.413135,0.0,0.0,17.884335500000006,0.0,0.0,11.150772,18.543485,271.0,0.3131868131868132,520849,0.48,1
chr1_1978731_1978937-chr1_3630762_3631862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.686528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3296703296703297,1651825,1.85,1
chr1_2221868_2222548-chr1_1354625_1355725,17.999736,8.445765,8.555139,119.5,9.515644,19.443424,9.846811,2.423616,2.764168,0.0,8.478064,0.0,12.773889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,-0.17582417582417587,866143,0.48,1
chr1_2082729_2083012-chr1_1313046_1314146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38975,0.0,0.0,0.0,0.0,0.0,0.0,0.9945054945054945,768583,0.0,1
chr1_2505035_2505361-chr1_1310775_1311875,0.0,0.0,3.051437,0.0,0.0,0.0,0.0,0.0,0.0,4.1806470000000004,0.0,0.0,14.506131,11.941388,0.0,3.38975,25.804904999999998,9.716036,0.0,13.208575666666665,16.714439000000002,427.0,0.06593406593406592,1193160,0.02,1
