name_E,H3k27ac_E,H4k20me1_E,H3k9ac_E,H3k27me3_E,H3k4me2_E,H3k36me3_E,H3k4me1_E,H3k79me2_E,Ctcf_E,DNaseI_E,H3k4me3_E
chr1_22231370_22231630,25.548083,2.929742,15.683456,0.0,6.495016,8.301201,20.747947,13.095696,3.184157,199.0,0.0
chr1_22232811_22232851,25.548083,2.929742,15.683456,0.0,6.495016,8.301201,20.747947,13.095696,3.184157,121.0,0.0
chr1_22235836_22236001,25.548083,2.929742,15.683456,0.0,6.495016,8.301201,20.747947,13.095696,3.184157,0.0,7.117701
chr1_22260274_22260656,25.548083,6.0774235,15.683456,0.0,6.495016,8.301201,20.747947,13.095696,2.873004,64.0,29.273088
chr1_222638782_222639204,12.765085,0.0,15.790255,1.90762,17.098265,0.0,6.559804,0.0,88.632066,192.0,10.319607
chr1_22266159_22266438,25.548083,2.929742,15.683456,0.0,6.495016,8.301201,14.553055,13.095696,16.1653045,162.0,29.273088
chr1_22275479_22275551,25.548083,0.0,15.683456,0.0,6.495016,0.0,0.0,0.0,2.873004,0.0,0.0
chr1_222987149_222987502,14.696929,0.0,0.0,0.0,12.739237,0.0,7.162805,2.102983,0.0,13.0,20.874335
chr1_2230678_2230895,12.347356,2.764168,8.264994,0.0,0.0,2.423616,10.087439,19.443424,2.032415,24.0,0.0
chr1_2231691_2232185,12.347356,2.764168,8.264994,0.0,8.041907,2.423616,10.087439,19.443424,2.032415,26.0,8.1886425
chr1_2232428_2232896,12.347356,2.764168,8.264994,0.0,8.041907,2.423616,10.087439,19.443424,2.032415,114.0,8.5008225
chr1_22345590_22345859,5.429042,0.0,9.583254,0.0,9.915295,0.0,7.364318,0.0,16.376781,66.0,0.0
chr1_22366226_22366841,10.394899,0.0,0.0,0.0,11.117503,0.0,19.192487,0.0,10.767263,22.0,4.740554
chr1_223892678_223892997,10.158407,0.0,10.98501,0.0,12.500439,0.0,9.046631,8.575979,5.78739,16.0,7.957679
chr1_223901276_223901546,10.158407,2.013099,19.997758,0.0,17.320498,4.853753,9.046631,8.575979,5.78739,0.0,28.632659
chr1_223903033_223903347,10.158407,2.013099,19.997758,0.0,17.320498,4.853753,9.046631,8.575979,9.2321155,137.0,28.632659
chr1_223904365_223904567,10.158407,2.013099,19.997758,0.0,17.320498,4.853753,9.046631,8.575979,5.78739,0.0,28.632659
chr1_223914239_223914747,10.158407,2.013099,11.241156,0.0,10.143563,4.853753,9.046631,8.575979,0.0,108.0,7.924070500000001
chr1_223964690_223965055,10.158407,2.406316,11.00827,0.0,9.44933,4.853753,9.046631,8.575979,0.0,0.0,0.0
chr1_224014874_224015267,3.78575,2.406316,0.0,0.0,0.0,4.853753,8.960377,8.575979,0.0,25.0,0.0
chr1_224019430_224020596,3.78575,2.406316,18.83361,0.0,7.312587,0.0,11.564076,8.575979,0.0,55.0,10.295247
chr1_224023477_224023773,3.78575,2.406316,0.0,0.0,7.312587,0.0,11.564076,8.575979,0.0,0.0,0.0
chr1_224032316_224032686,24.717449,2.406316,40.722152,0.0,18.920253,0.0,7.635475,8.575979,0.0,25.0,33.398111
chr1_224240602_224240763,12.020847,0.0,7.582045,0.0,8.230701,0.0,10.726818,0.0,0.0,119.0,3.574392
chr1_224545542_224546006,7.459117,2.195189,22.027239,0.0,14.51937,4.633961,6.312519,4.979845,0.0,22.0,22.920023
chr1_224635065_224635439,2.889592,0.0,0.0,0.0,8.476605,0.0,12.091282,0.0,0.0,32.0,0.0
chr1_224685994_224686507,26.893899,0.0,11.561274,0.0,11.000249,0.0,11.676895,0.0,0.0,92.5,7.473586
chr1_224690718_224691054,11.620349,0.0,10.521088,0.0,9.508215,0.0,11.676895,0.0,11.803288,0.0,0.0
chr1_224691192_224691563,11.620349,0.0,11.2842755,0.0,9.508215,0.0,11.676895,0.0,11.803288,120.0,0.0
chr1_224730441_224730985,39.335932,0.0,24.64952633333333,0.0,10.688166,0.0,18.621278,0.0,0.0,153.0,9.4132665
chr1_224732016_224732357,39.335932,0.0,0.0,0.0,10.688166,0.0,18.621278,0.0,0.0,23.0,4.90808
chr1_224733345_224733601,39.335932,0.0,0.0,0.0,10.688166,0.0,18.621278,0.0,0.0,0.0,0.0
chr1_224811590_224812043,4.2287035,1.16768,7.551313,5.816305,8.86229,0.0,9.955144,0.0,0.0,72.0,0.0
chr1_2253622_2253773,4.590208,0.0,14.418315,0.0,12.397827,0.0,0.0,0.0,2.032415,102.0,4.331258
chr1_2254081_2254230,4.590208,0.0,14.418315,0.0,7.752338,0.0,6.64347,0.0,7.559031,44.0,4.331258
chr1_225642606_225642805,4.094112,0.0,0.0,0.0,4.740207,0.0,9.341584,0.0,0.0,53.0,0.0
chr1_225654906_225655584,10.756574,0.0,9.704489,0.0,12.020721,0.0,11.148393,0.0,0.0,65.0,9.340505
chr1_225845408_225845613,18.473026,0.0,26.742028,0.0,15.044193,0.0,11.545194,4.150504,0.0,54.0,0.0
chr1_225881856_225882162,11.250357,0.0,5.754873,0.0,10.558537,0.0,16.264066,0.0,0.0,89.0,0.0
chr1_225934674_225934968,4.464472499999999,0.0,16.011771,0.0,17.614713,0.0,9.56977,0.0,8.406747,73.0,13.903549
chr1_226187685_226188168,23.024012,2.086201,20.045123,0.0,14.423468,3.318111,10.200351,13.531987,0.0,25.0,37.8609635
chr1_226189681_226190319,23.024012,0.0,20.045123,0.0,14.423468,3.318111,10.200351,0.0,0.0,70.0,12.619548333333332
chr1_226190534_226190731,23.024012,0.0,20.045123,0.0,14.423468,3.318111,10.200351,0.0,0.0,47.0,13.166793
chr1_226297611_226298113,10.777275,0.0,9.468544,0.0,8.91324,0.0,0.0,0.0,13.681084,146.0,10.575268
chr1_226839418_226839818,4.630341,1.935693,0.0,0.0,2.511307,2.100079,0.0,2.348437,0.0,0.0,0.0
chr1_226841173_226841776,4.630341,1.935693,0.0,0.0,2.511307,2.100079,7.041306,2.348437,0.0,0.0,0.0
chr1_226841860_226842030,4.630341,1.935693,0.0,0.0,2.511307,2.100079,7.041306,2.348437,0.0,0.0,0.0
chr1_226842095_226842563,4.630341,1.935693,0.0,0.0,2.511307,2.100079,7.041306,2.348437,0.0,0.0,0.0
chr1_226842752_226843521,4.630341,1.935693,0.0,0.0,2.511307,2.100079,7.041306,2.348437,0.0,14.0,0.0
chr1_226848307_226848509,9.8053155,1.935693,7.879023,0.0,2.511307,2.100079,13.349415,2.348437,0.0,0.0,0.0
chr1_226849753_226849884,9.8053155,1.935693,7.879023,0.0,4.522304,2.100079,13.349415,2.348437,0.0,0.0,0.0
chr1_226852222_226852636,9.8053155,1.935693,7.879023,0.0,4.522304,0.0,13.349415,2.348437,0.0,56.5,0.0
chr1_226867580_226868182,7.869169,1.935693,13.041628,0.0,8.049047,0.0,6.222314,2.348437,0.0,30.0,12.649318
chr1_226878935_226879345,7.264898,1.935693,6.67395,0.0,6.5933585,2.233036,9.977533,2.348437,0.0,0.0,4.649466
chr1_226884834_226885233,5.638722,1.935693,4.165243,0.0,2.511307,2.233036,7.305131,2.348437,0.0,68.0,0.0
chr1_226890865_226891416,18.122794,2.124734,27.773058,0.0,6.6924925,2.22041,9.9680765,2.348437,0.0,88.0,21.08261
chr1_226911425_226911742,3.054159,2.124734,0.0,0.0,4.396341,3.510531,6.2257125,2.348437,0.0,56.0,0.0
chr1_226927547_226927740,12.450602,2.124734,19.620882,2.434018,14.070381,0.0,7.9404725,2.348437,0.0,0.0,21.439925
chr1_227002760_227003096,26.290502,0.0,8.1132015,0.0,5.858108,0.0,14.423292,0.0,0.0,127.0,6.699013
chr1_227009018_227009221,16.192017,0.0,6.255299,0.0,6.802853,0.0,14.423292,0.0,0.0,134.0,0.0
chr1_227751865_227752213,39.192967,2.047538,50.33797,0.0,12.219817,1.599301,10.508755,2.7939,0.0,0.0,29.016413
chr1_228273480_228273740,22.16042,3.9292525,28.488202,0.0,19.396165,5.491788,21.563363,22.207504,2.850781,51.0,26.149227
chr1_228338299_228338457,5.3431,1.52299,0.0,0.0,0.0,2.737527,9.637425,19.757785,0.0,0.0,0.0
chr1_228350789_228351109,15.588808,1.52299,14.618338,0.0,8.1808705,0.0,9.246498,0.0,0.0,38.0,5.001628
chr1_228973832_228974198,12.58505,1.158308,13.973734,2.226021,7.528503,0.0,10.247388,0.0,0.0,57.0,7.72963
chr1_229074291_229074557,11.220509,1.158308,5.714005,0.0,7.40493,0.0,6.378207,0.0,0.0,19.5,0.0
chr1_230220475_230220731,18.217378,1.646626,7.245292,0.0,8.925436,1.648403,10.702982,3.681753,3.729956,82.0,0.0
chr1_230240540_230240902,17.170295,1.646626,9.73327,0.0,11.007553,1.673831,14.947245,3.681753,11.065892,109.0,12.0882665
chr1_230241590_230241986,17.170295,1.646626,9.73327,0.0,11.007553,1.673831,14.947245,3.681753,0.0,57.0,0.0
chr1_230249347_230250007,8.8004,1.646626,8.503228,0.0,9.349745,1.673831,7.967822,3.681753,0.0,97.0,0.0
chr1_23076914_23077145,9.06587,0.0,9.239842,0.0,8.663026,2.444928,12.161368,4.96864,0.0,131.0,7.261131
chr1_231113054_231113423,9.814949,1.959525,11.797271,0.0,15.776638,2.291662,9.885509,2.363186,0.0,27.0,25.662301
chr1_231629288_231629504,8.070893,0.0,0.0,0.0,10.984846,0.0,10.323206,0.0,0.0,27.0,0.0
chr1_231665787_231666093,31.04507,0.0,34.269805,0.0,21.337483,2.23791,9.786193,4.732612,0.0,0.0,27.703952
chr1_231944869_231945038,4.421519,0.0,0.0,0.0,0.0,1.640164,9.924196,0.0,0.0,14.0,0.0
chr1_232106545_232106680,12.473048,0.0,0.0,0.0,13.26672,0.0,8.834396,0.0,0.0,0.0,0.0
chr1_232107055_232107371,12.473048,0.0,10.455062,0.0,13.26672,0.0,8.834396,0.0,0.0,120.0,11.619495
chr1_232714427_232714703,6.610475,1.214724,10.406728,0.0,6.456195,0.0,7.097862,2.018336,0.0,31.0,0.0
chr1_232725638_232725888,11.255141,1.214724,0.0,0.0,4.406204,0.0,7.533012,2.018336,0.0,56.0,0.0
chr1_233249275_233249581,23.774439,0.0,12.968317,0.0,16.1915095,0.0,8.356435,0.0,0.0,72.0,10.122825
chr1_233250723_233251216,23.774439,0.0,12.968317,0.0,11.722163333333333,0.0,8.356435,0.0,0.0,12.0,4.768169
chr1_23426690_23427100,17.162172,3.245173,8.530653,0.0,11.937214,3.578885,8.172098,12.957398,4.5687545,29.0,3.420643
chr1_23429944_23430077,17.162172,3.245173,8.530653,0.0,11.937214,3.578885,8.172098,12.957398,3.08614,40.0,6.588443
chr1_234450953_234451201,3.096167,0.0,0.0,2.814281,9.162573,0.0,8.515229,0.0,0.0,40.0,0.0
chr1_234658291_234658851,12.116043,0.0,16.388274,0.0,12.47999,0.0,13.871959,0.0,0.0,0.0,0.0
chr1_234659231_234659760,12.116043,0.0,16.388274,0.0,12.47999,0.0,13.871959,0.0,0.0,178.0,7.309131
chr1_234680207_234680593,10.412384,0.0,12.929291,0.0,5.172847,0.0,11.073984,0.0,0.0,136.5,3.379753
chr1_234686100_234686288,10.853171,0.0,0.0,0.0,4.554486,0.0,6.867718,0.0,0.0,0.0,0.0
chr1_234736336_234736615,40.365523,0.0,31.623997,0.0,27.105846,0.0,10.748558,23.939041,0.0,34.0,38.62572
chr1_234737347_234737653,40.365523,0.0,31.623997,0.0,27.105846,0.0,10.748558,23.939041,0.0,30.0,38.62572
chr1_234738546_234738834,40.365523,0.0,31.623997,0.0,27.105846,5.330243,10.748558,23.939041,0.0,116.0,38.62572
chr1_234746093_234747674,40.365523,0.0,31.623997,0.0,27.105846,0.0,16.270061,23.939041,13.282957,91.2,38.62572
chr1_234748100_234748931,40.365523,0.0,31.623997,0.0,27.105846,0.0,16.270061,0.0,0.0,147.0,38.62572
chr1_234749342_234749645,40.365523,0.0,31.623997,0.0,27.105846,0.0,16.270061,0.0,0.0,0.0,38.62572
chr1_234767593_234767925,15.667008,0.0,10.859305,0.0,7.073469,0.0,9.038925,0.0,0.0,144.0,3.09286
chr1_234792654_234793437,15.119606,0.0,9.739781,0.0,5.953763,0.0,11.382458,0.0,0.0,147.0,7.047229
chr1_234793934_234794239,15.119606,0.0,9.739781,0.0,5.953763,0.0,11.382458,0.0,0.0,0.0,0.0
chr1_234812067_234812214,4.19157,0.0,5.605403,0.0,19.159054,0.0,9.18026,0.0,0.0,71.0,8.295451
chr1_234857710_234858181,44.798751,0.0,27.421695,0.0,11.722388,0.0,16.68161,0.0,0.0,94.0,5.669462
chr1_234858843_234859287,44.798751,0.0,27.421695,0.0,11.722388,0.0,16.68161,0.0,0.0,57.0,5.669462
chr1_234881537_234881788,18.139441,0.0,0.0,0.0,9.265072,0.0,12.350657,0.0,0.0,36.0,0.0
chr1_234907393_234907835,19.593297,0.0,12.283136,0.0,9.460059,0.0,11.715903,0.0,0.0,0.0,0.0
chr1_234908151_234908764,19.593297,0.0,12.283136,0.0,9.460059,0.0,11.715903,0.0,0.0,157.0,0.0
chr1_234978594_234979177,9.43836,0.0,0.0,0.0,0.0,0.0,8.492271,0.0,0.0,0.0,0.0
chr1_234980393_234980645,9.43836,0.0,12.074147,0.0,11.24269,0.0,8.492271,0.0,0.0,112.0,5.724228
chr1_234981045_234981471,9.43836,0.0,12.074147,0.0,11.24269,0.0,8.492271,0.0,0.0,13.0,5.724228
chr1_234987212_234987644,7.697935,0.0,9.72057,0.0,8.870227,0.0,9.593072,0.0,10.130268,17.5,0.0
chr1_235068890_235069050,8.505646,0.0,0.0,0.0,6.0817085,0.0,17.317227,0.0,0.0,0.0,0.0
chr1_235069269_235069652,9.3181215,0.0,17.23192,0.0,6.0817085,0.0,17.317227,0.0,0.0,36.0,0.0
chr1_235070340_235070651,8.505646,0.0,0.0,0.0,2.823454,0.0,0.0,0.0,0.0,0.0,0.0
chr1_235096560_235096855,18.360675,0.0,14.386444,0.0,7.132936,0.0,13.170779,0.0,0.0,60.0,9.978086
chr1_235097868_235098070,18.360675,0.0,0.0,0.0,7.132936,0.0,13.170779,0.0,0.0,39.0,0.0
chr1_235104770_235105153,4.320112,0.0,0.0,0.0,7.354158,0.0,7.252232,0.0,0.0,0.0,0.0
chr1_235106929_235107153,4.320112,0.0,8.367572,0.0,0.0,0.0,7.252232,0.0,0.0,0.0,0.0
chr1_235108971_235109355,63.091685,0.0,0.0,0.0,0.0,1.947104,20.122988,0.0,0.0,0.0,0.0
chr1_235110834_235111403,63.091685,0.0,8.577508,0.0,9.540781,1.947104,20.122988,0.0,2.367214,93.5,2.464261
chr1_235112749_235113173,63.091685,0.0,29.983597,0.0,9.225119,1.947104,20.122988,0.0,2.367214,0.0,2.464261
chr1_235114050_235115068,63.091685,0.0,29.983597,0.0,9.225119,1.947104,20.122988,0.0,6.319308,53.0,3.9954735
chr1_235120162_235120433,63.091685,0.0,29.983597,0.0,10.748505,0.0,20.122988,0.0,2.367214,198.0,2.464261
chr1_235122652_235122939,63.091685,0.0,29.983597,0.0,11.004772,0.0,20.122988,0.0,2.367214,93.0,2.464261
chr1_235133014_235133422,51.243974,0.0,29.957493,0.0,10.566002,0.0,16.984638,0.0,0.0,206.0,6.879041
chr1_235134086_235134438,51.243974,0.0,29.957493,0.0,10.566002,0.0,16.984638,0.0,0.0,52.0,6.879041
chr1_235146978_235147112,16.313038,0.0,10.678936,0.0,7.794232,0.0,12.613852,0.0,0.0,0.0,0.0
chr1_235183936_235184197,23.988,0.0,18.061769,0.0,11.278648,0.0,9.717536,0.0,0.0,131.0,10.95031
chr1_23523350_23523682,20.398819,0.0,19.590565,0.0,11.878958,0.0,6.643625,0.0,0.0,70.0,0.0
chr1_235242252_235242564,3.197669,0.0,0.0,0.0,0.0,0.0,8.266614,0.0,0.0,0.0,0.0
chr1_235243001_235243596,3.197669,0.0,0.0,0.0,7.617742,0.0,8.266614,0.0,0.0,16.0,0.0
chr1_235246558_235246857,21.328008,0.0,21.599797,0.0,15.207793,0.0,10.645355,0.0,75.320407,122.0,9.757379
chr1_235668656_235669018,21.795681,0.0,33.076139,0.0,17.763473,0.0,0.0,3.198703,0.0,0.0,29.986481
chr1_236030835_236031025,11.880539,1.160407,13.221511,2.430373,16.744657,0.0,9.665623,0.0,0.0,0.0,23.878859
chr1_236080566_236081247,11.924597,1.160407,19.889407,0.0,12.940449,0.0,9.48377,0.0,0.0,103.0,12.653691
chr1_236082498_236082788,11.924597,1.160407,0.0,0.0,0.0,0.0,9.48377,0.0,0.0,0.0,0.0
chr1_236083263_236083651,11.924597,1.160407,0.0,0.0,7.94033,0.0,9.48377,0.0,0.0,50.0,0.0
chr1_236135691_236135959,10.947099,0.0,12.687433,0.0,8.355695,2.592612,8.593524,0.0,49.848228,0.0,8.27861
chr1_236150188_236150690,24.096168,0.0,8.481034,0.0,10.807671,2.592612,13.516581,0.0,0.0,119.0,0.0
chr1_236162583_236163199,22.673947,0.0,11.628421,0.0,5.164477,2.592612,10.747315,0.0,10.877583,141.0,0.0
chr1_23721090_23721462,4.915886,0.0,0.0,0.0,3.779949,0.0,8.164922,0.0,0.0,0.0,0.0
chr1_23882500_23882866,75.797385,0.0,64.397818,0.0,19.968007,5.917352,15.21054,11.729249,6.957966,84.0,34.038857
chr1_23888678_23889201,75.797385,0.0,64.397818,0.0,19.968007,0.0,14.964759,11.729249,10.261757,246.0,34.038857
chr1_23903714_23904323,11.440519,0.0,6.622724,0.0,7.040208,0.0,6.643195,0.0,0.0,51.0,0.0
chr1_23961555_23961694,19.319834,0.0,26.866223,0.0,24.19934,0.0,4.380691,0.0,65.304027,89.0,32.736864
chr1_241638824_241639283,11.319968,0.0,0.0,0.0,5.8257245,3.432008,8.1073235,0.0,0.0,25.0,4.369667
chr1_241771916_241772216,11.467502,1.762077,0.0,0.0,11.8067,2.26813,8.956867,1.706347,6.207766,13.0,0.0
chr1_241775803_241776227,20.996072,1.762077,11.692358,0.0,7.462003,2.26813,8.956867,1.706347,0.0,32.0,3.090813
chr1_243428005_243428394,15.935079000000002,0.0,13.170688,0.0,15.863533,2.002674,8.43858,9.34939,0.0,73.0,12.315196
chr1_243431437_243431793,15.935079000000002,0.0,9.587816,0.0,11.7445,2.002674,8.43858,9.34939,0.0,77.0,8.755964999999998
chr1_243447752_243447803,35.533796,0.0,0.0,0.0,0.0,2.002674,10.318055,9.34939,0.0,0.0,0.0
chr1_243451071_243451374,35.533796,0.0,15.342072,0.0,7.576842,2.002674,10.318055,9.34939,0.0,107.0,11.670725
chr1_243487001_243487352,4.665286,0.0,0.0,0.0,8.875865,2.002674,6.65821,9.34939,0.0,15.0,0.0
chr1_24349340_24349488,3.564638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0
chr1_243637125_243637295,4.739725,0.0,14.687731,0.0,10.375364,2.002674,8.181443,0.0,0.0,22.0,18.041887
chr1_244011895_244012034,13.926603,2.167019,22.7398,0.0,12.761547,2.002674,9.524037,3.43976,0.0,0.0,18.314718
chr1_244215508_244215901,22.040189,2.359455,28.95964,0.0,19.877946,0.0,7.112759,12.167455,0.0,23.0,28.989118
chr1_244462616_244463099,10.962845,0.0,17.558419,0.0,8.6213575,0.0,11.00688,4.431418,71.117578,105.0,14.388884
chr1_244466323_244466598,7.1307235,0.0,10.014021,0.0,7.324191,0.0,11.00688,4.431418,0.0,31.0,0.0
chr1_244467525_244467677,3.595563,0.0,0.0,0.0,7.594383,0.0,11.00688,4.431418,0.0,19.0,0.0
chr1_244482749_244483387,9.98977,0.0,0.0,0.0,7.654158,2.069899,9.20947,4.431418,0.0,0.0,0.0
chr1_244486299_244486688,20.960535,0.0,12.114226,0.0,14.942123,2.069899,9.20947,4.431418,0.0,217.0,13.0499
chr1_244505125_244505457,11.922217,0.0,16.003624,0.0,10.068853,0.0,16.777052,0.0,0.0,57.0,0.0
chr1_244512430_244512879,16.291495,0.0,6.53435,0.0,10.281317,0.0,11.184305,0.0,4.072834,108.0,6.816397
chr1_244517098_244517541,17.968918,0.0,15.645489,0.0,5.634136,0.0,11.184305,0.0,0.0,187.0,0.0
chr1_244518180_244518394,17.968918,0.0,0.0,0.0,5.634136,0.0,11.184305,0.0,0.0,0.0,0.0
chr1_244763140_244763529,16.500749,0.0,19.904366,0.0,16.151282,0.0,6.284549,0.0,0.0,131.5,12.593428
chr1_245255337_245255432,42.816546,0.0,16.466971,0.0,10.913597,0.0,13.724443,0.0,0.0,225.0,9.301591
chr1_246038342_246038749,9.385558,0.0,9.263587,0.0,13.400816,0.0,7.896723,0.0,0.0,88.0,7.930048
chr1_246730569_246731007,22.953957,1.548804,27.410934,0.0,15.447902,2.402837,7.900668,3.84635,0.0,25.0,32.705532
chr1_246732690_246733040,22.953957,0.0,27.410934,0.0,15.447902,2.402837,7.900668,3.84635,0.0,85.0,32.705532
chr1_246743297_246743408,10.908829,1.568972,0.0,0.0,0.0,2.402837,11.778519,3.84635,0.0,15.0,0.0
chr1_246751015_246751281,13.056774,0.0,15.508728,0.0,10.776485,2.402837,8.005754,3.84635,0.0,39.0,9.705956
chr1_246760708_246760962,4.307147,1.84077,0.0,0.0,0.0,2.402837,0.0,3.84635,0.0,76.0,0.0
chr1_246772310_246772610,26.725832,0.0,16.800412,0.0,10.923883,2.477735,10.466699,3.84635,13.375221,268.0,3.626963
chr1_246862505_246862699,10.884641,0.0,14.474813,0.0,11.452709,0.0,4.233467,0.0,63.735861,127.0,7.193422
chr1_247093396_247093478,9.512489,1.96648,20.436873,0.0,26.74307,3.907528,8.847153,10.992919,0.0,0.0,28.273311
chr1_247123303_247123617,8.674612,0.0,0.0,0.0,9.838916,0.0,10.903388499999998,0.0,15.901652,34.0,4.297064
chr1_247125260_247125664,4.176703,0.0,0.0,0.0,0.0,0.0,7.191387,0.0,0.0,0.0,0.0
chr1_2478276_2478817,8.079839,0.0,14.926933,0.0,6.787426,0.0,7.672367,3.1753,12.256718,160.0,7.824494
chr1_24970685_24970736,23.523464,2.38543,39.744104,2.495442,15.807331,5.018698,5.907347,6.036124,12.938562,0.0,31.131398
chr1_25021969_25022194,5.8133205,0.0,0.0,0.0,10.653904,0.0,7.454658,0.0,0.0,0.0,0.0
chr1_25051079_25051208,36.236181,0.0,11.630922,0.0,8.712112,0.0,10.478078,0.0,0.0,148.0,7.029829
chr1_25095502_25095845,12.6663115,2.517449,11.948141,0.0,6.4879655,2.419178,7.771225,13.956821,0.0,0.0,0.0
chr1_2509702_2510198,9.67391,0.0,10.538749,0.0,7.091901,0.0,10.539568,0.0,17.247445,65.0,3.351515
chr1_25559638_25560067,16.052113,0.0,26.217432,0.0,19.913217,3.521221,10.576708,5.162663,0.0,57.0,43.308357
chr1_25566195_25566411,9.072447,0.0,8.601479,0.0,11.772903,0.0,8.166488,0.0,32.260587,59.0,9.230341
chr1_25566618_25566670,9.072447,0.0,8.601479,0.0,11.772903,0.0,8.166488,0.0,32.260587,91.0,9.230341
chr1_2574343_2574764,14.822606,0.0,27.51739,0.0,12.512499,0.0,4.167302,0.0,9.712865,182.0,14.300405
chr1_26022319_26022793,10.227027,1.15851,0.0,2.882011,4.489168,0.0,4.788276,0.0,0.0,74.0,0.0
chr1_26201699_26201757,3.133706,1.15851,12.759252,0.0,7.858882,0.0,10.509631,0.0,0.0,30.0,15.011508
chr1_26249033_26249281,4.854454,1.15851,15.118276,2.258549,9.0541395,0.0,7.58669,0.0,2.127524,0.0,10.238259
chr1_26677301_26677628,7.846729,0.0,11.474742,3.044133,9.236418,0.0,9.135072,0.0,0.0,56.0,3.04855
chr1_26678060_26678317,7.846729,0.0,0.0,3.044133,0.0,0.0,9.135072,0.0,0.0,0.0,3.04855
chr1_26827232_26827869,8.631161,0.0,14.488427,0.0,9.732329,0.0,10.411303,0.0,48.289542,95.5,10.006044
chr1_26946837_26947249,21.076388,0.0,23.111253,0.0,16.607026,0.0,9.800215,0.0,49.704455,129.5,16.867201
chr1_26947342_26948198,21.076388,0.0,23.111253,0.0,16.607026,0.0,10.320226,0.0,25.5254275,109.0,16.867201
chr1_27024638_27025138,12.546264,3.052214,22.953928,0.0,13.987822,4.09235,9.722519,11.031055,0.0,135.0,18.810514
chr1_27112764_27112917,19.423662,3.052214,24.646951,0.0,24.01924,4.09235,14.89588,11.031055,0.0,48.0,20.025061
chr1_27175784_27176273,13.350211,0.0,10.805329,0.0,11.084791,2.808097,12.942065,0.0,0.0,72.0,0.0
chr1_27191386_27191927,13.912581,0.0,17.244594,0.0,11.723075,0.0,12.424098,0.0,0.0,250.0,12.181517
chr1_27321452_27321840,7.66789,0.0,8.770774,0.0,10.426074,0.0,8.626737,4.883237,0.0,0.0,9.992694
chr1_27691785_27692261,9.614661,0.0,13.241765,0.0,12.051907,2.348216,9.341584,5.780942,4.982514,152.0,12.789906
chr1_27762936_27763307,6.381033,2.505631,8.237283,0.0,13.0381545,2.931321,11.158003,7.843987,1.721522,52.0,7.650949
chr1_27869425_27869556,8.521323,0.0,3.633568,0.0,0.0,2.037718,8.777689,1.625241,0.0,24.0,0.0
chr1_27957478_27958684,8.934306,0.0,4.090506,0.0,10.329913,0.0,7.387208,0.0,0.0,21.0,0.0
chr1_27986111_27986384,7.869169,0.0,0.0,0.0,10.244492,0.0,6.319476,0.0,0.0,21.0,13.413689
chr1_28098635_28098880,22.896234,2.287423,31.799322,0.0,17.585846,0.0,8.218729,5.789997,0.0,0.0,38.12563
chr1_28189568_28190269,10.389361,0.0,5.560166,0.0,4.673588,0.0,9.280045,0.0,0.0,37.0,0.0
chr1_28201800_28202156,8.872666,0.0,18.955112,0.0,0.0,0.0,6.365936,0.0,0.0,130.0,0.0
chr1_28318645_28318992,7.934941,0.0,4.857577,0.0,12.030122,2.763254,11.631571,0.0,0.0,22.5,0.0
chr1_28437098_28437429,9.588713,0.0,5.549667,0.0,9.211083,0.0,7.664431,0.0,0.0,51.0,0.0
chr1_28437697_28438098,9.588713,0.0,5.549667,0.0,9.211083,0.0,7.664431,0.0,0.0,0.0,0.0
chr1_28439074_28439949,9.588713,0.0,0.0,0.0,7.449213,0.0,7.664431,0.0,18.143002,43.0,0.0
chr1_28576012_28576248,6.231981,0.0,0.0,0.0,10.911159,0.0,9.32253,0.0,0.0,0.0,0.0
chr1_29214759_29214998,6.373205,0.0,20.365436,0.0,10.4593625,0.0,7.268785,7.225507,0.0,0.0,18.496588
chr1_29253461_29253677,6.95762,0.0,4.597061,0.0,10.886607,0.0,9.684314,1.854841,0.0,90.0,8.838205
chr1_29451057_29451462,8.006761,0.0,14.523125,0.0,6.727458,0.0,0.0,0.0,25.785857,131.0,16.540088
chr1_31216468_31217229,8.7470185,1.713085,0.0,0.0,0.0,2.225964,4.914393,2.833372,0.0,60.0,0.0
chr1_31227443_31228328,20.524133,1.713085,0.0,0.0,13.348613,2.225964,9.9496685,2.833372,0.0,0.0,14.891293
chr1_31320336_31320627,10.233598,1.85247,0.0,4.452309,4.4588885000000005,0.0,9.268126,0.0,0.0,60.0,0.0
chr1_31537719_31538012,19.717154,3.832388,41.240627,0.0,18.632677,4.144798,0.0,14.074629,0.0,29.0,50.618965
chr1_31627566_31627958,9.393121,0.0,13.371885,0.0,9.638911,0.0,10.095873,0.0,0.0,138.0,12.166478
chr1_31643824_31643962,7.211764,0.0,0.0,0.0,0.0,0.0,10.939195,0.0,0.0,61.0,0.0
chr1_32015159_32015590,5.483342,0.0,9.121257,2.655107,13.542395,0.0,14.311251,0.0,46.905431,0.0,5.319446
chr1_32180603_32180986,8.209266,0.0,11.081725,0.0,11.619244,0.0,8.499579,0.0,45.771082,129.0,5.846259
chr1_32253647_32254040,14.555455,0.0,19.046096,0.0,20.807012,0.0,9.856245,0.0,17.173784,36.0,22.167636
chr1_32263216_32263220,8.567771,0.0,12.364347,0.0,15.604659,0.0,10.010157,17.38719,0.0,0.0,15.915669
