name_E,DNaseI_E
chr1_92198149_92198440,0.1829
chr1_9223907_9224260,0.0806
chr1_92269494_92269966,0.0867
chr1_92270160_92270686,0.1178
chr1_9271499_9271772,0.0268
chr1_93270252_93270588,0.1657
chr1_9335683_9335930,0.1598
chr1_93427945_93428408,0.0278
chr1_9399032_9399161,0.0246
chr1_94127789_94128026,0.0269
chr1_94167175_94167520,0.0279
chr1_94169341_94169462,0.0574
chr1_941791_942135,0.0269
chr1_94234014_94234407,0.0416
chr1_9473687_9473864,0.0956
chr1_95113814_95114327,0.0527
chr1_95221261_95221551,0.0303
chr1_95645260_95645496,0.1384
chr1_956563_956812,0.4513
chr1_9902068_9902153,0.0306
