name_E,H3k4me2_E,DNaseI_E,H3k4me3_E,H3k27me3_E,Ctcf_E,H3k4me1_E,H3k79me2_E,H3k27ac_E,H4k20me1_E,H3k9ac_E,Smc3_E,H3k36me3_E
chr1_226911425_226911742,7.648003,0.081,5.9694,2.651005,0.0,6.396625,0.0,0.0,2.211621,0.0,0.0,0.0
chr1_227128899_227129131,26.836727000000003,0.0,16.06243,2.651005,0.0,7.141839,2.2442290000000003,20.032123,2.047876,16.661432,0.0,2.294375
chr1_227751865_227752213,3.452336,0.4725,16.754119,0.0,0.0,10.042722,4.23481,17.219376,0.0,22.504381,0.0,1.601391
chr1_227936688_227936978,8.418746,0.085,7.1865869999999985,0.0,0.0,5.5025353333333324,3.840486,7.266907000000002,2.476988,5.529237,0.0,2.747939
chr1_228073191_228073261,8.543467999999999,0.1414,0.0,2.539935,2.137366,12.340104,0.0,9.102742,2.144911,0.0,0.0,0.0
chr1_228273480_228273740,22.5393655,0.1333,10.681362,2.621816,3.3947675000000004,6.614700999999999,22.283463,17.904795999999994,6.5043195,34.107724,0.0,6.918288
chr1_228640073_228640088,18.460983,0.0,0.0,0.0,6.133158,7.539567999999999,0.0,5.501775,5.42495,8.949303,0.0,0.0
chr1_228651177_228651630,15.754092000000002,0.2075,14.380006,0.0,13.5612255,11.059938,0.0,7.511129500000001,0.0,8.828438,7.00784,0.0
chr1_228688608_228688902,5.946643,0.1125,5.763646,0.0,47.023141,8.288015,0.0,6.738766,2.964286,7.654766,7.45661,3.041809
chr1_228783266_228783899,10.863611,0.0,7.9417589999999985,2.117403,0.0,4.006434,0.0,0.0,2.981474,0.0,0.0,0.0
chr1_228973832_228974198,10.029288,0.0703,0.0,2.117403,0.0,6.293576,0.0,8.863925,1.897607,0.0,0.0,0.0
chr1_229335784_229335916,13.711819,0.0356,6.69168,2.117403,0.0,5.929384,0.0,7.541973,0.0,7.6187429999999985,0.0,0.0
chr1_229341143_229341392,11.291716,0.0,0.0,2.117403,0.0,5.5574629999999985,0.0,0.0,1.688613,0.0,0.0,0.0
chr1_229388898_229389111,6.034555999999999,0.0,4.369111,2.117403,0.0,5.142472,0.0,0.0,2.117103,0.0,0.0,0.0
chr1_229409656_229409997,12.4203375,0.0,9.2038115,2.117403,0.0,4.58991,6.331269,3.382649,2.117103,7.099913000000001,0.0,2.994451
chr1_229690998_229691240,6.61313,0.1908,15.850384,0.0,0.0,5.663871,13.051344,11.577281,2.958052,10.198078,0.0,4.074116
chr1_229692979_229693368,6.61313,0.0,15.850384,0.0,24.052665,5.663871,13.051344,11.577281,2.958052,10.198078,0.0,4.074116
chr1_230220475_230220731,4.236209,0.0,0.0,0.0,0.0,5.598319999999998,7.169219,2.2006900000000003,2.4346810000000003,0.0,0.0,3.405292
chr1_230248068_230248475,4.542585,0.0493,3.586008,0.0,0.0,5.598319999999998,7.169219,2.2006900000000003,2.4346810000000003,0.0,0.0,3.405292
chr1_230249347_230250007,4.542585,0.0,3.586008,0.0,4.321968,5.598319999999998,7.169219,2.2006900000000003,2.4346810000000003,0.0,0.0,3.405292
chr1_230258907_230259286,8.131430499999999,0.0,5.2747045,0.0,0.0,5.598319999999998,7.169219,9.219828,2.4346810000000003,7.465549,0.0,3.405292
chr1_230279464_230279771,9.528164,0.07200000000000001,5.490386,0.0,0.0,5.598319999999998,7.169219,5.3093955,2.4346810000000003,5.554522,0.0,3.405292
chr1_230282048_230282189,9.528164,0.0589,5.490386,0.0,0.0,5.598319999999998,7.169219,5.3093955,2.4346810000000003,5.554522,0.0,3.405292
chr1_230289705_230290142,6.113235,0.0,3.79727,0.0,0.0,5.598319999999998,7.169219,2.2006900000000003,2.4346810000000003,4.142358,0.0,3.405292
chr1_230631666_230631872,4.322342,0.0747,0.0,1.780523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_231002258_231002436,13.271397,0.0,10.552633,3.221543,0.0,5.016895,0.0,0.0,1.798575,7.620611,0.0,1.6723400000000002
chr1_231113054_231113423,17.121918,0.0,18.759938000000002,0.0,0.0,5.523544,8.145704499999999,12.982898,1.84483,4.762754,0.0,5.0304355
chr1_231347338_231347496,12.087264,0.1582,14.372823,0.0,29.501613,3.567034,0.0,11.125659,1.98359,6.467847,21.84733,0.0
chr1_231629288_231629504,9.352964,0.0,0.0,2.040743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_231665787_231666093,27.695497,0.0327,23.213601,0.0,0.0,8.107864,8.753542999999999,27.323824,1.74622,18.920504,0.0,3.224941
chr1_231939296_231939383,9.978082,0.0,11.298896,0.0,0.0,0.0,0.0,10.208178,0.0,0.0,0.0,0.0
chr1_231944869_231945038,9.624065,0.0309,0.0,0.0,0.0,8.378200999999999,0.0,0.0,0.0,0.0,0.0,0.0
chr1_233249275_233249581,6.34814,0.0,7.909761,0.0,0.0,5.310392,0.0,13.770282,0.0,4.991084,0.0,0.0
chr1_233250723_233251216,6.34814,0.0,0.0,0.0,0.0,5.310392,0.0,0.0,0.0,0.0,0.0,0.0
chr1_233750790_233751092,9.732022,0.0,6.0055885,0.0,4.615683,6.139642,3.269828,8.790512,1.610818,2.709591,0.0,3.4370190000000003
chr1_233763307_233763375,4.83254,0.0,1.500161,0.0,0.0,0.0,3.269828,4.950059,1.610818,2.709591,0.0,3.4370190000000003
chr1_23429944_23430077,7.517666,0.0492,4.752367,0.0,0.0,5.625839,3.173167,6.719898,1.97704,0.0,0.0,3.488235
chr1_234534667_234535013,4.649385,0.0,0.0,0.0,0.0,9.912792499999998,0.0,0.0,0.0,0.0,0.0,2.564394
chr1_234630919_234631525,4.495378,0.0,0.0,0.0,0.0,4.386881,0.0,8.115819,0.0,6.535876999999999,0.0,0.0
chr1_234658291_234658851,10.029288,0.0,8.971099,0.0,0.0,4.386881,0.0,13.277343,0.0,6.6069526666666665,0.0,0.0
chr1_234659231_234659760,10.029288,0.0857,8.971099,0.0,0.0,4.386881,0.0,13.277343,0.0,6.6837564999999985,0.0,0.0
chr1_234680207_234680593,9.437592,0.0532,6.423411,0.0,1.559675,4.386881,0.0,12.812526,1.540065,4.95333,0.0,0.0
chr1_234736336_234736615,21.416865,0.0,16.331818,0.0,3.180469,5.591836000000002,26.9767,20.569377,2.320432,19.74466,0.0,6.4062230000000016
chr1_234737347_234737653,21.416865,0.0584,16.331818,0.0,3.180469,5.591836000000002,26.9767,20.569377,2.320432,19.74466,0.0,6.4062230000000016
chr1_234738546_234738834,21.416865,0.0868,16.331818,0.0,3.180469,5.591836000000002,26.9767,20.569377,2.320432,19.74466,0.0,6.4062230000000016
chr1_234746093_234747674,21.416865,0.12085,16.331818,0.0,3.721976,7.387936999999999,26.9767,20.569377,2.320432,19.74466,9.283185000000001,0.0
chr1_234748100_234748931,21.416865,0.1409,16.331818,0.0,3.8159675,7.387936999999999,0.0,20.569377,2.320432,19.74466,2.91887,0.0
chr1_234749342_234749645,21.416865,0.0,16.331818,0.0,3.180469,7.387936999999999,0.0,20.569377,2.320432,19.74466,0.0,0.0
chr1_234792654_234793437,12.488227499999999,0.0436,0.0,1.619881,0.0,6.059016000000001,0.0,0.0,1.519045,4.177151,0.0,0.0
chr1_234812067_234812214,22.973115,0.1098,14.652485,0.0,1.89881,5.149295,0.0,12.68046,0.0,9.042243,0.0,0.0
chr1_234857710_234858181,6.653686,0.0,10.144415,0.0,2.892856,11.449666,0.0,36.117151,0.0,7.978806,7.06825,0.0
chr1_234858843_234859287,15.7430935,0.1395,10.144415,0.0,2.892856,11.449666,0.0,36.117151,0.0,7.978806,3.0398400000000003,0.0
chr1_234881537_234881788,11.792383,0.1003,4.618629,0.0,0.0,10.524864,0.0,9.971358,1.435993,3.6574415,0.0,0.0
chr1_234887087_234887295,9.565546,0.0672,0.0,2.089773,0.0,5.7418510000000005,0.0,8.631853,1.435993,1.6639830000000002,0.0,0.0
chr1_234891292_234891478,10.201084,0.0292,9.623543,2.089773,0.0,8.885045,0.0,0.0,1.435993,5.329166000000001,0.0,0.0
chr1_234904523_234904710,3.419076,0.0,0.0,2.089773,0.0,5.635063,0.0,0.0,0.0,0.0,0.0,0.0
chr1_234907393_234907835,5.294308999999998,0.0285,4.8992580000000014,0.0,3.311263,7.564019,0.0,6.473277,0.0,8.223405,0.0,0.0
chr1_234908151_234908764,5.294308999999998,0.0877,4.8992580000000014,0.0,3.311263,7.564019,0.0,6.473277,0.0,8.223405,0.0,0.0
chr1_234914073_234914641,7.936978,0.0,4.033359,11.154098,5.6516164999999985,5.4737019999999985,1.73132,3.212567,5.720091,3.178645,0.0,3.544971
chr1_234972080_234972525,2.299356,0.0,0.0,2.420736,0.0,5.053729,0.0,0.0,0.0,0.0,0.0,0.0
chr1_234976660_234976804,2.299356,0.0,0.0,2.420736,1.616495,5.053729,0.0,0.0,0.0,0.0,0.0,0.0
chr1_234977482_234978011,5.1107404999999995,0.0,0.0,2.420736,1.616495,5.053729,0.0,0.0,0.0,5.897954,0.0,0.0
chr1_234978594_234979177,8.911754,0.0589,8.001097999999999,2.420736,6.15517,5.053729,0.0,9.810824,0.0,6.906656,0.0,0.0
chr1_234980393_234980645,2.299356,0.0,0.0,2.420736,1.616495,5.053729,0.0,0.0,0.0,4.030417,0.0,0.0
chr1_234981045_234981471,2.299356,0.0,0.0,2.420736,1.616495,5.053729,0.0,0.0,0.0,0.0,0.0,0.0
chr1_234984948_234985284,6.3063165,0.0,3.033691,0.0,6.1082529999999995,5.053729,0.0,0.0,0.0,6.311824,0.0,0.0
chr1_234985592_234985878,2.299356,0.0,3.033691,0.0,1.616495,5.053729,0.0,6.588135,0.0,0.0,0.0,0.0
chr1_234987212_234987644,8.234132333333333,0.0257,4.082715,0.0,4.5193745000000005,5.053729,0.0,0.0,0.0,0.0,0.0,0.0
chr1_235010375_235010572,12.980028,0.052000000000000005,5.372653,0.0,1.862653,5.053729,1.514157,16.134142999999998,0.0,6.403194,0.0,4.461944
chr1_235012060_235012373,11.292816,0.2207,5.372653,0.0,4.6741725,5.053729,1.514157,16.134142999999998,0.0,6.403194,4.25513,0.0
chr1_235090546_235090894,11.2021,0.0,0.0,0.0,1.7303110000000002,5.053729,0.0,0.0,0.0,5.457675,0.0,0.0
chr1_235091073_235091332,10.330212,0.0259,10.772622,0.0,1.7303110000000002,5.053729,0.0,7.098484,0.0,5.457675,0.0,0.0
chr1_235096560_235096855,7.003925,0.0,7.3090199999999985,0.0,1.7303110000000002,5.053729,0.0,11.528987,0.0,5.457675,0.0,1.770959
chr1_235097868_235098070,7.003925,0.0,7.289909,9.115973,1.7303110000000002,5.053729,0.0,11.528987,0.0,5.457675,0.0,1.770959
chr1_235108971_235109355,10.78579,0.0,0.0,1.832887,1.7303110000000002,5.053729,0.0,22.210305,1.82386,8.189482,0.0,1.84549
chr1_235110834_235111403,10.78579,0.1221,6.165501,1.832887,1.7303110000000002,5.053729,0.0,22.210305,1.82386,8.189482,3.76415,1.84549
chr1_235112749_235113173,10.78579,0.0,6.165501,1.832887,1.7303110000000002,5.053729,0.0,22.210305,1.82386,8.189482,0.0,1.84549
chr1_235114050_235115068,4.710921,0.0371,2.969289,0.0,1.7303110000000002,5.053729,0.0,11.413492,1.82386,0.0,0.0,0.0
chr1_235120162_235120433,11.408065,0.0438,8.525114,0.0,1.7303110000000002,5.053729,0.0,8.274788000000001,0.0,8.932885,0.0,0.0
chr1_235133014_235133422,11.2021,0.0,0.0,0.0,0.0,5.053729,0.0,0.0,0.0,0.0,0.0,0.0
chr1_235186710_235186949,9.993193,0.0533,3.289297,0.0,0.0,9.261588,0.0,0.0,0.0,5.996233,0.0,2.5113830000000004
chr1_235246558_235246857,5.118998,0.0,0.0,0.0,58.38839599999999,6.599123,0.0,2.995675,0.0,2.791557,0.0,2.5113830000000004
chr1_235267591_235267744,5.556106,0.1572,7.994636,0.0,49.926309,4.5481370000000005,0.0,7.373415,2.448,11.80646,16.729589999999998,2.5113830000000004
chr1_235460869_235461278,10.363245,0.0,5.275456,0.0,0.0,6.747938,10.133333,4.566508,2.643316,3.6671725,0.0,2.5113830000000004
chr1_235668656_235669018,18.40529,0.3164,16.686206,2.247284,0.0,0.0,9.626135,21.11946,2.055394,8.893611,0.0,2.5113830000000004
chr1_235805098_235806119,3.457765,0.0652,0.0,7.423158000000001,0.0,2.891476,0.0,0.0,1.859428,0.0,0.0,0.0
chr1_236030835_236031025,19.705299,0.0,13.586781,2.247284,0.0,7.070781,0.0,11.702166,0.0,7.063433,0.0,0.0
chr1_236031049_236031919,19.705299,0.0,13.586781,2.247284,0.0,0.0,0.0,0.0,0.0,7.063433,0.0,0.0
chr1_236559628_236560010,16.561462,0.0,13.628293,0.0,0.0,5.032847,4.477511,8.38163,1.821018,11.95225,0.0,1.87084
chr1_236579529_236579860,7.315232000000001,0.0,0.0,0.0,0.0,9.747322,0.0,0.0,0.0,0.0,0.0,1.932153
chr1_23849183_23849405,6.773269,0.0,0.0,0.0,0.0,3.752781,2.55986,0.0,1.97704,0.0,0.0,2.996904
chr1_23882500_23882866,14.755850999999998,0.0,15.093370000000002,0.0,7.801989,5.7838125,8.472242999999999,16.200295999999998,1.97704,9.815987,0.0,5.422530999999998
chr1_23888678_23889201,9.1058155,0.1927,8.910688,2.370864,0.0,5.7838125,0.0,13.738109,1.97704,5.2614125,0.0,0.0
chr1_23903714_23904323,7.330897500000001,0.0391,5.3638965,2.370864,0.0,4.906599,0.0,8.773558999999999,1.97704,7.448790333333332,0.0,0.0
chr1_23961555_23961694,22.002867,0.1196,11.296581,2.370864,21.598959,4.7313305,0.0,10.252369,1.97704,0.0,4.42218,0.0
chr1_241714901_241715765,15.204477,0.0464,10.62656,0.0,0.0,4.8033160000000015,0.0,8.741557,0.0,6.969544,0.0,0.0
chr1_242108255_242108348,9.585063,0.0561,18.136677,2.306436,0.0,6.201987,0.0,4.374933,1.129524,9.477422,0.0,0.0
chr1_24237439_24237588,10.718169,0.0266,0.0,0.0,0.0,6.5631910000000016,0.0,11.234397,1.97704,6.541345,0.0,0.0
chr1_243428005_243428394,5.469158999999999,0.0,3.2995,0.0,0.0,6.20889,8.169941,4.158353,7.255675,0.0,0.0,1.637201
chr1_243431437_243431793,7.965891,0.0,5.931155,0.0,0.0,7.621962,8.169941,6.813186,0.0,5.5964839999999985,0.0,1.637201
chr1_243447752_243447803,4.707625,0.0,0.0,0.0,0.0,6.901303,0.0,9.166527,0.0,0.0,0.0,1.637201
chr1_243585242_243585384,5.032879,0.0449,0.0,0.0,0.0,9.64676,0.0,0.0,3.932038,0.0,0.0,1.637201
chr1_243637125_243637295,3.246181,0.0,0.0,0.0,0.0,4.335963,0.0,0.0,1.559937,0.0,0.0,1.637201
chr1_244462616_244463099,13.062327,0.0583,9.311264,2.210652,65.85472800000001,7.80197,0.0,11.322299,3.78617,5.11407,12.35708,0.0
chr1_244466323_244466598,12.040975,0.0946,7.112864999999998,2.210652,3.242187,7.80197,0.0,13.498184,0.0,5.11407,3.26227,1.804647
chr1_244467525_244467677,12.040975,0.0,4.770459,2.210652,3.242187,7.80197,0.0,13.498184,0.0,5.11407,0.0,1.804647
chr1_244482749_244483387,7.798883,0.0,0.0,2.210652,0.0,5.6637224999999995,0.0,0.0,0.0,0.0,0.0,0.0
chr1_244486299_244486688,10.459859,0.0434,8.154176,2.210652,0.0,5.7618,0.0,13.545306,0.0,5.304547,0.0,1.861702
chr1_244505125_244505457,11.663407,0.0589,2.535818,2.210652,4.115268,8.155939,0.0,8.014364500000001,0.0,10.686356,0.0,0.0
chr1_244517098_244517541,9.048112,0.0998,2.535818,2.210652,0.0,5.6604215,0.0,13.967305,0.0,10.040204,0.0,0.0
chr1_244518180_244518394,7.905482000000001,0.0615,2.535818,2.210652,0.0,5.6604215,0.0,7.562074000000001,0.0,0.0,0.0,0.0
chr1_244532902_244533005,14.653544,0.0,0.0,2.210652,0.0,6.6316265,0.0,0.0,0.0,10.56994,0.0,0.0
chr1_244763140_244763529,9.478115,0.0255,0.0,2.780939,0.0,8.13278,0.0,0.0,1.525728,0.0,0.0,0.0
chr1_24476382_24476609,16.199491000000002,0.1772,7.20982,3.098806,39.618283,5.484721,0.0,0.0,1.97704,0.0,0.0,0.0
chr1_245082176_245082355,16.892766,0.1827,16.950557999999994,0.0,2.876621,8.950648,0.0,8.454381,0.0,10.249576,0.0,0.0
chr1_245255337_245255432,7.281364999999999,0.0816,0.0,2.705649,0.0,8.351583,0.0,6.67082,1.836907,0.0,0.0,1.868183
chr1_246038342_246038749,6.743675,0.0904,6.123526999999998,0.0,0.0,8.756683500000001,4.459004,4.789918,2.0531200000000003,5.023176,0.0,3.548464
chr1_246147829_246148201,23.982112,0.0,19.210807,0.0,1.754621,4.1102870000000005,4.459004,0.0,2.211399,15.72277,0.0,3.548464
chr1_246316735_246316955,8.951032000000003,0.0793,6.050467,0.0,1.910588,4.734206,2.704756,19.7552505,0.0,6.014829,0.0,2.293654
chr1_246469940_246470214,3.9430945,0.0713,4.4511155,0.0,0.0,7.605663000000002,0.0,16.395486,0.0,4.93634,0.0,7.088858
chr1_246588477_246588670,14.039965,0.0618,8.087537,0.0,0.0,6.865082000000001,1.625754,10.246463,2.7463050000000004,4.601987,0.0,0.0
chr1_246591935_246592203,7.774172,0.0335,0.0,0.0,0.0,6.865082000000001,1.625754,10.46229,1.2463229999999998,4.5896040000000005,0.0,3.15597
chr1_246730569_246731007,22.645747,0.0,23.413997,0.0,4.462624,4.430603,9.916359,13.50674,2.609245,18.665197,0.0,4.2394440000000015
chr1_246732690_246733040,22.645747,0.0,23.413997,0.0,0.0,6.017274,9.916359,13.50674,1.2463229999999998,18.665197,0.0,4.2394440000000015
chr1_246743297_246743408,13.367702,0.0248,9.879827,0.0,0.0,6.017274,9.916359,13.50674,1.2463229999999998,13.258655,0.0,4.2394440000000015
chr1_246751015_246751281,11.508108,0.0,7.926728,0.0,0.0,4.430603,9.916359,13.50674,1.2463229999999998,7.739209,0.0,4.2394440000000015
chr1_246862505_246862699,14.603587,0.2439,5.896114,0.0,51.930386,5.824262,0.0,10.195923,1.2463229999999998,9.713897,7.1459199999999985,0.0
chr1_247093396_247093478,17.525463000000002,0.0,16.926714999999998,0.0,3.972,0.0,20.250906,15.013071,4.446483,19.346006,0.0,4.88679
chr1_247523464_247523760,18.622301,0.0625,6.628538000000002,0.0,0.0,7.054428999999999,0.0,6.93237,0.0,6.4211,0.0,0.0
chr1_247524183_247524555,18.622301,0.0416,6.628538000000002,0.0,0.0,7.054428999999999,0.0,6.93237,0.0,6.4211,0.0,0.0
chr1_247553531_247554143,10.127716,0.1621,9.343245,3.016846,40.043078,0.0,0.0,0.0,0.0,0.0,15.76764,0.0
chr1_2478276_2478817,11.259093,0.5955,9.689468,0.0,11.432335000000002,9.738202,3.574066,10.147254,2.2242610000000003,7.552408,26.26128,0.0
chr1_248018586_248018745,17.2685,0.1652,13.180634,0.0,0.0,6.525646,0.0,12.054698,0.0,10.525734,0.0,2.729522
chr1_249117788_249118228,19.577352,0.0,10.758641,0.0,0.0,4.98069,5.365291000000001,29.644488,1.874859,7.402867,0.0,5.638281500000001
chr1_249157308_249157673,14.193682999999998,0.108,7.855616499999999,0.0,0.0,5.3677855,0.0,3.151834,0.0,7.402867,0.0,3.249134
chr1_24970685_24970736,25.402593,0.0,21.71466,3.0553,0.0,7.391311,8.171492,21.879197,1.97704,25.949668,0.0,5.242886
chr1_25021969_25022194,7.570175999999999,0.0511,0.0,0.0,0.0,8.584082,0.0,4.474818,1.97704,0.0,0.0,0.0
chr1_25051079_25051208,5.377008,0.0946,4.3270135000000005,0.0,0.0,7.199146000000002,0.0,4.422886,1.97704,0.0,0.0,0.0
chr1_25559638_25560067,31.324881,0.2246,25.007341,2.202863,7.229039,4.936877,10.313447,44.75377,1.97704,28.215851,1.8208,3.259789
chr1_25566195_25566411,10.557382,0.1433,11.762433,2.202863,33.501538000000004,4.936877,10.313447,13.33949,1.97704,13.531005,7.52831,3.259789
chr1_25566618_25566670,10.557382,0.1433,11.762433,2.202863,33.501538000000004,4.936877,10.313447,13.33949,1.97704,13.531005,7.52831,3.259789
chr1_2574343_2574764,11.530999999999999,0.5356,7.6689729999999985,0.0,7.275813,0.0,6.020896,11.87657,2.2242610000000003,11.792699,13.04908,0.0
chr1_25942744_25943208,8.246083,0.4179,4.196365,3.250476,12.87539,0.0,0.0,0.0,2.14879,10.403103,8.69938,0.0
chr1_26201699_26201757,11.412425,0.2133,8.857337,0.0,7.399450999999999,5.5453660000000005,6.078547,5.200677,0.0,9.886061,0.0,0.0
chr1_26319994_26320468,8.653694999999999,0.0264,4.424914,0.0,0.0,7.512161499999999,0.0,6.056246,1.7140259999999998,3.402273,0.0,2.414402
chr1_26452850_26453250,15.260370000000002,0.1025,10.403586,0.0,0.0,7.742247499999999,6.93849,21.893202,0.0,21.851015,0.0,3.760221
chr1_26528501_26528611,10.754016,0.0,10.575847,1.562489,0.0,7.167303,0.0,10.063162,0.0,7.983971,0.0,0.0
chr1_26613887_26614371,7.31998,0.1923,7.213422500000001,0.0,18.241229,8.808970500000003,0.0,8.532882,2.2135130000000003,4.907751,0.0,5.0388980000000005
chr1_26615016_26615421,7.31998,0.0467,6.833989333333332,0.0,18.241229,8.808970500000003,6.585355,8.532882,2.2135130000000003,4.907751,4.5309300000000015,5.0388980000000005
chr1_26615527_26615997,7.31998,0.0,5.6369565,0.0,18.241229,8.808970500000003,0.0,8.532882,2.2135130000000003,4.907751,0.0,5.0388980000000005
chr1_26616270_26616483,7.31998,0.0,4.115906,0.0,0.0,8.808970500000003,0.0,8.532882,2.2135130000000003,4.907751,0.0,5.0388980000000005
chr1_26677301_26677628,3.066807,0.0377,0.0,0.0,0.0,4.167974,0.0,7.326396000000001,0.0,3.217972,0.0,0.0
chr1_26678060_26678317,3.066807,0.0296,0.0,0.0,0.0,4.167974,0.0,7.326396000000001,0.0,3.217972,0.0,0.0
chr1_26827232_26827869,19.502312,0.3214,16.242552,0.0,16.355567999999998,0.0,5.412766,20.115188,0.0,17.800573999999994,8.155669999999999,0.0
chr1_26946837_26947249,25.973986,0.3777,19.203531,0.0,12.181997,6.360218,4.528112,62.307763,0.0,40.287084,12.70568,0.0
chr1_26947342_26948198,25.973986,0.3777,19.203531,0.0,12.181997,6.750725999999999,0.0,62.307763,0.0,40.287084,12.70568,0.0
chr1_27024638_27025138,19.590766,0.0916,14.057438000000001,0.0,2.8201560000000003,6.953481,11.846814,27.419811,3.3174019999999995,15.478179,0.0,5.405033
chr1_27112764_27112917,16.765788,0.0,16.466066,0.0,19.074912,11.897341,11.846814,32.28253,3.3174019999999995,22.464918,0.0,5.405033
chr1_27154485_27154771,10.674123,0.0,7.505327999999999,0.0,0.0,6.964761,6.893973,0.0,4.371053,5.03249,0.0,2.986384
chr1_27154983_27155478,10.674123,0.0542,7.505327999999999,0.0,0.0,6.964761,6.893973,9.419692,6.985712,5.03249,0.0,2.986384
chr1_27191386_27191927,31.554667,0.2939,12.679668,0.0,5.799328,6.8346399999999985,3.480548,17.801412,1.981362,16.935307,12.777225,0.0
chr1_27321452_27321840,8.084074000000001,0.0,5.984641000000001,5.091720500000001,3.154919,4.343681,0.0,0.0,4.261243,0.0,0.0,0.0
chr1_27353661_27353962,12.5859,0.1318,10.083577,0.0,4.430556,10.989874,0.0,7.7425795,0.0,7.205715,3.69724,0.0
chr1_27400779_27401092,9.331356,0.2939,5.571123,0.0,12.650819,9.614602,0.0,12.751623,0.0,10.129194,0.0,0.0
chr1_27691785_27692261,18.652075,0.276,13.359578,0.0,0.0,8.855263500000003,3.606230000000001,10.487458,2.142392,10.807374,0.0,1.5136690000000002
chr1_27762936_27763307,5.130356,0.0375,8.397773333333333,0.0,0.0,6.5445505,7.296296000000001,5.736561,2.3196950000000003,2.799947,0.0,3.321854
chr1_27848725_27849287,26.403876,0.0,16.322172,0.0,11.1256465,8.4377385,5.171553,13.824751500000001,0.0,9.1349845,0.0,2.8913900000000003
chr1_27854575_27854919,26.403876,0.0802,16.322172,1.584571,3.440599,8.4377385,5.171553,13.824751500000001,0.0,9.1349845,0.0,2.8913900000000003
chr1_27869425_27869556,11.208019,0.4325,6.592666,0.0,4.248636,7.383227000000001,5.171553,14.391116,4.2564410000000015,14.141981,0.0,2.8913900000000003
chr1_27890194_27890387,8.084549,0.1227,6.244675,0.0,3.742846,7.715223,5.171553,7.5896124999999985,2.994794,2.874444,0.0,2.8913900000000003
chr1_27935491_27936061,10.193911,0.0742,0.0,0.0,24.84663,6.44117,5.171553,2.407398,2.994794,3.0328630000000003,29.55815,0.0
chr1_27976905_27977430,6.369493,0.0443,0.0,0.0,0.0,7.513149999999999,0.0,9.933842,0.0,7.871080999999998,0.0,0.0
chr1_27985480_27985709,12.026343,0.1901,11.248297,0.0,6.477,6.5431884999999985,0.0,4.711228,0.0,5.701143,0.0,0.0
chr1_27985869_27985982,12.026343,0.1901,11.248297,0.0,6.477,6.5431884999999985,0.0,6.956483,0.0,5.701143,0.0,0.0
chr1_27986111_27986384,12.026343,0.1901,11.248297,0.0,6.477,6.5431884999999985,0.0,6.956483,0.0,5.701143,0.0,0.0
chr1_28098635_28098880,23.805843,0.0,18.720489,0.0,0.0,2.56187,0.0,0.0,1.548963,10.754887,0.0,2.88688
chr1_28189568_28190269,3.434447,0.0,0.0,0.0,0.0,9.792777,0.0,7.6149985,0.0,0.0,0.0,0.0
chr1_28190756_28191157,3.434447,0.0,0.0,0.0,0.0,9.792777,0.0,10.964009,0.0,7.008584,0.0,0.0
chr1_28195628_28196024,9.211654,0.032,5.655789,0.0,0.0,9.792777,3.537548,11.3148345,0.0,8.104724000000001,0.0,0.0
chr1_28199684_28200598,15.79395,0.2839,15.946525,0.0,0.0,9.802801,7.024379,5.278682,3.162244,10.22852,0.0,3.800744
chr1_28269913_28270209,7.922874,0.0702,0.0,0.0,2.242114,6.291594,0.0,0.0,1.710418,0.0,0.0,0.0
chr1_28431716_28431884,17.023884,0.1152,12.804714,0.0,0.0,6.18048,0.0,11.106303,0.0,10.652708,0.0,0.0
chr1_28439074_28439949,16.934803,0.0494,10.585897,0.0,34.292561,8.101428,0.0,11.241987,0.0,3.588986,5.6546,0.0
chr1_28449970_28450467,13.495757,0.0,0.0,0.0,0.0,9.150096,0.0,0.0,0.0,0.0,0.0,0.0
chr1_28576012_28576248,15.745387,0.0283,12.125299,0.0,20.736371,9.030941,6.370118,22.385001000000006,0.0,12.902653,0.0,3.394231
chr1_28640564_28640739,10.897503,0.042,0.0,0.0,0.0,10.106942,0.0,9.592447,0.0,6.7746309999999985,0.0,0.0
chr1_29203132_29203155,11.55845,0.0,5.019474,2.964152,6.7565240000000015,5.219166,7.806586,0.0,2.590223,0.0,0.0,0.0
chr1_29214759_29214998,20.069994,0.0303,13.614841,0.0,6.7565240000000015,9.985601,7.806586,39.541098,2.590223,17.4316,7.611960000000002,3.739248
chr1_29224369_29224479,4.737273,0.0,0.0,0.0,6.7565240000000015,9.985601,7.806586,4.777289,2.590223,0.0,0.0,3.739248
chr1_29253461_29253677,9.413421,0.0789,9.171261,0.0,0.0,12.670739,7.806586,24.675517000000006,2.590223,15.448232,0.0,3.739248
chr1_29451057_29451462,10.53733,0.4062,11.193867,0.0,17.219098000000002,0.0,0.0,6.0035095,0.0,10.559919,16.31135,3.739248
chr1_29563709_29564430,14.006054999999998,0.17895,7.983656,9.715324,0.0,8.466205,3.429295,4.578547,5.0209925,6.724747,0.0,4.739626
chr1_31223594_31223943,7.525319,0.0,0.0,0.0,5.172863,10.495481,2.50593,11.584766,0.0,3.759485,0.0,2.534632
chr1_31227443_31228328,7.8953785000000005,0.0,0.0,0.0,5.172863,10.495481,2.50593,11.584766,0.0,10.211523,0.0,2.534632
