name_E,H3k27ac_E,Ctcf_E,H3k4me2_E,DNaseI_E,H3k4me3_E,H3k79me2_E,H3k9ac_E,H3k36me3_E,H4k20me1_E,H3k27me3_E,H3k4me1_E
chr1_207999163_207999611,15.91235,0.0,11.429334,56.0,4.520689,7.095075,9.596092666666667,3.665922,1.74892,0.0,8.509205666666666
chr1_208021631_208021781,14.623434,0.0,10.068248,90.0,9.500322,7.095075,9.810102,3.665922,1.74892,0.0,5.61129
chr1_208028503_208028730,6.240062,0.0,0.0,0.0,0.0,7.095075,0.0,3.665922,1.74892,0.0,5.61129
chr1_208115711_208115874,14.844297,0.0,9.141364,40.0,8.959344,0.0,15.501069,0.0,0.0,0.0,5.61129
chr1_208267767_208267971,7.4831075,0.0,0.0,31.0,0.0,14.657583,0.0,6.3450690000000005,2.546177,0.0,0.0
chr1_208339104_208339123,4.331258999999998,1.637838,6.231735,0.0,0.0,14.657583,8.402955,6.3450690000000005,2.546177,0.0,8.93645
chr1_208377298_208378003,32.204885,4.327253,6.231735,28.66666666666667,2.968629,14.657583,8.402955,6.3450690000000005,0.0,0.0,8.93645
chr1_208412497_208412696,32.204885,26.103862,6.231735,51.0,35.855793,14.657583,8.402955,6.3450690000000005,2.724075,0.0,8.93645
chr1_208418631_208418859,32.204885,23.642175,6.231735,133.0,35.855793,14.657583,8.402955,6.3450690000000005,2.724075,3.177979,8.93645
chr1_209822403_209823008,14.03944,0.0,6.833339,96.0,11.39632,3.3563300000000003,7.199896000000002,0.0,1.174853,0.0,15.024012
chr1_209830400_209831026,12.529882,0.0,4.222778,31.0,0.0,0.0,0.0,0.0,1.174853,4.015126,8.071685
chr1_209831470_209831550,12.529882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.174853,4.015126,0.0
chr1_209942657_209943400,21.669529,0.0,11.31615,121.0,5.214329,0.0,11.184491,0.0,0.0,2.478014,11.736169
chr1_209978699_209978810,10.1736,14.919825,9.799047,0.0,11.327333,0.0,14.94738,2.630537,0.0,0.0,9.770205
chr1_210056461_210057439,14.992337,4.132729,5.506314,31.0,0.0,0.0,6.111795,0.0,0.0,0.0,9.809231
chr1_210058060_210058292,14.992337,0.0,5.506314,191.0,0.0,0.0,6.111795,0.0,0.0,0.0,9.809231
chr1_211500826_211501119,4.366696,0.0,9.805595,39.0,12.254533,1.885533,15.342092,0.0,1.624347,0.0,7.889286
chr1_211590216_211590571,4.477183,0.0,3.843732,33.0,0.0,0.0,15.686989,0.0,0.0,0.0,0.0
chr1_211688648_211688771,6.945154,49.989418,5.416888,55.0,0.0,0.0,15.897835999999998,0.0,0.0,0.0,11.287747
chr1_211753366_211753524,11.728076,0.0,16.215808,0.0,34.216753999999995,1.296525,20.636214,1.353406,0.0,0.0,8.482122
chr1_212261904_212262125,6.3137919999999985,0.0,11.316933,77.0,0.0,1.778447,0.0,2.629524,1.290589,0.0,9.041864
chr1_212458080_212458253,9.035091,5.314904,15.48814,28.0,34.456145,0.0,16.926326,0.0,1.351714,2.7305080000000004,8.907016
chr1_212658172_212658571,6.788364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.351714,3.522231,4.277181
chr1_212659054_212659720,9.0758685,0.0,0.0,30.0,0.0,0.0,4.090214,0.0,1.351714,3.522231,4.277181
chr1_212769584_212769966,42.584079,50.085312,11.151509,154.0,5.1362260000000015,0.0,18.912895,0.0,0.0,0.0,8.355943
chr1_212808477_212808830,30.442287,0.0,11.47629,0.0,6.6076380000000015,0.0,14.972477,0.0,0.0,0.0,13.395608
chr1_212808992_212809268,30.442287,0.0,11.47629,72.0,6.6076380000000015,0.0,14.972477,0.0,0.0,0.0,13.395608
chr1_212809966_212810356,30.442287,0.0,11.47629,191.0,6.6076380000000015,0.0,14.972477,0.0,0.0,0.0,13.395608
chr1_212840606_212841015,18.983943,0.0,10.29302,91.0,5.548585,0.0,16.823206,0.0,0.0,5.627561,9.37204
chr1_212841280_212841455,18.983943,0.0,10.29302,38.0,5.548585,0.0,16.823206,0.0,0.0,5.627561,9.37204
chr1_21348947_21349299,23.952457,0.0,21.215628,146.0,12.460697,4.465397,16.980814000000002,2.531296,2.09355,0.0,7.590091
chr1_21349725_21349786,23.952457,0.0,21.215628,0.0,0.0,4.465397,16.980814000000002,0.0,2.09355,0.0,7.590091
chr1_2140151_2140337,8.994553,0.0,4.002841,24.0,0.0,0.0,0.0,0.0,0.0,0.0,10.960051
chr1_214162828_214163073,7.996225,0.0,15.517887,15.0,22.971371,0.0,11.652406,0.0,1.180702,2.523551,4.608262
chr1_214601098_214601566,23.544929,0.0,8.119444999999999,61.0,4.9521739999999985,9.425403,6.629110000000002,3.085999,2.6367990000000003,0.0,9.80146
chr1_214612784_214613126,8.300377000000001,0.0,6.16902,0.0,0.0,9.425403,4.679973,3.085999,2.6367990000000003,0.0,10.793065
chr1_214614555_214614760,11.584597,0.0,7.885311,0.0,0.0,9.425403,3.871603,3.085999,2.6367990000000003,0.0,10.793065
chr1_214619335_214619608,16.415467,0.0,7.863341,0.0,0.0,9.425403,6.4684409999999986,3.085999,2.6367990000000003,0.0,13.663439000000002
chr1_214648804_214649025,10.507108,0.0,7.965986999999998,0.0,0.0,9.425403,0.0,3.085999,2.6367990000000003,0.0,7.648258999999999
chr1_21475659_21476054,10.944861,0.0,10.559551,98.0,0.0,4.465397,9.534308,2.212546,2.09355,0.0,12.520539
chr1_215741534_215741966,13.146514000000002,0.0,21.513203,39.0,27.570343,10.865761,20.901741,2.7199310000000003,1.202226,0.0,6.264252
chr1_21588176_21588724,21.976453,0.0,10.065686,196.0,6.6652710000000015,8.556867,23.020739000000006,4.1212339999999985,2.153681,0.0,9.494773
chr1_21588829_21589430,21.976453,5.417597,10.065686,37.5,6.6652710000000015,8.556867,23.020739000000006,4.1212339999999985,2.153681,0.0,9.494773
chr1_2162325_2162996,14.030707,2.2124040000000003,15.848273,33.0,19.256972,19.443424,18.941778,2.420665,2.764168,0.0,7.221774000000001
chr1_21643831_21644195,2.88502,3.1094880000000003,0.0,0.0,0.0,8.556867,6.156197,4.1212339999999985,1.952288,0.0,9.494773
chr1_21649091_21649481,20.059505,8.226766,9.679409,25.0,6.871678,8.556867,8.727717,4.1212339999999985,1.952288,0.0,9.494773
chr1_21650806_21651685,20.059505,3.1094880000000003,9.679409,65.5,10.460988666666667,8.556867,11.973925,4.1212339999999985,1.952288,0.0,9.494773
chr1_21660622_21661187,12.373137,24.9587275,11.790996,32.0,7.792314,8.556867,7.6999854999999995,4.1212339999999985,0.0,0.0,9.494773
chr1_21663991_21664182,12.373137,3.1094880000000003,11.790996,0.0,0.0,8.556867,6.127178,4.1212339999999985,3.369435,0.0,9.494773
chr1_21664400_21664833,12.373137,3.1094880000000003,11.790996,66.0,4.024891,8.556867,6.127178,4.1212339999999985,3.369435,0.0,9.494773
chr1_21664947_21665143,12.373137,3.1094880000000003,11.790996,0.0,4.024891,8.556867,6.127178,4.1212339999999985,0.0,0.0,9.494773
chr1_216774004_216774285,8.617903,0.0,13.692504,35.0,14.975184,0.0,14.0103,0.0,0.0,0.0,3.158052
chr1_2171824_2171946,4.6817150000000005,2.2124040000000003,0.0,0.0,0.0,19.443424,0.0,2.420665,2.764168,0.0,4.52117
chr1_2172142_2172385,4.6817150000000005,2.2124040000000003,0.0,0.0,0.0,19.443424,0.0,2.420665,2.764168,0.0,4.52117
chr1_2177615_2177829,11.081985,0.0,13.03969,0.0,7.013793,19.443424,9.146594,2.420665,2.764168,0.0,5.078678999999998
chr1_218523725_218524123,13.019715,0.0,23.605978,0.0,27.766676,2.343855,23.728301,0.0,1.176334,0.0,6.229918
chr1_218550674_218551089,17.991623,0.0,5.0652545,63.0,0.0,0.0,9.927022,0.0,0.0,0.0,10.365584
chr1_218633382_218633612,25.812996,0.0,12.117963,63.0,7.775986,0.0,15.927559,0.0,0.0,0.0,11.696816
chr1_218636802_218637167,6.537643,0.0,9.869136,21.0,0.0,0.0,6.569281,0.0,0.0,0.0,11.696816
chr1_218647012_218647232,9.563905,0.0,10.329136,47.0,0.0,0.0,0.0,0.0,0.0,0.0,7.031122
chr1_218662454_218662669,6.051813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_218758903_218759111,14.913612,0.0,10.541979,67.0,0.0,0.0,16.441351,0.0,0.0,0.0,9.216694
chr1_218847947_218848245,9.568844,14.822023000000002,9.91884,29.0,0.0,0.0,0.0,0.0,0.0,0.0,8.937739
chr1_219497639_219497836,19.347585,0.0,7.326021000000001,0.0,0.0,0.0,9.087635,0.0,0.0,0.0,11.328023
chr1_219498496_219498646,19.347585,0.0,7.326021000000001,53.0,3.460795,0.0,9.087635,0.0,0.0,0.0,11.328023
chr1_221049992_221050390,10.233503,2.6055,12.551713,143.0,14.998509,0.0,16.511862,0.0,1.172221,4.000991,8.073328
chr1_221050798_221050949,10.233503,2.6055,12.551713,0.0,14.998509,0.0,16.511862,0.0,1.172221,4.000991,8.073328
chr1_221209079_221209530,14.164703,0.0,8.342405,53.0,13.061739,0.0,11.642871000000001,0.0,0.0,0.0,12.894684
chr1_221271745_221272272,6.862697,0.0,4.852424,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.722467
chr1_221273966_221274169,6.460293,0.0,12.109436,29.0,0.0,0.0,0.0,0.0,0.0,0.0,5.722467
chr1_221567491_221567844,10.886652,0.0,6.666149000000001,187.0,4.745133999999998,0.0,13.500931,0.0,0.0,2.169498,8.49785
chr1_221612801_221613016,27.170139,0.0,8.548615,53.0,0.0,0.0,11.836598,0.0,0.0,0.0,10.354876
chr1_221614030_221614267,27.170139,0.0,8.548615,0.0,0.0,0.0,11.836598,0.0,0.0,0.0,10.354876
chr1_22184381_22184621,4.952472,0.0,0.0,25.0,0.0,13.095696,2.14323,8.301200999999999,2.929742,0.0,5.743492
chr1_221913881_221914483,16.630026,0.0,3.600788,0.0,27.165324,0.0,22.305297,0.0,1.241269,10.316896,8.148703
chr1_221916049_221916599,16.630026,15.566745999999998,3.600788,68.0,27.165324,0.0,22.305297,0.0,1.241269,0.0,6.841059
chr1_221982394_221982755,4.613976999999998,0.0,5.375775,0.0,0.0,0.0,0.0,0.0,1.241269,0.0,8.780297000000001
chr1_221983045_221983456,4.613976999999998,0.0,5.375775,14.0,0.0,0.0,0.0,0.0,1.241269,0.0,8.780297000000001
chr1_222000173_222000483,21.809519,0.0,11.691433,57.0,4.7256870000000015,0.0,6.015507,0.0,0.0,0.0,9.100314
chr1_222002644_222003471,22.386748,0.0,12.543084,106.0,4.729481,0.0,9.682789,0.0,0.0,0.0,9.100314
chr1_2221868_2222548,17.999736,8.445765,8.555139,119.5,9.515644,19.443424,9.846811,2.423616,2.764168,0.0,8.478064
chr1_22231370_22231630,25.548083,3.184157,6.4950160000000015,199.0,0.0,13.095696,15.683456,8.301200999999999,2.929742,0.0,20.747947
chr1_22232811_22232851,25.548083,3.184157,6.4950160000000015,121.0,0.0,13.095696,15.683456,8.301200999999999,2.929742,0.0,20.747947
chr1_22235836_22236001,25.548083,3.184157,6.4950160000000015,0.0,7.1177009999999985,13.095696,15.683456,8.301200999999999,2.929742,0.0,20.747947
chr1_22260274_22260656,25.548083,2.873004,6.4950160000000015,64.0,29.273088,13.095696,15.683456,8.301200999999999,6.0774235,0.0,20.747947
chr1_222638782_222639204,12.765085,88.63206600000002,17.098264999999998,192.0,10.319607,0.0,15.790254999999998,0.0,0.0,1.90762,6.559804
chr1_22266159_22266438,25.548083,16.165304499999998,6.4950160000000015,162.0,29.273088,13.095696,15.683456,8.301200999999999,2.929742,0.0,14.553055
chr1_22275479_22275551,25.548083,2.873004,6.4950160000000015,0.0,0.0,0.0,15.683456,0.0,0.0,0.0,0.0
chr1_222987149_222987502,14.696929,0.0,12.739237,13.0,20.874335,2.102983,0.0,0.0,0.0,0.0,7.1628050000000005
chr1_2230678_2230895,12.347356,2.0324150000000003,0.0,24.0,0.0,19.443424,8.264994,2.423616,2.764168,0.0,10.087439
chr1_2231691_2232185,12.347356,2.0324150000000003,8.041907,26.0,8.1886425,19.443424,8.264994,2.423616,2.764168,0.0,10.087439
chr1_2232428_2232896,12.347356,2.0324150000000003,8.041907,114.0,8.5008225,19.443424,8.264994,2.423616,2.764168,0.0,10.087439
chr1_22345590_22345859,5.429042,16.376781,9.915295,66.0,0.0,0.0,9.583254,0.0,0.0,0.0,7.364317999999999
chr1_22366226_22366841,10.394899,10.767263,11.117503,22.0,4.740554,0.0,0.0,0.0,0.0,0.0,19.192487
chr1_223892678_223892997,10.158407,5.78739,12.500439,16.0,7.957679,8.575979,10.98501,0.0,0.0,0.0,9.046631
chr1_223901276_223901546,10.158407,5.78739,17.320498,0.0,28.632659000000004,8.575979,19.997758,4.853753,2.013099,0.0,9.046631
chr1_223903033_223903347,10.158407,9.2321155,17.320498,137.0,28.632659000000004,8.575979,19.997758,4.853753,2.013099,0.0,9.046631
chr1_223904365_223904567,10.158407,5.78739,17.320498,0.0,28.632659000000004,8.575979,19.997758,4.853753,2.013099,0.0,9.046631
chr1_223914239_223914747,10.158407,0.0,10.143563,108.0,7.924070500000001,8.575979,11.241156,4.853753,2.013099,0.0,9.046631
chr1_223964690_223965055,10.158407,0.0,9.44933,0.0,0.0,8.575979,11.00827,4.853753,2.406316,0.0,9.046631
chr1_224014874_224015267,3.78575,0.0,0.0,25.0,0.0,8.575979,0.0,4.853753,2.406316,0.0,8.960377000000003
chr1_224019430_224020596,3.78575,0.0,7.312587,55.0,10.295247,8.575979,18.83361,0.0,2.406316,0.0,11.564076
chr1_224023477_224023773,3.78575,0.0,7.312587,0.0,0.0,8.575979,0.0,0.0,2.406316,0.0,11.564076
chr1_224032316_224032686,24.717449,0.0,18.920253,25.0,33.398111,8.575979,40.722152,0.0,2.406316,0.0,7.635475
chr1_224240602_224240763,12.020847000000002,0.0,8.230701,119.0,3.574392,0.0,7.582045,0.0,0.0,0.0,10.726818
chr1_224545542_224546006,7.459117,0.0,14.51937,22.0,22.920023,4.979845,22.027239,4.633961,2.195189,0.0,6.312519
chr1_224635065_224635439,2.889592,0.0,8.476605000000001,32.0,0.0,0.0,0.0,0.0,0.0,0.0,12.091282
chr1_224685994_224686507,26.893899,0.0,11.000249,92.5,7.473586,0.0,11.561274,0.0,0.0,0.0,11.676895
chr1_224690718_224691054,11.620349,11.803288,9.508215,0.0,0.0,0.0,10.521088,0.0,0.0,0.0,11.676895
chr1_224691192_224691563,11.620349,11.803288,9.508215,120.0,0.0,0.0,11.2842755,0.0,0.0,0.0,11.676895
chr1_224730441_224730985,39.335932,0.0,10.688166,153.0,9.413266499999999,0.0,24.64952633333333,0.0,0.0,0.0,18.621278
chr1_224732016_224732357,39.335932,0.0,10.688166,23.0,4.90808,0.0,0.0,0.0,0.0,0.0,18.621278
chr1_224733345_224733601,39.335932,0.0,10.688166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.621278
chr1_224811590_224812043,4.2287035,0.0,8.86229,72.0,0.0,0.0,7.551313,0.0,1.1676799999999998,5.816305000000002,9.955144
chr1_2253622_2253773,4.5902080000000005,2.0324150000000003,12.397827,102.0,4.331258,0.0,14.418315,0.0,0.0,0.0,0.0
chr1_2254081_2254230,4.5902080000000005,7.559031,7.752338000000001,44.0,4.331258,0.0,14.418315,0.0,0.0,0.0,6.64347
chr1_225642606_225642805,4.094112,0.0,4.740207,53.0,0.0,0.0,0.0,0.0,0.0,0.0,9.341584
chr1_225654906_225655584,10.756574,0.0,12.020721,65.0,9.340505,0.0,9.704489,0.0,0.0,0.0,11.148393
chr1_225845408_225845613,18.473026,0.0,15.044193,54.0,0.0,4.150504,26.742028,0.0,0.0,0.0,11.545194
chr1_225881856_225882162,11.250357,0.0,10.558537,89.0,0.0,0.0,5.754873,0.0,0.0,0.0,16.264066
chr1_225934674_225934968,4.4644724999999985,8.406747,17.614713000000005,73.0,13.903549,0.0,16.011771,0.0,0.0,0.0,9.56977
chr1_226187685_226188168,23.024012,0.0,14.423468,25.0,37.860963500000004,13.531987,20.045123,3.318111,2.086201,0.0,10.200351
chr1_226189681_226190319,23.024012,0.0,14.423468,70.0,12.619548333333332,0.0,20.045123,3.318111,0.0,0.0,10.200351
chr1_226190534_226190731,23.024012,0.0,14.423468,47.0,13.166792999999998,0.0,20.045123,3.318111,0.0,0.0,10.200351
chr1_226297611_226298113,10.777275,13.681084,8.91324,146.0,10.575268,0.0,9.468544,0.0,0.0,0.0,0.0
chr1_226839418_226839818,4.6303410000000005,0.0,2.511307,0.0,0.0,2.348437,0.0,2.100079,1.935693,0.0,0.0
chr1_226841173_226841776,4.6303410000000005,0.0,2.511307,0.0,0.0,2.348437,0.0,2.100079,1.935693,0.0,7.041306
chr1_226841860_226842030,4.6303410000000005,0.0,2.511307,0.0,0.0,2.348437,0.0,2.100079,1.935693,0.0,7.041306
chr1_226842095_226842563,4.6303410000000005,0.0,2.511307,0.0,0.0,2.348437,0.0,2.100079,1.935693,0.0,7.041306
chr1_226842752_226843521,4.6303410000000005,0.0,2.511307,14.0,0.0,2.348437,0.0,2.100079,1.935693,0.0,7.041306
chr1_226848307_226848509,9.8053155,0.0,2.511307,0.0,0.0,2.348437,7.879022999999999,2.100079,1.935693,0.0,13.349415
chr1_226849753_226849884,9.8053155,0.0,4.522304,0.0,0.0,2.348437,7.879022999999999,2.100079,1.935693,0.0,13.349415
chr1_226852222_226852636,9.8053155,0.0,4.522304,56.5,0.0,2.348437,7.879022999999999,0.0,1.935693,0.0,13.349415
chr1_226867580_226868182,7.869169,0.0,8.049047,30.0,12.649318,2.348437,13.041628,0.0,1.935693,0.0,6.222314
chr1_226878935_226879345,7.264898,0.0,6.593358500000001,0.0,4.649466,2.348437,6.67395,2.233036,1.935693,0.0,9.977533
chr1_226884834_226885233,5.6387220000000005,0.0,2.511307,68.0,0.0,2.348437,4.165243,2.233036,1.935693,0.0,7.3051309999999985
chr1_226890865_226891416,18.122794,0.0,6.6924925,88.0,21.08261,2.348437,27.773058,2.22041,2.124734,0.0,9.9680765
chr1_226911425_226911742,3.054159,0.0,4.3963410000000005,56.0,0.0,2.348437,0.0,3.510531,2.124734,0.0,6.225712499999998
chr1_226927547_226927740,12.450602,0.0,14.070381,0.0,21.439925,2.348437,19.620882,0.0,2.124734,2.434018,7.9404725
chr1_227002760_227003096,26.290502000000004,0.0,5.8581080000000005,127.0,6.699013000000001,0.0,8.1132015,0.0,0.0,0.0,14.423292000000002
chr1_227009018_227009221,16.192017,0.0,6.802853,134.0,0.0,0.0,6.255299,0.0,0.0,0.0,14.423292000000002
chr1_227751865_227752213,39.192967,0.0,12.219817,0.0,29.016413,2.7939,50.33797,1.599301,2.0475380000000003,0.0,10.508755
chr1_228273480_228273740,22.16042,2.850781,19.396165,51.0,26.149227,22.207504,28.488202,5.491788,3.9292525,0.0,21.563363
chr1_228338299_228338457,5.3431,0.0,0.0,0.0,0.0,19.757785,0.0,2.737527,1.52299,0.0,9.637425
chr1_228350789_228351109,15.588807999999998,0.0,8.180870500000001,38.0,5.001628,0.0,14.618338,0.0,1.52299,0.0,9.246498
chr1_228973832_228974198,12.58505,0.0,7.528503,57.0,7.72963,0.0,13.973734,0.0,1.158308,2.226021,10.247388
chr1_229074291_229074557,11.220509,0.0,7.40493,19.5,0.0,0.0,5.714005,0.0,1.158308,0.0,6.378207
chr1_230220475_230220731,18.217378,3.729956,8.925436,82.0,0.0,3.681753,7.245292,1.6484029999999998,1.646626,0.0,10.702982
chr1_230240540_230240902,17.170295,11.065892,11.007553,109.0,12.0882665,3.681753,9.73327,1.673831,1.646626,0.0,14.947245
chr1_230241590_230241986,17.170295,0.0,11.007553,57.0,0.0,3.681753,9.73327,1.673831,1.646626,0.0,14.947245
chr1_230249347_230250007,8.8004,0.0,9.349745,97.0,0.0,3.681753,8.503228,1.673831,1.646626,0.0,7.967822
chr1_23076914_23077145,9.06587,0.0,8.663026,131.0,7.261131,4.96864,9.239842,2.444928,0.0,0.0,12.161368
chr1_231113054_231113423,9.814949,0.0,15.776638,27.0,25.662301,2.363186,11.797271,2.291662,1.959525,0.0,9.885509
chr1_231629288_231629504,8.070893,0.0,10.984846,27.0,0.0,0.0,0.0,0.0,0.0,0.0,10.323206
chr1_231665787_231666093,31.045070000000006,0.0,21.337483,0.0,27.703952,4.7326120000000005,34.269805,2.23791,0.0,0.0,9.786193
chr1_231944869_231945038,4.421519,0.0,0.0,14.0,0.0,0.0,0.0,1.640164,0.0,0.0,9.924196
chr1_232106545_232106680,12.473048,0.0,13.26672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.834396
chr1_232107055_232107371,12.473048,0.0,13.26672,120.0,11.619495,0.0,10.455062,0.0,0.0,0.0,8.834396
chr1_232714427_232714703,6.610475,0.0,6.456195,31.0,0.0,2.018336,10.406728,0.0,1.214724,0.0,7.097861999999999
chr1_232725638_232725888,11.255141,0.0,4.406204,56.0,0.0,2.018336,0.0,0.0,1.214724,0.0,7.5330119999999985
chr1_233249275_233249581,23.774439,0.0,16.191509500000002,72.0,10.122825,0.0,12.968317,0.0,0.0,0.0,8.356435000000001
chr1_233250723_233251216,23.774439,0.0,11.722163333333334,12.0,4.768169,0.0,12.968317,0.0,0.0,0.0,8.356435000000001
chr1_23426690_23427100,17.162172,4.568754500000002,11.937214,29.0,3.420643,12.957398,8.530653,3.578885,3.245173,0.0,8.172098
chr1_23429944_23430077,17.162172,3.0861400000000003,11.937214,40.0,6.588442999999999,12.957398,8.530653,3.578885,3.245173,0.0,8.172098
chr1_234450953_234451201,3.096167,0.0,9.162573,40.0,0.0,0.0,0.0,0.0,0.0,2.8142810000000003,8.515229
chr1_234658291_234658851,12.116043,0.0,12.47999,0.0,0.0,0.0,16.388274,0.0,0.0,0.0,13.871959
chr1_234659231_234659760,12.116043,0.0,12.47999,178.0,7.309131,0.0,16.388274,0.0,0.0,0.0,13.871959
chr1_234680207_234680593,10.412384,0.0,5.172847,136.5,3.379753,0.0,12.929291,0.0,0.0,0.0,11.073984
chr1_234686100_234686288,10.853171,0.0,4.554486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.867717999999999
chr1_234736336_234736615,40.365523,0.0,27.105846000000003,34.0,38.62572,23.939041,31.623997,0.0,0.0,0.0,10.748558
chr1_234737347_234737653,40.365523,0.0,27.105846000000003,30.0,38.62572,23.939041,31.623997,0.0,0.0,0.0,10.748558
chr1_234738546_234738834,40.365523,0.0,27.105846000000003,116.0,38.62572,23.939041,31.623997,5.330243,0.0,0.0,10.748558
chr1_234746093_234747674,40.365523,13.282957000000001,27.105846000000003,91.2,38.62572,23.939041,31.623997,0.0,0.0,0.0,16.270061
chr1_234748100_234748931,40.365523,0.0,27.105846000000003,147.0,38.62572,0.0,31.623997,0.0,0.0,0.0,16.270061
chr1_234749342_234749645,40.365523,0.0,27.105846000000003,0.0,38.62572,0.0,31.623997,0.0,0.0,0.0,16.270061
chr1_234767593_234767925,15.667008,0.0,7.073469,144.0,3.09286,0.0,10.859305,0.0,0.0,0.0,9.038925
chr1_234792654_234793437,15.119606,0.0,5.953763,147.0,7.047229,0.0,9.739781,0.0,0.0,0.0,11.382458
chr1_234793934_234794239,15.119606,0.0,5.953763,0.0,0.0,0.0,9.739781,0.0,0.0,0.0,11.382458
chr1_234812067_234812214,4.19157,0.0,19.159054,71.0,8.295451,0.0,5.605403,0.0,0.0,0.0,9.18026
chr1_234857710_234858181,44.798751,0.0,11.722388,94.0,5.669462,0.0,27.421695,0.0,0.0,0.0,16.68161
chr1_234858843_234859287,44.798751,0.0,11.722388,57.0,5.669462,0.0,27.421695,0.0,0.0,0.0,16.68161
chr1_234881537_234881788,18.139441,0.0,9.265072,36.0,0.0,0.0,0.0,0.0,0.0,0.0,12.350657
chr1_234907393_234907835,19.593297,0.0,9.460059,0.0,0.0,0.0,12.283136,0.0,0.0,0.0,11.715903
chr1_234908151_234908764,19.593297,0.0,9.460059,157.0,0.0,0.0,12.283136,0.0,0.0,0.0,11.715903
chr1_234978594_234979177,9.43836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.492271
chr1_234980393_234980645,9.43836,0.0,11.24269,112.0,5.724228,0.0,12.074147,0.0,0.0,0.0,8.492271
chr1_234981045_234981471,9.43836,0.0,11.24269,13.0,5.724228,0.0,12.074147,0.0,0.0,0.0,8.492271
chr1_234987212_234987644,7.697935,10.130268,8.870227,17.5,0.0,0.0,9.72057,0.0,0.0,0.0,9.593072
chr1_235068890_235069050,8.505646,0.0,6.0817084999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.317227
chr1_235069269_235069652,9.3181215,0.0,6.0817084999999995,36.0,0.0,0.0,17.231920000000002,0.0,0.0,0.0,17.317227
chr1_235070340_235070651,8.505646,0.0,2.823454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_235096560_235096855,18.360675,0.0,7.132936,60.0,9.978086,0.0,14.386444,0.0,0.0,0.0,13.170779
chr1_235097868_235098070,18.360675,0.0,7.132936,39.0,0.0,0.0,0.0,0.0,0.0,0.0,13.170779
chr1_235104770_235105153,4.320112,0.0,7.354158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.252232000000001
chr1_235106929_235107153,4.320112,0.0,0.0,0.0,0.0,0.0,8.367572000000001,0.0,0.0,0.0,7.252232000000001
chr1_235108971_235109355,63.091685,0.0,0.0,0.0,0.0,0.0,0.0,1.947104,0.0,0.0,20.122988
chr1_235110834_235111403,63.091685,2.367214,9.540781,93.5,2.464261,0.0,8.577508,1.947104,0.0,0.0,20.122988
chr1_235112749_235113173,63.091685,2.367214,9.225119,0.0,2.464261,0.0,29.983597,1.947104,0.0,0.0,20.122988
chr1_235114050_235115068,63.091685,6.319308,9.225119,53.0,3.9954735,0.0,29.983597,1.947104,0.0,0.0,20.122988
chr1_235120162_235120433,63.091685,2.367214,10.748505,198.0,2.464261,0.0,29.983597,0.0,0.0,0.0,20.122988
chr1_235122652_235122939,63.091685,2.367214,11.004772,93.0,2.464261,0.0,29.983597,0.0,0.0,0.0,20.122988
chr1_235133014_235133422,51.243974,0.0,10.566002,206.0,6.879041,0.0,29.957493,0.0,0.0,0.0,16.984638
chr1_235134086_235134438,51.243974,0.0,10.566002,52.0,6.879041,0.0,29.957493,0.0,0.0,0.0,16.984638
chr1_235146978_235147112,16.313038,0.0,7.794232000000001,0.0,0.0,0.0,10.678936,0.0,0.0,0.0,12.613852
chr1_235183936_235184197,23.988000000000003,0.0,11.278648,131.0,10.95031,0.0,18.061769,0.0,0.0,0.0,9.717536
chr1_23523350_23523682,20.398819,0.0,11.878958,70.0,0.0,0.0,19.590565,0.0,0.0,0.0,6.643625
chr1_235242252_235242564,3.197669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.266614
chr1_235243001_235243596,3.197669,0.0,7.617742,16.0,0.0,0.0,0.0,0.0,0.0,0.0,8.266614
chr1_235246558_235246857,21.328008,75.32040699999997,15.207793,122.0,9.757379,0.0,21.599797,0.0,0.0,0.0,10.645355
chr1_235668656_235669018,21.795681,0.0,17.763473,0.0,29.986481,3.198703,33.076139000000005,0.0,0.0,0.0,0.0
chr1_236030835_236031025,11.880539,0.0,16.744657,0.0,23.878859,0.0,13.221510999999998,0.0,1.160407,2.430373,9.665623
chr1_236080566_236081247,11.924597,0.0,12.940449,103.0,12.653691,0.0,19.889407,0.0,1.160407,0.0,9.48377
chr1_236082498_236082788,11.924597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.160407,0.0,9.48377
chr1_236083263_236083651,11.924597,0.0,7.94033,50.0,0.0,0.0,0.0,0.0,1.160407,0.0,9.48377
