name_E,H3k9ac_E,H3k79me2_E,H3k4me2_E,H3k4me3_E,DNaseI_E,H3k4me1_E,Pol2_E,H3k36me3_E,H3k27ac_E,H3k27me3_E,Ctcf_E,H4k20me1_E
chr1_227128899_227129131,15.778868,0.0,16.107247,17.520960000000002,0.0,8.129458999999999,1.415522,0.0,11.529232,0.0,0.0,1.530873
chr1_227751865_227752213,29.844601,3.36656,9.330205,23.855778,0.0,11.078172,6.3117730000000005,0.0,22.377363,0.0,0.0,1.6724009999999998
chr1_228073191_228073261,15.272177,0.0,16.136567000000007,0.0,24.0,11.216649,0.0,0.0,12.058079,0.0,0.0,0.0
chr1_228273480_228273740,25.214645500000003,15.971762,15.064487,17.490743,0.0,11.818319,12.551801,6.62058,13.550116,0.0,2.566914,11.067037
chr1_228338299_228338457,4.130463,0.0,5.630923,5.299502,27.0,8.19613,2.5226580000000003,5.747678,4.419181,0.0,0.0,3.2519560000000003
chr1_228350789_228351109,16.463,0.0,11.52258,8.678535,93.0,7.955605,2.5226580000000003,0.0,18.008332,0.0,0.0,0.0
chr1_228783266_228783899,20.849845,4.254596,14.558896,22.009364,43.5,4.377229,10.006516,0.0,14.68133,0.0,0.0,0.0
chr1_228973832_228974198,7.9285619999999986,0.0,9.040732,10.117231,26.0,5.5034945,0.0,0.0,4.764868,3.764394,0.0,1.949842
chr1_229365571_229365974,12.403424,0.0,11.823288,11.203329,0.0,12.811803,3.792667,0.0,5.577182499999999,0.0,5.622545,0.0
chr1_229366402_229366798,6.1014089999999985,0.0,11.823288,0.0,0.0,12.811803,0.0,0.0,5.577182499999999,0.0,0.0,0.0
chr1_229388898_229389111,6.78671,0.0,17.681295000000006,8.056064,0.0,6.6594380000000015,0.0,0.0,10.218596,0.0,0.0,0.0
chr1_229692979_229693368,10.170446,5.690846,10.0979,12.997253,0.0,5.066191000000001,0.0,3.146056,4.454116,0.0,0.0,2.068694
chr1_230220475_230220731,17.408868,9.275984,17.957067000000006,15.541279,233.0,14.425297,8.729585333333334,3.015385,33.945184999999995,0.0,0.0,2.771817
chr1_230240540_230240902,4.8906540000000005,9.275984,10.366439,6.568563,212.0,11.561871,6.814923500000001,3.015385,8.618847,0.0,12.416381,2.771817
chr1_230241590_230241986,4.8906540000000005,9.275984,10.366439,6.568563,26.0,11.561871,2.342339,3.015385,8.618847,0.0,0.0,2.771817
chr1_230249347_230250007,3.447054,9.275984,8.426347999999999,0.0,60.0,6.459256,6.113987,3.015385,7.353953999999999,0.0,0.0,2.771817
chr1_230258907_230259286,8.161897,9.275984,11.238221500000002,7.325388,0.0,9.963629,2.342339,3.015385,9.178062,0.0,0.0,2.771817
chr1_23076914_23077145,6.994289,0.0,7.640614999999999,4.179564,40.0,11.11247,11.091515500000002,0.0,12.440578,2.878895,0.0,1.784746
chr1_231113054_231113423,11.352414,4.009233999999999,12.905843,22.041111,0.0,10.534898,0.0,2.659235,0.0,0.0,0.0,1.7962220000000002
chr1_231665787_231666093,25.747165,3.138169,14.251991,23.814254,0.0,9.531324,0.0,2.414426,24.724031,0.0,0.0,0.0
chr1_233249275_233249581,14.670892000000002,1.361633,13.261256,7.42559,117.0,12.887484,13.2558225,3.217373,36.753195,0.0,0.0,0.0
chr1_233250723_233251216,14.670892000000002,2.859497,13.261256,7.42559,0.0,12.887484,0.0,3.217373,36.753195,0.0,0.0,0.0
chr1_233750790_233751092,33.351609,3.425328,15.009782,24.763607,0.0,0.0,4.747883,2.7299130000000003,24.157079,0.0,0.0,2.393092
chr1_23426690_23427100,8.132856,10.625117,11.519991,3.056975,35.0,7.447859333333334,9.132959,3.690625,16.649154,0.0,14.300245,2.608317
chr1_23429944_23430077,6.755910000000001,10.625117,11.519991,3.056975,32.0,7.447859333333334,2.894682,3.690625,16.649154,0.0,0.0,2.608317
chr1_234450953_234451201,11.66854,0.0,10.78271,3.744915,109.0,8.71428,6.4915275,1.858032,12.46234,0.0,0.0,0.0
chr1_234630919_234631525,11.941508,0.0,11.466784,15.68635,64.0,9.72066,0.0,0.0,12.940948,0.0,13.169951,0.0
chr1_234659231_234659760,7.920311999999999,0.0,8.997521,0.0,70.0,13.386203,10.496417999999998,0.0,13.257544,0.0,0.0,0.0
chr1_234686100_234686288,11.471015,0.0,7.433283,0.0,0.0,11.885191,0.0,0.0,0.0,0.0,5.664583,0.0
chr1_234736336_234736615,46.227007,19.156933,21.9869,23.267446,23.0,8.187773,18.221476000000006,0.0,53.09291500000001,0.0,0.0,0.0
chr1_234737347_234737653,46.227007,19.156933,21.9869,23.267446,19.0,8.187773,18.221476000000006,0.0,53.09291500000001,0.0,0.0,0.0
chr1_234738546_234738834,46.227007,19.156933,21.9869,23.267446,134.0,8.187773,18.221476000000006,0.0,53.09291500000001,0.0,0.0,0.0
chr1_234746093_234747674,46.227007,19.156933,21.9869,23.267446,64.66666666666667,11.423786,18.221476000000006,0.0,53.09291500000001,0.0,11.673829,0.0
chr1_234748100_234748931,46.227007,0.0,21.9869,23.267446,194.0,11.423786,18.221476000000006,0.0,53.09291500000001,0.0,0.0,0.0
chr1_234749342_234749645,46.227007,0.0,21.9869,23.267446,0.0,11.423786,18.221476000000006,0.0,53.09291500000001,0.0,0.0,0.0
chr1_234767593_234767925,3.4292800000000003,0.0,9.567337,4.8192,117.0,5.895121,13.0140355,0.0,11.31193,0.0,0.0,0.0
chr1_234792654_234793437,23.174095,8.931236,19.370929500000003,20.475441,389.0,12.008998,13.9527035,1.906163,42.399136,0.0,12.398820666666666,0.0
chr1_234793934_234794239,23.174095,0.0,19.370929500000003,20.475441,124.0,12.008998,13.9527035,1.906163,42.399136,0.0,5.782714,0.0
chr1_234812067_234812214,8.135212,0.0,17.288308999999998,13.970167000000002,22.0,8.592782000000001,0.0,0.0,0.0,0.0,0.0,0.0
chr1_234857710_234858181,23.563747,0.0,13.243154,8.161474,0.0,14.447087,9.007595,0.0,37.208673,0.0,0.0,0.0
chr1_234858843_234859287,23.563747,0.0,13.243154,8.161474,144.0,14.447087,9.007595,0.0,37.208673,0.0,0.0,0.0
chr1_234907393_234907835,9.061767,0.0,8.349264999999999,1.6448349999999998,0.0,9.204788,0.0,0.0,9.250964,0.0,1.786385,0.0
chr1_234908151_234908764,9.061767,0.0,8.349264999999999,1.6448349999999998,200.0,9.204788,16.057864000000002,0.0,9.250964,0.0,1.786385,0.0
chr1_235104770_235105153,6.207245,0.0,6.754727000000001,0.0,0.0,9.048009,0.0,0.0,0.0,0.0,0.0,0.0
chr1_235106929_235107153,6.207245,0.0,6.754727000000001,0.0,44.0,9.048009,4.089298,0.0,14.409497,0.0,5.3345400000000005,0.0
chr1_235110834_235111403,4.030147,0.0,9.728717,0.0,61.0,8.436425999999999,3.998892,0.0,8.603029,0.0,0.0,0.0
chr1_235133014_235133422,31.580292,0.0,15.094253,10.924126,331.0,10.162309,18.943217,0.0,45.209533,0.0,5.780636,0.0
chr1_235134086_235134438,31.580292,0.0,15.094253,11.666428,253.0,10.162309,18.943217,0.0,45.209533,0.0,16.870482,0.0
chr1_235146978_235147112,11.229882,0.0,7.7526899999999985,0.0,0.0,10.33364,2.782281,0.0,19.196237,0.0,0.0,0.0
chr1_23523350_23523682,10.418506,0.0,8.129833,5.352721,161.0,7.1755675000000005,2.894682,0.0,12.640252,0.0,0.0,0.0
chr1_235242252_235242564,9.340132,0.0,8.4643345,5.6289745,0.0,7.326017999999999,6.6590175,0.0,8.420274500000001,0.0,0.0,0.0
chr1_235243001_235243596,9.340132,0.0,8.4643345,5.6289745,152.0,7.326017999999999,7.917603999999999,0.0,8.420274500000001,0.0,16.220617,0.0
chr1_235246558_235246857,7.766357000000001,0.0,4.0665830000000005,0.0,0.0,5.260443,2.911896,0.0,4.329041,0.0,73.48312299999998,0.0
chr1_235267591_235267744,11.566751,0.0,17.48753,11.355488,75.0,8.441409,5.309407500000002,3.0844150000000004,7.28185,0.0,49.297599,2.77745
chr1_235668656_235669018,36.9891,4.4131480000000005,11.294784,23.885794,10.0,9.280744,7.630252499999999,3.002861,25.207074,0.0,0.0,1.833799
chr1_236026992_236027471,21.514782,4.735689,9.929852,21.828911,0.0,0.0,0.0,2.017696,0.0,0.0,0.0,0.0
chr1_236030835_236031025,21.514782,4.735689,9.929852,21.828911,0.0,9.934297,4.725912,0.0,13.209066,0.0,0.0,0.0
chr1_236031049_236031919,21.514782,4.735689,9.929852,21.828911,0.0,9.934297,4.725912,0.0,13.209066,0.0,0.0,0.0
chr1_236080566_236081247,9.3384625,0.0,6.662102,3.627277,302.0,12.583289,6.37246,1.699401,34.696052,0.0,0.0,0.0
chr1_236082498_236082788,9.3384625,2.308072,6.662102,2.187079,0.0,12.583289,6.37246,1.699401,34.696052,0.0,0.0,0.0
chr1_236083263_236083651,9.3384625,0.0,6.662102,3.89506,96.0,12.583289,6.37246,1.699401,34.696052,0.0,0.0,0.0
chr1_236101998_236102489,4.5684559999999985,0.0,4.177372,2.187079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_236135691_236135959,16.734605,0.0,14.491854,7.752994,0.0,9.597133,0.0,0.0,10.211169,0.0,55.636484,0.0
chr1_236162583_236163199,6.315716,0.0,9.12628,3.77323,68.0,13.439927,4.261139,0.0,16.904564999999998,0.0,0.0,0.0
chr1_236559628_236560010,11.421545,3.852926,15.633764,16.801588,0.0,7.247984,0.0,1.87046,0.0,0.0,0.0,0.0
chr1_23882500_23882866,15.802606,3.999989,15.403220999999998,12.5733105,39.0,9.012191,5.429709,0.0,15.331854000000002,0.0,0.0,0.0
chr1_23888678_23889201,11.378257,0.0,15.403220999999998,5.4847275,63.0,9.012191,0.0,0.0,10.494331,0.0,0.0,0.0
chr1_23912037_23912393,12.9584025,0.0,7.489089,0.0,94.0,8.301799,14.724701999999999,0.0,8.666685000000001,0.0,0.0,0.0
chr1_23918101_23918449,7.0790690000000005,0.0,7.941661999999999,0.0,0.0,8.301799,10.163495,0.0,20.90662,0.0,0.0,0.0
chr1_23961555_23961694,12.18278,0.0,15.173673999999998,12.543664,72.0,7.037897,0.0,0.0,0.0,2.352294,52.767823,0.0
chr1_241771916_241772216,10.0821195,0.0,11.337235,16.690864,92.0,9.636256,2.691339,2.352019,18.911253,0.0,0.0,0.0
chr1_241775803_241776227,6.9993335000000005,0.0,4.493802,0.0,38.0,9.636256,2.691339,2.352019,18.911253,0.0,0.0,0.0
chr1_243431437_243431793,4.852107,5.976491,7.957033999999998,14.613779,75.0,6.8472149999999985,0.0,2.491066,6.642703999999998,0.0,0.0,1.127217
chr1_243451071_243451374,11.936571,5.976491,4.960194,0.0,75.0,7.765663000000001,1.7549290000000002,2.491066,10.999518,0.0,0.0,1.127217
chr1_243585242_243585384,12.975898,0.0,16.942528,6.0388449999999985,37.0,10.740216,5.725127,2.491066,12.982749,0.0,0.0,1.127217
chr1_243637125_243637295,8.39352,0.0,12.493232,7.320446,0.0,7.387848,3.940849,2.491066,9.559377,0.0,0.0,1.127217
chr1_244462616_244463099,18.931013,0.0,15.805984,16.242423000000002,46.0,12.180976,0.0,0.0,17.763563,0.0,39.941813,0.0
chr1_244486299_244486688,10.257551,0.0,16.189122,11.5571655,101.0,6.379773,2.027536,0.0,18.977843,0.0,0.0,0.0
chr1_244505125_244505457,13.028807,0.0,14.889168,12.677013,119.0,11.933134,9.737888,0.0,17.969124,0.0,10.49697,0.0
chr1_244517098_244517541,5.901604,0.0,12.873025,0.0,83.0,8.556916000000001,13.8186305,0.0,7.7757520000000016,0.0,10.386225,0.0
chr1_244763140_244763529,16.626313,0.0,14.197712,11.054549,123.0,8.114264,11.958557,0.0,16.935998,0.0,0.0,0.0
chr1_24476382_24476609,21.780835,0.0,17.154668,10.076077,99.0,12.192088,1.648599,2.407147,10.204019500000001,0.0,33.236525,0.0
chr1_244894306_244894456,8.240234,0.0,7.912989,10.997998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_245082176_245082355,13.028807,0.0,17.298963,15.676282,11.0,0.0,0.0,0.0,0.0,6.688369000000002,5.039235,0.0
chr1_245255337_245255432,8.206431,0.0,10.745825,0.0,95.0,8.234125,6.185825,0.0,23.162715,0.0,0.0,0.0
chr1_246591935_246592203,6.924759,0.0,11.674513,0.0,137.0,6.652968,15.073344,0.0,23.562272,0.0,0.0,0.0
chr1_246730569_246731007,24.908426,3.508218,11.202546,28.968035,35.0,5.270315,2.409112,2.761818,12.494739,0.0,0.0,1.633213
chr1_246732690_246733040,5.012942,3.508218,0.0,0.0,0.0,11.504255,2.409112,2.761818,12.494739,0.0,0.0,1.633213
chr1_246751015_246751281,10.739633,3.508218,12.126202,12.526096,18.0,4.3506550000000015,0.0,0.0,17.160541000000002,0.0,0.0,0.0
chr1_246760708_246760962,3.624276,3.508218,12.483241,0.0,25.0,6.307753,4.062911,2.054359,8.929029,0.0,0.0,0.0
chr1_246772310_246772610,9.1033535,3.508218,9.197528,5.22612,99.0,7.641545,5.613931,0.0,8.292902999999999,0.0,16.371976,0.0
chr1_24691833_24692082,6.525689,0.0,7.1675770000000005,5.618112,142.0,13.430599,5.0185615000000015,3.321016,26.460926,0.0,0.0,1.742718
chr1_246957671_246957948,4.029372,0.0,9.544226,4.9406690000000015,18.0,7.449018,0.0,0.0,0.0,2.740873,0.0,0.0
chr1_247093396_247093478,21.00811,9.431538,17.803591,17.461104000000002,0.0,10.400834,2.2018560000000003,3.423222,10.917169,0.0,0.0,2.608344
chr1_2478276_2478817,7.289279,0.0,7.8772509999999984,7.040214999999999,134.0,4.7882815,0.0,0.0,10.866775,2.110391,13.203869,0.0
chr1_249117788_249118228,29.466548,9.485612,13.237381,24.06584,19.5,8.6351975,0.0,5.2282769999999985,17.836254,0.0,0.0,1.7705349999999995
chr1_249157308_249157673,12.070806,0.0,12.37697,19.349205,46.0,4.294105,0.0,0.0,0.0,0.0,0.0,0.0
chr1_24970685_24970736,44.855325,6.238066000000001,15.01893,24.37308,0.0,5.988611,6.082637,4.234011,25.709019,0.0,0.0,2.3083400000000003
chr1_25344029_25344296,1.585459,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1.655873,2.856255,0.0,1.638665
chr1_25345809_25346202,1.585459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.655873,2.856255,0.0,1.638665
chr1_25348659_25349200,5.327980999999999,0.0,0.0,0.0,16.0,9.358501,0.0,0.0,6.329955,2.856255,0.0,1.638665
chr1_25353190_25353411,1.585459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.655873,2.856255,0.0,0.0
chr1_25353540_25353869,1.585459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.655873,2.856255,0.0,0.0
chr1_25355154_25355297,1.585459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.655873,2.856255,0.0,0.0
chr1_25355468_25355649,1.585459,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.655873,2.856255,0.0,0.0
chr1_25357149_25357829,2.563327,0.0,7.565753999999999,0.0,94.0,13.0925235,0.0,0.0,1.655873,2.856255,0.0,0.0
chr1_25357926_25358422,2.563327,0.0,5.20012,3.374883,0.0,12.70898,0.0,0.0,3.6218815,2.856255,0.0,0.0
chr1_25360165_25361177,1.585459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.655873,2.856255,0.0,0.0
chr1_25361269_25361784,1.585459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.856255,0.0,0.0
chr1_25559638_25560067,42.570001,5.40836,16.681578,31.995228000000004,77.0,11.0824035,8.664264666666666,2.7353240000000003,27.187444,2.856255,2.569087,0.0
chr1_25566195_25566411,14.90729,0.0,16.064764999999998,15.276504,124.0,7.365241,6.008067499999999,2.7353240000000003,14.396809,2.856255,16.479889,0.0
chr1_25566618_25566670,14.90729,0.0,16.064764999999998,15.276504,0.0,13.065404,6.008067499999999,2.7353240000000003,14.396809,2.856255,16.479889,0.0
chr1_2574343_2574764,15.028381,0.0,9.944528,9.870039,100.5,3.395769,0.0,0.0,9.430052,2.715155,0.0,0.0
chr1_26022319_26022793,3.556788,0.0,12.770959,3.468983,95.0,7.504555,1.967574,0.0,6.582789,3.43245,0.0,0.0
chr1_26081315_26081453,9.621273,0.0,8.073871,5.301352,27.0,9.103072,0.0,0.0,0.0,2.8786810000000003,18.907619,0.0
chr1_26201699_26201757,9.988752,3.45656,10.529142,8.177878,30.0,8.109253,0.0,3.127851,7.647678999999999,0.0,2.137576,0.0
chr1_26249033_26249281,9.258913,0.0,15.23046,11.672304,15.0,5.109243,5.699845,0.0,0.0,1.79033,3.926638,0.0
chr1_26452850_26453250,5.166596,0.0,8.637696,4.337458,43.0,6.4701309999999985,2.277598,2.332003,10.489263,0.0,0.0,0.0
chr1_26677301_26677628,13.726637,0.0,11.611532,0.0,0.0,5.3509665,4.7529885,0.0,17.465766000000002,0.0,0.0,0.0
chr1_26678060_26678317,13.726637,0.0,11.611532,13.043703,38.0,5.3509665,4.7529885,0.0,17.465766000000002,0.0,0.0,0.0
chr1_26683687_26684084,9.137376,0.0,5.933676,4.8045300000000015,104.0,5.3509665,2.970571,0.0,7.805307000000001,0.0,0.0,0.0
chr1_26827232_26827869,22.162066,0.0,12.616835,14.285235,75.0,8.687208,4.3392089999999985,0.0,14.245263,0.0,0.0,0.0
chr1_26946837_26947249,29.122173,0.0,18.129244,17.202692000000006,95.0,7.657513000000002,13.338128,0.0,28.216767,0.0,27.360698,0.0
chr1_26947342_26948198,29.122173,0.0,18.129244,17.202692000000006,93.5,8.662028,13.338128,0.0,28.216767,0.0,0.0,0.0
chr1_27024638_27025138,17.991608,7.9053330000000015,12.158251,14.609164000000002,75.0,10.804272,11.078084000000002,4.458599,17.470067999999998,0.0,0.0,2.754435
chr1_27112764_27112917,32.562978,7.9053330000000015,22.305335,21.272934,0.0,8.8782865,3.007823,4.458599,26.412817,0.0,0.0,0.0
chr1_27154485_27154771,8.398587,7.209046000000002,19.894397,11.717908,0.0,4.785463,0.0,3.674966,5.336138,0.0,0.0,2.197086
chr1_27154983_27155478,8.398587,7.209046000000002,0.0,11.717908,0.0,4.785463,0.0,3.674966,0.0,0.0,0.0,2.197086
chr1_27175784_27176273,32.69395,3.480807,8.659064,0.0,254.0,15.279815,9.887237,3.674966,50.055238,0.0,19.617984,0.0
chr1_27184739_27184972,32.69395,0.0,10.48047,4.9941,64.0,15.279815,9.887237,3.674966,50.055238,0.0,19.637272,0.0
chr1_27185457_27185720,32.69395,0.0,10.48047,4.9941,262.0,15.279815,9.887237,3.674966,50.055238,0.0,11.189325,0.0
chr1_27185755_27186143,32.69395,0.0,10.48047,4.9941,86.0,15.279815,9.887237,3.674966,50.055238,0.0,11.189325,0.0
chr1_27191386_27191927,32.69395,9.766521,10.48047,28.653522,99.5,0.0,9.887237,3.674966,50.055238,0.0,0.0,0.0
chr1_27321452_27321840,12.290203,11.873628,14.450856,15.628181,50.0,10.472091,5.147582,5.1368839999999985,16.541454,0.0,3.2532330000000003,2.398292
chr1_27625914_27626081,5.44637,0.0,7.244781,9.149496,235.0,13.026877,5.4687980000000005,2.690986,11.508356,0.0,0.0,0.0
chr1_27626897_27627231,5.44637,0.0,7.244781,4.863428,0.0,13.026877,0.0,2.690986,11.508356,0.0,64.94411099999999,0.0
chr1_27691785_27692261,14.252184,8.955959,15.289494,12.067667,58.66666666666666,11.521113,8.728003999999999,5.447731,10.468234,0.0,0.0,2.175278
chr1_27848725_27849287,13.080988,0.0,9.661819666666666,5.092279,116.0,11.481653,5.5276745,2.946394,13.524014,0.0,27.27944,0.0
chr1_27854575_27854919,13.080988,4.695375,7.0215125,7.320446,54.0,11.481653,2.580535,2.946394,13.524014,0.0,0.0,0.0
chr1_27869425_27869556,7.486486,4.695375,4.871524,3.564336,18.0,12.753739,2.580535,2.946394,16.03519,0.0,2.136482,0.0
chr1_27890194_27890387,3.437147,4.695375,3.562746,0.0,0.0,0.0,2.580535,2.946394,0.0,0.0,3.059715,2.794841
chr1_27916292_27916674,3.880898,4.695375,0.0,0.0,30.0,8.768975,2.580535,2.946394,4.348671,0.0,0.0,2.794841
chr1_27924204_27924421,3.880898,4.695375,0.0,0.0,0.0,10.179461,2.580535,2.946394,0.0,0.0,0.0,2.794841
chr1_27935491_27936061,3.880898,4.695375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7419550000000004,50.650771,2.794841
chr1_27976905_27977430,4.178504,0.0,9.502335,0.0,16.0,11.640832,9.993561,0.0,8.569728,0.0,0.0,0.0
chr1_27985480_27985709,12.167827,0.0,10.559437,8.330245,113.0,7.289250999999998,7.007298,0.0,12.990985,0.0,0.0,0.0
chr1_27985869_27985982,12.167827,0.0,10.559437,8.330245,27.0,7.289250999999998,7.007298,0.0,12.990985,0.0,9.922981,0.0
chr1_27986111_27986384,12.167827,0.0,10.559437,8.330245,39.0,7.289250999999998,7.007298,0.0,12.990985,0.0,9.922981,0.0
chr1_28098635_28098880,21.150471,3.73917,15.419604,24.314774,0.0,4.240948,0.0,2.884061,13.456244,0.0,0.0,0.0
chr1_28189568_28190269,12.4227325,0.0,8.599424,3.3770910000000005,62.0,6.318918,14.432574,0.0,14.961492000000002,0.0,0.0,0.0
chr1_28190756_28191157,4.9986190000000015,0.0,0.0,0.0,10.0,6.318918,0.0,0.0,12.644303,0.0,0.0,0.0
chr1_28199684_28200598,12.085617,0.0,11.818518,14.64391,18.0,7.228654,0.0,0.0,0.0,11.010616,0.0,0.0
chr1_28437098_28437429,3.198811,0.0,3.612171,0.0,16.0,9.989638,0.0,0.0,8.195573,0.0,0.0,0.0
chr1_28437697_28438098,3.198811,0.0,3.612171,0.0,13.0,9.989638,0.0,0.0,8.195573,0.0,0.0,0.0
chr1_28462161_28462385,10.45624,0.0,9.600513,0.0,62.0,8.016297,0.0,0.0,5.462848,0.0,0.0,0.0
chr1_28576012_28576248,10.256102,0.0,14.068504999999998,8.992047,84.0,9.295597500000001,5.221032,0.0,21.018943,0.0,0.0,0.0
chr1_29101544_29101853,14.741164,13.27591,15.343563,12.609883,55.0,7.660297,6.7194625,3.4627220000000003,6.846869,0.0,0.0,3.700828
chr1_29214759_29214998,18.615901,5.2904550000000015,10.706345,16.748789000000002,21.0,0.0,4.307686,2.384316,12.027606,0.0,0.0,2.049764
chr1_29451057_29451462,6.103907,0.0,9.103698,8.077121,38.0,0.0,0.0,0.0,0.0,0.0,19.051716,0.0
chr1_29563709_29564430,10.418119,4.9781830000000005,14.363606,20.26550633333333,24.0,10.302626,1.949902,0.0,3.242474,7.014419500000001,2.922417,2.015056
chr1_29565515_29565732,10.418119,0.0,14.363606,14.309081,0.0,10.88434,1.949902,0.0,0.0,6.091737999999999,2.922417,2.015056
chr1_29565762_29566055,10.418119,0.0,14.363606,14.309081,63.0,10.88434,1.949902,0.0,0.0,2.901825,2.922417,2.015056
chr1_31537719_31538012,41.223095,13.177357,15.043037,28.735209,0.0,3.986207,4.5013714999999985,4.447214,25.282879,0.0,0.0,4.2114720000000005
chr1_31627566_31627958,17.484049,0.0,15.7548,19.713889,92.5,5.967363,5.583043,0.0,17.494717,0.0,0.0,0.0
chr1_31956203_31956482,14.583004,0.0,7.795655,5.067089,79.0,7.758311999999999,8.415928999999998,0.0,11.813028,0.0,0.0,0.0
chr1_32015159_32015590,7.0588570000000015,0.0,13.443185,4.533938,19.0,6.9639440000000015,4.5392769999999985,0.0,5.914729,0.0,44.799156,0.0
chr1_32166698_32166999,12.9270925,2.4451110000000003,21.947994,15.950058,133.0,13.298056,4.644242,4.86957,26.628851,0.0,4.114158,2.138492
chr1_32180603_32180986,5.198074,0.0,5.567143,5.575199,26.0,9.887502,2.605968,0.0,0.0,0.0,0.0,1.855292
chr1_32253647_32254040,21.967252,0.0,11.1547605,17.887265,102.0,6.234358,4.488171,0.0,18.333895,0.0,0.0,0.0
chr1_32405536_32405898,21.116288,12.715858,12.916398,17.908314999999995,75.0,12.980473,4.078245,3.033576,15.752749,0.0,39.675304,3.126119
chr1_32420307_32420572,19.201529,0.0,9.813315,5.4886370000000015,82.0,15.134058,18.279672,0.0,44.926377,0.0,0.0,0.0
chr1_32421622_32422096,19.201529,0.0,17.248915,9.029108,120.0,15.134058,17.305077,0.0,44.926377,0.0,34.618241,0.0
chr1_32701561_32701886,11.402845,0.0,5.95342,0.0,172.0,9.792128,6.190232,3.781039,9.844532,0.0,0.0,0.0
chr1_32966228_32966602,12.658113,0.0,11.354538,17.029047,60.0,0.0,0.0,0.0,10.827484,0.0,13.436117499999998,0.0
chr1_33077721_33078012,9.719684,0.0,12.078388,16.165576,69.0,0.0,0.0,0.0,3.204341,0.0,9.922981,0.0
chr1_33203093_33203146,5.107481,6.942512,0.0,0.0,0.0,0.0,0.0,3.712544,0.0,0.0,0.0,2.343331
chr1_33220297_33220575,21.255276,6.942512,13.467298,20.034122,21.0,9.327099,8.587169,3.712544,32.24851,0.0,2.137177,2.343331
chr1_33221272_33221671,21.255276,6.942512,13.467298,20.034122,0.0,9.327099,8.118018666666666,3.712544,32.24851,0.0,2.137177,2.343331
chr1_33225777_33226084,21.336616,6.942512,13.467298,7.023252,197.0,9.327099,5.404338,3.712544,32.24851,0.0,2.137177,2.343331
chr1_33226574_33226719,21.336616,6.942512,13.467298,7.023252,122.0,9.327099,5.404338,3.712544,32.24851,0.0,2.137177,2.343331
chr1_33227148_33227387,21.336616,6.942512,13.467298,7.023252,103.0,9.327099,5.404338,3.712544,32.24851,0.0,2.137177,2.343331
chr1_33438571_33438703,17.501382,7.4550550000000015,16.363045,14.105852,17.0,7.374267999999999,4.2860830000000005,0.0,0.0,0.0,0.0,0.0
chr1_33446816_33447482,16.717448,0.0,11.008627,0.0,185.0,9.874016,12.095657,0.0,18.634538,0.0,0.0,0.0
chr1_33447667_33447707,16.717448,0.0,0.0,0.0,18.0,9.874016,4.2860830000000005,0.0,18.634538,0.0,0.0,0.0
chr1_33457914_33458607,10.096392,0.0,11.064418,8.478077500000001,95.5,14.444992999999998,4.2860830000000005,4.2822010000000015,24.878844,0.0,6.024384,0.0
chr1_33458800_33459074,10.096392,0.0,11.064418,8.824294,0.0,14.444992999999998,4.2860830000000005,4.2822010000000015,24.878844,0.0,0.0,0.0
chr1_33463131_33463490,3.3547230000000003,0.0,0.0,0.0,28.0,4.7403309999999985,4.2860830000000005,4.2822010000000015,8.918711,0.0,0.0,0.0
chr1_33463690_33463885,3.3547230000000003,0.0,0.0,0.0,0.0,4.7403309999999985,4.2860830000000005,4.2822010000000015,8.918711,0.0,0.0,0.0
chr1_33515825_33516245,15.78681,0.0,10.707271,3.755443,47.0,8.727772,4.2860830000000005,0.0,20.105198,0.0,21.463783,0.0
chr1_33564918_33565286,9.281138,0.0,9.956282,3.561119,262.0,7.8414259999999985,10.419795,2.146779,10.10967,0.0,37.792265,0.0
chr1_33593963_33594340,22.886423,0.0,17.421315,24.231279,19.0,6.997789,12.509827,0.0,25.674091,0.0,0.0,0.0
chr1_33685276_33685676,6.508869,0.0,9.991179,6.005361,48.0,13.177984,5.332475,0.0,15.539082,0.0,0.0,0.0
chr1_33804359_33804743,4.497907,8.337864999999999,16.231054,8.494828,22.0,10.322039,3.284745,8.426313,6.383079,0.0,0.0,2.988436
chr1_3420761_3421065,12.436588,0.0,4.676755,0.0,85.0,11.729829,0.0,0.0,0.0,2.869073,0.0,1.339545
chr1_3459907_3460197,9.370887,0.0,7.850075,0.0,0.0,9.07229,0.0,0.0,0.0,2.869073,0.0,1.339545
chr1_36183411_36183689,21.689269,5.678286,12.587897,15.644473,21.0,6.118238,4.235096,2.688429,9.160107,3.272497,0.0,0.0
chr1_3620035_3620325,3.488027,0.0,6.207195,3.3897785,74.0,9.228012,0.0,0.0,7.880358,0.0,16.576964,1.339545
