name,H3k9ac_E,H3k79me2_E,H3k4me2_E,H3k4me3_E,DNaseI_E,H3k4me1_E,Pol2_E,H3k36me3_E,H3k27ac_E,H3k27me3_E,Ctcf_E,H4k20me1_E,DNaseI_P,H3k4me2_P,Pol2_P,H3k9ac_P,H3k4me3_P,H3k36me3_P,H3k4me1_P,H3k79me2_P,H3k27ac_P,H3k27me3_P,H4k20me1_P,Ctcf_P,corr,distance,css,label
chr1_2171824_2171946-chr1_994114_995214,3.2832589999999997,13.419210999999999,0.0,0.0,20.0,5.85309,2.18966,2.424852,0.0,0.0,1.797538,3.5427730000000004,59.5,8.008205,2.432777,5.221191999999999,9.379348,0.0,3.0571035,0.0,0.0,7.912263999999999,2.529923,5.293742,-0.15934065934065944,1176610,0.0,1
chr1_2509702_2510198-chr1_762802_763902,0.0,0.0,0.0,0.0,29.0,4.424112,0.0,0.0,0.0,2.278893,20.449069,0.0,67.0,0.0,0.0,13.296345,7.507322500000001,0.0,0.0,6.244473,8.835552999999997,0.0,0.0,0.0,0.3131868131868132,1745800,0.0,1
chr1_1772108_1772256-chr1_1669027_1670127,0.0,14.197308999999999,0.0,0.0,0.0,8.011892,3.181755,0.0,9.544533,0.0,0.0,4.124376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,101981,0.0,1
chr1_1978731_1978937-chr1_1341032_1342132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3540509999999997,0.0,3.2633240000000003,0.0,0.0,0.0,9.310885,3.073366,21.978595000000002,18.191996,15.86113,8.349248,11.689865,8.62158,0.0,2.122343,0.0,0.8571428571428572,636599,2.31,1
chr1_1772108_1772256-chr1_469971_471071,0.0,14.197308999999999,0.0,0.0,0.0,8.011892,3.181755,0.0,9.544533,0.0,0.0,4.124376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1301037,0.0,1
chr1_1063914_1064111-chr1_1822395_1823495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2983290000000003,0.0,0.0,45.66666666666666,10.521476,3.181755,17.884748000000005,13.126017000000001,0.0,12.283392999999998,14.197308999999999,10.026635,3.2633240000000003,4.124376,0.0,-0.3076923076923077,758284,0.48,1
chr1_1093610_1093958-chr1_1209603_1210703,24.484659,0.0,11.953522999999999,13.741314000000001,0.0,8.26741,0.0,0.0,10.393802,0.0,0.0,0.0,15.0,11.814249,2.28169,21.205382,14.539437,0.0,4.9570425,8.934137,13.403974,0.0,2.163595,0.0,0.5219780219780219,115645,0.0,1
chr1_3459907_3460197-chr1_2978859_2979959,9.370887,0.0,7.850075,0.0,0.0,9.072289999999999,0.0,0.0,0.0,2.8690729999999998,0.0,1.339545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1791789999999995,0.0,0.0,0.6813186813186813,479948,0.0,1
chr1_1136667_1137146-chr1_366640_367740,4.9459089999999994,0.0,10.892559,0.0,35.5,0.0,0.0,0.0,0.0,4.290325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03846153846153855,768927,0.0,1
chr1_1005293_1005547-chr1_2115728_2116828,3.4488019999999997,0.0,8.432566,0.0,29.0,2.5350085,0.0,0.0,0.0,4.58371,0.0,2.529923,0.0,0.0,0.0,0.0,0.0,2.577835,0.0,0.0,0.0,0.0,0.0,0.0,0.30219780219780223,1110181,1.91,1
chr1_2171824_2171946-chr1_3402810_3403910,3.2832589999999997,13.419210999999999,0.0,0.0,20.0,5.85309,2.18966,2.424852,0.0,0.0,1.797538,3.5427730000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8690729999999998,1.339545,0.0,0.20879120879120883,1230864,0.0,1
chr1_1014834_1015095-chr1_1343476_1344576,10.00079,0.0,8.211755,10.066728999999999,153.0,6.6896710000000015,5.508389,0.0,6.700595,3.156103,0.0,2.529923,0.0,9.310885,3.073366,21.978595000000002,18.191996,14.750407000000001,11.052294,11.689865,8.62158,0.0,2.122343,0.0,-0.13186813186813184,328381,0.0,1
chr1_1143531_1144198-chr1_1114835_1115935,0.0,0.0,9.952106,0.0,50.0,0.0,0.0,0.0,0.0,4.290325,0.0,2.0585310000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.35164835164835173,27596,0.02,1
chr1_3581269_3581645-chr1_2115728_2116828,0.0,0.0,6.5444845,0.0,23.0,8.573564,0.0,0.0,0.0,4.089533,0.0,1.339545,0.0,0.0,0.0,0.0,0.0,2.577835,0.0,0.0,0.0,0.0,0.0,0.0,0.6373626373626373,1464441,0.48,1
chr1_1136667_1137146-chr1_1630369_1631469,4.9459089999999994,0.0,10.892559,0.0,35.5,0.0,0.0,0.0,0.0,4.290325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03846153846153855,493223,0.0,1
chr1_3133891_3134283-chr1_1475733_1476833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.352364,0.0,0.0,78.0,0.0,2.3398220000000003,0.0,0.0,2.91488,0.0,8.406878,0.0,0.0,2.7982549999999997,0.0,0.4340659340659341,1657058,0.46,1
chr1_2254081_2254230-chr1_894967_896067,0.0,0.0,9.885878,3.4878050000000003,24.0,7.574419,0.0,0.0,0.0,7.351928000000001,0.0,0.0,43.0,6.600402000000001,0.0,12.61086,13.49156,3.239154,1.9719229999999999,6.948322999999999,0.0,9.529751,2.741156,0.0,-0.3351648351648351,1358014,2.29,1
chr1_941791_942135-chr1_469971_471071,4.870193,0.0,9.428131,0.0,33.0,10.674263,0.0,0.0,0.0,7.103796000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18681318681318682,470720,0.0,1
chr1_1978731_1978937-chr1_1114835_1115935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3540509999999997,0.0,3.2633240000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1648351648351648,862796,0.48,1
chr1_1014834_1015095-chr1_564020_565120,10.00079,0.0,8.211755,10.066728999999999,153.0,6.6896710000000015,5.508389,0.0,6.700595,3.156103,0.0,2.529923,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42307692307692313,449714,0.0,1
chr1_2253622_2253773-chr1_954503_955603,0.0,0.0,9.885878,3.4878050000000003,57.0,12.851813,0.0,0.0,0.0,7.351928000000001,0.0,0.0,53.33333333333334,13.817964000000002,2.432777,15.7718125,19.485038,0.0,0.0,5.547339,11.289819999999999,0.0,2.529923,15.507210999999998,-0.005494505494505475,1298019,0.48,1
chr1_918449_918555-chr1_567915_569015,0.0,0.0,0.0,0.0,0.0,4.714708,0.0,0.0,0.0,9.972180999999999,0.0,0.0,76.0,0.0,10.687028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13736263736263732,349434,0.0,1
chr1_1063914_1064111-chr1_1265694_1266794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2983290000000003,0.0,0.0,26.0,4.756501999999999,3.1760330000000003,0.0,0.0,2.862447,6.1531080000000005,6.217383,4.289457,5.283143,2.822954,0.0,0.7197802197802198,201583,2.31,1
chr1_1060905_1061095-chr1_1514136_1515236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2983290000000003,0.0,0.0,0.0,0.0,2.3398220000000003,0.0,0.0,2.91488,0.0,8.406878,0.0,5.92129,2.7982549999999997,0.0,0.34065934065934067,453041,0.0,1
chr1_1368471_1368786-chr1_1589786_1590886,0.0,0.0,9.060271,8.435031,99.0,7.764867500000001,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,15.651995,11.57876,0.0,0.0,2.447368,6.3367830000000005,0.0,0.0,12.833554,-0.2197802197802199,221000,0.0,1
chr1_1978731_1978937-chr1_2145520_2146620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3540509999999997,0.0,3.2633240000000003,0.0,0.0,23.0,7.197181,0.0,11.909144,0.0,0.0,8.300421,0.0,0.0,0.0,0.0,0.0,0.9725274725274725,166583,0.0,1
chr1_2221868_2222548-chr1_2145520_2146620,0.0,13.419210999999999,0.0,0.0,19.0,0.0,1.7470450000000002,2.424852,0.0,0.0,0.0,3.5427730000000004,23.0,7.197181,0.0,11.909144,0.0,0.0,8.300421,0.0,0.0,0.0,0.0,0.0,-0.1428571428571428,75248,0.0,1
chr1_1143531_1144198-chr1_609222_610322,0.0,0.0,9.952106,0.0,50.0,0.0,0.0,0.0,0.0,4.290325,0.0,2.0585310000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32417582417582413,533209,0.0,1
chr1_2505035_2505361-chr1_2144059_2145159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1551869999999997,0.0,0.0,62.0,7.197181,0.0,18.930679,8.259962,0.0,8.300421,0.0,14.430267,0.0,0.0,22.85228,0.15934065934065933,359876,0.0,1
chr1_956563_956812-chr1_2258032_2259132,15.7718125,5.547339,13.817964000000002,19.485038,45.0,8.123201,2.432777,0.0,21.548289,0.0,0.0,2.529923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.885465,0.0,0.0,0.29670329670329665,1301220,0.48,1
chr1_1060905_1061095-chr1_450810_451910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2983290000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34065934065934067,608995,0.0,1
chr1_3309990_3310261-chr1_1590373_1591473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.918364,0.0,1.339545,162.0,8.577017999999999,0.0,15.19378025,14.9202565,0.0,0.0,0.0,6.3367830000000005,0.0,0.0,15.887251999999998,0.01098901098901095,1718517,0.0,1
chr1_2406489_2406881-chr1_2984732_2985832,0.0,7.487503,0.0,0.0,0.0,0.0,2.9180200000000003,3.539962,0.0,0.0,0.0,3.480511,29.0,11.317266,0.0,0.0,3.5989160000000004,0.0,0.0,0.0,0.0,7.1791789999999995,0.0,0.0,0.42307692307692313,577851,0.48,1
chr1_1060905_1061095-chr1_656472_657572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2983290000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34065934065934067,403333,0.0,1
chr1_2171824_2171946-chr1_325096_326196,3.2832589999999997,13.419210999999999,0.0,0.0,20.0,5.85309,2.18966,2.424852,0.0,0.0,1.797538,3.5427730000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20879120879120883,1845628,0.0,1
chr1_1014834_1015095-chr1_989413_990513,10.00079,0.0,8.211755,10.066728999999999,153.0,6.6896710000000015,5.508389,0.0,6.700595,3.156103,0.0,2.529923,0.0,0.0,2.432777,0.0,0.0,5.751857,2.10066,4.501625,0.0,3.156103,2.529923,0.0,0.08241758241758246,24321,0.48,1
chr1_1060905_1061095-chr1_2937046_2938146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2983290000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37362637362637363,1875951,0.48,1
chr1_1093610_1093958-chr1_817043_818143,24.484659,0.0,11.953522999999999,13.741314000000001,0.0,8.26741,0.0,0.0,10.393802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.053971,0.0,0.0,-0.18681318681318682,275467,0.0,1
chr1_2509702_2510198-chr1_2294967_2296067,0.0,0.0,0.0,0.0,29.0,4.424112,0.0,0.0,0.0,2.278893,20.449069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3748709999999997,0.0,0.0,-0.14835164835164827,213635,0.02,1
chr1_1093610_1093958-chr1_91005_92105,24.484659,0.0,11.953522999999999,13.741314000000001,0.0,8.26741,0.0,0.0,10.393802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.44505494505494503,1001505,0.0,1
chr1_3374928_3375314-chr1_2486078_2487178,0.0,0.0,0.0,0.0,0.0,8.183442999999999,1.631625,1.66605,0.0,0.0,0.0,1.339545,27.0,12.945677,0.0,0.0,10.330261,0.0,6.538361,0.0,6.424614,2.278893,0.0,19.670579,0.01098901098901095,887750,0.0,1
chr1_1793829_1793862-chr1_1980909_1982009,0.0,14.197308999999999,0.0,0.0,0.0,0.0,7.0704385,0.0,0.0,0.0,0.0,4.124376,65.33333333333333,8.491038,0.0,9.701999,9.106478,2.3540509999999997,4.377839,4.789968,15.121769,3.2633240000000003,0.0,29.098471999999997,-0.10989010989010994,187047,0.02,1
chr1_2253622_2253773-chr1_1589786_1590886,0.0,0.0,9.885878,3.4878050000000003,57.0,12.851813,0.0,0.0,0.0,7.351928000000001,0.0,0.0,90.0,0.0,0.0,15.651995,11.57876,0.0,0.0,2.447368,6.3367830000000005,0.0,0.0,12.833554,-0.18681318681318682,662736,0.0,1
chr1_2231691_2232185-chr1_2076618_2077718,0.0,13.419210999999999,0.0,0.0,0.0,4.25232,1.7470450000000002,2.424852,0.0,0.0,0.0,3.5427730000000004,0.0,0.0,0.0,0.0,0.0,2.577835,0.0,0.0,0.0,0.0,1.7916310000000002,0.0,0.4010989010989011,153973,2.31,1
chr1_3594206_3594277-chr1_1949780_1950880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.089533,0.0,1.339545,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.159331000000001,1.604878,0.0,0.8406593406593407,1643326,0.0,1
chr1_2059932_2059994-chr1_1310775_1311875,0.0,2.457728,0.0,0.0,0.0,0.0,0.0,2.577835,0.0,0.0,0.0,2.1171729999999997,246.0,14.8163195,4.431954,19.556867,15.788839000000001,0.0,7.856258,8.537504333333333,8.219299000000001,0.0,0.0,13.224658999999999,0.1923076923076923,748057,2.31,1
chr1_941791_942135-chr1_10869_11969,4.870193,0.0,9.428131,0.0,33.0,10.674263,0.0,0.0,0.0,7.103796000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18681318681318682,929822,0.0,1
chr1_2254081_2254230-chr1_1981409_1982509,0.0,0.0,9.885878,3.4878050000000003,24.0,7.574419,0.0,0.0,0.0,7.351928000000001,0.0,0.0,81.5,8.491038,0.0,9.701999,9.106478,2.3540509999999997,4.377839,4.789968,15.121769,3.2633240000000003,0.0,29.098471999999997,-0.0714285714285714,271572,2.29,1
chr1_1093610_1093958-chr1_685296_686396,24.484659,0.0,11.953522999999999,13.741314000000001,0.0,8.26741,0.0,0.0,10.393802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18681318681318682,407214,0.0,1
chr1_3817648_3818071-chr1_2729157_2730257,18.673459,10.973222,10.804369,17.556447,116.0,0.0,0.0,3.0677369999999997,12.206425,1.9977619999999998,0.0,1.339545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10989010989010994,1087391,0.0,1
chr1_3463934_3464260-chr1_2457939_2459039,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,2.8690729999999998,0.0,1.339545,48.0,11.212474,8.504159999999999,9.8483665,8.4571465,3.539962,6.243059,17.697679,6.666805,0.0,3.480511,0.0,-0.3296703296703296,1004895,0.48,1
chr1_2505035_2505361-chr1_568756_569856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1551869999999997,0.0,0.0,20684.0,0.0,12.388261,8.180879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.314348,0.14835164835164838,1935179,0.0,1
chr1_2231691_2232185-chr1_1334608_1335708,0.0,13.419210999999999,0.0,0.0,0.0,4.25232,1.7470450000000002,2.424852,0.0,0.0,0.0,3.5427730000000004,78.5,18.435501000000002,5.2250260000000015,27.322596,32.054075,7.2640970000000005,6.373096,11.689865,11.954258,0.0,2.122343,6.7244850000000005,-0.17582417582417587,895983,0.48,1
chr1_1063914_1064111-chr1_1711796_1712896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2983290000000003,0.0,0.0,0.0,0.0,3.181755,0.0,0.0,0.0,5.8958639999999995,14.197308999999999,0.0,0.0,4.124376,0.0,-0.30219780219780223,647685,0.48,1
chr1_1793829_1793862-chr1_1182002_1183102,0.0,14.197308999999999,0.0,0.0,0.0,0.0,7.0704385,0.0,0.0,0.0,0.0,4.124376,19.0,3.3742099999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7067865,0.0,0.0,0.7637362637362637,610727,0.02,1
chr1_2082729_2083012-chr1_2284159_2285259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.310111000000001,0.0,0.0,0.0,1.7916310000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3748709999999997,1.954653,0.0,0.9945054945054945,201147,0.02,1
chr1_3420761_3421065-chr1_1509355_1510455,12.436588,0.0,4.676755,0.0,85.0,11.729828999999999,0.0,0.0,0.0,2.8690729999999998,0.0,1.339545,61.0,12.443097999999999,9.990877000000001,42.317411,27.971740000000004,2.91488,0.0,8.406878,24.27879200000001,0.0,2.7982549999999997,21.478294,-0.41758241758241765,1910306,0.48,1
chr1_2230678_2230895-chr1_1980909_1982009,0.0,13.419210999999999,7.955622,0.0,0.0,4.25232,1.7470450000000002,2.424852,0.0,0.0,0.0,3.5427730000000004,65.33333333333333,8.491038,0.0,9.701999,9.106478,2.3540509999999997,4.377839,4.789968,15.121769,3.2633240000000003,0.0,29.098471999999997,-0.016483516483516425,248669,0.02,1
chr1_2177615_2177829-chr1_1850612_1851712,0.0,13.419210999999999,9.987438000000001,0.0,48.0,8.436357000000001,2.18966,2.424852,0.0,0.0,0.0,3.5427730000000004,321.0,5.8997839999999995,0.0,4.458526999999999,8.902933,0.0,4.651484,0.0,0.0,3.2633240000000003,0.0,0.0,-0.18681318681318682,325903,0.48,1
chr1_1793829_1793862-chr1_1654951_1656051,0.0,14.197308999999999,0.0,0.0,0.0,0.0,7.0704385,0.0,0.0,0.0,0.0,4.124376,81.33333333333333,6.886178,17.138682,12.1434735,13.3458565,0.0,0.0,0.0,11.455473,0.0,0.0,10.924845,0.11538461538461542,137778,0.0,1
chr1_1136075_1136463-chr1_1603714_1604814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.290325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.791771,0.0,0.0,0.0,0.0,0.0,0.0,0.20329670329670335,467251,0.0,1
chr1_3594206_3594277-chr1_3540566_3541666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.089533,0.0,1.339545,60.0,21.564552,0.0,17.006351000000002,12.671858,2.530919,9.498448,4.88123,12.052313,2.550758,1.339545,0.0,-0.6208791208791209,52540,0.0,1
chr1_1952050_1952360-chr1_173762_174862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.159331000000001,0.0,1.604878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1777188,0.0,1
chr1_2171824_2171946-chr1_948473_949573,3.2832589999999997,13.419210999999999,0.0,0.0,20.0,5.85309,2.18966,2.424852,0.0,0.0,1.797538,3.5427730000000004,61.0,13.422495999999999,5.772869,15.046904999999999,19.679707,0.0,7.6945359999999985,5.8031615,12.173208,0.0,0.0,5.591424,-0.2582417582417582,1222251,0.48,1
chr1_1136667_1137146-chr1_1342593_1343693,4.9459089999999994,0.0,10.892559,0.0,35.5,0.0,0.0,0.0,0.0,4.290325,0.0,0.0,68.0,9.310885,3.073366,21.978595000000002,18.191996,0.0,0.0,11.689865,8.62158,0.0,2.122343,14.780176,0.2362637362637363,205447,0.02,1
chr1_3237165_3237518-chr1_3540566_3541666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.344384,0.0,0.0,60.0,21.564552,0.0,17.006351000000002,12.671858,2.530919,9.498448,4.88123,12.052313,2.550758,1.339545,0.0,-0.5604395604395604,303048,0.02,1
chr1_2177615_2177829-chr1_2345136_2346236,0.0,13.419210999999999,9.987438000000001,0.0,48.0,8.436357000000001,2.18966,2.424852,0.0,0.0,0.0,3.5427730000000004,37.333333333333336,8.939286,2.342038,17.323055,12.888976,0.0,8.78369,7.487503,0.0,0.0,0.0,41.312646,-0.0219780219780219,167307,0.0,1
chr1_2232428_2232896-chr1_935452_936552,0.0,13.419210999999999,0.0,0.0,0.0,0.0,1.7470450000000002,2.424852,0.0,0.0,0.0,3.5427730000000004,78.5,8.973523,14.990341,16.221198,7.467632000000001,0.0,6.720539,0.0,11.43994,10.183063,0.0,0.0,0.005494505494505475,1295876,0.02,1
chr1_2505035_2505361-chr1_2984732_2985832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1551869999999997,0.0,0.0,29.0,11.317266,0.0,0.0,3.5989160000000004,0.0,0.0,0.0,0.0,7.1791789999999995,0.0,0.0,0.3351648351648352,479371,0.02,1
chr1_941791_942135-chr1_894589_895689,4.870193,0.0,9.428131,0.0,33.0,10.674263,0.0,0.0,0.0,7.103796000000001,0.0,0.0,89.0,6.600402000000001,0.0,12.61086,13.49156,3.239154,1.9719229999999999,6.948322999999999,14.228425,9.529751,2.741156,0.0,-0.5054945054945055,46102,1.85,1
chr1_1060905_1061095-chr1_532778_533878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2983290000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34065934065934067,527027,0.0,1
chr1_1005293_1005547-chr1_1141971_1143071,3.4488019999999997,0.0,8.432566,0.0,29.0,2.5350085,0.0,0.0,0.0,4.58371,0.0,2.529923,0.0,9.199688,0.0,0.0,11.626432000000001,0.0,4.308917,0.0,0.0,4.290325,2.0585310000000003,0.0,0.027472527472527486,136424,0.48,1
chr1_1978731_1978937-chr1_35981_37081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3540509999999997,0.0,3.2633240000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17032967032967028,1941650,0.0,1
chr1_3133891_3134283-chr1_1603714_1604814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.352364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.791771,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,1529077,0.0,1
chr1_1952050_1952360-chr1_564020_565120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.159331000000001,0.0,1.604878,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31868131868131866,1386930,0.0,1
chr1_1060905_1061095-chr1_2143913_2145013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2983290000000003,0.0,0.0,62.0,7.197181,0.0,18.930679,8.259962,0.0,8.300421,0.0,14.430267,0.0,0.0,22.85228,0.1208791208791209,1082818,0.0,1
chr1_1295535_1296332-chr1_1009587_1010687,4.4129830000000005,0.0,4.999432,0.0,70.0,8.266182,5.978118,0.0,10.305083999999999,0.0,0.0,0.0,27.0,7.431313999999999,12.528746,6.4764395,0.0,0.0,3.5716385,0.0,0.0,9.412495666666667,2.529923,0.0,0.3571428571428571,284848,0.46,1
chr1_2231691_2232185-chr1_1603714_1604814,0.0,13.419210999999999,0.0,0.0,0.0,4.25232,1.7470450000000002,2.424852,0.0,0.0,0.0,3.5427730000000004,0.0,0.0,0.0,0.0,0.0,3.791771,0.0,0.0,0.0,0.0,0.0,0.0,0.4340659340659341,626877,1.83,1
chr1_2171824_2171946-chr1_2356419_2357519,3.2832589999999997,13.419210999999999,0.0,0.0,20.0,5.85309,2.18966,2.424852,0.0,0.0,1.797538,3.5427730000000004,0.0,0.0,0.0,0.0,0.0,3.539962,0.0,7.487503,0.0,0.0,3.480511,0.0,0.20879120879120883,184473,0.0,1
chr1_2231691_2232185-chr1_2356419_2357519,0.0,13.419210999999999,0.0,0.0,0.0,4.25232,1.7470450000000002,2.424852,0.0,0.0,0.0,3.5427730000000004,0.0,0.0,0.0,0.0,0.0,3.539962,0.0,7.487503,0.0,0.0,3.480511,0.0,0.4340659340659341,124234,0.0,1
chr1_2221868_2222548-chr1_532778_533878,0.0,13.419210999999999,0.0,0.0,19.0,0.0,1.7470450000000002,2.424852,0.0,0.0,0.0,3.5427730000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01098901098901095,1687990,0.0,1
chr1_1772108_1772256-chr1_1182002_1183102,0.0,14.197308999999999,0.0,0.0,0.0,8.011892,3.181755,0.0,9.544533,0.0,0.0,4.124376,19.0,3.3742099999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7067865,0.0,0.0,0.7637362637362637,589006,0.02,1
chr1_2230678_2230895-chr1_2283196_2284296,0.0,13.419210999999999,7.955622,0.0,0.0,4.25232,1.7470450000000002,2.424852,0.0,0.0,0.0,3.5427730000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3748709999999997,1.954653,0.0,0.5714285714285714,52301,0.02,1
chr1_2190530_2190674-chr1_325096_326196,0.0,13.419210999999999,0.0,0.0,0.0,5.733043,2.18966,2.424852,0.0,0.0,0.0,3.5427730000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44505494505494503,1864334,0.0,1
chr1_3463934_3464260-chr1_1509355_1510455,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,2.8690729999999998,0.0,1.339545,61.0,12.443097999999999,9.990877000000001,42.317411,27.971740000000004,2.91488,0.0,8.406878,24.27879200000001,0.0,2.7982549999999997,21.478294,-0.4120879120879122,1953479,0.48,1
chr1_1952050_1952360-chr1_228675_229775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.159331000000001,0.0,1.604878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1722275,0.0,1
chr1_3231556_3231634-chr1_1514136_1515236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.344384,0.0,0.0,0.0,0.0,2.3398220000000003,0.0,0.0,2.91488,0.0,8.406878,0.0,5.92129,2.7982549999999997,0.0,0.39560439560439564,1716320,0.0,1
chr1_2177615_2177829-chr1_762802_763902,0.0,13.419210999999999,9.987438000000001,0.0,48.0,8.436357000000001,2.18966,2.424852,0.0,0.0,0.0,3.5427730000000004,67.0,0.0,0.0,13.296345,7.507322500000001,0.0,0.0,6.244473,8.835552999999997,0.0,0.0,0.0,-0.3076923076923077,1413713,0.0,1
