name_E,DNaseI_E
chr1_54873075_54873515,0.213
chr1_54941159_54941412,0.0416
chr1_54953784_54954325,0.2502
chr1_55431735_55431939,0.0599
chr1_55753963_55754247,0.0871
chr1_56991269_56991531,0.0334
chr1_57042744_57043185,0.0382
chr1_57043287_57044160,0.0568
chr1_57297629_57297838,0.0743
chr1_59039624_59039692,0.0918
chr1_59050239_59050578,0.0562
chr1_59221049_59221462,0.0335
chr1_59280773_59281281,0.0802
chr1_59281510_59281579,0.0802
chr1_59281873_59282217,0.169
chr1_59369049_59370138,0.1608
chr1_59537846_59538168,0.0351
chr1_59756067_59756566,0.0329
chr1_59758328_59758666,0.028
chr1_6053603_6054107,0.752
chr1_6054896_6055025,0.752
chr1_6088225_6088518,0.0924
chr1_61543611_61543877,0.2026
chr1_61918819_61919182,0.0596
chr1_6221566_6221669,0.0507
chr1_6230950_6231173,0.0257
chr1_62822173_62822473,0.0344
chr1_6321567_6321961,0.222
chr1_6341896_6342142,0.0265
chr1_6350184_6350543,0.1477
chr1_6351007_6351537,0.1477
chr1_6359789_6360186,0.0341
chr1_6360191_6360625,0.0253
chr1_6362597_6362955,0.0254
chr1_65364183_65364439,0.0308
chr1_65383044_65383557,0.0348
chr1_65398951_65399446,0.0272
chr1_65534177_65534450,0.0753
chr1_65731337_65731853,0.0559
chr1_66277656_66278058,0.102
chr1_6661008_6661639,0.1315
chr1_66747978_66748387,0.0733
chr1_66815726_66816360,0.025
chr1_66862032_66862547,0.0279
chr1_66862994_66863164,0.027
chr1_66867932_66868143,0.0551
chr1_66904732_66904991,0.0297
chr1_66910997_66911424,0.085
chr1_67223993_67224234,0.0567
chr1_70877943_70877992,0.0282
chr1_7461964_7462325,0.0266
chr1_7531062_7531540,0.0829
chr1_7538871_7539273,0.0884
chr1_76080205_76080672,0.0587
chr1_7609389_7609632,0.0446
chr1_7709088_7709360,0.0389
chr1_7764543_7764931,0.2463
chr1_7843556_7843653,0.2635
chr1_8156648_8157003,0.0282
chr1_8157417_8157780,0.0663
chr1_8181009_8181247,0.0346
chr1_8229904_8230047,0.0433
chr1_8262223_8262541,0.0267
chr1_8343223_8343590,0.1058
chr1_8487656_8487917,0.0868
chr1_85038681_85038996,0.0348
chr1_85313015_85313206,0.0265
chr1_85320078_85320332,0.108
chr1_85328527_85328795,0.0871
chr1_85744584_85744829,0.0423
chr1_858256_858648,0.0769
chr1_87082786_87082842,0.0278
chr1_87240012_87240427,0.075
chr1_8724042_8724475,0.0426
chr1_87617997_87618150,0.1292
chr1_87668655_87668791,0.0698
chr1_87799623_87799998,0.0289
chr1_87800631_87801610,0.0751
chr1_89167079_89167239,0.0294
chr1_8933581_8933925,0.0358
chr1_89752578_89752835,0.0364
chr1_89776158_89776579,0.0312
chr1_90077145_90077551,0.0756
chr1_90135818_90136060,0.0598
chr1_90190139_90190909,0.0539
chr1_90204490_90205244,0.0373
chr1_90321378_90321621,0.044
chr1_90372321_90372729,0.0478
chr1_90374317_90375036,0.0256
chr1_91185058_91185169,0.0349
chr1_9127395_9127559,0.0323
chr1_9179840_9180024,0.0285
chr1_9195486_9195787,0.0437
chr1_92037669_92037899,0.0737
chr1_92116335_92116643,0.0258
chr1_92198149_92198440,0.0369
chr1_9222919_9223181,0.1413
chr1_9223907_9224260,0.1093
chr1_92269494_92269966,0.0716
chr1_9291783_9292106,0.0403
chr1_9298798_9298942,0.029
chr1_93002551_93002867,0.0515
chr1_93003662_93004045,0.0479
chr1_93270252_93270588,0.039
chr1_9335683_9335930,0.2135
chr1_93427945_93428408,0.0937
chr1_94158601_94159338,0.0659
chr1_94161111_94161471,0.0506
chr1_94167175_94167520,0.0538
chr1_94169341_94169462,0.0983
chr1_94169670_94169961,0.0983
chr1_94557832_94558157,0.0436
chr1_9473687_9473864,0.2342
chr1_95179307_95179605,0.0303
chr1_95186012_95186295,0.0805
chr1_95186895_95187156,0.0336
chr1_95258204_95258621,0.0514
chr1_956563_956812,0.2379
chr1_9689223_9689588,0.1081
chr1_9960528_9960713,0.0399
