name,H3k36me3_E,DNaseI_E,H3k27ac_E,H3k27me3_E,H3k9ac_E,H4k20me1_E,H3k4me1_E,H3k4me3_E,Ctcf_E,H3k79me2_E,H3k4me2_E,H3k4me3_P,H3k4me1_P,Ctcf_P,H3k36me3_P,H3k4me2_P,H3k27me3_P,H3k79me2_P,DNaseI_P,H3k9ac_P,H4k20me1_P,H3k27ac_P,corr,distance,css,label
chr1_1063914_1064111-chr1_68091_69191,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.7527472527472527,994723,0.0,1
chr1_1952050_1952360-chr1_10869_11969,0.0,0.0265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,1940081,0.0,1
chr1_2231691_2232185-chr1_700205_701305,0.0,0.0,0.0,0.0,0.0,4.2750555,0.0,0.0,0.0,7.546384,0.0,0,0,0,0,0,0,0,0,0,0,0,0.4340659340659341,1530386,0.0,1
chr1_2501788_2502413-chr1_1242947_1244047,0.0,0.0,0.0,1.951368,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,16.57878,6.053594,0.0,0.0,10.465375,0.0,4.913233,0.1625,11.200712,1.7585974999999998,10.971179,-0.2857142857142858,1257741,0.0,1
chr1_1772108_1772256-chr1_157787_158887,2.0116110000000003,0.0,0.0,0.0,0.0,1.382183,0.0,0.0,0.0,6.202486,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,1613221,0.0,1
chr1_2509702_2510198-chr1_1244889_1245989,0.0,0.0301,0.0,1.951368,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,16.57878,4.171362,0.0,2.333673,10.465375,0.0,4.913233,0.0,11.200712,3.3944636666666663,10.971179,0.3351648351648352,1263713,0.0,1
chr1_2509702_2510198-chr1_1101484_1102584,0.0,0.0301,0.0,1.951368,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031549999999999995,0.0,1.3306559999999998,0.0,-0.37362637362637363,1407118,0.0,1
chr1_1978731_1978937-chr1_458656_459756,0.0,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.17032967032967028,1518975,0.0,1
chr1_1060905_1061095-chr1_460380_461480,0.0,0.0448,0.0,0.0,0.0,1.198307,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.34065934065934067,599425,0.0,1
chr1_1368471_1368786-chr1_91005_92105,0.0,0.0449,0.0,0.0,0.0,1.3306559999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8612759999999975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13186813186813184,1276366,0.0,1
chr1_1368471_1368786-chr1_568756_569856,0.0,0.0449,0.0,0.0,0.0,1.3306559999999998,0.0,0.0,0.0,0.0,0.0,0.0,6.856696,9.554583000000001,0.0,0.0,5.778363,0.0,0.0,8.409028999999999,9.545162,0.0,0.3131868131868132,798615,0.0,1
chr1_2190530_2190674-chr1_565454_566554,1.485586,0.0,0.0,0.0,0.0,2.2128415,0.0,0.0,0.0,7.546384,0.0,0,0,0,0,0,0,0,0,0,0,0,0.20329670329670335,1623976,0.0,1
chr1_2574343_2574764-chr1_812183_813283,0.0,0.2894,10.827478999999999,1.951368,11.831274,0.0,0.0,13.516454999999999,0.0,0.0,6.179778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,-0.1703296703296704,1761060,0.0,1
chr1_2171824_2171946-chr1_1101484_1102584,1.485586,0.0289,0.0,0.0,0.0,2.2128415,0.0,0.0,0.0,7.546384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031549999999999995,0.0,1.3306559999999998,0.0,0.6208791208791209,1069240,0.46,1
chr1_1063914_1064111-chr1_325096_326196,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.7527472527472527,737718,0.0,1
chr1_2172142_2172385-chr1_998568_999668,1.485586,0.0,0.0,0.0,0.0,2.2128415,0.0,0.0,0.0,7.546384,0.0,6.563308,9.026933999999999,13.619413,0.0,6.019658,0.0,0.0,0.1411,5.278098,1.198307,5.419936,-0.6373626373626373,1172474,0.0,1
chr1_1295535_1296332-chr1_460380_461480,0.0,0.0525,0.0,0.0,0.0,1.3306559999999998,6.609083,10.759246000000001,0.0,10.215803,7.374011500000001,0,0,0,0,0,0,0,0,0,0,0,0.11538461538461542,834055,0.0,1
chr1_2246556_2246763-chr1_316720_317820,0.0,0.152,0.0,0.0,6.127311,1.366382,0.0,0.0,10.728183999999999,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-0.12637362637362637,1928736,0.0,1
chr1_1136075_1136463-chr1_998568_999668,0.0,0.0326,0.0,0.0,0.0,1.3306559999999998,0.0,0.0,0.0,0.0,0.0,6.563308,9.026933999999999,13.619413,0.0,6.019658,0.0,0.0,0.1411,5.278098,1.198307,5.419936,-0.15934065934065944,136407,0.0,1
chr1_1772108_1772256-chr1_523733_524833,2.0116110000000003,0.0,0.0,0.0,0.0,1.382183,0.0,0.0,0.0,6.202486,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,1247275,0.0,1
chr1_941791_942135-chr1_68091_69191,0.0,0.0866,4.039199,0.0,3.7230870000000014,1.198307,5.009518,3.821358,0.0,0.0,6.427314,0,0,0,0,0,0,0,0,0,0,0,0.18681318681318682,872600,0.0,1
chr1_2082729_2083012-chr1_948473_949573,1.59999,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,14.660003,6.0604525,0.0,0.0,8.975464,0.0,8.601987,0.0641,13.800188,1.198307,13.60118,-0.2197802197802199,1133156,0.02,1
chr1_1793829_1793862-chr1_565454_566554,2.0116110000000003,0.0,0.0,0.0,0.0,2.0463855,0.0,0.0,0.0,6.202486,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0494505494505495,1227275,0.0,1
chr1_2172142_2172385-chr1_1071397_1072497,1.485586,0.0,0.0,0.0,0.0,2.2128415,0.0,0.0,0.0,7.546384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02465,0.0,1.198307,0.0,0.5769230769230769,1099645,0.0,1
chr1_1173386_1173736-chr1_695291_696391,1.585809,0.1232,0.0,0.0,2.9990419999999998,1.3306559999999998,4.373659,6.767767,0.0,0.0,4.410386,0,0,0,0,0,0,0,0,0,0,0,-0.005494505494505475,476995,0.0,1
chr1_1840449_1840835-chr1_656472_657572,0.0,0.161,9.959261,0.0,14.992735999999999,1.382183,0.0,19.121595000000006,8.569706,0.0,7.7588430000000015,0,0,0,0,0,0,0,0,0,0,0,-0.2197802197802199,1182877,0.0,1
chr1_2082729_2083012-chr1_1167311_1168411,1.59999,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,16.512223000000002,3.43891,0.0,1.585809,7.6808809999999985,0.0,9.125497,0.4115,17.077115,1.3306559999999998,14.017778,-0.2197802197802199,914318,0.02,1
chr1_941791_942135-chr1_1102243_1103343,0.0,0.0866,4.039199,0.0,3.7230870000000014,1.198307,5.009518,3.821358,0.0,0.0,6.427314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0344,0.0,1.3306559999999998,0.0,0.8131868131868132,160108,1.85,1
chr1_2501788_2502413-chr1_663427_664527,0.0,0.0,0.0,1.951368,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.9945054945054945,1837261,0.0,1
chr1_1005293_1005547-chr1_469971_471071,0.0,0.0,0.0,0.0,0.0,5.077881,3.6828540000000003,5.636449,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.30219780219780223,534222,0.0,1
chr1_1978731_1978937-chr1_1244889_1245989,0.0,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,16.57878,4.171362,0.0,2.333673,10.465375,0.0,4.913233,0.0,11.200712,3.3944636666666663,10.971179,0.6043956043956045,732742,0.46,1
chr1_2231691_2232185-chr1_564290_565390,0.0,0.0,0.0,0.0,0.0,4.2750555,0.0,0.0,0.0,7.546384,0.0,0,0,0,0,0,0,0,0,0,0,0,0.1428571428571429,1666301,0.0,1
chr1_2509702_2510198-chr1_752992_754092,0.0,0.0301,0.0,1.951368,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-0.4340659340659341,1755610,0.0,1
chr1_2172142_2172385-chr1_567137_568237,1.485586,0.0,0.0,0.0,0.0,2.2128415,0.0,0.0,0.0,7.546384,0.0,0,0,0,0,0,0,0,0,0,0,0,0.4065934065934066,1603905,0.0,1
chr1_1173386_1173736-chr1_848551_849651,1.585809,0.1232,0.0,0.0,2.9990419999999998,1.3306559999999998,4.373659,6.767767,0.0,0.0,4.410386,0.0,0.0,0.0,0.0,0.0,1.406121,0.0,0.0,0.0,1.198307,0.0,-0.01098901098901095,323735,0.0,1
chr1_1793829_1793862-chr1_564290_565390,2.0116110000000003,0.0,0.0,0.0,0.0,2.0463855,0.0,0.0,0.0,6.202486,0.0,0,0,0,0,0,0,0,0,0,0,0,0.3516483516483516,1228439,0.0,1
chr1_2221868_2222548-chr1_659830_660930,0.0,0.0,0.0,0.0,0.0,2.1974875,0.0,0.0,0.0,7.546384,0.0,0,0,0,0,0,0,0,0,0,0,0,-0.01098901098901095,1560938,0.0,1
chr1_2140151_2140337-chr1_1071397_1072497,0.0,0.061,5.2669510000000015,0.0,5.086243,1.366382,5.007581,6.686222,0.0,0.0,6.09577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02465,0.0,1.198307,0.0,0.4285714285714286,1067654,0.0,1
chr1_2505035_2505361-chr1_1242947_1244047,0.0,0.0,0.0,1.951368,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,16.57878,6.053594,0.0,0.0,10.465375,0.0,4.913233,0.1625,11.200712,1.7585974999999998,10.971179,-0.3296703296703296,1260988,0.0,1
chr1_2082729_2083012-chr1_994114_995214,1.59999,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,9.614342,6.043282,0.0,0.0,5.100814,0.0,0.0,0.1671,5.121707,1.198307,3.87989,-0.24725274725274726,1087515,0.0,1
chr1_956563_956812-chr1_1108264_1109364,0.0,0.1027,11.284781,0.0,7.3767190000000005,1.198307,5.8744819999999995,8.333323,0.0,5.625219,8.935166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0266,0.0,1.3306559999999998,0.0,0.21978021978021978,151452,0.48,1
chr1_1014834_1015095-chr1_469971_471071,0.0,0.2322,24.463707,0.0,14.043339999999999,1.198307,2.860906,9.181224,0.0,0.0,6.293618,0,0,0,0,0,0,0,0,0,0,0,0.08241758241758246,543763,0.0,1
chr1_941791_942135-chr1_568076_569176,0.0,0.0866,4.039199,0.0,3.7230870000000014,1.198307,5.009518,3.821358,0.0,0.0,6.427314,0,0,0,0,0,0,0,0,0,0,0,-0.0934065934065933,372615,0.0,1
chr1_1814762_1815124-chr1_1167311_1168411,2.0116110000000003,0.0,0.0,0.0,0.0,2.0463855,8.286421,0.0,0.0,6.202486,0.0,16.512223000000002,3.43891,0.0,1.585809,7.6808809999999985,0.0,9.125497,0.4115,17.077115,1.3306559999999998,14.017778,-0.543956043956044,646351,0.02,1
chr1_2254081_2254230-chr1_1141971_1143071,0.0,0.0323,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0384,0.0,1.3306559999999998,0.0,0.15934065934065933,1111010,2.29,1
chr1_1005293_1005547-chr1_663427_664527,0.0,0.0,0.0,0.0,0.0,5.077881,3.6828540000000003,5.636449,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.30219780219780223,340766,0.0,1
chr1_2230678_2230895-chr1_848551_849651,0.0,0.0362,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,7.546384,0.0,0.0,0.0,0.0,0.0,0.0,1.406121,0.0,0.0,0.0,1.198307,0.0,0.48351648351648346,1381027,0.0,1
chr1_2254081_2254230-chr1_1167311_1168411,0.0,0.0323,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,16.512223000000002,3.43891,0.0,1.585809,7.6808809999999985,0.0,9.125497,0.4115,17.077115,1.3306559999999998,14.017778,-0.1208791208791209,1085670,2.29,1
chr1_1136075_1136463-chr1_29706_30806,0.0,0.0326,0.0,0.0,0.0,1.3306559999999998,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.20329670329670335,1105269,0.0,1
chr1_1978731_1978937-chr1_28554_29654,0.0,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.308811,0.0,0.0,0.0,0.0,0.0,0.0,0.17032967032967028,1949077,0.0,1
chr1_1014834_1015095-chr1_563442_564542,0.0,0.2322,24.463707,0.0,14.043339999999999,1.198307,2.860906,9.181224,0.0,0.0,6.293618,0,0,0,0,0,0,0,0,0,0,0,-0.3296703296703296,450292,0.0,1
chr1_2059932_2059994-chr1_621953_623053,0.0,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,1436879,0.0,1
chr1_1143531_1144198-chr1_994114_995214,0.0,0.3116,0.0,0.0,0.0,4.1241605,0.0,9.321642,0.0,0.0,7.632505,9.614342,6.043282,0.0,0.0,5.100814,0.0,0.0,0.1671,5.121707,1.198307,3.87989,-0.14835164835164827,148317,0.0,1
chr1_1295535_1296332-chr1_157787_158887,0.0,0.0525,0.0,0.0,0.0,1.3306559999999998,6.609083,10.759246000000001,0.0,10.215803,7.374011500000001,0,0,0,0,0,0,0,0,0,0,0,0.11538461538461542,1136648,0.0,1
chr1_2253622_2253773-chr1_522009_523109,0.0,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.22527472527472525,1730513,0.0,1
chr1_1093610_1093958-chr1_379367_380467,0.0,0.3138,17.452682,0.0,14.936694000000001,1.198307,0.0,11.097299000000001,0.0,0.0,8.879799,0,0,0,0,0,0,0,0,0,0,0,-0.18681318681318682,713143,0.0,1
chr1_1060905_1061095-chr1_807672_808772,0.0,0.0448,0.0,0.0,0.0,1.198307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,0.37362637362637363,252133,0.0,1
chr1_1173386_1173736-chr1_68091_69191,1.585809,0.1232,0.0,0.0,2.9990419999999998,1.3306559999999998,4.373659,6.767767,0.0,0.0,4.410386,0,0,0,0,0,0,0,0,0,0,0,-0.005494505494505475,1104195,0.0,1
chr1_858256_858648-chr1_35981_37081,0.0,0.0,0.0,0.0,0.0,1.473502,10.235116,8.164244,0.0,0.0,3.7938410000000014,0,0,0,0,0,0,0,0,0,0,0,0.7142857142857143,821175,0.0,1
chr1_1772108_1772256-chr1_29706_30806,2.0116110000000003,0.0,0.0,0.0,0.0,1.382183,0.0,0.0,0.0,6.202486,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,1741302,0.0,1
chr1_1005293_1005547-chr1_133466_134566,0.0,0.0,0.0,0.0,0.0,5.077881,3.6828540000000003,5.636449,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.30219780219780223,870727,0.0,1
chr1_2253622_2253773-chr1_1141971_1143071,0.0,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0384,0.0,1.3306559999999998,0.0,0.6153846153846154,1110551,0.48,1
chr1_1840449_1840835-chr1_1209165_1210265,0.0,0.161,9.959261,0.0,14.992735999999999,1.382183,0.0,19.121595000000006,8.569706,0.0,7.7588430000000015,16.150116,6.055969999999999,0.0,0.0,5.7795905,0.0,9.059591000000001,0.2595,11.576922,1.3306559999999998,6.9639355000000025,0.5769230769230769,630184,0.02,1
chr1_2140151_2140337-chr1_332136_333236,0.0,0.061,5.2669510000000015,0.0,5.086243,1.366382,5.007581,6.686222,0.0,0.0,6.09577,0,0,0,0,0,0,0,0,0,0,0,0.3516483516483516,1806915,0.0,1
chr1_2221868_2222548-chr1_656472_657572,0.0,0.0,0.0,0.0,0.0,2.1974875,0.0,0.0,0.0,7.546384,0.0,0,0,0,0,0,0,0,0,0,0,0,-0.01098901098901095,1564296,0.0,1
chr1_2478276_2478817-chr1_685296_686396,0.0,0.2021,7.211671000000001,1.951368,11.538965,1.366382,6.239913,11.448099000000001,4.841658499999999,0.0,11.801871,0,0,0,0,0,0,0,0,0,0,0,-0.06593406593406592,1791880,0.0,1
chr1_1814762_1815124-chr1_1149418_1150518,2.0116110000000003,0.0,0.0,0.0,0.0,2.0463855,8.286421,0.0,0.0,6.202486,0.0,0.0,0.0,0.0,1.585809,0.0,0.0,0.0,0.0297,0.0,2.1293245,0.0,0.7747252747252747,664244,0.02,1
chr1_1005293_1005547-chr1_894589_895689,0.0,0.0,0.0,0.0,0.0,5.077881,3.6828540000000003,5.636449,0.0,0.0,0.0,14.070132999999998,0.0,0.0,1.6553380000000002,0.0,0.0,17.848206,0.14029999999999998,27.938178000000004,1.7067480000000002,17.889013000000006,-0.4065934065934067,109604,0.48,1
chr1_2171824_2171946-chr1_751751_752851,1.485586,0.0289,0.0,0.0,0.0,2.2128415,0.0,0.0,0.0,7.546384,0.0,0,0,0,0,0,0,0,0,0,0,0,-0.06593406593406592,1418973,0.0,1
chr1_2221868_2222548-chr1_917397_918497,0.0,0.0,0.0,0.0,0.0,2.1974875,0.0,0.0,0.0,7.546384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,-0.01098901098901095,1303371,0.46,1
chr1_1295535_1296332-chr1_10869_11969,0.0,0.0525,0.0,0.0,0.0,1.3306559999999998,6.609083,10.759246000000001,0.0,10.215803,7.374011500000001,0,0,0,0,0,0,0,0,0,0,0,0.11538461538461542,1283566,0.0,1
chr1_1136667_1137146-chr1_316720_317820,0.0,0.0,0.0,0.0,0.0,1.3306559999999998,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-0.03846153846153855,818847,0.0,1
chr1_2478276_2478817-chr1_933331_934431,0.0,0.2021,7.211671000000001,1.951368,11.538965,1.366382,6.239913,11.448099000000001,4.841658499999999,0.0,11.801871,15.851044,0.0,0.0,0.0,7.25793,0.0,0.0,0.0987,19.807249,1.198307,20.862444,-0.08241758241758235,1543845,1.45,1
chr1_2478276_2478817-chr1_943509_944609,0.0,0.2021,7.211671000000001,1.951368,11.538965,1.366382,6.239913,11.448099000000001,4.841658499999999,0.0,11.801871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,-0.10989010989010994,1533667,0.0,1
chr1_2171824_2171946-chr1_563442_564542,1.485586,0.0289,0.0,0.0,0.0,2.2128415,0.0,0.0,0.0,7.546384,0.0,0,0,0,0,0,0,0,0,0,0,0,0.4505494505494505,1607282,0.0,1
chr1_2171824_2171946-chr1_458656_459756,1.485586,0.0289,0.0,0.0,0.0,2.2128415,0.0,0.0,0.0,7.546384,0.0,0,0,0,0,0,0,0,0,0,0,0,0.20879120879120883,1712068,0.0,1
chr1_1295535_1296332-chr1_1149418_1150518,0.0,0.0525,0.0,0.0,0.0,1.3306559999999998,6.609083,10.759246000000001,0.0,10.215803,7.374011500000001,0.0,0.0,0.0,1.585809,0.0,0.0,0.0,0.0297,0.0,2.1293245,0.0,0.20329670329670335,145017,0.48,1
chr1_2059932_2059994-chr1_894967_896067,0.0,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,14.070132999999998,0.0,0.0,1.6553380000000002,0.0,0.0,0.0,0.14029999999999998,7.388816,1.7067480000000002,0.0,-0.1208791208791209,1163865,2.31,1
chr1_2232428_2232896-chr1_1244889_1245989,0.0,0.026,0.0,0.0,0.0,2.6480575,0.0,0.0,0.0,7.546384,0.0,16.57878,4.171362,0.0,2.333673,10.465375,0.0,4.913233,0.0,11.200712,3.3944636666666663,10.971179,0.2362637362637363,986439,0.46,1
chr1_3232812_3232866-chr1_1244889_1245989,0.0,0.0,0.0,1.951368,1.682163,1.191068,0.0,0.0,0.0,0.0,0.0,16.57878,4.171362,0.0,2.333673,10.465375,0.0,4.913233,0.0,11.200712,3.3944636666666663,10.971179,-0.13186813186813184,1986823,1.56,1
chr1_2171824_2171946-chr1_523733_524833,1.485586,0.0289,0.0,0.0,0.0,2.2128415,0.0,0.0,0.0,7.546384,0.0,0,0,0,0,0,0,0,0,0,0,0,0.20879120879120883,1646991,0.0,1
chr1_2505035_2505361-chr1_1103385_1104485,0.0,0.0,0.0,1.951368,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0464,0.0,1.3306559999999998,0.0,0.34065934065934067,1400550,0.0,1
chr1_2171824_2171946-chr1_564020_565120,1.485586,0.0289,0.0,0.0,0.0,2.2128415,0.0,0.0,0.0,7.546384,0.0,0,0,0,0,0,0,0,0,0,0,0,0.510989010989011,1606704,0.0,1
chr1_2221868_2222548-chr1_812183_813283,0.0,0.0,0.0,0.0,0.0,2.1974875,0.0,0.0,0.0,7.546384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,-0.0494505494505495,1408585,0.0,1
chr1_1793829_1793862-chr1_866345_867445,2.0116110000000003,0.0,0.0,0.0,0.0,2.0463855,0.0,0.0,0.0,6.202486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0369,0.0,3.186228,0.0,0.9175824175824175,926384,0.0,1
chr1_1060905_1061095-chr1_713150_714250,0.0,0.0448,0.0,0.0,0.0,1.198307,0.0,0.0,0.0,0.0,0.0,7.518988,0.0,9.526147,0.0,9.076147500000001,0.0,0.0,0.128,12.443543,0.0,8.613033,-0.15384615384615374,346655,0.0,1
chr1_1173386_1173736-chr1_332136_333236,1.585809,0.1232,0.0,0.0,2.9990419999999998,1.3306559999999998,4.373659,6.767767,0.0,0.0,4.410386,0,0,0,0,0,0,0,0,0,0,0,-0.005494505494505475,840150,0.0,1
chr1_858256_858648-chr1_157787_158887,0.0,0.0,0.0,0.0,0.0,1.473502,10.235116,8.164244,0.0,0.0,3.7938410000000014,0,0,0,0,0,0,0,0,0,0,0,0.7142857142857143,699369,0.0,1
chr1_918449_918555-chr1_845815_846915,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,0.0,0.0,0.0,0.0,0.0,4.02797,0.0,0.0,0.0,1.406121,0.0,0.0436,0.0,1.198307,0.0,-0.03846153846153855,71534,0.0,1
chr1_1840449_1840835-chr1_1182002_1183102,0.0,0.161,9.959261,0.0,14.992735999999999,1.382183,0.0,19.121595000000006,8.569706,0.0,7.7588430000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0305,0.0,1.3306559999999998,0.0,-0.20329670329670324,657347,0.02,1
chr1_2059932_2059994-chr1_609222_610322,0.0,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,1449610,0.0,1
chr1_956563_956812-chr1_933331_934431,0.0,0.1027,11.284781,0.0,7.3767190000000005,1.198307,5.8744819999999995,8.333323,0.0,5.625219,8.935166,15.851044,0.0,0.0,0.0,7.25793,0.0,0.0,0.0987,19.807249,1.198307,20.862444,-0.0219780219780219,22132,0.02,1
chr1_2140151_2140337-chr1_894589_895689,0.0,0.061,5.2669510000000015,0.0,5.086243,1.366382,5.007581,6.686222,0.0,0.0,6.09577,14.070132999999998,0.0,0.0,1.6553380000000002,0.0,0.0,17.848206,0.14029999999999998,27.938178000000004,1.7067480000000002,17.889013000000006,-0.5384615384615385,1244462,0.48,1
chr1_2232428_2232896-chr1_325096_326196,0.0,0.026,0.0,0.0,0.0,2.6480575,0.0,0.0,0.0,7.546384,0.0,0,0,0,0,0,0,0,0,0,0,0,0.14835164835164838,1906232,0.0,1
chr1_1978731_1978937-chr1_845815_846915,0.0,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0.0,4.02797,0.0,0.0,0.0,1.406121,0.0,0.0436,0.0,1.198307,0.0,0.8021978021978022,1131816,0.0,1
chr1_2406489_2406881-chr1_685296_686396,0.0,0.0616,0.0,1.951368,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.8021978021978022,1720093,0.0,1
chr1_2989176_2989511-chr1_1167311_1168411,0.0,0.0,0.0,1.951368,0.0,1.191068,0.0,0.0,0.0,0.0,0.0,16.512223000000002,3.43891,0.0,1.585809,7.6808809999999985,0.0,9.125497,0.4115,17.077115,1.3306559999999998,14.017778,-0.0714285714285714,1820765,2.31,1
chr1_918449_918555-chr1_568076_569176,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.13736263736263732,349273,0.0,1
chr1_1978731_1978937-chr1_609222_610322,0.0,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.17032967032967028,1368409,0.0,1
chr1_2177615_2177829-chr1_568756_569856,1.485586,0.0,0.0,0.0,0.0,2.2128415,0.0,0.0,0.0,7.546384,0.0,0.0,6.856696,9.554583000000001,0.0,0.0,5.778363,0.0,0.0,8.409028999999999,9.545162,0.0,0.543956043956044,1607759,0.0,1
chr1_2190530_2190674-chr1_1103385_1104485,1.485586,0.0,0.0,0.0,0.0,2.2128415,0.0,0.0,0.0,7.546384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0464,0.0,1.3306559999999998,0.0,0.9835164835164835,1086045,0.46,1
chr1_2171824_2171946-chr1_564290_565390,1.485586,0.0289,0.0,0.0,0.0,2.2128415,0.0,0.0,0.0,7.546384,0.0,0,0,0,0,0,0,0,0,0,0,0,0.8571428571428572,1606434,0.0,1
chr1_2231691_2232185-chr1_845815_846915,0.0,0.0,0.0,0.0,0.0,4.2750555,0.0,0.0,0.0,7.546384,0.0,0.0,4.02797,0.0,0.0,0.0,1.406121,0.0,0.0436,0.0,1.198307,0.0,0.5054945054945055,1384776,0.0,1
chr1_1136667_1137146-chr1_567915_569015,0.0,0.0,0.0,0.0,0.0,1.3306559999999998,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.6373626373626373,567652,0.0,1
chr1_1368471_1368786-chr1_469971_471071,0.0,0.0449,0.0,0.0,0.0,1.3306559999999998,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-0.24725274725274726,897400,0.0,1
chr1_1093610_1093958-chr1_762802_763902,0.0,0.3138,17.452682,0.0,14.936694000000001,1.198307,0.0,11.097299000000001,0.0,0.0,8.879799,8.233284,0.0,0.0,0.0,0.0,0.0,0.0,0.1405,15.996626000000001,0.0,15.067321,0.07692307692307687,329708,0.0,1
chr1_2140151_2140337-chr1_1166629_1167729,0.0,0.061,5.2669510000000015,0.0,5.086243,1.366382,5.007581,6.686222,0.0,0.0,6.09577,16.512223000000002,3.6321695,10.988021,1.585809,7.6808809999999985,0.0,9.125497,0.4115,17.077115,1.3306559999999998,14.017778,-0.44505494505494503,972422,0.48,1
