name_E,Ctcf_E,H3k27ac_E,H3k9ac_E,H4k20me1_E,H3k4me2_E,H3k79me2_E,DNaseI_E,H3k36me3_E,H3k4me1_E,H3k4me3_E,H3k27me3_E
chr1_43997843_43998152,3.118798,4.791462,5.4818225,1.374965,9.122815,4.536111,0.0809,2.027629,4.463609,10.83892,0.0
chr1_45195062_45195154,34.567596,0.0,0.0,1.32886,8.475431,0.0,0.0414,0.0,6.578037,0.0,0.0
chr1_46268583_46268737,2.749156,8.167234,8.630901,0.0,10.738701,0.0,0.1306,0.0,5.221926,14.21832,0.0
chr1_46689426_46689696,42.271725,0.0,3.613435,1.229304,6.322374,0.0,0.0866,0.0,6.606654,8.68759,0.0
chr1_46986321_46986408,3.002089,6.632039,4.580096,1.22114,7.36121,0.0,0.1522,0.0,9.903094,9.73426,0.0
chr1_46999025_46999241,3.002089,0.0,1.862188,1.22114,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_47800262_47800514,1.445216,25.013662,22.675553,1.277323,16.986472,3.840824,0.0909,1.813649,0.0,16.135261,0.0
chr1_49032892_49033158,1.540543,0.0,0.0,1.1842899999999998,0.0,0.0,0.0,0.0,0.0,0.0,1.828472
chr1_49038282_49038602,7.457545,0.0,0.0,1.1842899999999998,0.0,0.0,0.05,0.0,0.0,0.0,1.828472
chr1_51215461_51215472,12.966144,0.0,0.0,2.719677,0.0,6.814766,0.0,1.635138,0.0,0.0,0.0
chr1_54739679_54739787,9.091144,12.048783,5.198373,1.316897,7.658344,2.536102,0.2231,1.889685,8.129137,7.889397,0.0
chr1_54953784_54954325,7.371993,17.340165,12.484902,0.0,6.450095,0.0,0.2281,0.0,7.731916,12.443067,0.0
chr1_55340144_55340359,1.460845,0.0,0.0,1.938695,0.0,7.807083500000001,0.0,3.105747,0.0,0.0,0.0
chr1_55411305_55411465,32.50637,9.562516,5.732447,1.334362,7.190885,0.0,0.0966,0.0,4.871209,9.054374,0.0
chr1_55418708_55418921,7.620917,7.691225,0.0,1.334362,0.0,0.0,0.0,0.0,5.225999,0.0,0.0
chr1_56184456_56184884,2.753871,11.646672,4.517883,0.0,6.936931,0.0,0.1147,0.0,9.3656,4.540796,0.0
chr1_57042744_57043185,11.974506,0.0,11.836677,4.1414105,8.060899,3.9843465,0.0225,0.0,4.689711,19.451234,0.0
chr1_57043287_57044160,11.974506,9.490772,11.836677,6.4021825,8.060899,6.872670666666667,0.0395,0.0,4.689711,19.451234,0.0
chr1_57297629_57297838,31.525696,0.0,0.0,1.185305,0.0,0.0,0.056,0.0,0.0,0.0,1.822791
chr1_59228706_59229186,2.660805,9.336771,2.660402,1.142066,3.944546,2.941908,0.0,1.577239,7.217557,0.0,0.0
chr1_59278592_59278937,1.426124,48.252744,28.006045,1.142066,11.165247,0.0,0.0,0.0,5.174962,14.154765,0.0
chr1_59280364_59280505,1.426124,48.252744,28.006045,1.142066,11.165247,0.0,0.0232,0.0,5.174962,14.154765,0.0
chr1_59280773_59281281,2.6446115,48.252744,28.006045,1.142066,11.165247,0.0,0.0778,0.0,5.174962,14.154765,0.0
chr1_59281510_59281579,2.6446115,48.252744,28.006045,1.142066,11.165247,0.0,0.0778,0.0,5.174962,14.154765,0.0
chr1_59281873_59282217,2.6446115,48.252744,28.006045,1.142066,11.165247,0.0,0.0778,0.0,5.174962,14.154765,0.0
chr1_59347262_59347482,3.849486,22.821292,5.7486,0.0,4.583194,0.0,0.084,0.0,11.476449,3.111593,0.0
chr1_59392782_59392938,1.457011,0.0,1.688176,0.0,4.0040885,0.0,0.0,0.0,11.592258,0.0,0.0
chr1_59394323_59394565,1.457011,8.279238,1.688176,0.0,4.0040885,0.0,0.0421,0.0,11.592258,4.51307,0.0
chr1_59395500_59395772,1.457011,8.279238,4.402515,0.0,4.0040885,0.0,0.0513,0.0,11.592258,4.51307,0.0
chr1_59397559_59397706,1.457011,8.279238,1.688176,0.0,4.0040885,0.0,0.0,0.0,11.592258,0.0,0.0
chr1_59756067_59756566,18.357787,0.0,0.0,0.0,0.0,0.0,0.0378,0.0,0.0,0.0,0.0
chr1_61918819_61919182,29.576045,0.0,0.0,1.271327,5.070335,0.0,0.0907,1.648546,9.398058,0.0,0.0
chr1_65534990_65535126,6.279568,12.232248,14.010024,1.1965775,6.948412,0.0,0.0,0.0,2.98,13.663553,1.613578
chr1_66277656_66278058,6.82338,8.820253,0.0,0.0,5.846226,0.0,0.0655,0.0,4.607666,10.292646,0.0
chr1_6661008_6661639,2.760658,19.97411,15.314272,3.28582,10.566284,9.575422,0.1223,0.0,0.0,27.488047,0.0
chr1_66747978_66748387,9.231524,0.0,0.0,0.0,2.198163,0.0,0.0422,1.102439,4.948818,0.0,0.0
chr1_68166463_68166766,13.43491,0.0,0.0,1.384095,4.795173,0.0,0.0907,1.775256,8.660842,2.872963,0.0
chr1_68215256_68215932,2.975975,11.717428,9.738361,1.384095,11.216516,0.0,0.0634,1.775256,6.651737,10.314964,0.0
chr1_68849988_68850367,13.078478,6.291641,0.0,0.0,3.686609,0.0,0.1174,0.0,9.198588,0.0,0.0
chr1_72750417_72750888,8.617499,13.559942,13.038764,0.0,9.151965,0.0,0.0,0.0,4.72743,15.176608,0.0
chr1_7289758_7290075,1.477995,0.0,0.0,0.0,0.0,0.0,0.0229,0.0,0.0,0.0,0.0
chr1_7313313_7313451,1.477995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_7327634_7328033,1.477995,9.614586,0.0,0.0,6.530525,0.0,0.0,0.0,8.759287,0.0,0.0
chr1_7359415_7359679,1.477995,11.027239,7.3474445,0.0,7.055617,0.0,0.0816,0.0,9.267751,7.103944,0.0
chr1_79154444_79154658,12.406145,0.0,0.0,0.0,0.0,0.0,0.0373,0.0,2.79833,0.0,0.0
chr1_8229904_8230047,1.690454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.013502,0.0,0.0
chr1_8230370_8230423,1.690454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_8272041_8272390,7.198736,23.571592,10.055298,0.0,7.083358,0.0,0.0674,0.0,7.653001,9.123001,0.0
chr1_8450820_8451072,1.467629,0.0,0.0,1.671246,0.0,0.0,0.0,1.80949,0.0,0.0,0.0
chr1_85248638_85248992,16.420069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.864369
chr1_85794698_85795078,1.701301,29.136422,5.599304,0.0,7.510527,4.360482,0.0666,1.445474,11.377541,3.882067,0.0
chr1_85795855_85796291,1.701301,29.136422,5.599304,0.0,8.450037,6.849231,0.0286,1.445474,11.377541,6.926553,0.0
chr1_85796595_85797055,1.701301,29.136422,5.599304,0.0,8.450037,7.266443,0.0,1.445474,11.377541,6.926553,0.0
chr1_85991291_85991622,1.825812,0.0,1.753045,3.838839,2.306235,1.743938,0.0,1.550919,8.107913,2.520606,2.756293
chr1_86049987_86050100,2.816868,0.0,0.0,0.0,9.961512,0.0,0.0339,3.7806,6.004302,0.0,0.0
chr1_86078461_86078819,15.848044,0.0,0.0,0.0,6.904607,0.0,0.0407,0.0,9.945443,0.0,0.0
chr1_88694004_88694059,8.507835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.709283
chr1_8933581_8933925,2.728405,25.071265,16.739082,6.458676,11.424819,5.5066,0.0715,3.831484,8.39735,16.235383,0.0
chr1_8964053_8964236,9.250825,10.190405,7.523508,0.0,7.148869,0.0,0.0653,0.0,7.332214,6.525149,0.0
chr1_90372321_90372729,1.463817,11.641537,6.709929,1.254583,3.8105635,3.812082,0.0245,2.635137,1.861037,3.800362,0.0
chr1_90374317_90375036,1.463817,11.641537,6.140147,1.254583,3.8105635,3.812082,0.0252,2.635137,1.861037,3.044724,0.0
chr1_9127395_9127559,8.264136,0.0,3.628174,0.0,0.0,0.0,0.0653,0.0,7.428765,0.0,0.0
chr1_92202579_92202753,5.932263,13.493841,6.157347,1.2283505,11.365419,0.0,0.0917,2.146507,7.523754999999999,9.620535,0.0
chr1_9223907_9224260,3.655382,13.059902,4.86193,0.0,5.909119,0.0,0.119,0.0,8.132552,6.225422,0.0
chr1_93914812_93914954,9.01122,4.93588,10.938896,0.0,8.472453,5.2762605,0.0597,1.38401,3.625316,22.427703,0.0
chr1_94089710_94089715,1.947615,2.176833,1.505922,3.622793,1.64099,10.375286,0.0,3.569366,0.0,1.49629,0.0
chr1_94093325_94093611,1.947615,2.176833,1.505922,3.622793,1.64099,10.375286,0.0,3.569366,0.0,1.49629,0.0
chr1_94158601_94159338,3.811348,0.0,13.606658,0.0,6.9522315,10.375286,0.045,3.569366,12.807534,9.915655,0.0
chr1_94161111_94161471,2.021322,0.0,13.606658,0.0,6.9522315,10.375286,0.0,3.569366,12.807534,8.356534,0.0
chr1_94167175_94167520,2.021322,0.0,8.634335,0.0,5.534519,10.375286,0.1057,3.569366,11.816205,4.742,0.0
chr1_94169341_94169462,2.021322,0.0,8.634335,0.0,5.6267505,10.375286,0.0376,3.569366,11.816205,0.0,0.0
chr1_94169670_94169961,2.021322,0.0,8.634335,0.0,5.6267505,10.375286,0.0,3.569366,11.816205,0.0,0.0
chr1_94201362_94201612,8.862934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_94224546_94224929,2.103854,20.528036,4.7758325,0.0,2.097953,1.834394,0.0,1.778451,9.390268,1.878385,0.0
chr1_94244939_94245309,8.25238,28.487886,9.990025,0.0,3.9892805,1.834394,0.1183,0.0,8.36348,3.040432,0.0
chr1_94788386_94788592,7.191307,2.397739,0.0,0.0,6.522565,0.0,0.0,0.0,7.707516,0.0,0.0
chr1_95258204_95258621,10.034825,5.196725,2.746309,0.0,4.31048,0.0,0.0441,0.0,6.864151,0.0,0.0
chr10_1100843_1101035,0.0,22.608182,21.992117,0.0,6.855629,8.907325,0.0,2.175682,5.485589,15.740174,0.0
chr10_1541138_1541906,0.0,6.409403,0.0,0.0,0.0,0.0,0.0369,0.0,0.0,0.0,0.0
chr10_1989680_1990030,0.0,14.512464,3.343741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr10_3133662_3133717,0.0,14.840044,6.614194,1.818261,7.793337,4.940344,0.0538,2.685296,8.343986,7.251178,0.0
chr10_3137708_3138098,0.0,14.840044,7.390405,0.0,7.793337,4.940344,0.0809,2.685296,8.343986,6.006984,0.0
chr10_3598970_3599136,0.0,8.584197,8.067684,0.0,7.909919,0.0,0.0326,0.0,0.0,11.8807,0.0
chr10_3710838_3711066,0.0,21.024262,11.867341,0.0,6.258361,0.0,0.0919,0.0,4.19984,11.016212,0.0
chr10_3762746_3763172,0.0,6.152963,0.0,0.0,3.453956,0.0,0.0573,0.0,6.278365,1.673484,0.0
chr10_3782727_3783283,0.0,6.491956,0.0,0.0,4.670727,0.0,0.0383,0.0,4.14412,1.673484,0.0
chr10_3797195_3797502,0.0,8.632085666666667,6.448839,0.0,6.95967,0.0,0.0361,0.0,4.940922,2.346756,0.0
chr10_3845250_3845852,0.0,20.864558,0.0,0.0,0.0,0.0,0.0,0.0,7.957277,1.673484,0.0
chr10_3845999_3846426,0.0,20.864558,0.0,0.0,0.0,0.0,0.0,0.0,7.957277,1.673484,0.0
chr10_3846443_3847038,0.0,20.864558,0.0,0.0,0.0,0.0,0.0,0.0,7.957277,1.673484,0.0
chr10_3848037_3849536,0.0,20.864558,8.8825805,0.0,7.697119,0.0,0.0,0.0,7.957277,4.1650185,0.0
chr10_3850308_3850795,0.0,20.864558,0.0,0.0,0.0,0.0,0.0,0.0,7.957277,1.673484,0.0
chr10_3852273_3852886,0.0,20.864558,6.267534,0.0,5.544271,0.0,0.0,0.0,7.957277,1.673484,0.0
chr10_3853393_3854169,0.0,20.864558,6.267534,0.0,5.544271,0.0,0.0,0.0,7.957277,4.4232045,0.0
chr10_3867491_3867713,0.0,12.414482,7.434998,0.0,5.597183,0.0,0.0537,0.0,7.50262,1.673484,0.0
chr10_3870489_3871262,0.0,12.414482,4.675026,0.0,7.354869,7.524081,0.0,0.0,9.51428,3.7424555,0.0
chr10_3893365_3894190,0.0,11.755111,2.655241,0.0,3.77276,0.0,0.0,0.0,6.619732,1.673484,0.0
chr10_3928866_3929216,0.0,8.97699,0.0,0.0,5.231458,0.0,0.0,0.0,3.545586,0.0,0.0
chr10_3929991_3930887,0.0,8.1322285,3.516012,0.0,0.0,0.0,0.0,0.0,3.545586,0.0,0.0
chr10_3936015_3936390,0.0,5.98292,0.0,0.0,0.0,0.0,0.0,0.0,7.10747,0.0,0.0
chr10_3938329_3938538,0.0,5.98292,0.0,0.0,0.0,0.0,0.0,0.0,8.627753,0.0,0.0
chr10_4172866_4173257,0.0,5.008731,0.0,1.811975,3.734845,0.0,0.0,0.0,8.122286,4.166159,0.0
chr10_4173688_4174411,0.0,7.305132,0.0,3.3389705000000003,3.734845,0.0,0.0296,0.0,8.122286,0.0,0.0
chr10_4396174_4396330,0.0,18.705511,8.552765,0.0,6.495997,0.0,0.023,0.0,8.275282,6.133057,0.0
chr10_4705159_4705783,0.0,12.064721,7.286392,0.0,6.940848,0.0,0.0822,0.0,5.540599,5.854222,0.0
chr10_4989909_4990226,0.0,5.495426,0.0,0.0,4.297615,0.0,0.057,0.0,7.013275,0.0,0.0
chr10_5113786_5114179,0.0,11.544277,8.945502,0.0,5.495318,0.0,0.0475,0.0,4.6476215,6.42731,0.0
chr10_5333644_5334212,0.0,30.720054,8.347199,0.0,8.068964,0.0,0.0763,0.0,4.43284,5.485784,0.0
chr10_5334474_5334640,0.0,30.720054,8.347199,0.0,8.068964,0.0,0.0,0.0,4.43284,5.485784,0.0
chr10_5359534_5359986,0.0,8.693082,0.0,0.0,0.0,0.0,0.0569,0.0,4.510792,0.0,0.0
chr10_5587810_5588190,0.0,38.614519,15.904127,0.0,9.794189,0.0,0.065,0.0,8.891623,8.134642,0.0
chr10_5588881_5589169,0.0,38.614519,15.904127,0.0,9.794189,0.0,0.1304,0.0,8.891623,8.134642,0.0
chr10_5590010_5590295,0.0,38.614519,15.904127,0.0,9.794189,4.00258,0.1276,0.0,8.891623,8.134642,0.0
chr10_5590959_5591270,0.0,38.614519,15.904127,0.0,9.794189,0.0,0.1276,0.0,8.891623,8.134642,0.0
chr10_5596279_5596669,0.0,8.451694,8.916914,0.0,7.202031,0.0,0.0285,0.0,8.891623,4.006584,0.0
chr10_5638863_5639270,0.0,5.976054,0.0,0.0,3.896938,0.0,0.0379,0.0,9.354781,4.65688,0.0
chr1_100000188_100000393,0.0,6.303144,0.0,0.0,7.726699,0.0,0.0431,0.0,4.75418,2.786503,0.0
chr1_100138206_100138591,0.0,8.176517,4.498078,0.0,2.916652,0.0,0.0394,1.678927,7.524658,4.3454295,0.0
chr1_100169951_100170218,0.0,6.835524,0.0,0.0,6.282034,0.0,0.0,0.0,4.718027,3.654635,0.0
chr1_1014834_1015095,0.0,24.463707,14.04334,1.198307,6.293618,0.0,0.2322,0.0,2.860906,9.181224,0.0
chr1_101725356_101725679,0.0,6.723359,0.0,0.0,6.509742,0.0,0.024,0.0,9.210104,0.0,0.0
chr1_10695291_10695734,0.0,4.533961,4.269634,0.0,5.025503,0.0,0.1191,0.0,3.0343055,5.803665,0.0
chr1_108479405_108480123,0.0,3.593884,0.0,1.161583,6.827896,0.0,0.0799,0.0,5.968135,6.568526,1.938191
chr1_109100040_109100237,0.0,7.591144,0.0,13.053718,9.218939,10.35851,0.0,3.382916,4.853279,12.822113,0.0
chr1_109127044_109127234,0.0,7.591144,6.997592,0.0,9.36346,10.35851,0.0231,3.382916,4.853279,4.794817500000001,0.0
chr1_109133120_109133338,0.0,7.591144,5.606597,0.0,9.36346,10.35851,0.0,3.382916,4.853279,6.129967,0.0
chr1_109133637_109134097,0.0,7.591144,5.606597,0.0,9.36346,10.35851,0.0318,3.382916,4.853279,3.261469,0.0
chr1_1093610_1093958,0.0,17.452682,14.936694,1.198307,8.879799,0.0,0.3138,0.0,0.0,11.097299,0.0
chr1_109981518_109981703,0.0,9.451037,0.0,0.0,4.6867615,0.0,0.0283,0.0,9.0663,2.970116,0.0
chr1_110537379_110537528,0.0,3.856304,0.0,0.0,5.339661,6.562332,0.0,3.616633,0.0,0.0,0.0
chr1_110879130_110879445,0.0,36.79599,35.378208,0.0,7.369065,9.560485,0.032,3.40317,6.840337,25.183146,0.0
chr1_112163412_112163797,0.0,12.869983,16.197827,0.0,13.128338,6.78839,0.2398,2.165265,4.433636333333333,16.883527,0.0
chr1_112163826_112164071,0.0,12.869983,16.197827,0.0,13.128338,6.78839,0.0,2.165265,4.433636333333333,16.883527,0.0
chr1_113086746_113087141,0.0,12.953964,10.277171,0.0,10.785062,0.0,0.0685,3.14376,7.276499,6.390299,0.0
chr1_115605746_115606114,0.0,9.867543,7.108519,1.4379185,5.645306,0.0,0.0,0.0,5.586715,5.152073,0.0
chr1_116918925_116919548,0.0,11.372909,9.700475,3.1203505,4.533258,12.510027,0.0289,3.781579,12.129235,14.36288,0.0
chr1_116920378_116921129,0.0,11.372909,9.700475,3.1203505,4.533258,12.510027,0.0503,3.781579,12.129235,14.36288,0.0
chr1_117080047_117080432,0.0,4.02171,0.0,1.484524,3.57215,0.0,0.0476,2.383631,5.396956,0.0,0.0
chr1_117111804_117112156,0.0,32.758089,25.735356,3.6917595,4.307003,8.046402,0.0,2.383631,5.313075,20.640187,0.0
chr1_117129425_117129671,0.0,3.56947,1.688737,1.484524,2.546208,0.0,0.0276,2.383631,5.308120499999999,1.68934,0.0
chr1_11753086_11753651,0.0,9.248378,4.352027,1.226666,7.043089,0.0,0.192,0.0,5.985541,4.38823,2.080527
chr1_118153815_118153988,0.0,1.466703,0.0,1.484524,0.0,0.0,0.0,0.0,2.424355,0.0,2.105138
chr1_11968510_11969143,0.0,23.909731,10.266191,5.791607666666667,9.577041,0.0,0.0507,0.0,6.175548,12.190279,0.0
chr1_11990003_11990329,0.0,10.386481,6.905937,1.226666,7.735188,0.0,0.0536,0.0,9.457355,6.462308,0.0
chr1_120530787_120531205,0.0,2.76544,0.0,1.6089635,2.55279,5.0985035,0.0,3.539951,8.228035,0.0,1.960419
chr1_12193120_12193399,0.0,7.9648,5.0379755,1.226666,2.957197666666667,0.0,0.0754,0.0,5.32524,9.3995615,0.0
chr1_12221931_12222397,0.0,10.427299,3.689357,1.226666,2.998196,0.0,0.1661,0.0,7.840417,6.583569,0.0
chr1_12225396_12225718,0.0,2.962868,1.53448,1.226666,1.525845,0.0,0.025,0.0,2.686214,0.0,0.0
chr1_12227833_12229578,0.0,2.962868,1.53448,1.226666,1.525845,0.0,0.0261,1.897565,4.45458,0.0,0.0
chr1_12231693_12231881,0.0,2.962868,1.53448,1.226666,1.525845,0.0,0.0,1.897565,0.0,0.0,0.0
chr1_12232096_12232448,0.0,2.962868,1.53448,1.226666,1.525845,0.0,0.0,1.897565,0.0,0.0,0.0
chr1_145433530_145433648,0.0,3.927475,7.416163,0.0,0.0,0.0,0.0,0.0,7.209117,0.0,0.0
chr1_147806841_147807184,0.0,33.963474,23.209716,0.0,10.217902,0.0,0.0652,0.0,0.0,13.122563,0.0
chr1_149215297_149215704,0.0,4.0011105,3.5457505000000005,11.877707,3.338568,0.0,0.0731,0.0,0.0,0.0,2.078802
chr1_150294873_150295138,0.0,20.029988,63.075647,5.0676745,13.686816,21.231216,0.0,2.522738,6.442437,22.511933,0.0
chr1_150577042_150577503,0.0,25.823683,6.820016,0.0,6.284652,3.220541,0.0505,2.404512,6.014781,7.93106325,0.0
chr1_150585815_150586394,0.0,34.994946,8.580443,4.03046,8.6105245,3.220541,0.05,2.404512,6.9417945,5.504632,0.0
chr1_150735950_150736336,0.0,7.699302,0.0,0.0,5.844808,0.0,0.0,0.0,5.837597,0.0,0.0
chr1_151166314_151166527,0.0,33.7466425,32.355709,1.35802,13.238787,7.743436,0.0,2.695799,4.2288475,23.609899,0.0
chr1_151168297_151168505,0.0,33.7466425,32.355709,1.35802,13.238787,0.0,0.0,2.695799,2.373523,23.609899,0.0
chr1_151172142_151172526,0.0,33.7466425,32.355709,5.3050645,13.238787,9.001282,0.0,2.695799,3.9294395,23.609899,0.0
chr1_151172620_151173197,0.0,33.7466425,32.355709,4.059588,13.238787,9.001282,0.0317,2.695799,2.373523,23.609899,0.0
chr1_151913142_151913275,0.0,40.675737,0.0,1.35802,6.548636,0.0,0.0,0.0,8.2804575,0.0,2.127839
chr1_151913574_151913780,0.0,40.675737,3.7063,1.35802,6.548636,0.0,0.0,0.0,8.2804575,0.0,2.127839
chr1_151913815_151914271,0.0,40.675737,3.7063,1.35802,6.548636,0.0,0.0,0.0,8.2804575,0.0,2.127839
chr1_151918898_151919222,0.0,40.675737,12.728701,1.35802,6.548636,0.0,0.0328,0.0,8.2804575,7.180429,2.127839
chr1_151945068_151945221,0.0,11.9588815,6.701746,3.8181185,6.985868,5.471568,0.0,0.0,5.868885499999999,6.954454,2.127839
chr1_152010545_152011004,0.0,70.76209,59.008679,1.35802,9.568027,0.0,0.0,0.0,4.4296,29.094629,2.127839
chr1_152022022_152022514,0.0,51.643374,19.42353,1.35802,8.1881795,0.0,0.0,0.0,4.4296,9.34353,2.127839
chr1_153545866_153546049,0.0,5.565423,2.92474,1.425538,7.521081,0.0,0.0,1.949913,4.8618545,0.0,2.127839
chr1_153670755_153671012,0.0,23.673594,7.593544,1.425538,9.472098,0.0,0.048,1.949913,8.613973,7.036555,0.0
chr1_153715466_153715694,0.0,1.47043,0.0,1.506511,0.0,0.0,0.0,1.949913,3.775588,0.0,0.0
chr1_153716388_153716727,0.0,1.47043,0.0,1.506511,0.0,0.0,0.0,1.949913,3.775588,0.0,0.0
chr1_154405181_154405498,0.0,5.784391,4.111566,0.0,3.455692,2.008275,0.0,1.672763,5.829635,2.685917,0.0
chr1_154972628_154972915,0.0,28.372733,18.2990725,0.0,9.658615,5.503762,0.1255,0.0,3.6956085,22.223704,0.0
chr1_154973036_154973200,0.0,28.372733,18.2990725,0.0,9.658615,5.503762,0.1255,0.0,3.6956085,22.223704,0.0
chr1_154977099_154977253,0.0,28.372733,18.2990725,10.051825,9.658615,5.503762,0.0,0.0,5.019242,22.223704,0.0
chr1_154978035_154978657,0.0,28.372733,18.2990725,11.771656,9.658615,5.503762,0.0,3.159368,5.019242,22.223704,0.0
chr1_154979104_154979305,0.0,28.372733,18.2990725,0.0,9.658615,5.503762,0.0,3.159368,5.019242,22.223704,0.0
chr1_155535083_155535193,0.0,28.877085,31.523222,0.0,10.290539,6.630158,0.0,2.53964,5.705479,19.780975,0.0
chr1_156073142_156073699,0.0,33.668575,10.391759,0.0,9.709859,8.760403,0.0277,1.376576,8.5325545,11.600911,0.0
chr1_156073854_156074351,0.0,33.668575,10.391759,0.0,9.709859,8.760403,0.0588,1.376576,8.5325545,11.600911,0.0
chr1_156074715_156075305,0.0,33.668575,10.391759,0.0,9.709859,8.760403,0.0299,1.376576,8.5325545,11.600911,0.0
chr1_156095033_156095181,0.0,33.668575,10.391759,0.0,9.709859,8.760403,0.0261,0.0,9.516216,16.4314985,0.0
chr1_156103413_156103690,0.0,33.668575,10.391759,10.718906,9.709859,8.760403,0.0,4.528586,4.87408,11.746384,0.0
chr1_15666999_15667145,0.0,3.690986,2.799639,0.0,3.210945,0.0,0.0459,0.0,8.102177,0.0,0.0
chr1_15738146_15738632,0.0,8.260031,14.735615,4.373479333333333,7.329693000000001,9.467996,0.0273,3.094857,5.898949,15.696681,0.0
chr1_15738661_15738986,0.0,8.260031,14.735615,1.322685,7.329693000000001,9.467996,0.0229,3.094857,5.898949,15.696681,0.0
chr1_15742467_15743324,0.0,14.591411,6.245519,2.7205355,6.691596499999999,9.467996,0.0658,3.094857,5.898949,5.056037,0.0
chr1_15786440_15786713,0.0,8.759722,5.641659,1.322685,7.526085,0.0,0.0443,0.0,6.00235,10.2412975,0.0
chr1_157964633_157965029,0.0,10.187327,15.041218,7.683787,5.50949,5.482822,0.1163,2.59953,5.20695,16.73967,1.804772
chr1_157980631_157980890,0.0,6.6188780000000005,2.686225,0.0,4.9797415,5.482822,0.089,2.59953,9.467579,8.893824,1.804772
chr1_158970513_158970716,0.0,11.840861,0.0,0.0,13.006691,3.667687,0.0681,0.0,6.81698,8.630519,1.804772
chr1_158982200_158982857,0.0,13.318411,13.76946,0.0,9.70882,5.9162265000000005,0.0,3.627772,5.545532,8.686621,1.804772
chr1_15946733_15946892,0.0,21.882718,21.387815,1.322685,9.839305,10.888823,0.0254,2.826569,6.892115,18.48913,0.0
chr1_16007283_16007579,0.0,11.366866,3.638091,1.322685,11.822325,0.0,0.0842,0.0,6.71206,5.656952,0.0
chr1_16087189_16087372,0.0,7.397403,5.18437,5.0761615,4.835655,0.0,0.0357,0.0,6.003916,0.0,0.0
chr1_160972513_160972848,0.0,1.427788,0.0,1.3777665,0.0,0.0,0.0,0.0,0.0,0.0,1.804772
chr1_160982920_160983992,0.0,6.237179,0.0,5.48015375,0.0,0.0,0.0,3.332898,2.82139,0.0,1.804772
chr1_16125579_16125747,0.0,18.69046,7.67549,1.322685,8.819778,0.0,0.0352,0.0,7.975983,11.545541,0.0
chr1_161359666_161360218,0.0,23.196997,15.753535500000002,0.0,10.602711,0.0,0.1688,0.0,0.0,30.326307,0.0
chr1_161500608_161500899,0.0,13.203774,13.330965,0.0,6.417579,0.0,0.1183,0.0,0.0,12.162965,0.0
chr1_161582212_161582506,0.0,7.12598,7.512651,0.0,5.498991,0.0,0.1395,0.0,0.0,8.73036,0.0
chr1_16176617_16176801,0.0,25.850491,32.176357,1.9048065,9.113457,5.56682,0.0255,2.291472,0.0,20.721809,0.0
chr1_162508612_162508929,0.0,8.134706,0.0,0.0,5.521308,0.0,0.0368,3.327674,5.719979,0.0,0.0
chr1_162511455_162511984,0.0,8.9574,0.0,0.0,7.452754,0.0,0.042,0.0,7.425098,0.0,0.0
chr1_162659800_162660152,0.0,5.87407,2.735015666666667,0.0,3.3616145,0.0,0.0,1.432773,5.815545500000001,2.915212,0.0
chr1_16276028_16276482,0.0,9.723748,0.0,1.322685,0.0,5.56682,0.0311,2.291472,8.458126,0.0,0.0
chr1_16277350_16278224,0.0,9.723748,5.218214,1.322685,5.746315,5.56682,0.0,2.291472,8.458126,5.605811,0.0
chr1_162954567_162954830,0.0,12.39591,0.0,1.136005,2.873632,0.0,0.0259,0.0,7.164336,0.0,0.0
chr1_163005587_163006022,0.0,7.826199,5.410163,1.136005,8.657789,0.0,0.0799,0.0,6.788621,3.99422,0.0
chr1_163006587_163006657,0.0,7.826199,0.0,1.136005,5.228659,0.0,0.0,0.0,6.788621,0.0,0.0
chr1_163844797_163845064,0.0,7.940127,3.596193,0.0,6.537452,0.0,0.0301,0.0,4.962122,6.436335,1.425933
chr1_16401814_16401932,0.0,23.9811545,9.952259,1.322685,10.349869,0.0,0.034,0.0,10.095975,7.745981,0.0
chr1_164717528_164717907,0.0,7.5695195,5.929076333333334,1.504205,2.115261,4.845896,0.0513,2.814484,5.827121,3.758573,0.0
chr1_164723371_164723492,0.0,7.5695195,2.051991,1.504205,2.115261,4.845896,0.0,2.814484,5.827121,0.0,0.0
chr1_16499761_16499895,0.0,26.858262,8.746057,1.322685,6.206385,0.0,0.0525,0.0,8.859447,10.071204,0.0
chr1_16502532_16502678,0.0,26.858262,8.746057,1.322685,6.206385,0.0,0.0359,0.0,8.859447,5.949362,0.0
chr1_16508402_16508642,0.0,26.858262,8.746057,1.322685,6.212462,0.0,0.0659,0.0,8.859447,9.633839,0.0
chr1_165823413_165823808,0.0,2.6067475,0.0,3.128569,3.52312,15.47108,0.0,2.97982,2.13814,0.0,1.647874
