name_E,H3k4me1_E,H3k27me3_E,DNaseI_E,H3k4me3_E,H3k36me3_E,H3k4me2_E,H3k79me2_E,H4k20me1_E,Ctcf_E,H3k27ac_E,H3k9ac_E
chr1_201883288_201883655,2.786625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_201987611_201988279,5.246718,0.0,51.0,0.0,0.0,8.989516,0.0,0.0,0.0,4.614606,9.143031
chr1_202016172_202016526,6.772094,0.0,82.0,0.0,0.0,4.557465,0.0,0.0,0.0,5.803433,5.215011
chr1_202045307_202045525,10.472612,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5455,0.0
chr1_20204786_20204981,3.596293,0.0,57.5,4.334648,0.0,9.60214,0.0,1.965901,0.0,12.0889125,8.920844
chr1_202055098_202055409,6.159905,0.0,0.0,0.0,0.0,4.474993,0.0,1.256799,0.0,0.0,0.0
chr1_202075010_202075191,6.358371,0.0,36.0,0.0,0.0,9.749935,0.0,1.256799,0.0,8.214113,9.7808335
chr1_202077636_202077876,6.358371,0.0,0.0,0.0,0.0,0.0,0.0,1.256799,0.0,0.0,5.563015
chr1_202161674_202161898,3.012256,5.2602025,0.0,0.0,0.0,0.0,0.0,1.256799,27.701622,0.0,0.0
chr1_202937248_202937378,8.002908,0.0,0.0,20.841212,2.894015,14.403623,0.0,0.0,0.0,12.162874,9.600147
chr1_203244129_203244381,10.269801,0.0,43.0,0.0,0.0,6.962053,0.0,0.0,0.0,8.296639,5.076398
chr1_203247243_203247485,6.475897,0.0,0.0,0.0,0.0,9.38878,0.0,0.0,0.0,10.390586,0.0
chr1_203247590_203248072,6.475897,0.0,35.0,0.0,0.0,9.38878,0.0,0.0,0.0,9.2659145,5.115107
chr1_203258547_203259334,5.740856,0.0,0.0,0.0,0.0,8.793525,0.0,0.0,0.0,0.0,0.0
chr1_203259429_203259985,5.740856,0.0,59.0,0.0,0.0,8.793525,0.0,0.0,0.0,0.0,0.0
chr1_203289937_203290406,6.737168,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_203296328_203297068,8.630965,0.0,136.0,10.213561,0.0,16.274362,0.0,0.0,16.688745,5.124233,6.608388
chr1_203297101_203297334,7.043119,0.0,40.0,10.213561,0.0,16.274362,0.0,0.0,16.688745,5.124233,6.608388
chr1_203481982_203482534,9.435716,0.0,174.0,0.0,0.0,10.964673,0.0,0.0,0.0,12.415274,12.396093
chr1_203489584_203489741,2.936081,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_203506114_203506504,7.021112,0.0,179.0,0.0,0.0,4.386575,0.0,0.0,0.0,0.0,0.0
chr1_203561987_203562359,4.788296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_203576404_203576703,7.0194615,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_20358851_20359226,4.552083,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_203598711_203598999,5.779435,0.0,33.0,33.157987,3.073372,13.642564,5.007877,0.0,0.0,8.7797005,12.426415
chr1_203599092_203599518,5.779435,0.0,0.0,33.157987,3.073372,13.642564,5.007877,0.0,0.0,8.7797005,12.426415
chr1_203619380_203619832,6.288093,0.0,181.0,10.088271,3.073372,9.828342,5.007877,0.0,0.0,9.603237,7.5883845
chr1_203622445_203622560,6.288093,0.0,0.0,0.0,3.073372,0.0,5.007877,0.0,0.0,5.82811,5.851017
chr1_203643182_203643803,6.892952,0.0,119.0,6.347107,3.073372,11.120583,5.007877,0.0,14.30089,9.426018,6.674339499999999
chr1_203661733_203662076,6.903639,0.0,141.0,0.0,3.073372,7.934971,5.007877,0.0,0.0,20.438323,13.401304
chr1_203723839_203723956,8.83479,0.0,10.0,0.0,0.0,11.390825,0.0,0.0,0.0,0.0,11.804093
chr1_204049581_204049822,5.4479685,0.0,298.0,0.0,0.0,8.026986,4.144032,0.0,0.0,8.025621,5.230121
chr1_204058173_204058362,4.793049,0.0,0.0,4.122798,0.0,9.031796,4.144032,0.0,0.0,4.133947,5.552076
chr1_204071387_204071653,6.453556000000001,0.0,0.0,0.0,0.0,0.0,4.144032,0.0,0.0,0.0,0.0
chr1_204073791_204074252,6.453556000000001,0.0,0.0,0.0,0.0,11.718869,4.144032,0.0,0.0,5.812214,0.0
chr1_204254999_204255106,6.071119,0.0,0.0,11.823723,2.528534,13.299857,3.892209,0.0,0.0,0.0,0.0
chr1_204289566_204289863,8.730354,0.0,55.0,0.0,0.0,5.986888,0.0,0.0,0.0,8.825865,0.0
chr1_204332438_204332553,9.574099,0.0,54.0,12.38062,0.0,18.965165,0.0,0.0,0.0,0.0,8.910186
chr1_20437370_20437554,4.98469,0.0,87.0,0.0,0.0,10.337594,0.0,0.0,0.0,7.642712,3.709319
chr1_204386444_204387188,8.377801,0.0,83.0,11.667035,3.100628,9.661934,0.0,0.0,0.0,20.887554,11.095994666666664
chr1_204387566_204387645,8.377801,0.0,0.0,0.0,3.100628,9.661934,0.0,0.0,0.0,20.887554,11.095994666666664
chr1_204434923_204435081,2.920837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_204449745_204450007,7.78638,0.0,16.0,0.0,0.0,7.966524,1.535021,0.0,0.0,0.0,0.0
chr1_204694395_204694507,6.99351,2.621625,0.0,0.0,0.0,0.0,0.0,1.761949,0.0,0.0,0.0
chr1_20514084_20514586,4.360026,1.770103,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_205144631_205144860,7.356533,0.0,77.0,0.0,0.0,10.00722,0.0,0.0,0.0,23.528608,15.876241
chr1_205173095_205173476,6.451136333333333,0.0,16.0,0.0,0.0,3.110084,6.047451000000001,0.0,0.0,6.222526,0.0
chr1_205200211_205200330,7.405388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_205227547_205227721,10.001505,0.0,48.0,3.338051,0.0,6.339322,0.0,0.0,0.0,14.489305,12.5686455
chr1_205228000_205228129,10.001505,0.0,203.0,3.338051,0.0,6.339322,0.0,0.0,0.0,14.489305,12.5686455
chr1_205253892_205254222,12.861815,0.0,245.0,0.0,0.0,6.431892,0.0,0.0,0.0,6.298819,0.0
chr1_205254805_205255191,12.861815,0.0,0.0,0.0,0.0,6.431892,0.0,0.0,0.0,6.298819,0.0
chr1_205257253_205257766,12.861815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_205262860_205263030,8.324227,0.0,0.0,0.0,0.0,5.1878,0.0,0.0,0.0,7.440034,0.0
chr1_205265235_205265548,8.324227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.440034,0.0
chr1_205267691_205267999,8.324227,0.0,129.0,0.0,0.0,5.377629,0.0,0.0,0.0,7.129374,4.260665
chr1_205270500_205270865,8.324227,0.0,66.0,0.0,0.0,8.399295,0.0,0.0,0.0,7.129374,4.198305
chr1_205288770_205288915,8.737633,2.403309,59.0,16.4863835,0.0,15.363928,9.111887,1.867779,0.0,6.642709,6.251797
chr1_205410224_205410578,6.7590885,0.0,126.5,0.0,1.760744,5.305519,10.18712,1.845642,0.0,8.468399,5.645405
chr1_205418015_205418182,6.7590885,2.874313,24.0,21.998479,1.760744,15.918619,10.18712,0.0,0.0,13.8867735,14.413237
chr1_205638319_205638508,8.351294,0.0,0.0,0.0,0.0,0.0,1.580571,0.0,0.0,0.0,0.0
chr1_205638734_205639222,8.945571,0.0,0.0,0.0,0.0,0.0,1.580571,0.0,0.0,0.0,0.0
chr1_206290243_206290662,8.705421,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_206642854_206643037,6.282049,0.0,0.0,16.847407,2.615085,17.752073,0.0,1.858276,0.0,5.183451,0.0
chr1_206688246_206688461,5.096914,0.0,0.0,0.0,0.0,10.048165,0.0,0.0,0.0,17.059365,8.605118
chr1_206763465_206763687,8.791954,0.0,74.0,0.0,3.124514,6.102974,0.0,1.611415,0.0,0.0,0.0
chr1_206859136_206859493,4.4731405,0.0,113.5,20.976594,0.0,11.473037,10.420339,2.795382,0.0,16.102478,15.055142
chr1_206859748_206860259,4.4731405,0.0,56.0,20.976594,2.42171,11.473037,10.420339,2.795382,0.0,16.102478,15.055142
chr1_206897147_206897463,6.4770675,0.0,45.0,0.0,0.0,7.986032,10.420339,2.795382,0.0,0.0,0.0
chr1_206910483_206910789,4.324722,0.0,0.0,0.0,2.854008,0.0,10.420339,2.795382,0.0,0.0,0.0
chr1_20693127_20693202,5.329629,0.0,0.0,6.654068,0.0,9.577056,0.0,1.162943,0.0,0.0,0.0
chr1_207063537_207063710,5.847419,0.0,77.0,0.0,0.0,7.668200000000001,0.0,0.0,0.0,10.391535,4.693022
chr1_207080273_207080661,5.847419,0.0,0.0,0.0,1.981785,0.0,4.260876,0.0,0.0,12.717211,2.682735
chr1_207098778_207098999,2.157336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_207203424_207203586,8.070125,0.0,41.5,25.535029,3.060728,18.539207,6.963997,0.0,1.983805,22.447833,28.605035
chr1_207413364_207413503,6.591195,0.0,33.0,0.0,0.0,6.49152,0.0,0.0,0.0,11.782187,8.340116
chr1_207414217_207414394,6.591195,0.0,302.0,0.0,0.0,6.49152,0.0,0.0,0.0,11.782187,6.174402
chr1_207489914_207490291,6.813716,0.0,168.0,0.0,0.0,7.749349,0.0,0.0,1.231504,5.500738,12.699576
chr1_207997315_207997832,6.850131,0.0,142.0,3.024119,3.606281,6.301368,5.896583,1.323659,21.032042,10.819835,11.180162
chr1_207999163_207999611,6.850131,0.0,0.0,0.0,3.606281,0.0,5.896583,1.323659,0.0,10.819835,0.0
chr1_208021631_208021781,6.530403,0.0,136.0,0.0,3.606281,7.271966,5.896583,1.323659,0.0,12.137916,10.0208855
chr1_20806851_20807214,5.602411,0.0,23.0,10.448612,0.0,0.0,14.263499,1.162943,0.0,8.433411,3.536804
chr1_208085821_208086214,10.271215,2.807725,23.0,0.0,0.0,0.0,0.0,1.323659,0.0,0.0,0.0
chr1_208335369_208335711,3.503195,0.0,0.0,0.0,3.320085,0.0,4.016582,1.323659,0.0,0.0,1.422642
chr1_208339104_208339123,5.831781,0.0,0.0,0.0,3.320085,0.0,4.016582,1.323659,0.0,8.136216,1.422642
chr1_208377298_208378003,9.088455,0.0,8.0,0.0,3.320085,4.326773,4.016582,1.323659,0.0,6.222861,1.422642
chr1_208412497_208412696,6.6482,0.0,39.0,4.575657,3.320085,12.431264,4.016582,1.323659,25.507061,6.514388,3.0959905
chr1_208418631_208418859,6.028158,3.241882,37.0,25.297457,3.320085,12.431264,4.016582,1.323659,31.413714,6.047717,1.422642
chr1_208670997_208671177,8.526833,0.0,0.0,0.0,0.0,0.0,0.0,1.323659,0.0,0.0,0.0
chr1_20930711_20931037,9.527857,0.0,46.0,0.0,3.167603,8.568691000000001,0.0,0.0,0.0,13.018677,6.822419
chr1_209393390_209393475,4.476293,0.0,23.0,0.0,0.0,11.699018,0.0,0.0,0.0,0.0,0.0
chr1_209422787_209423049,6.867041,0.0,0.0,0.0,0.0,4.240534,0.0,0.0,0.0,0.0,3.560114
chr1_209528830_209529176,7.8657255,0.0,26.0,9.327197,0.0,5.514564,0.0,0.0,0.0,16.769384,8.409456666666665
chr1_209538127_209538433,7.8657255,0.0,147.5,0.0,0.0,6.419902,0.0,0.0,0.0,16.769384,4.907970000000001
chr1_209542596_209542897,7.8657255,0.0,66.0,0.0,0.0,6.228923333333333,0.0,0.0,0.0,16.769384,5.3977355
chr1_209556903_209557123,7.8657255,0.0,60.0,5.2902,1.684776,10.31751,0.0,0.0,0.0,16.769384,6.631464
chr1_209557331_209557442,7.8657255,0.0,27.0,5.2902,1.684776,10.31751,0.0,0.0,0.0,16.769384,6.631464
chr1_209562668_209562976,7.8657255,0.0,128.0,0.0,1.684776,5.470433,0.0,0.0,0.0,16.769384,6.631464
chr1_209570810_209570947,7.8657255,0.0,0.0,0.0,0.0,5.470922,2.180123,0.0,0.0,16.769384,9.5391995
chr1_209571959_209572357,7.8657255,0.0,84.5,3.198424,0.0,5.470922,2.180123,0.0,0.0,16.769384,9.5391995
chr1_209577571_209577627,7.8657255,0.0,0.0,4.380023,0.0,8.010730500000001,2.180123,0.0,0.0,16.769384,7.4770355
chr1_209578512_209578819,7.8657255,0.0,20.0,4.380023,0.0,8.010730500000001,2.180123,0.0,0.0,16.769384,7.4770355
chr1_209579567_209579719,7.8657255,0.0,22.0,4.380023,0.0,8.010730500000001,2.180123,0.0,0.0,16.769384,7.4770355
chr1_209585617_209585757,7.8657255,0.0,25.0,4.557525,0.0,6.7055805,2.180123,0.0,1.693816,16.769384,8.894867999999999
chr1_209589374_209589797,7.8657255,0.0,103.0,4.57518,0.0,6.7055805,2.180123,0.0,1.693816,16.769384,7.002404
chr1_209590107_209590333,7.8657255,0.0,0.0,4.57518,0.0,6.7055805,2.180123,0.0,1.693816,16.769384,7.002404
chr1_209591220_209591436,7.8657255,0.0,0.0,0.0,0.0,6.7055805,2.180123,0.0,1.693816,16.769384,7.002404
chr1_209597695_209597830,7.8657255,0.0,0.0,0.0,0.0,5.470433,0.0,0.0,0.0,16.769384,4.361219
chr1_209806744_209806957,4.1346565,0.0,0.0,0.0,7.953782,9.602142,9.58603,4.839094,3.015372,5.80081,11.503517
chr1_209820544_209820823,4.1346565,0.0,0.0,18.405622,7.953782,9.602142,9.58603,4.839094,3.015372,46.735417,19.761264
chr1_209822403_209823008,4.1346565,0.0,99.0,18.405622,7.953782,9.602142,9.58603,4.839094,3.015372,46.735417,19.761264
chr1_209827285_209827712,7.1417935,0.0,53.0,18.405622,7.953782,9.602142,9.58603,4.839094,3.015372,46.735417,19.761264
chr1_209828801_209829023,7.1417935,0.0,0.0,18.405622,7.953782,9.602142,9.58603,4.839094,3.015372,46.735417,19.761264
chr1_209829183_209829498,7.1417935,0.0,182.0,18.405622,7.953782,9.602142,9.58603,4.839094,3.015372,46.735417,19.761264
chr1_209830400_209831026,7.1417935,0.0,137.0,18.405622,7.953782,9.602142,9.58603,4.839094,3.015372,46.735417,19.761264
chr1_209831470_209831550,7.1417935,0.0,44.0,18.405622,7.953782,9.602142,9.58603,4.839094,3.015372,46.735417,19.761264
chr1_209832170_209832305,7.1417935,0.0,0.0,18.405622,7.953782,9.602142,9.58603,4.839094,3.015372,46.735417,19.761264
chr1_209833148_209833823,7.1417935,0.0,52.0,18.405622,7.953782,9.602142,9.58603,0.0,3.015372,46.735417,19.761264
chr1_209841164_209841607,5.679253,0.0,0.0,0.0,0.0,0.0,9.58603,0.0,0.0,0.0,4.361219
chr1_209921200_209921357,5.444477,0.0,311.0,0.0,0.0,0.0,0.0,0.0,47.452829,0.0,4.361219
chr1_209938931_209939742,4.597931,0.0,38.0,0.0,4.899669,0.0,0.0,0.0,0.0,13.931017,4.361219
chr1_209942657_209943400,4.597931,0.0,93.5,0.0,4.899669,5.38692,0.0,0.0,0.0,14.0917965,4.361219
chr1_209978699_209978810,4.597931,0.0,0.0,36.752311,4.899669,13.065013,8.043061,2.623989,3.8290505,18.032409,19.3551555
chr1_209989263_209989693,4.597931,0.0,195.0,7.786123499999999,0.0,8.648902,8.043061,0.0,0.0,18.032409,13.520277
chr1_210056461_210057439,5.856395,0.0,18.0,0.0,0.0,3.668841000000001,2.461855,0.0,13.011968,15.8534005,5.8341735
chr1_210058060_210058292,5.856395,0.0,143.0,0.0,0.0,3.668841000000001,2.461855,0.0,0.0,15.8534005,5.8341735
chr1_210425971_210426288,4.953146,0.0,0.0,0.0,0.0,12.290317,0.0,0.0,1.471225,0.0,0.0
chr1_210468396_210468551,6.936405,1.830329,25.0,0.0,0.0,0.0,0.0,0.0,1.471225,0.0,0.0
chr1_210505670_210505997,10.427729,0.0,0.0,0.0,0.0,0.0,0.0,1.329426,1.471225,2.304916,0.0
chr1_210567003_210567330,8.862944,0.0,65.0,0.0,0.0,5.942574,0.0,1.329426,1.471225,11.850754,8.778364
chr1_211500826_211501119,3.998633,0.0,34.5,15.059834,0.0,11.966888,0.0,0.0,0.0,0.0,3.969404
chr1_211590216_211590571,6.7968385,0.0,62.0,8.521769,0.0,15.361422,0.0,0.0,0.0,0.0,0.0
chr1_211688648_211688771,4.886134,2.096513,0.0,8.436185,0.0,15.776332,0.0,1.157381,0.0,0.0,0.0
chr1_211753366_211753524,6.687253,0.0,0.0,40.298528,0.0,13.486999,1.119824,1.157381,0.0,9.351777,14.411258
chr1_211912030_211912428,6.707178,0.0,0.0,0.0,0.0,7.093786,0.0,1.157381,0.0,0.0,0.0
chr1_212429433_212429795,6.02372,0.0,0.0,0.0,0.0,0.0,0.0,1.195618,0.0,0.0,0.0
chr1_212458080_212458253,4.302405,0.0,68.0,35.256888,0.0,10.910119,3.81326,1.195618,0.0,13.498437,17.00091
chr1_212643548_212643711,6.228609,0.0,202.0,0.0,0.0,8.745368,0.0,1.195618,0.0,11.790732,14.074689
chr1_212658172_212658571,5.788149,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,14.634534,7.158292
chr1_212659054_212659720,5.788149,0.0,157.0,0.0,0.0,10.0940425,0.0,0.0,0.0,14.634534,7.158292
chr1_212661846_212662402,5.788149,0.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,14.634534,7.158292
chr1_212769584_212769966,6.756261,0.0,342.5,7.825044,0.0,7.510198,0.0,1.212125,25.633198,27.331593,11.347694
chr1_212809966_212810356,3.98497,2.358751,35.0,0.0,0.0,4.647358,0.0,1.212125,0.0,0.0,0.0
chr1_212840606_212841015,6.179973,0.0,37.0,0.0,0.0,8.625832,0.0,1.212125,0.0,8.034133,6.118704
chr1_212841280_212841455,6.179973,0.0,54.0,0.0,0.0,8.625832,0.0,1.212125,0.0,8.034133,6.118704
chr1_212844659_212845312,4.15429,0.0,67.0,0.0,0.0,7.938639,0.0,1.212125,0.0,0.0,5.054716
chr1_213090277_213090696,3.922332,2.137308,42.0,0.0,0.0,7.979897,0.0,1.123178,0.0,0.0,0.0
chr1_213101984_213102303,3.5921205,0.0,24.0,0.0,0.0,0.0,0.0,1.123178,0.0,0.0,0.0
chr1_21348947_21349299,8.758551,0.0,97.0,8.367322,2.047036,10.202533,3.933383,1.625638,0.0,12.602915,9.864849
chr1_21349725_21349786,8.758551,0.0,0.0,0.0,2.047036,10.202533,3.933383,1.625638,0.0,12.602915,0.0
chr1_213500745_213500914,4.87911,0.0,29.0,0.0,0.0,9.689918,0.0,1.241119,0.0,0.0,0.0
chr1_2140151_2140337,8.08258,0.0,0.0,0.0,0.0,7.867694,0.0,0.0,0.0,0.0,0.0
chr1_214162828_214163073,6.396445,3.013176,0.0,9.618365,0.0,12.908239,0.0,1.684435,0.0,0.0,0.0
chr1_214601098_214601566,6.010614,0.0,135.0,4.447542,3.668752,8.372787,11.861635,0.0,2.079009,11.007061,12.4241325
chr1_214612784_214613126,6.9522935,0.0,543.0,7.584953333333334,3.668752,9.304676,11.861635,0.0,0.0,11.007061,21.363525
chr1_214614555_214614760,6.9522935,0.0,53.0,1.635799,3.668752,9.304676,11.861635,0.0,0.0,11.007061,21.363525
chr1_214619335_214619608,6.9522935,0.0,0.0,1.635799,3.668752,9.958012,11.861635,0.0,0.0,11.007061,14.340614
chr1_214648804_214649025,7.690344,0.0,43.0,13.421873,3.668752,11.823916,11.861635,0.0,0.0,11.007061,18.817001
chr1_21475659_21476054,6.1423265,0.0,0.0,4.531385,2.047036,7.763574,3.933383,0.0,0.0,16.692667,9.302816
chr1_215130656_215131050,5.498709,0.0,60.0,0.0,0.0,5.764022,0.0,0.0,0.0,11.041292,5.664581
chr1_21588176_21588724,9.592826,0.0,106.0,0.0,2.895451,9.234178,1.447937,0.0,0.0,12.014558,11.305782
chr1_21588829_21589430,9.592826,0.0,22.0,0.0,2.895451,9.234178,1.447937,0.0,0.0,12.014558,11.305782
chr1_2162325_2162996,7.865108,0.0,45.0,26.429499,0.0,23.679828,14.711112,2.606818,0.0,6.495968,11.375777
chr1_21643831_21644195,8.12617,0.0,96.0,0.0,0.0,0.0,3.124442,0.0,0.0,0.0,0.0
chr1_21649091_21649481,8.959523,0.0,26.0,0.0,1.721381,0.0,3.124442,0.0,0.0,7.237007,0.0
chr1_21650806_21651685,8.959523,0.0,92.33333333333331,4.303373,1.721381,8.399295,3.124442,0.0,0.0,7.237007,10.091627
chr1_21660622_21661187,8.285022,0.0,34.0,8.140178,0.0,15.79649,3.124442,0.0,37.897358,8.106226,13.755109
chr1_216774004_216774285,5.94549,1.7927,0.0,13.870779,0.0,17.96124,0.0,1.197687,0.0,11.461426,15.268208
chr1_2171824_2171946,7.865108,0.0,80.0,0.0,2.253573,5.220677,14.711112,2.606818,0.0,8.225429,0.0
chr1_2172142_2172385,7.865108,0.0,35.0,0.0,2.253573,5.220677,14.711112,2.606818,0.0,0.0,0.0
chr1_217308487_217308861,6.161721,3.663362,35.0,8.105174,0.0,12.752269,0.0,1.145496,0.0,0.0,0.0
chr1_2177615_2177829,5.877379,0.0,33.0,10.145918,2.253573,11.411393,14.711112,2.606818,0.0,12.240572,0.0
chr1_218382752_218383112,3.838093,1.776629,118.0,0.0,0.0,7.565003,0.0,1.209375,1.27354,0.0,0.0
chr1_218523725_218524123,3.936879,0.0,0.0,33.082976,2.703558,20.203898,6.42482,1.209375,1.27354,13.737291,17.308848
chr1_218550674_218551089,6.589284,0.0,77.0,0.0,2.703558,5.358343,6.42482,1.209375,1.27354,5.133094,1.670521
chr1_218633382_218633612,5.721317,0.0,41.0,0.0,0.0,10.140612,0.0,1.209375,1.27354,7.773837,4.908079
chr1_218636802_218637167,4.601032,0.0,13.0,0.0,0.0,0.0,0.0,1.209375,1.27354,0.0,0.0
chr1_218662454_218662669,6.207359,0.0,19.0,0.0,0.0,5.808765,0.0,0.0,1.27354,8.971955,0.0
chr1_218758903_218759111,4.70199,0.0,28.0,0.0,0.0,5.058513,0.0,0.0,1.27354,7.244473,4.018658
chr1_218847947_218848245,7.2511695,0.0,0.0,0.0,0.0,8.229713,0.0,0.0,1.743387,11.687936,0.0
chr1_2190530_2190674,4.466438,0.0,0.0,0.0,2.313484,0.0,14.711112,2.606818,0.0,0.0,0.0
chr1_219262446_219262621,8.870534,0.0,57.0,0.0,0.0,11.695221,0.0,0.0,0.0,0.0,0.0
chr1_219497639_219497836,3.616277,3.670055,0.0,0.0,0.0,0.0,0.0,1.355866,0.0,0.0,0.0
chr1_219498496_219498646,3.616277,3.670055,81.0,0.0,0.0,0.0,0.0,1.355866,0.0,0.0,0.0
chr1_21965161_21965473,9.612656,2.2357,106.0,0.0,0.0,0.0,0.0,1.849677,0.0,0.0,0.0
chr1_219728784_219728936,6.290001999999999,2.275014,41.0,0.0,0.0,0.0,0.0,1.355866,0.0,0.0,0.0
chr1_220671702_220671851,6.717482,0.0,51.0,0.0,0.0,9.002321,0.0,0.0,0.0,0.0,0.0
chr1_221130660_221131042,4.383095,0.0,69.0,0.0,0.0,4.259217,0.0,1.208287,0.0,9.056897,0.0
chr1_221135331_221135824,3.752069,0.0,55.0,0.0,0.0,0.0,0.0,1.208287,0.0,0.0,0.0
chr1_221209079_221209530,4.477845,0.0,51.0,7.970979,0.0,10.491725,0.0,1.208287,0.0,9.402767,11.978745
chr1_221612801_221613016,4.0840845,0.0,184.0,0.0,0.0,4.749469,0.0,0.0,0.0,37.85035,13.522074
chr1_221614030_221614267,4.0840845,0.0,0.0,0.0,0.0,4.749469,0.0,0.0,9.717271,37.85035,13.522074
chr1_221840936_221841145,4.952036,0.0,117.0,0.0,0.0,7.86317,0.0,0.0,0.0,6.169712,0.0
chr1_22184381_22184621,6.118658,0.0,0.0,0.0,3.715178,0.0,0.0,0.0,0.0,7.175849,0.0
chr1_221862665_221862854,3.003667,0.0,0.0,0.0,4.560321,0.0,0.0,0.0,0.0,7.4608525,0.0
chr1_221877654_221878134,3.880635,0.0,0.0,0.0,4.560321,0.0,17.512366,2.111564,0.0,6.244918,6.558934
chr1_221881394_221881826,4.256800999999999,0.0,0.0,0.0,4.560321,5.285154,17.512366,2.111564,0.0,7.3704435,6.558934
chr1_221882292_221882723,4.256800999999999,0.0,72.0,0.0,4.560321,5.285154,17.512366,2.111564,0.0,7.3704435,9.4256295
chr1_221887766_221888016,3.880635,0.0,0.0,0.0,4.560321,5.285154,17.512366,2.111564,0.0,6.244918,6.558934
chr1_221899063_221899285,4.474558999999999,0.0,22.0,3.023064,4.560321,5.062177500000001,17.512366,2.111564,0.0,6.927691,6.1870015
chr1_221913881_221914483,5.321856,0.0,41.5,27.86133,4.560321,10.115479,17.512366,2.111564,1.922656,11.590842,14.800077
chr1_221916049_221916599,3.880635,0.0,128.0,27.86133,4.560321,10.115479,17.512366,2.111564,1.922656,11.590842,14.800077
chr1_221931213_221931399,4.853614,0.0,18.0,0.0,0.0,7.134536,0.0,0.0,0.0,0.0,0.0
chr1_221968806_221968942,3.831326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.645414,0.0
chr1_221982394_221982755,7.098928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.645414,0.0
chr1_221983045_221983456,7.098928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2981345,0.0
chr1_222000173_222000483,8.044706,0.0,25.0,0.0,0.0,4.910611,0.0,0.0,0.0,12.8077275,5.97791
chr1_222002644_222003471,8.044706,0.0,78.0,0.0,0.0,5.28636,0.0,0.0,0.0,12.8077275,5.97791
chr1_222050666_222050976,4.154629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.645414,0.0
chr1_222135050_222135329,4.831691,0.0,24.0,0.0,0.0,9.926439,0.0,0.0,0.0,20.497421,11.617659
chr1_222161205_222161607,4.128963,0.0,106.0,0.0,0.0,5.2721,0.0,0.0,0.0,12.209484,8.644359
chr1_222164724_222164904,4.128963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.209484,8.644359
chr1_222167595_222168014,4.128963,0.0,40.0,0.0,0.0,3.38815,0.0,0.0,0.0,12.209484,8.644359
chr1_222171745_222172136,4.128963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.209484,0.0
chr1_2221868_2222548,8.334714,0.0,160.0,11.139065,1.989283,11.875347,14.711112,1.813531,0.0,7.525216,4.842744
chr1_22231370_22231630,11.532031,0.0,113.0,0.0,3.715178,8.458445,4.238033,1.995894,0.0,11.73554,1.738879
chr1_22232811_22232851,8.818646,0.0,47.0,0.0,3.715178,0.0,4.238033,1.995894,0.0,0.0,1.738879
chr1_22235836_22236001,4.540847,0.0,0.0,0.0,3.715178,0.0,4.238033,1.995894,0.0,0.0,1.738879
chr1_222439708_222439874,5.368313,0.0,17.0,0.0,0.0,9.42778,0.0,0.0,0.0,9.101077,0.0
chr1_222461432_222461724,8.667522,0.0,31.0,0.0,0.0,7.65093,0.0,0.0,0.0,10.646053,3.847948
chr1_22260274_22260656,9.604392,0.0,72.5,14.747414,3.715178,11.907156,4.238033,0.0,0.0,10.364663,7.277665
chr1_222638782_222639204,10.039534,0.0,365.0,11.132706,0.0,11.174564,0.0,0.0,43.021667,16.499572,4.5200925000000005
chr1_22266159_22266438,9.604392,0.0,202.0,0.0,0.0,11.907156,4.238033,0.0,25.553647,10.364663,7.277665
chr1_222987149_222987502,4.360026,0.0,0.0,19.810212,0.0,9.595377,0.0,0.0,0.0,0.0,0.0
chr1_2230678_2230895,7.341680999999999,0.0,91.5,9.854233,1.989283,9.591371,14.711112,1.813531,0.0,5.130732,0.0
