name_E,H3k27me3_E,H3k27ac_E,Pol2_E,H3k36me3_E,H3k9ac_E,H3k79me2_E,H4k20me1_E,DNaseI_E,H3k4me2_E,Ctcf_E,H3k4me3_E,H3k4me1_E
chr1_92270160_92270686,3.266225,8.701172,17.270877499999997,0.0,10.74188,0.0,1.260604,98.0,9.682022,3.865299,7.014614,8.250167
chr1_9335683_9335930,2.092783,0.0,6.3509955,0.0,0.0,0.0,1.848114,135.0,9.075898,0.0,0.0,7.871868
chr1_941791_942135,7.103796,0.0,0.0,0.0,4.870193,0.0,0.0,33.0,9.428131,0.0,0.0,10.674263
chr1_94583651_94584037,2.029384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_9535183_9535425,2.161102,0.0,0.0,0.0,4.99535,0.0,0.0,18.0,11.099814,0.0,5.180377,9.881408
chr1_9689223_9689588,2.459328,0.0,0.0,2.297697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_9700704_9700713,2.459328,0.0,0.0,2.297697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr10_1100843_1101035,0.0,16.659411,4.432014,4.577595,18.784082,6.484974,2.139439,46.0,14.655866,0.0,10.688691,12.058415
chr10_1541138_1541906,0.0,4.674113,9.347968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr10_2159978_2160127,0.0,10.712124,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,4.812091
chr10_2256285_2256680,0.0,19.687202,0.0,0.0,10.917282,0.0,0.0,26.0,7.415099,0.0,5.97515,5.833033
chr10_3028046_3028193,0.0,8.582975,0.0,0.0,5.348328,0.0,0.0,37.0,11.095732,19.415553,8.923476,6.467027
chr10_3133662_3133717,0.0,20.279629,2.801144,5.509259,7.437942,6.186918,2.602042,0.0,13.603983,0.0,8.984312,10.376675
chr10_3137708_3138098,0.0,20.279629,2.801144,5.509259,8.982133000000001,6.186918,0.0,58.5,15.910465,0.0,8.230134,10.376675
chr10_3497590_3497951,0.0,20.319718,14.364717,0.0,7.356604,0.0,0.0,49.0,9.387009,15.449731,5.920986,10.302267
chr10_3507725_3507898,0.0,52.153147,3.223102,0.0,16.939889,0.0,0.0,9.0,15.876721,0.0,6.914646,9.72121
chr10_3509617_3509911,0.0,52.153147,5.656727500000001,0.0,16.939889,0.0,0.0,145.5,15.876721,31.258849,6.914646,9.72121
chr10_3510310_3510716,0.0,52.153147,5.656727500000001,0.0,16.939889,0.0,0.0,37.0,15.876721,31.258849,6.914646,9.72121
chr10_3511181_3511689,0.0,52.153147,5.656727500000001,0.0,16.939889,0.0,0.0,26.5,15.876721,0.0,6.914646,9.72121
chr10_3524547_3524820,0.0,11.096286,6.8057905000000005,0.0,10.897886,0.0,0.0,42.0,14.432126,0.0,6.589528,8.807663
chr10_3526849_3527147,0.0,11.096286,3.223102,0.0,8.578297,0.0,0.0,0.0,7.687452,0.0,0.0,8.807663
chr10_3528683_3528786,0.0,11.096286,6.597336,0.0,11.408157,0.0,0.0,63.0,12.408644,17.294114,0.0,8.807663
chr10_3542742_3543014,0.0,10.046447,0.0,0.0,12.690123,0.0,0.0,18.0,18.235874,0.0,11.627173,10.555719
chr10_3568141_3568290,0.0,12.948122,13.945746,0.0,2.508883,0.0,0.0,93.0,0.0,0.0,0.0,8.947164
chr10_3710838_3711066,0.0,19.537295,5.4074975,0.0,17.231602,0.0,0.0,37.0,10.365474,0.0,13.060115,10.251629
chr10_3762746_3763172,0.0,9.328035,6.959725499999999,0.0,14.141436,0.0,1.165427,36.0,12.901931,13.164647,0.0,13.338983
chr10_3782727_3783283,0.0,13.5751,10.668224,0.0,8.998091,0.0,1.165427,81.0,13.058905,0.0,9.25067,11.611602
chr10_3797195_3797502,0.0,40.217164,16.80396766666667,0.0,17.024269,0.0,1.165427,39.0,11.682814,0.0,8.63401,13.965881
chr10_3800307_3800531,0.0,40.217164,15.872737666666666,0.0,17.024269,0.0,1.165427,30.0,11.682814,0.0,3.378125,13.965881
chr10_3807382_3807563,0.0,40.259657,14.838627,0.0,21.197563,0.0,1.165427,0.0,14.733685,0.0,5.0957095,16.861233
chr10_3845250_3845852,0.0,57.261001,4.552905,0.0,24.939954,0.0,0.0,11.0,0.0,2.354502,2.728118,13.766414
chr10_3845999_3846426,0.0,57.261001,4.552905,0.0,24.939954,0.0,0.0,0.0,10.963925,2.354502,2.728118,13.766414
chr10_3846443_3847038,0.0,57.261001,6.571266,0.0,24.939954,0.0,0.0,0.0,10.963925,2.354502,2.728118,13.766414
chr10_3848037_3849536,0.0,57.261001,6.571266,0.0,24.939954,5.051188,0.0,52.5,10.963925,2.354502,2.728118,13.766414
chr10_3850308_3850795,0.0,57.261001,6.571266,0.0,24.939954,5.051188,0.0,0.0,10.963925,0.0,2.728118,13.766414
chr10_3852273_3852886,0.0,57.261001,6.571266,0.0,24.939954,5.051188,0.0,106.0,10.963925,0.0,2.728118,13.766414
chr10_3853393_3854169,0.0,57.261001,6.571266,0.0,24.939954,0.0,0.0,28.0,10.963925,0.0,2.728118,13.766414
chr10_3856317_3856712,0.0,57.261001,4.552905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.728118,0.0
chr10_3867491_3867713,0.0,9.14337,4.552905,0.0,5.006802,0.0,0.0,35.0,5.824996,0.0,0.0,9.130924
chr10_3870489_3871262,0.0,17.07296,11.322143333333337,0.0,13.842992,0.0,0.0,25.0,17.668733,0.0,15.047598,9.0581705
chr10_3893365_3894190,0.0,37.282684,8.7532475,1.701375,15.863213,0.0,0.0,16.0,7.610859,0.0,3.83505,11.315559
chr10_3909715_3910075,0.0,11.297642,6.790013500000001,0.0,4.962916,0.0,0.0,0.0,0.0,0.0,0.0,10.246015
chr10_3917358_3918120,0.0,11.096126,4.552905,0.0,3.4458,0.0,0.0,0.0,0.0,0.0,0.0,9.384626
chr10_3928866_3929216,0.0,33.017863,7.402062000000001,0.0,25.951537,0.0,0.0,35.0,6.880443,1.758524,6.262261,10.537671
chr10_3929991_3930887,0.0,33.017863,7.402062000000001,0.0,25.951537,0.0,0.0,89.0,6.880443,7.7035275,8.0752135,10.537671
chr10_3932191_3932411,0.0,33.017863,4.552905,0.0,13.697093,0.0,0.0,9.0,3.541267,0.0,0.0,10.537671
chr10_3936015_3936390,0.0,11.269427,4.552905,0.0,0.0,0.0,0.0,0.0,3.541267,0.0,0.0,6.583291
chr10_3938329_3938538,0.0,11.269427,4.552905,0.0,0.0,0.0,0.0,0.0,3.541267,0.0,0.0,6.583291
chr10_3944367_3944901,0.0,8.306025,4.552905,0.0,4.990141,0.0,0.0,0.0,3.541267,0.0,0.0,4.989207
chr10_3984866_3985563,0.0,20.351557,7.296920999999999,2.763786,11.276617,6.433969,0.0,42.0,8.624471,2.170169,6.875743,10.862157
chr10_3985648_3985956,0.0,20.351557,4.552905,2.763786,11.276617,5.430326,0.0,0.0,8.624471,2.170169,6.875743,10.862157
chr10_4172866_4173257,0.0,7.625968,0.0,0.0,0.0,0.0,0.0,0.0,10.754757,0.0,3.766328,9.488988
chr10_4173688_4174411,0.0,7.625968,0.0,0.0,15.715901,0.0,0.0,25.0,10.754757,0.0,3.766328,9.488988
chr10_4289203_4289519,0.0,11.52291,0.0,0.0,5.116507,0.0,0.0,14.0,7.0242675000000006,0.0,5.391432,8.467596
chr10_4386754_4387085,0.0,23.591037,8.742946,0.0,8.52653,0.0,0.0,87.0,17.3128015,22.768475,5.373298,9.758391
chr10_4396174_4396330,0.0,37.510404,0.0,0.0,12.480079,0.0,0.0,43.0,13.959451,0.0,9.074735,9.82477
chr10_4685784_4686138,0.0,17.945251,1.52795,2.908977,0.0,0.0,0.0,0.0,0.0,0.0,1.251639,0.0
chr10_4705159_4705783,0.0,17.945251,11.258581333333332,2.908977,22.189294,5.7038150000000005,0.0,36.5,11.393698,6.172244,4.1879100000000005,10.387963
chr10_4711881_4712067,0.0,17.945251,1.52795,0.0,23.71359,4.85412,0.0,0.0,0.0,0.0,1.251639,9.159201
chr10_4712833_4713220,0.0,17.945251,7.1462255,0.0,23.71359,4.85412,0.0,28.0,18.654701,0.0,1.251639,9.159201
chr10_4728868_4729211,0.0,17.945251,4.3292735,1.990339,15.841944,4.740183,0.0,73.0,8.64839,0.0,2.9056575,11.703017
chr10_4813646_4813900,0.0,13.270454,3.9215025,0.0,11.328626,0.0,0.0,17.0,8.697576,22.525625,1.251639,5.9387455
chr10_4855217_4855416,0.0,8.904907,5.5985005,0.0,0.0,0.0,0.0,39.0,0.0,0.0,1.251639,9.823808
chr10_4989909_4990226,0.0,7.563521,10.747181,0.0,0.0,0.0,0.0,33.0,4.9830295,0.0,0.0,7.534439
chr10_5113786_5114179,0.0,12.212266,0.0,0.0,6.843032,0.0,0.0,19.0,14.155706,0.0,5.826296,9.115256
chr10_5333644_5334212,0.0,18.278469,8.834409,0.0,8.889158,0.0,0.0,60.0,8.380704999999999,16.757975,3.761035,15.696793
chr10_5334474_5334640,0.0,18.278469,0.0,0.0,8.889158,0.0,0.0,0.0,8.380704999999999,0.0,3.761035,15.696793
chr10_5336164_5336286,0.0,18.278469,0.0,0.0,16.031722,0.0,0.0,15.0,3.324232,28.006304,0.0,12.941162
chr10_5359534_5359986,0.0,10.854037,9.221822,0.0,0.0,0.0,0.0,70.0,9.499224,0.0,0.0,8.974939
chr10_5587810_5588190,0.0,21.542712,0.0,0.0,12.110397,0.0,0.0,0.0,8.7121535,0.0,0.0,13.544766
chr10_5588881_5589169,0.0,21.542712,5.28516,0.0,12.110397,0.0,0.0,23.0,8.7121535,0.0,4.529025,13.544766
chr10_5590010_5590295,0.0,21.542712,5.28516,0.0,12.110397,0.0,0.0,18.0,8.7121535,0.0,4.529025,13.544766
chr10_5590959_5591270,0.0,21.542712,5.28516,0.0,12.110397,0.0,0.0,56.0,8.7121535,0.0,4.529025,13.544766
chr10_5593718_5593999,0.0,21.542712,3.88506,0.0,12.110397,0.0,0.0,70.0,8.977539,17.480453,5.32382,13.544766
chr10_5607602_5608000,0.0,54.62615,14.433397,0.0,16.203445000000002,0.0,0.0,136.0,9.580689,3.717547,5.525295,15.282386
chr10_5638863_5639270,0.0,24.387311,6.543259666666667,0.0,15.352784,0.0,0.0,56.0,14.749574,6.77349,13.816488,15.757768
chr1_100113534_100114036,0.0,19.243953,5.809518,0.0,19.305777,0.0,0.0,20.0,17.893224,27.691447,13.722972,7.204559
chr1_10127211_10127315,0.0,19.174802,1.968196,2.297697,11.065094,7.417243,0.0,0.0,7.7548865,0.0,0.0,6.716042
chr1_101725356_101725679,0.0,12.518696,0.0,0.0,11.212041,0.0,0.0,42.0,4.989234,0.0,0.0,7.929233
chr1_10269964_10270260,0.0,14.694551,9.622236,2.297697,24.726352,5.30332,1.481389,47.0,17.656085,28.384714,21.096218,0.0
chr1_10556105_10556527,0.0,21.458003,7.679169000000001,2.297697,15.449601,5.116211,1.562967,189.0,12.981765,0.0,7.166757,13.232593
chr1_10557233_10557456,0.0,21.458003,2.15874,2.297697,15.449601,5.116211,1.562967,0.0,12.981765,0.0,7.166757,13.232593
chr1_10558276_10558621,0.0,21.458003,2.15874,2.297697,0.0,5.116211,1.562967,0.0,0.0,0.0,0.0,0.0
chr1_10695291_10695734,0.0,28.078961,2.103104,2.297697,19.479551,0.0,0.0,101.5,12.26409,5.137716,11.977272,8.285072
chr1_10804844_10805001,0.0,11.775248,0.0,2.297697,8.072195,0.0,0.0,39.0,0.0,0.0,0.0,11.780172
chr1_108479405_108480123,0.0,4.412152,3.851734,0.0,0.0,0.0,5.33645,0.0,6.465877,0.0,0.0,13.642412
chr1_108741685_108742156,0.0,9.402022,15.938208,2.881334,16.648291,8.07214,1.91752,14.0,15.244832,14.314348,23.267583,4.248148
chr1_1093610_1093958,0.0,10.393802,0.0,0.0,24.484659,0.0,0.0,0.0,11.953523,0.0,13.741314,8.26741
chr1_10960432_10960567,0.0,24.704849,8.948355333333334,0.0,20.728673,0.0,0.0,75.0,12.270062,0.0,11.146102,9.783704
chr1_109800134_109800539,0.0,6.972948,8.437559,3.742836,5.480957,2.376742,0.0,204.0,11.706471,0.0,0.0,8.480787
chr1_110160052_110160461,0.0,7.038183,2.579906,0.0,4.980123,0.0,0.0,39.0,4.486087,4.96331,0.0,7.929226499999999
chr1_110879130_110879445,0.0,21.762208,2.839201,2.625906,25.449361,7.399095,2.73719,0.0,12.45468,0.0,19.417105,7.825554
chr1_111735402_111735659,0.0,6.684109,2.519318,3.140084,6.963807,0.0,0.0,22.0,11.7934,0.0,9.270415,10.085209
chr1_111735691_111736003,0.0,6.684109,2.519318,3.140084,6.963807,0.0,0.0,0.0,11.7934,0.0,9.270415,10.085209
chr1_111757482_111757860,0.0,6.022176,0.0,0.0,11.001928,0.0,0.0,0.0,5.534263,0.0,0.0,13.26171
chr1_111758440_111759106,0.0,6.022176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6805315
chr1_111764327_111764759,0.0,3.352376,0.0,0.0,0.0,0.0,0.0,13.0,9.186893,0.0,0.0,7.926935
chr1_112135698_112135869,0.0,12.35344,5.173641,0.0,6.832127,0.0,0.0,169.0,10.987638,0.0,8.259291,8.277351
chr1_112163412_112163797,0.0,8.606013,2.239605,0.0,19.270151,5.13905,2.048346,0.0,14.02042,0.0,13.424937,4.190671
chr1_112163826_112164071,0.0,8.606013,2.239605,3.750638,19.270151,5.13905,2.048346,0.0,14.02042,0.0,13.424937,4.190671
chr1_113013577_113014004,0.0,4.888016,3.306681,2.827316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_113086746_113087141,0.0,16.416263,0.0,3.382078,11.581161,0.0,0.0,79.0,7.14966,0.0,0.0,12.516697
chr1_113584893_113585079,0.0,7.840447,4.030807,0.0,5.275626000000001,0.0,0.0,27.0,8.051584,21.630916,3.960809,8.992032
chr1_11376903_11377179,0.0,16.478501,6.918807,0.0,8.754372,0.0,0.0,90.0,10.626548,12.760219,12.451977,8.801516
chr1_114656563_114656717,0.0,11.87261,5.504999,0.0,3.0371005,0.0,0.0,0.0,10.281592,0.0,5.640172,9.375645
chr1_114997819_114998047,0.0,3.405093,0.0,2.651472,0.0,7.563018,2.282125,20.0,0.0,0.0,0.0,6.511202
chr1_115052481_115052766,0.0,13.418971,4.1608725,2.651472,24.759724,7.563018,2.282125,0.0,16.335856,2.056626,23.581774,6.030777
chr1_115605190_115605611,0.0,18.106498,6.072447,0.0,11.452435,0.0,0.0,154.0,9.753903,0.0,8.248116,10.19719
chr1_115605746_115606114,0.0,18.106498,6.072447,0.0,11.452435,0.0,0.0,35.0,9.753903,0.0,0.0,10.19719
chr1_115641281_115641604,0.0,6.591974,0.0,0.0,10.221146,0.0,0.0,0.0,10.374261,0.0,11.641746,5.247353
chr1_115709526_115709713,0.0,14.990722,0.0,0.0,0.0,0.0,0.0,0.0,8.553543,0.0,0.0,9.483327
chr1_115732772_115733197,0.0,10.250443,9.4372945,0.0,0.0,0.0,0.0,104.0,10.062126,0.0,13.002373,10.573315
chr1_116039640_116039989,0.0,12.341131,0.0,1.970517,11.108772,0.0,0.0,33.0,6.598483,0.0,0.0,7.6819325
chr1_116088478_116088732,0.0,19.499484,10.454093,0.0,10.453611,0.0,0.0,168.0,8.03901,45.014884,4.275813,6.9256910000000005
chr1_116221756_116221883,0.0,15.868524,9.8215285,3.978452,6.460189,5.701146,2.133198,65.0,7.833006,0.0,0.0,12.769138
chr1_116291091_116291334,0.0,6.009982,2.032997,0.0,3.56876,0.0,0.0,18.0,5.280144,0.0,0.0,6.7298
chr1_116370977_116371565,0.0,5.6251725,4.665641,0.0,6.054518,0.0,0.0,0.0,10.714416,0.0,6.477358,9.359636
chr1_116520279_116520650,0.0,28.283591,12.907167333333334,4.030507,29.338883,6.131509,2.5016105,111.0,15.883443,0.0,28.8190945,6.790118
chr1_116918925_116919548,0.0,30.758693,2.994502,5.021213,18.697903,13.955873,2.799408,90.5,25.277893,0.0,17.211624,10.593732
chr1_116920378_116921129,0.0,30.758693,2.994502,5.021213,18.697903,13.955873,2.799408,46.5,25.277893,0.0,17.211624,10.593732
chr1_117047053_117047428,0.0,11.295583,1.824775,0.0,8.203323,0.0,0.0,29.0,8.87032,0.0,2.113335,8.056472
chr1_117050808_117051139,0.0,13.840775,1.824775,2.429006,0.0,0.0,0.0,0.0,6.931362,0.0,2.113335,8.056472
chr1_117051576_117051921,0.0,13.840775,1.824775,2.429006,7.150893,0.0,0.0,105.0,6.931362,0.0,3.4295235,8.056472
chr1_117080047_117080432,0.0,13.60703,8.3835715,2.429006,10.12507,3.155984,0.0,278.0,6.301464,0.0,0.0,10.197416
chr1_117081238_117081452,0.0,13.60703,2.363725,2.429006,4.94402,3.155984,0.0,46.0,6.301464,0.0,0.0,10.197416
chr1_117082797_117083071,0.0,13.60703,2.363725,2.429006,0.0,3.155984,0.0,0.0,7.827821,0.0,0.0,10.197416
chr1_117100772_117101124,0.0,22.53506,0.0,2.429006,0.0,3.155984,0.0,0.0,0.0,0.0,0.0,9.399451
chr1_117111804_117112156,0.0,9.260895,4.760346,2.429006,17.707721,3.155984,3.82227,0.0,10.657078,0.0,13.58704,2.423447
chr1_117112460_117112738,0.0,9.260895,4.760346,2.429006,17.707721,3.155984,3.82227,32.0,10.657078,25.194613,13.58704,2.423447
chr1_117280613_117280924,0.0,8.919705,0.0,0.0,4.765463,0.0,0.0,0.0,6.593276,0.0,0.0,3.005056
chr1_117281390_117281752,0.0,8.919705,0.0,0.0,4.765463,0.0,0.0,49.0,6.593276,0.0,0.0,3.005056
chr1_117347522_117347641,0.0,2.36231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_117359174_117359463,0.0,2.36231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_117363043_117363386,0.0,5.379706499999999,12.626373,0.0,5.253824,0.0,0.0,86.0,7.76382,0.0,0.0,8.271519
chr1_117421623_117422020,0.0,23.66439,4.462432,0.0,16.45362,0.0,0.0,158.0,22.53111,22.961834,9.526647,8.139248
chr1_117422443_117422644,0.0,23.66439,4.462432,0.0,16.45362,0.0,0.0,0.0,22.53111,0.0,9.526647,8.139248
chr1_117424835_117425013,0.0,4.241633,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,5.172619
chr1_117533270_117533527,0.0,4.525354,2.494993,4.006086,0.0,10.586919,3.067933,18.0,0.0,0.0,0.0,0.0
chr1_11990003_11990329,0.0,11.624485,0.0,3.484198,0.0,0.0,1.656151,22.0,10.388953,0.0,0.0,13.326196
chr1_120147764_120147961,0.0,4.149295,0.0,0.0,0.0,0.0,0.0,91.0,10.709491,0.0,5.034412,7.323343
chr1_120255895_120256325,0.0,8.17916,0.0,4.206072,14.55021,6.732233,2.565927,0.0,16.000614,0.0,22.504215,6.745811
chr1_120530787_120531205,0.0,9.08559,0.0,4.205727,0.0,2.925879,1.885197,0.0,3.960645,0.0,0.0,9.568728
chr1_12493910_12494304,0.0,7.27534,1.515051,3.744843,3.297273,1.249489,1.54996,0.0,6.83351,0.0,0.0,12.339356
chr1_12675687_12675874,0.0,22.637975,2.769707,0.0,23.463114,4.707003,1.54996,0.0,20.680013,0.0,17.395318,5.111875
chr1_1295535_1296332,0.0,10.305084,5.978118,0.0,4.412983,0.0,0.0,70.0,4.9994320000000005,0.0,0.0,8.266182
chr1_13931629_13932064,0.0,6.260182,0.0,2.532578,0.0,0.0,0.0,40.0,4.713292,0.0,0.0,5.744802
chr1_14027926_14028325,0.0,12.305943,2.632504,0.0,18.769632,8.078422,0.0,0.0,16.996136,0.0,15.222561,5.187368
chr1_14029077_14029879,0.0,12.305943,2.632504,0.0,18.769632,8.078422,0.0,0.0,16.996136,0.0,15.222561,5.187368
chr1_144908312_144908601,0.0,15.433398,2.467547,4.549225,7.339893,0.0,0.0,27.0,13.307595,3.5983525,7.6145565,14.12201
chr1_144908806_144909147,0.0,15.433398,2.467547,4.549225,7.339893,0.0,0.0,72.0,13.307595,3.5983525,8.821610666666666,14.12201
chr1_144927217_144927550,0.0,13.868783,2.467547,4.549225,17.777098,27.364292,2.079758,0.0,37.454631,3.5983525,38.024464,9.602517
chr1_145226678_145226829,0.0,11.261621,0.0,0.0,4.578885,4.913412,0.0,0.0,3.308234,0.0,0.0,5.584496
chr1_145433530_145433648,0.0,11.54306,0.0,0.0,0.0,0.0,0.0,56.0,12.847356,0.0,0.0,7.01905
chr1_145437595_145437817,0.0,23.624384,7.04515,0.0,22.251919,4.931747,0.0,15.0,22.613043,0.0,24.547107,7.01905
chr1_145454760_145454851,0.0,16.555947,0.0,0.0,7.444565,0.0,0.0,0.0,10.219549,0.0,0.0,12.094513
chr1_145455122_145455741,0.0,16.555947,5.631381,3.70093,7.444565,0.0,0.0,200.0,10.219549,20.861393,7.542292,12.094513
chr1_146764405_146764804,0.0,6.855887,2.049717,3.896881,0.0,0.0,1.648795,18.0,0.0,0.0,0.0,4.58227
chr1_147775754_147775884,0.0,4.580152,0.0,0.0,7.632624,0.0,0.0,0.0,6.439049,0.0,14.148447,7.608538
chr1_147806841_147807184,0.0,36.445323,90.678874,0.0,31.308097,0.0,0.0,87.0,22.78904,12.921204,13.816196,5.33826
chr1_14843752_14844090,0.0,31.982443,6.117343,0.0,10.055726,0.0,0.0,144.0,6.894096,0.0,3.943176,11.78677
chr1_149978692_149979077,0.0,15.829445,2.094974,6.291234,0.0,4.118032,2.261433,0.0,8.3705015,0.0,0.0,7.605706
chr1_149981648_149981889,0.0,15.829445,7.934121,2.968157,33.054185,4.118032,2.261433,27.0,8.3705015,0.0,23.901484,7.605706
chr1_150135231_150135764,0.0,8.567654,5.545959,0.0,10.747679,0.0,0.0,114.0,14.482542,20.683608,8.583141,7.345275
chr1_150185878_150186128,0.0,11.471076,0.0,2.064235,14.759094,0.0,0.0,80.0,12.932921,15.863351,15.060001,4.586664
chr1_150294873_150295138,0.0,13.819324,5.690814,3.807435,47.553719,8.15263,0.0,0.0,11.488795,0.0,26.32845,8.451856
chr1_150577042_150577503,0.0,23.407766,8.57837125,2.917027,10.417901,0.0,0.0,92.0,10.700544,0.0,14.479707,7.2049520000000005
chr1_150585815_150586394,0.0,20.027277,5.655687,2.917027,9.169307,0.0,0.0,83.0,11.458115,0.0,5.792508,6.7360405
chr1_150592182_150592667,0.0,18.128168,2.8121850000000004,2.917027,13.056258,5.783213,1.670332,44.0,10.20081,26.652659,3.765248,7.595753999999999
chr1_15059594_15059681,0.0,19.231942,16.791549,0.0,16.258032,0.0,1.200209,159.0,12.072975,0.0,13.132197,8.605981
chr1_150600412_150600701,0.0,18.128168,4.2381443333333335,2.917027,13.056258,9.866423,1.798231,12.0,10.20081,0.0,22.4725085,7.595753999999999
chr1_150949569_150950014,0.0,6.77201,2.883228,3.857156,7.307943,0.0,0.0,83.0,13.7397255,0.0,13.318887,8.523802
chr1_151166314_151166527,0.0,24.609724,3.325126,3.711518,26.853266,5.802644,0.0,0.0,12.950869,0.0,22.06521,10.760422
chr1_151168297_151168505,0.0,24.609724,3.325126,3.711518,26.853266,5.802644,0.0,0.0,12.950869,0.0,22.06521,12.208598
chr1_151172142_151172526,0.0,24.609724,6.795002500000001,3.711518,26.853266,5.802644,2.985982,0.0,12.950869,0.0,22.06521,0.0
chr1_151172620_151173197,0.0,24.609724,6.795002500000001,3.711518,26.853266,5.802644,2.985982,59.0,12.950869,0.0,22.06521,7.335573
chr1_151284018_151284391,0.0,17.196945,9.4040345,3.711518,14.064732,3.071413,2.844882,232.0,7.044765,4.91618,5.366092,18.337708
chr1_151485676_151485841,0.0,10.81018,4.105952,4.121886,8.430083,2.861867,0.0,19.0,16.499986,0.0,10.982711,14.91539
chr1_151486181_151486300,0.0,10.81018,4.105952,4.121886,8.430083,0.0,0.0,79.0,16.499986,0.0,10.982711,14.91539
chr1_151809390_151809745,0.0,9.555423,0.0,0.0,5.236321,0.0,0.0,73.0,10.45576,53.608021,0.0,6.339743
chr1_151913142_151913275,0.0,9.245006,0.0,0.0,0.0,0.0,0.0,0.0,3.577131,0.0,0.0,9.106703
chr1_151913574_151913780,0.0,9.245006,0.0,0.0,11.07169,0.0,0.0,0.0,3.577131,0.0,0.0,9.106703
chr1_151913815_151914271,0.0,9.245006,18.696744,0.0,0.0,0.0,0.0,83.0,3.577131,0.0,0.0,9.106703
chr1_151916920_151917624,0.0,47.414838,11.249665,0.0,15.284138,0.0,0.0,0.0,15.151476,5.686372,9.489554,13.338124
chr1_151918898_151919222,0.0,47.414838,11.249665,0.0,15.284138,0.0,0.0,196.0,15.151476,0.0,9.489554,13.338124
chr1_151945068_151945221,0.0,13.929357,10.366613,0.0,12.577983,0.0,2.935563,0.0,8.055404,0.0,13.904901,7.591094
chr1_151960875_151961433,0.0,37.824529,15.16025,7.78783,23.116307,13.650589,2.935563,123.0,8.055404,5.702106,23.548764,7.591094
chr1_151961675_151962369,0.0,37.824529,15.16025,7.78783,23.116307,13.650589,2.935563,77.0,8.055404,5.702106,23.548764,7.591094
chr1_151968368_151968560,0.0,37.824529,15.16025,0.0,23.116307,0.0,2.935563,0.0,8.055404,0.0,13.547682,7.591094
chr1_152006910_152007460,0.0,30.205272,20.79868,8.504102,63.194467,14.219517,4.987741,59.0,19.016644,17.982917,41.007567,5.999934
chr1_152007615_152008057,0.0,30.205272,20.79868,8.504102,63.194467,14.219517,4.987741,32.0,19.016644,17.982917,41.007567,5.999934
chr1_152010545_152011004,0.0,30.205272,20.79868,0.0,63.194467,0.0,0.0,0.0,19.016644,0.0,41.007567,4.134199
chr1_152022022_152022514,0.0,42.340388,0.0,0.0,21.669288,0.0,0.0,35.0,13.608752,0.0,10.431812,10.778032
chr1_152137288_152137323,0.0,6.238173,0.0,0.0,0.0,0.0,0.0,0.0,7.129074,0.0,0.0,10.49511
chr1_15240254_15240560,0.0,9.220019,0.0,0.0,6.457008,0.0,0.0,60.0,10.533894,0.0,5.250958,8.554778
chr1_153488459_153488748,0.0,9.957457,3.6129005,0.0,6.211778,0.0,0.0,95.0,11.220942,6.036956,9.812408,8.120989
chr1_153504746_153504953,0.0,27.177772,17.636986,0.0,46.899673,0.0,0.0,15.0,18.151716,10.427614,31.618381,7.168298
chr1_153526279_153526545,0.0,3.374529,15.33453,5.991434,0.0,0.0,2.828516,15.0,0.0,5.780784,0.0,5.4632175
chr1_153541018_153541368,0.0,70.471358,15.33453,0.0,68.080395,6.43845,2.828516,205.0,20.997979,28.4581085,26.075468,8.02164
chr1_153545866_153546049,0.0,10.566182,0.0,0.0,9.169419,0.0,0.0,0.0,11.818186,5.780784,5.278931,6.350474
chr1_153583449_153583810,0.0,45.151773,13.804744,4.021229,52.506931,16.77143,2.383804,112.0,26.085326,0.0,40.837562,7.985948
chr1_153936554_153936861,0.0,25.944039,6.940189500000001,2.82044,26.201844,11.898187,2.161353,101.0,21.573147,0.0,21.319144,5.717946
chr1_154154606_154155027,0.0,11.2509505,8.8373495,4.400955,24.105955,9.288435,7.9575985,37.0,12.35178,0.0,20.756475,0.0
chr1_154299137_154299452,0.0,5.811913,5.153895,0.0,11.583901,0.0,0.0,65.0,12.865706,31.700335,15.584007,7.587013
chr1_154391539_154392211,0.0,30.97105,6.6398455,2.426917,16.325515,5.151426,0.0,30.0,10.019394,2.131369,4.269128,10.3035895
chr1_154392646_154393050,0.0,30.97105,6.6398455,2.426917,16.325515,0.0,0.0,46.0,10.019394,2.131369,4.269128,10.3035895
chr1_154404273_154404562,0.0,30.471445,7.298683,2.426917,12.637512,0.0,0.0,199.0,6.499076,3.994536,2.379941,8.0323525
