name_E,H3k27ac_E,H3k4me2_E,Ctcf_E,H4k20me1_E,DNaseI_E,H3k9ac_E,Smc3_E,H3k4me3_E,H3k36me3_E,H3k27me3_E,H3k79me2_E,H3k4me1_E
chr1_226876730_226876990,4.634397,4.638351,0.0,2.746194,0.0,1.86544,0.0,2.688995,3.686745,0.0,8.420764,5.751132
chr1_226878935_226879345,4.634397,5.4861915,0.0,2.746194,0.0644,1.86544,9.46684,2.688995,3.686745,0.0,8.420764,5.751132
chr1_226884834_226885233,6.9142135,5.365304999999998,0.0,2.746194,0.0731,1.86544,2.14626,2.688995,3.686745,0.0,8.420764,5.751132
chr1_226890098_226890374,14.587971,8.355072,0.0,2.746194,0.0,11.3517655,0.0,4.7593545000000015,3.686745,0.0,8.420764,5.751132
chr1_226890865_226891416,14.587971,8.355072,0.0,2.746194,0.1109,11.3517655,1.97199,4.7593545000000015,3.686745,0.0,8.420764,5.751132
chr1_226896121_226896509,4.634397,4.638351,0.0,2.746194,0.0,1.86544,0.0,2.688995,3.686745,0.0,8.420764,5.751132
chr1_226911425_226911742,8.792060000000001,10.877241,1.768016,2.746194,0.0,1.86544,0.0,7.7485940000000015,3.686745,0.0,8.420764,5.751132
chr1_226927547_226927740,13.343705500000002,10.877241,1.768016,2.746194,0.0,1.86544,0.0,7.7485940000000015,3.686745,0.0,8.420764,5.751132
chr1_227128899_227129131,16.327236,14.721101,1.7676599999999998,1.813487,0.0,9.3668275,0.0,9.387843,0.0,0.0,7.8822304999999995,7.869008
chr1_227751865_227752213,20.807536,7.686167,0.0,0.0,0.4781,19.577228,0.0,6.369494,1.673053,0.0,2.257683,8.008901
chr1_228273480_228273740,8.340181,13.982857,0.0,4.834524,0.0,23.802346,0.0,11.585622,5.288214,0.0,15.083957,4.998588
chr1_228651177_228651630,11.36895,9.826546,9.815398,0.0,0.0868,14.2214155,0.0,7.0089679999999985,0.0,1.890064,3.348177,3.132508
chr1_229546837_229547142,13.484776,0.0,0.0,2.212467,0.0,0.0,0.0,0.0,0.0,1.740854,0.0,0.0
chr1_229692979_229693368,10.86395,10.713144,0.0,1.697857,0.3193,18.083209,0.0,8.166818,3.611235,0.0,8.986573,3.595613
chr1_230240540_230240902,9.92105,12.013943,2.437093,2.231761,0.0686,6.406254,2.61404,5.488787,2.461331,1.524056,4.534454,11.860869
chr1_230241590_230241986,9.92105,12.013943,2.437093,2.231761,0.0555,6.406254,0.0,5.488787,2.461331,1.524056,4.534454,11.860869
chr1_230258907_230259286,21.49044,15.403936000000002,2.437093,2.231761,0.1145,10.9320535,2.06846,5.333071,2.461331,1.524056,4.534454,9.423561
chr1_230282048_230282189,10.805951,12.424521,0.0,2.231761,0.0674,3.889548,2.75162,3.526987,2.461331,0.0,4.534454,6.193230000000002
chr1_23076914_23077145,9.290296,8.547419,0.0,0.0,0.0666,9.109663,0.0,5.306273,0.0,1.504586,0.0,8.121549
chr1_231113054_231113423,12.108472,11.654881,0.0,1.705443,0.0,16.220938,0.0,12.010344,3.3343,0.0,7.074642,4.1187510000000005
chr1_231347338_231347496,13.948827,17.268556,39.10634,0.0,0.2149,7.5951225,7.0756,9.430627,0.0,1.961718,0.0,7.851864
chr1_231629288_231629504,9.16744,4.360766,0.0,0.0,0.0,0.0,0.0,2.412519,0.0,1.4258540000000002,0.0,3.4103
chr1_231665787_231666093,16.927996,11.368782,0.0,0.0,0.0,17.009484,0.0,11.098526,2.812288,1.4258540000000002,8.581048,6.042218
chr1_232725638_232725888,3.756304,6.493439,0.0,1.2164549999999998,0.0,0.0,0.0,2.436554,0.0,1.4258540000000002,0.0,5.091677
chr1_232726496_232726761,3.756304,6.493439,0.0,1.2164549999999998,0.0383,0.0,0.0,2.436554,0.0,1.4258540000000002,0.0,5.091677
chr1_233750790_233751092,8.211072,7.074458999999999,0.0,0.0,0.0605,10.012775,3.89214,3.008518,2.119847,0.0,2.769407,2.720253
chr1_234534667_234535013,24.235229,16.419334,0.0,0.0,0.0623,8.963828999999997,2.27009,10.489615,3.421564,0.0,7.29346,4.933580999999998
chr1_234630919_234631525,10.287066,9.339831,0.0,0.0,0.0452,15.7757095,0.0,4.931121,0.0,0.0,0.0,9.051155
chr1_234658291_234658851,11.49691,16.032619,0.0,0.0,0.0596,5.3650660000000014,0.0,5.179583999999998,0.0,1.564107,0.0,6.4843
chr1_234736336_234736615,29.552445,16.73692,2.585784,2.559397,0.0,23.135646,3.74644,15.821326999999998,0.0,0.0,11.961744,6.5412785000000016
chr1_234737347_234737653,29.552445,16.73692,2.585784,2.559397,0.0,23.135646,0.0,15.821326999999998,6.096329,0.0,11.961744,6.5412785000000016
chr1_234738546_234738834,29.552445,16.73692,2.585784,2.559397,0.0,23.135646,0.0,15.821326999999998,6.096329,0.0,11.961744,6.5412785000000016
chr1_234746093_234747674,29.552445,16.73692,2.585784,2.559397,0.0732,23.135646,3.6459,15.821326999999998,0.0,0.0,11.961744,8.034556
chr1_234748100_234748931,29.552445,16.73692,2.585784,2.559397,0.0909,23.135646,3.6459,15.821326999999998,0.0,0.0,11.961744,8.034556
chr1_234749342_234749645,29.552445,16.73692,2.585784,0.0,0.0,23.135646,0.0,15.821326999999998,0.0,0.0,11.961744,8.034556
chr1_234812067_234812214,5.90815,15.383444,0.0,0.0,0.0873,9.307453,2.08337,8.842445,0.0,0.0,0.0,5.590629
chr1_234858843_234859287,23.571256,12.594938,0.0,0.0,0.0,9.660331,3.25339,4.740821,0.0,0.0,1.983908,13.196171
chr1_234904523_234904710,14.921259,7.6112485,0.0,0.0,0.0,4.330178,0.0,3.434083,0.0,0.0,0.0,7.3505850000000015
chr1_234907393_234907835,22.382476,10.907324,0.0,0.0,0.0298,8.885075500000003,4.48949,8.270469,0.0,0.0,3.177422,7.3505850000000015
chr1_234908151_234908764,22.382476,10.907324,9.669004,0.0,0.1203,8.885075500000003,4.48949,8.270469,1.965959,0.0,3.177422,7.3505850000000015
chr1_234972080_234972525,9.001725,0.0,0.0,0.0,0.0,0.0,0.0,2.67342,0.0,0.0,0.0,0.0
chr1_234976660_234976804,20.1657835,14.222641,0.0,0.0,0.0,14.500611,0.0,5.092355,0.0,0.0,4.604879,0.0
chr1_234977482_234978011,20.1657835,14.222641,0.0,0.0,0.059000000000000004,14.500611,3.62496,5.092355,0.0,0.0,4.604879,0.0
chr1_234978594_234979177,20.1657835,14.222641,3.943936,0.0,0.0848,14.500611,3.62496,5.092355,0.0,0.0,0.0,0.0
chr1_234980393_234980645,20.1657835,14.222641,0.0,0.0,0.03,14.500611,2.47646,5.092355,0.0,0.0,0.0,0.0
chr1_234981045_234981471,20.1657835,14.222641,0.0,0.0,0.0,14.500611,2.23569,5.092355,0.0,0.0,0.0,0.0
chr1_234984948_234985284,9.001725,0.0,3.292434,0.0,0.0,0.0,0.0,2.67342,0.0,0.0,0.0,0.0
chr1_234985592_234985878,9.001725,0.0,3.292434,0.0,0.0,0.0,0.0,2.67342,0.0,0.0,0.0,0.0
chr1_234987212_234987644,9.001725,10.058159,0.0,0.0,0.0301,0.0,3.57711,3.936261,0.0,0.0,0.0,0.0
chr1_234989990_234990213,9.001725,0.0,0.0,0.0,0.0,0.0,0.0,2.67342,0.0,0.0,0.0,0.0
chr1_235017165_235017382,10.598246,13.948737,0.0,2.075357,0.0,3.982806,5.90474,5.886176,0.0,1.478417,0.0,0.0
chr1_235068890_235069050,18.01554,7.630737499999999,0.0,0.0,0.0821,9.688515,0.0,8.465691,0.0,0.0,0.0,10.475958
chr1_235069269_235069652,18.01554,7.630737499999999,0.0,0.0,0.0821,9.688515,2.47646,8.465691,0.0,0.0,0.0,10.475958
chr1_235070340_235070651,18.01554,7.630737499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.475958
chr1_235080718_235080947,15.119079,7.134337,0.0,0.0,0.028999999999999998,0.0,0.0,7.197339,0.0,0.0,0.0,5.9136190000000015
chr1_235090546_235090894,26.589074,7.8922124999999985,2.4149545,0.0,0.0,10.792298,2.34697,4.925719,0.0,0.0,2.317102,11.168902
chr1_235091073_235091332,26.589074,7.8922124999999985,1.7652720000000002,0.0,0.028999999999999998,10.792298,2.34697,4.925719,0.0,0.0,6.979813,11.168902
chr1_235091427_235091813,26.589074,7.8922124999999985,1.7652720000000002,0.0,0.0276,10.792298,2.34697,4.925719,0.0,0.0,2.317102,11.168902
chr1_235094853_235095190,33.092957,5.011158999999998,1.7652720000000002,0.0,0.0,11.446599,0.0,0.0,0.0,0.0,2.317102,11.168902
chr1_235096560_235096855,33.092957,9.900208000000001,1.7652720000000002,0.0,0.0,11.446599,0.0,7.005342,0.0,0.0,5.1019865000000015,11.168902
chr1_235097868_235098070,33.092957,9.900208000000001,1.7652720000000002,0.0,0.0261,11.446599,3.16065,7.005342,0.0,0.0,2.317102,11.168902
chr1_235104770_235105153,29.802229,5.939328,1.7652720000000002,0.0,0.0,9.451708,0.0,3.451785,0.0,0.0,2.317102,12.851084
chr1_235106929_235107153,29.802229,5.939328,1.7652720000000002,0.0,0.0,9.451708,3.3363400000000003,3.451785,0.0,0.0,2.317102,12.851084
chr1_235108272_235108467,29.802229,5.939328,1.7652720000000002,0.0,0.0,9.451708,0.0,3.451785,0.0,0.0,2.317102,12.851084
chr1_235108971_235109355,29.802229,5.939328,1.7652720000000002,0.0,0.0,9.451708,0.0,3.451785,0.0,0.0,2.317102,12.851084
chr1_235110834_235111403,29.802229,8.8835485,1.7652720000000002,0.0,0.0,0.0,2.75162,6.3865620000000005,0.0,0.0,2.317102,12.851084
chr1_235112749_235113173,29.802229,8.8835485,1.7652720000000002,0.0,0.0,18.378845,0.0,6.530791000000002,0.0,0.0,2.317102,12.851084
chr1_235114050_235115068,29.802229,8.8835485,8.364183333333333,0.0,0.0413,18.378845,2.40767,6.530791000000002,0.0,0.0,2.317102,12.851084
chr1_235120162_235120433,29.802229,6.195078499999998,1.7652720000000002,0.0,0.0,5.548273,0.0,3.663433,0.0,0.0,2.317102,12.851084
chr1_235122652_235122939,29.802229,7.3804525,1.7652720000000002,0.0,0.0,11.711449,0.0,3.332758,0.0,0.0,2.317102,12.851084
chr1_235146978_235147112,26.837133,6.5194709999999985,1.615383,0.0,0.0353,11.2328435,3.40677,2.740151,0.0,0.0,1.990349,11.785372
chr1_235151501_235151917,26.837133,6.5194709999999985,1.615383,0.0,0.0,8.681283,3.53125,2.740151,0.0,0.0,1.990349,11.785372
chr1_235151923_235152024,26.837133,6.5194709999999985,1.615383,0.0,0.0,8.681283,3.53125,2.740151,0.0,0.0,1.990349,11.785372
chr1_235183936_235184197,30.697035,8.407604,0.0,0.0,0.0608,9.64056,3.49244,7.359135,0.0,0.0,0.0,7.589361999999999
chr1_235186710_235186949,8.680197,7.822456,0.0,0.0,0.0277,5.476524,3.98985,6.574828,0.0,0.0,0.0,7.589361999999999
chr1_235242252_235242564,20.287147,6.524338500000002,0.0,0.0,0.0,7.813602,7.15422,3.607268,0.0,0.0,4.597124,10.2526415
chr1_235243001_235243596,20.287147,6.524338500000002,0.0,0.0,0.0345,7.813602,3.3363400000000003,3.607268,0.0,0.0,0.0,10.2526415
chr1_235246558_235246857,21.3102,4.733992,43.269061,0.0,0.0317,3.771907,8.78554,7.587828999999998,0.0,0.0,0.0,8.527761
chr1_235267591_235267744,13.467322,11.839575,42.43003,0.0,0.1037,8.81029,3.0392900000000003,6.2008220000000005,3.439647,0.0,0.0,6.97115
chr1_235460869_235461278,5.119506,0.0,0.0,2.362067,0.0286,0.0,0.0,5.643214,3.439647,0.0,9.000703,3.9774260000000004
chr1_235468552_235468724,16.927996,5.97963,0.0,2.362067,0.0,0.0,0.0,3.081951,3.439647,0.0,9.000703,2.084874
chr1_235668656_235669018,17.697123,11.565235000000001,0.0,0.0,0.1767,19.196227,0.0,9.945531,0.0,0.0,3.731834,0.0
chr1_236030835_236031025,18.648961,14.039651,0.0,0.0,0.0,14.598841,0.0,10.860771000000002,0.0,0.0,3.823848,3.429442
chr1_236031049_236031919,18.648961,14.039651,0.0,0.0,0.0283,14.598841,0.0,10.860771000000002,0.0,0.0,3.823848,3.429442
chr1_236039869_236040195,11.3778125,6.994188,0.0,0.0,0.0,0.0,0.0,6.208981,0.0,0.0,3.823848,3.429442
chr1_236080566_236081247,15.007652333333334,11.092824,0.0,0.0,0.0855,5.471582,2.93506,5.130041,0.0,0.0,0.0,5.031987
chr1_236101998_236102489,7.4891130000000015,14.194778,0.0,0.0,0.0387,3.998451,2.47646,5.716819,0.0,0.0,0.0,9.883135
chr1_236109486_236110063,3.999183,13.653726999999998,17.242558,0.0,0.0506,0.0,13.48296,5.369443,0.0,0.0,0.0,5.527506
chr1_236115118_236115321,9.250948,9.744284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.287616
chr1_236116403_236116669,9.250948,9.744284,0.0,0.0,0.0539,4.82971,5.36566,4.368427,0.0,0.0,0.0,9.287616
chr1_236118323_236118637,9.250948,9.744284,0.0,0.0,0.1413,4.82971,4.67776,4.368427,0.0,0.0,0.0,9.287616
chr1_236135691_236135959,18.758767,13.326432999999998,0.0,0.0,0.1816,19.565345,8.14904,4.9767769999999985,2.06656,0.0,0.0,4.9235050000000005
chr1_236150188_236150690,13.253703,0.0,0.0,0.0,0.0322,0.0,4.95292,0.0,2.06656,0.0,0.0,6.639849333333332
chr1_236162583_236163199,22.370343,16.482098999999998,0.0,0.0,0.0574,9.231098,0.0,4.012331,2.06656,0.0,0.0,6.236547
chr1_236230188_236230739,13.974812,9.235574,0.0,0.0,0.1897,11.490986,0.0,5.861153,0.0,0.0,7.717731,6.46005
chr1_236231203_236231484,13.974812,9.235574,0.0,0.0,0.0,11.490986,0.0,5.861153,0.0,0.0,0.0,6.46005
chr1_236319808_236320415,33.087112,14.07799,1.811401,2.1212560000000003,0.1179,14.847137,3.02678,5.6128,3.364524,0.0,10.136284,10.117161
chr1_236323296_236323699,33.087112,14.07799,1.811401,2.1212560000000003,0.0925,14.847137,1.6671599999999998,5.6128,3.364524,0.0,10.136284,10.117161
chr1_23849183_23849405,14.297275,15.344952,0.0,1.6804009999999998,0.0426,0.0,0.0,0.0,2.96676,0.0,13.43736,5.9892660000000015
chr1_23882500_23882866,16.878286,15.078322,2.238225,0.0,0.0,12.6472625,0.0,10.583168,4.134692,0.0,10.070097,5.9892660000000015
chr1_23888678_23889201,16.878286,15.078322,0.0,0.0,0.0672,12.6472625,0.0,10.583168,0.0,0.0,0.0,5.9892660000000015
chr1_23903714_23904323,32.254512,14.036965,0.0,0.0,0.1008,9.950457499999999,3.30195,6.666001,0.0,0.0,4.897394,5.9892660000000015
chr1_23916918_23917225,19.422172,11.57198,1.556849,0.0,0.0391,11.696386,2.33888,0.0,0.0,0.0,0.0,5.9892660000000015
chr1_23918101_23918449,19.422172,11.57198,1.556849,0.0,0.0437,11.696386,0.0,6.947467999999999,0.0,0.0,5.141263,5.9892660000000015
chr1_23961555_23961694,10.671812,19.134816,44.44130300000001,0.0,0.1083,6.602117,12.93263,8.434078,0.0,0.0,0.0,5.9892660000000015
chr1_241696334_241697654,16.328438000000002,12.83856,0.0,0.0,0.0371,8.190498,0.0,11.813808,2.070422,0.0,4.88986,4.892341
chr1_241714901_241715765,13.308972,10.556565,0.0,0.0,0.03575,12.629305,3.13685,5.8240870000000005,2.070422,0.0,0.0,4.781276
chr1_24229023_24229388,31.898635,18.860714,0.0,0.0,0.0402,18.978305,0.0,10.576267,2.765966,0.0,11.856567,6.505317
chr1_24235925_24236209,31.898635,18.860714,9.0891,0.0,0.035,18.978305,0.0,10.576267,2.765966,0.0,11.856567,6.505317
chr1_24237439_24237588,31.898635,18.860714,2.966939,0.0,0.0426,18.978305,1.67598,10.576267,2.765966,0.0,11.856567,6.505317
chr1_243451071_243451374,11.834755,10.06571,0.0,0.0,0.0341,0.0,0.0,6.723477000000001,2.2958220000000003,0.0,0.0,4.33078
chr1_243585242_243585384,6.572901,12.779673,0.0,1.189248,0.0331,5.531307,0.0,3.416328,2.2958220000000003,0.0,0.0,4.530175
chr1_243637125_243637295,113.796806,0.0,0.0,1.189248,0.0,0.0,0.0,11.32301,2.2958220000000003,5.208229,0.0,0.0
chr1_244011895_244012034,7.773557,10.082293,0.0,0.0,0.0,0.0,0.0,6.137107,0.0,1.634678,2.494996,3.134055
chr1_244215508_244215901,34.495037,13.380439,0.0,1.236215,0.0295,14.196445,43.65308,13.538158,0.0,1.634678,9.788121,2.350859
chr1_244462616_244463099,16.071192,18.0373155,47.807045,1.236215,0.0926,18.144384,4.70069,5.563615,0.0,1.634678,0.0,5.167033
chr1_244482749_244483387,17.211263,14.221279,0.0,0.0,0.0675,13.422835999999998,0.0,6.0041400000000005,0.0,1.634678,3.885679,6.520368
chr1_244486299_244486688,9.556373,9.055115,0.0,0.0,0.0,6.709586,0.0,6.0041400000000005,0.0,1.634678,9.365659,6.931928999999999
chr1_244512430_244512879,12.952482,8.372841000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.634678,0.0,6.100819
chr1_244517098_244517541,9.890986,9.683907,0.0,0.0,0.03,0.0,15.23399,3.459365,0.0,1.634678,0.0,6.100819
chr1_245082176_245082355,8.438517,9.961179,3.229248,0.0,0.0916,14.492679499999998,5.21142,5.441392,0.0,0.0,0.0,6.091859
chr1_24516156_24516343,15.52884,11.299423,0.0,0.0,0.049,8.067467,0.0,6.1595330000000015,0.0,1.391515,0.0,6.52358
chr1_24517528_24517868,15.52884,11.299423,0.0,0.0,0.1471,8.067467,0.0,6.1595330000000015,0.0,1.391515,0.0,6.52358
chr1_24518503_24518681,15.52884,11.299423,0.0,0.0,0.0814,8.067467,0.0,6.1595330000000015,0.0,1.391515,0.0,6.52358
chr1_246147829_246148201,5.91309,4.364776999999999,0.0,0.0,0.0472,0.0,0.0,6.4255654999999985,0.0,0.0,0.0,4.417973
chr1_246591935_246592203,5.738178,14.126115,0.0,0.0,0.0504,0.0,0.0,2.459351,0.0,0.0,0.0,3.81837
chr1_246730569_246731007,11.410673,10.92685,0.0,0.0,0.0,12.316697,4.95292,11.33406,2.933685,0.0,12.217536,4.881695
chr1_246732690_246733040,11.410673,10.92685,0.0,0.0,0.0,12.316697,18.44126,11.33406,2.933685,0.0,12.217536,4.881695
chr1_246743297_246743408,8.292423,9.033182,0.0,0.0,0.0361,3.931323,0.0,5.3076935,2.933685,0.0,12.217536,5.101167
chr1_246862505_246862699,11.488288,12.954132,31.557808,0.0,0.2653,15.4494295,7.74385,6.405869999999998,0.0,0.0,0.0,5.036654
chr1_247093396_247093478,13.854465,10.6160965,0.0,1.67872,0.0,17.8966,0.0,8.83455,4.176464,0.0,12.377018,5.2263845
chr1_247123303_247123617,10.264231,15.893227,10.261553,0.0,0.0362,0.0,8.30815,5.645043,0.0,0.0,0.0,4.575525
chr1_247125260_247125664,9.058791,4.290466,0.0,0.0,0.0,0.0,0.0,6.583403999999999,0.0,0.0,0.0,4.575525
chr1_247570274_247570994,12.531643,10.781069,0.0,1.23298,0.0875,8.8657,2.2013,4.842568,0.0,1.826581,0.0,8.617605000000001
chr1_247573090_247573644,13.305225,10.781069,0.0,1.23298,0.1261,0.0,2.3847400000000003,4.842568,0.0,1.826581,0.0,8.617605000000001
chr1_247603500_247603921,9.491895,8.523539,0.0,1.23298,0.1028,0.0,3.26264,3.364593,0.0,1.826581,0.0,5.872643
chr1_2478276_2478817,34.594827,12.346145,4.610386,0.0,0.2971,22.253877,6.69562,7.663586,0.0,1.589548,6.99862,3.5616980000000003
chr1_249117788_249118228,13.662173,12.750621,0.0,2.25938,0.0,20.447577,0.0,9.583376,4.868072,0.0,9.528769,4.903814
chr1_249157308_249157673,4.042971,14.885210999999998,0.0,0.0,0.0654,16.361404999999998,0.0,9.890099,2.9550490000000003,0.0,0.0,4.990005
chr1_24970685_24970736,38.009589,12.162191,0.0,1.897018,0.0,27.233457,0.0,10.725444,4.5523690000000006,0.0,6.44599,3.579009
chr1_25021969_25022194,5.455327,7.281578,0.0,0.0,0.0454,0.0,0.0,5.475245,0.0,0.0,0.0,8.58478
chr1_25095502_25095845,7.691002,8.971487,0.0,0.0,0.0,5.913387,0.0,3.873917,2.417752,0.0,5.7000980000000006,4.196206
chr1_2509702_2510198,31.618575500000002,10.66784,13.323795,0.0,0.2173,18.159191,7.0625,5.887639,0.0,0.0,5.752776,6.805462
chr1_25248726_25249062,18.469114,10.612363,2.456189,4.395637000000002,0.0,15.500685,0.0,10.767635,5.142171,0.0,19.34205,9.675847
chr1_25251631_25252076,18.469114,10.612363,2.456189,4.395637000000002,0.0637,15.500685,1.80106,10.767635,5.142171,0.0,19.34205,9.675847
chr1_25252124_25252306,18.469114,10.612363,2.456189,4.395637000000002,0.0637,15.500685,1.80106,10.767635,5.142171,0.0,19.34205,9.675847
chr1_25292573_25292807,24.402725,10.612363,2.456189,4.395637000000002,0.0,20.376238,0.0,11.046839,5.142171,0.0,19.34205,11.936627
chr1_25298850_25299027,6.961166,10.612363,2.456189,0.0,0.034,0.0,0.0,5.144866,0.0,0.0,19.34205,5.90523
chr1_25344029_25344296,29.227624,9.920088,3.216327,0.0,0.0,16.318151999999998,0.0,4.460629,0.0,0.0,6.183441,10.010224
chr1_25345809_25346202,29.227624,13.705854500000001,3.216327,0.0,0.0822,16.318151999999998,2.04406,4.460629,0.0,0.0,6.183441,10.010224
chr1_25348659_25349200,29.227624,13.705854500000001,3.216327,0.0,0.1557,16.318151999999998,3.19611,4.460629,0.0,0.0,6.183441,10.010224
chr1_25353190_25353411,29.227624,13.705854500000001,7.6567435,0.0,0.0,16.318151999999998,3.91342,4.460629,0.0,0.0,6.183441,10.010224
chr1_25353540_25353869,29.227624,13.705854500000001,7.6567435,0.0,0.0,16.318151999999998,3.91342,4.460629,0.0,0.0,6.183441,10.010224
chr1_25355154_25355297,29.227624,13.705854500000001,3.216327,0.0,0.0,16.318151999999998,3.37699,4.460629,0.0,0.0,6.183441,10.010224
chr1_25355468_25355649,29.227624,13.705854500000001,3.216327,0.0,0.0,16.318151999999998,3.37699,4.460629,0.0,0.0,6.183441,10.010224
chr1_25357149_25357829,29.227624,13.705854500000001,3.216327,0.0,0.0767,16.318151999999998,2.79461,4.460629,2.198153,0.0,6.183441,10.010224
chr1_25357926_25358422,29.227624,13.705854500000001,3.216327,0.0,0.0523,16.318151999999998,2.79461,4.460629,2.198153,0.0,6.183441,10.010224
chr1_25360165_25361177,29.227624,13.705854500000001,3.216327,0.0,0.0432,16.318151999999998,3.38056,4.460629,2.198153,0.0,6.183441,10.010224
chr1_25361269_25361784,29.227624,13.705854500000001,3.216327,0.0,0.0,16.318151999999998,0.0,4.460629,2.198153,0.0,6.183441,10.010224
chr1_25559638_25560067,21.671353,12.959602,10.058159,0.0,0.0947,21.684142,0.0,15.026328,0.0,0.0,9.957903,2.682204
chr1_25566195_25566411,13.482772,11.982136,25.560167,0.0,0.1378,13.518857999999998,3.50206,6.859126,5.996764,0.0,9.957903,2.682204
chr1_25566618_25566670,13.482772,11.982136,25.560167,0.0,0.1378,13.518857999999998,3.50206,6.859126,5.996764,0.0,9.957903,2.682204
chr1_2574343_2574764,18.06734,13.054774,10.021316,0.0,0.6481,21.020601,7.06733,9.716382,0.0,0.0,10.758939,3.722086
chr1_25802039_25802147,2.264662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.930612,0.0,3.644812,4.900161
chr1_25942744_25943208,11.6326795,11.477138,11.103162,2.014913,0.1429,0.0,3.39367,3.5100135000000003,0.0,2.428819,0.0,4.5108904999999995
chr1_26201699_26201757,10.719295,11.362256,0.0,0.0,0.0814,14.793637,0.0,5.941597,0.0,0.0,9.784786,6.169552
chr1_26452850_26453250,9.826021,7.682662,0.0,0.0,0.0722,2.037517,0.0,5.702063,2.171909,0.0,0.0,6.045922
chr1_26613887_26614371,23.436967000000006,10.166129000000002,3.930435,0.0,0.1031,7.928419999999999,2.47646,4.1257480000000015,3.229957,0.0,3.495797,9.075815
chr1_26615016_26615421,23.436967000000006,10.166129000000002,3.930435,0.0,0.127,7.928419999999999,3.1185,4.1257480000000015,3.229957,0.0,3.495797,9.075815
chr1_26615527_26615997,23.436967000000006,10.166129000000002,3.930435,0.0,0.127,7.928419999999999,7.01519,4.1257480000000015,3.229957,0.0,3.495797,9.075815
chr1_26616270_26616483,23.436967000000006,10.166129000000002,3.930435,0.0,0.127,7.928419999999999,0.0,4.1257480000000015,3.229957,0.0,3.495797,9.075815
chr1_26616527_26617019,23.436967000000006,10.166129000000002,3.930435,0.0,0.127,7.928419999999999,0.0,4.1257480000000015,3.229957,0.0,3.495797,9.075815
chr1_26617206_26617304,23.436967000000006,10.166129000000002,3.930435,0.0,0.127,7.928419999999999,0.0,4.1257480000000015,3.229957,0.0,3.495797,9.075815
chr1_26642014_26642169,17.648242,15.337228,0.0,0.0,0.1,12.66047,0.0,8.767329,0.0,0.0,8.417487,7.921482000000001
chr1_26827232_26827869,17.839926000000006,13.242451,34.317452,0.0,0.2309,22.627227,0.0,8.353928,0.0,0.0,4.97869,3.797534
chr1_26907862_26908015,15.879823000000002,5.66087,0.0,0.0,0.0371,6.025371,0.0,0.0,3.61124,0.0,0.0,8.273333000000001
chr1_26946837_26947249,38.718434,12.850333,26.821757,0.0,0.1429,25.003826,2.80855,9.836146,0.0,0.0,0.0,6.148733
chr1_26947342_26948198,38.718434,12.850333,0.0,0.0,0.1429,25.003826,2.80855,9.836146,0.0,0.0,7.9114460000000015,8.169079
chr1_27024638_27025138,25.918009,17.157419,1.980266,2.745346,0.08,24.023582,0.0,9.3775615,5.066564,0.0,11.957587,4.109305
chr1_27112764_27112917,36.26624,11.8474385,0.0,2.745346,0.0,26.373535,0.0,12.387625,5.066564,0.0,11.957587,7.335342
chr1_27154485_27154771,18.170002,15.277507,2.708257,0.0,0.0,13.621959,0.0,9.561022,0.0,0.0,17.044138,7.817911
chr1_27154983_27155478,18.170002,15.277507,2.708257,0.0,0.0408,13.621959,0.0,9.561022,5.61458,0.0,17.044138,7.817911
chr1_27160002_27160387,18.170002,15.277507,9.288791,0.0,0.2261,13.621959,5.13636,9.561022,5.61458,0.0,17.044138,7.817911
chr1_27191386_27191927,32.238006,13.394166,4.4666440000000005,0.0,0.2088,25.180538,0.0,9.154121,0.0,0.0,4.091821,4.5009
chr1_27462835_27462988,14.305778,10.645691,10.371222,1.809787,0.051,14.0605285,0.0,3.496181,2.235569,0.0,4.1931080000000005,10.241267
chr1_27762936_27763307,15.364119,9.901635,0.0,1.645254,0.0,5.811519499999998,0.0,6.172681,3.3465540000000003,0.0,11.458512,9.639552
chr1_27775351_27775365,4.338666,0.0,0.0,1.963493,0.0,3.890774,0.0,2.522817,3.3465540000000003,0.0,11.458512,6.290476
chr1_27924204_27924421,8.818711,8.598873,4.163914,2.640207,0.2114,5.303772,0.0,3.465164,1.626363,0.0,4.502425,6.507232
chr1_27935491_27936061,12.239886,13.955035666666666,8.750369000000001,2.640207,0.0695,9.280119000000001,7.19825,4.669353,0.0,0.0,0.0,8.75615
chr1_27957478_27958684,28.210367,15.676115499999998,0.0,0.0,0.0332,5.303772,2.0743,5.928225,0.0,0.0,4.4839449999999985,10.703497
chr1_27963400_27963974,28.210367,8.598873,0.0,0.0,0.0759,5.303772,0.0,0.0,0.0,0.0,0.0,10.703497
chr1_27976905_27977430,13.043059,10.755142,0.0,0.0,0.0,5.303772,0.0,7.498705,0.0,0.0,0.0,8.813816000000003
chr1_27982664_27982914,31.332793,5.724819,0.0,0.0,0.0,5.303772,0.0,3.221666,0.0,0.0,0.0,8.813816000000003
chr1_27985480_27985709,31.332793,14.493559,4.3697599999999985,0.0,0.071,11.404625999999999,3.14908,10.382709,0.0,0.0,0.0,8.813816000000003
