name_E,H3k9ac_E,DNaseI_E,H3k4me3_E,H3k27ac_E,H3k36me3_E,Ctcf_E,H3k79me2_E,H4k20me1_E,H3k4me1_E,H3k27me3_E,H3k4me2_E
chr1_230258907_230259286,5.064605,0.0,3.070427,11.783178,2.607585,0.0,9.005138,2.150517,6.439388000000001,0.0,8.249307
chr1_230289705_230290142,2.6925925,33.0,0.0,4.564184,2.607585,0.0,9.005138,2.150517,6.670505666666667,0.0,9.790652
chr1_23076914_23077145,6.121423,71.0,0.0,7.792225,0.0,0.0,0.0,0.0,8.13899,0.0,4.5293220000000005
chr1_231113054_231113423,10.944398,0.0,30.917314,0.0,2.248997,0.0,4.6694485000000014,1.601034,4.4985565,0.0,11.933208
chr1_231665787_231666093,18.55077,0.0,26.749270000000006,16.120414999999998,2.206007,0.0,5.324594,0.0,4.324482,0.0,14.591489
chr1_233249275_233249581,12.623339,274.0,3.745797,26.278979,2.967939,0.0,0.0,0.0,6.1523910000000015,0.0,9.833128
chr1_233250723_233251216,12.623339,0.0,0.0,26.278979,2.967939,0.0,6.134685,0.0,6.1523910000000015,0.0,9.833128
chr1_233750790_233751092,12.335969,49.0,30.764483,13.265989,2.061248,0.0,3.559068,1.244976,0.0,0.0,11.325650999999999
chr1_23426690_23427100,11.869487,79.0,4.460444,9.351623,3.25478,9.516825,9.305563,1.77525,6.836474333333333,0.0,7.677376
chr1_234275805_234276023,2.289019,152.0,0.0,27.719865,0.0,0.0,3.221025,1.244976,5.89762,0.0,0.0
chr1_23429944_23430077,5.565886,23.0,0.0,9.351623,3.25478,0.0,9.305563,1.77525,6.836474333333333,0.0,7.677376
chr1_234450953_234451201,6.349787999999998,64.0,0.0,7.2745085000000005,0.0,0.0,0.0,1.244976,6.737591,0.0,9.932166
chr1_234630919_234631525,5.494346,25.5,0.0,5.9753680000000005,0.0,0.0,0.0,0.0,6.382365,0.0,7.699354
chr1_234658291_234658851,5.4851845,14.0,0.0,9.559474,0.0,0.0,0.0,0.0,11.699023,0.0,4.500845
chr1_234659231_234659760,5.4851845,287.0,0.0,9.559474,0.0,0.0,0.0,0.0,11.699023,0.0,4.500845
chr1_234680207_234680593,4.19294,49.5,0.0,0.0,0.0,0.0,0.0,0.0,4.69712,0.0,2.537282
chr1_234736336_234736615,28.262013,0.0,7.505826,30.474282,0.0,0.0,19.417013,0.0,6.314006,0.0,19.568705
chr1_234737347_234737653,28.262013,0.0,0.0,30.474282,6.047918,0.0,19.417013,0.0,6.314006,0.0,19.568705
chr1_234738546_234738834,28.262013,107.0,32.833116,30.474282,6.047918,0.0,19.417013,0.0,6.314006,0.0,19.568705
chr1_234746093_234747674,28.262013,211.5,32.833116,30.474282,0.0,0.0,19.417013,0.0,8.41611,0.0,19.568705
chr1_234748100_234748931,28.262013,147.0,32.833116,30.474282,0.0,0.0,0.0,0.0,8.41611,0.0,19.568705
chr1_234749342_234749645,28.262013,70.0,32.833116,30.474282,0.0,0.0,0.0,0.0,8.41611,0.0,19.568705
chr1_234767593_234767925,4.077471,37.0,0.0,13.140434,0.0,0.0,0.0,0.0,4.119994,0.0,9.282601
chr1_234792654_234793437,30.942449,365.0,17.622253,37.803391,1.755336,5.671713,6.667207499999999,0.0,8.120346000000001,0.0,13.715962
chr1_234793934_234794239,30.942449,174.0,17.622253,37.803391,1.755336,0.0,3.139147,0.0,8.120346000000001,0.0,13.715962
chr1_234857710_234858181,17.85989,17.0,5.7127919999999985,34.774795000000005,0.0,0.0,3.565947,0.0,8.806939999999997,0.0,11.976772
chr1_234858843_234859287,17.85989,155.0,5.7127919999999985,34.774795000000005,0.0,0.0,0.0,0.0,8.806939999999997,0.0,11.976772
chr1_234904523_234904710,1.945249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_234907393_234907835,7.0444315,0.0,0.0,9.942388,0.0,0.0,0.0,0.0,6.206257,0.0,5.683178
chr1_234908151_234908764,7.0444315,146.0,0.0,9.942388,0.0,0.0,0.0,0.0,6.206257,0.0,8.895274666666667
chr1_234910767_234910877,1.945249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_234911340_234911676,1.945249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.012062,0.0
chr1_234914073_234914641,1.945249,27.0,0.0,0.0,0.0,7.899201,0.0,4.897396,0.0,13.012062,0.0
chr1_234918221_234918587,1.945249,18.0,0.0,0.0,3.685063,0.0,0.0,4.897396,0.0,13.012062,0.0
chr1_234984948_234985284,3.61786,17.0,0.0,7.204416,0.0,0.0,0.0,0.0,7.8364699999999985,0.0,6.2766470000000005
chr1_234985592_234985878,3.61786,0.0,0.0,7.204416,0.0,0.0,0.0,0.0,7.8364699999999985,0.0,7.661796000000002
chr1_235097868_235098070,3.998377,0.0,0.0,6.579532,0.0,0.0,0.0,0.0,6.918688,0.0,4.162137
chr1_235106929_235107153,8.973507000000003,33.0,0.0,12.068474,0.0,0.0,0.0,0.0,8.41961,0.0,3.1388255000000003
chr1_235110834_235111403,9.120332,115.0,0.0,11.113573,0.0,0.0,0.0,0.0,8.558489,0.0,4.2797295
chr1_235114050_235115068,7.01875,24.0,0.0,14.27046,0.0,0.0,0.0,0.0,9.83837,0.0,4.798875499999999
chr1_235120162_235120433,14.596768,0.0,0.0,4.700304,0.0,0.0,0.0,0.0,6.3426615,0.0,4.739483000000001
chr1_235122652_235122939,4.476924,13.0,0.0,6.349916,0.0,0.0,0.0,0.0,6.466312499999999,0.0,2.403884
chr1_235133014_235133422,26.970564000000003,382.0,10.813831,31.542874,0.0,0.0,0.0,0.0,7.6356600000000014,0.0,9.075319
chr1_235134086_235134438,26.970564000000003,158.0,0.0,31.542874,0.0,0.0,0.0,0.0,7.6356600000000014,0.0,9.70208
chr1_235146978_235147112,12.816106,0.0,0.0,21.503616,0.0,0.0,0.0,0.0,7.677289999999998,0.0,5.2219585
chr1_235183936_235184197,12.922375,26.0,0.0,8.514953,0.0,0.0,0.0,0.0,7.502503,0.0,9.988351
chr1_23523350_23523682,9.7621375,113.0,0.0,22.7800835,0.0,0.0,0.0,0.0,5.3610275000000005,0.0,10.204751
chr1_235242252_235242564,12.577682,51.0,0.0,5.6365865,0.0,0.0,0.0,0.0,6.099904499999999,0.0,9.123669333333334
chr1_235243001_235243596,9.093523,186.0,0.0,5.6365865,0.0,0.0,0.0,0.0,6.099904499999999,0.0,8.062109666666666
chr1_235246558_235246857,7.947488000000001,19.0,0.0,6.1777120000000005,0.0,0.0,0.0,0.0,4.526425,0.0,5.791118
chr1_235267591_235267744,9.755543,187.0,9.555943,10.600686,3.125689,51.568095,5.60255,2.111386,6.174603,0.0,8.409732
chr1_235668656_235669018,20.544724,0.0,32.421589000000004,17.503505999999998,3.2350220000000003,0.0,0.0,1.5351629999999998,0.0,0.0,12.442268
chr1_236026992_236027471,15.48901,0.0,0.0,0.0,0.0,0.0,4.1809980000000015,1.153993,2.085745,0.0,16.369682
chr1_236030835_236031025,15.48901,0.0,27.247208,22.155435,0.0,0.0,4.1809980000000015,1.153993,3.613866,0.0,16.369682
chr1_236031049_236031919,15.48901,0.0,27.247208,22.155435,0.0,0.0,4.1809980000000015,1.153993,3.613866,0.0,16.369682
chr1_236080566_236081247,8.521861999999999,154.0,0.0,21.628063,0.0,0.0,0.0,0.0,9.189015,0.0,6.844469
chr1_236082498_236082788,8.521861999999999,0.0,0.0,21.628063,0.0,0.0,0.0,0.0,9.189015,0.0,6.844469
chr1_236083263_236083651,8.521861999999999,101.5,0.0,21.628063,0.0,0.0,0.0,0.0,9.189015,0.0,6.844469
chr1_236116403_236116669,6.604433,54.0,0.0,11.321448,0.0,0.0,0.0,0.0,6.2551190000000005,0.0,0.0
chr1_236135691_236135959,9.810943,23.0,8.747803999999999,18.663589,0.0,0.0,0.0,0.0,7.9404759999999985,0.0,12.90201
chr1_236162583_236163199,12.857687,83.0,0.0,13.393423,0.0,0.0,0.0,0.0,11.434382,0.0,4.619612
chr1_236559628_236560010,6.002974,0.0,22.901079,4.78224,0.0,0.0,6.139558999999998,0.0,6.141832,0.0,14.717518
chr1_23882500_23882866,10.056399,67.5,7.932800999999999,8.881967999999997,0.0,0.0,0.0,0.0,8.778538000000001,0.0,17.445536999999998
chr1_23888678_23889201,13.810789000000002,153.0,0.0,8.969812,0.0,0.0,0.0,0.0,7.145467999999998,0.0,6.545657
chr1_23903714_23904323,10.306559,23.5,0.0,8.427389,0.0,0.0,0.0,0.0,5.908836,0.0,6.520625
chr1_23912037_23912393,9.443274,86.0,0.0,12.60045,0.0,0.0,0.0,0.0,7.362913000000002,0.0,12.061056
chr1_23918101_23918449,5.735249,0.0,0.0,14.322151000000002,0.0,0.0,0.0,0.0,7.362913000000002,0.0,6.383853
chr1_23961555_23961694,15.712873000000002,114.0,11.671791,0.0,0.0,45.388696,0.0,0.0,4.229515,0.0,15.414764000000002
chr1_241771916_241772216,12.132842,40.0,0.0,19.847065,2.299091,2.624636,0.0,0.0,7.678911,0.0,8.828702
chr1_241775803_241776227,8.564366,59.0,0.0,19.847065,2.299091,2.624636,0.0,0.0,7.678911,0.0,4.186327
chr1_243428005_243428394,5.190329,0.0,0.0,4.18248,2.333761,0.0,5.065732,0.0,8.705421000000001,0.0,10.347931
chr1_243451071_243451374,10.358091,69.0,0.0,5.915493,2.333761,0.0,5.065732,0.0,8.011548,0.0,3.4136245
chr1_243637125_243637295,9.01929,51.0,9.223562,8.828332000000003,2.333761,0.0,0.0,1.182049,4.143197,0.0,15.730372
chr1_244462616_244463099,10.644153,93.0,13.718589,8.315611,0.0,36.873105,0.0,0.0,7.070363499999999,0.0,11.225226
chr1_244486299_244486688,6.431228,97.0,12.566161,8.98215,0.0,0.0,0.0,0.0,6.7378595,0.0,12.075301
chr1_244505125_244505457,5.72339,106.0,0.0,10.169626,0.0,0.0,0.0,0.0,10.291689,0.0,9.44454
chr1_244517098_244517541,5.257401,98.5,0.0,5.830378,0.0,0.0,0.0,0.0,4.912209,0.0,10.63285
chr1_244763140_244763529,12.772984,118.0,11.149361,9.879551,0.0,0.0,0.0,0.0,4.368677,0.0,10.54706
chr1_24476382_24476609,12.758986,48.0,9.158721,13.2333545,1.884537,0.0,0.0,0.0,9.691687,0.0,11.214276
chr1_24518503_24518681,5.697968,147.0,0.0,6.262728,0.0,0.0,0.0,0.0,5.7173445,0.0,0.0
chr1_245255337_245255432,6.0706760000000015,75.0,0.0,12.893833,0.0,0.0,0.0,0.0,7.183006,0.0,5.985704
chr1_246591935_246592203,5.5243150000000005,51.5,0.0,11.994204,0.0,0.0,0.0,0.0,4.972559,0.0,4.935278
chr1_246730569_246731007,11.087964,0.0,38.749562,8.44535,2.730338,0.0,5.189424,0.0,4.203882,0.0,11.292923
chr1_246751015_246751281,5.368151,45.0,0.0,6.197492,0.0,0.0,3.4540260000000003,0.0,3.903312,0.0,8.525152
chr1_24691833_24692082,10.508942,153.0,0.0,26.743047,2.609745,0.0,0.0,0.0,8.936346,0.0,7.580445
chr1_247093396_247093478,11.009609,0.0,28.094875,7.630082000000002,3.930076,0.0,10.524975,1.7266119999999998,2.956407,0.0,9.749935
chr1_249117788_249118228,19.010228,37.0,23.827227,0.0,2.39272,0.0,9.290689,1.521587,6.0907075,0.0,13.678893
chr1_249157308_249157673,5.08237,46.0,19.883652,0.0,2.817537,0.0,0.0,0.0,7.419146,0.0,30.212938
chr1_24970685_24970736,24.083554,0.0,32.670133,19.53387,5.077734,0.0,6.521965,2.01228,0.0,0.0,15.53191
chr1_25348659_25349200,3.801769,0.0,0.0,0.0,0.0,0.0,0.0,1.582382,11.201401,0.0,7.898047
chr1_25559638_25560067,18.202666,50.5,37.644552,15.818067999999998,2.981019,0.0,7.948019,0.0,8.760423,0.0,14.8812
chr1_25566195_25566411,12.194738,123.0,10.520243,15.571538,0.0,21.47517,0.0,0.0,0.0,0.0,14.581335
chr1_25566618_25566670,12.194738,109.0,10.520243,15.571538,0.0,21.47517,0.0,0.0,8.724008,0.0,14.581335
chr1_2574343_2574764,12.315353,230.0,20.201209,10.784513,0.0,0.0,3.905311,0.0,7.778202,0.0,21.795871
chr1_26201699_26201757,14.066544,0.0,12.949336,0.0,0.0,0.0,3.997189,1.2412,6.7059570000000015,0.0,18.615073
chr1_26249033_26249281,3.865954,29.0,10.967777,0.0,0.0,0.0,0.0,0.0,4.678801999999999,0.0,13.502315
chr1_26452850_26453250,2.0270240000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_26678060_26678317,6.956654,34.0,0.0,8.316316,0.0,0.0,0.0,0.0,5.328708,0.0,8.723329
chr1_26827232_26827869,7.329747999999999,173.0,12.424681,8.099774,0.0,0.0,0.0,0.0,4.80768,0.0,16.919361
chr1_26946837_26947249,14.884887,159.0,13.511627,16.479519,0.0,21.761013,0.0,0.0,4.046512,0.0,16.713148
chr1_26947342_26948198,14.884887,149.0,13.511627,16.479519,0.0,0.0,0.0,0.0,4.046512,0.0,16.713148
chr1_27024638_27025138,9.481802,261.0,17.820618,9.820439,3.685175,0.0,7.500719,6.505428500000002,7.164772,0.0,15.617419
chr1_27112764_27112917,19.299731,0.0,20.696312,19.325482,3.685175,0.0,7.500719,0.0,5.999742,0.0,22.843537
chr1_27175784_27176273,14.316773,221.0,0.0,30.912258,2.766665,16.84327,2.581302,0.0,11.304775,0.0,9.286694
chr1_27184739_27184972,14.316773,41.0,0.0,30.912258,2.766665,10.105962,3.904304,0.0,11.304775,0.0,9.850443
chr1_27185457_27185720,14.316773,156.0,0.0,30.912258,2.766665,17.904264,0.0,0.0,11.304775,0.0,9.850443
chr1_27185755_27186143,14.316773,77.0,0.0,30.912258,2.766665,0.0,0.0,0.0,11.304775,0.0,9.850443
chr1_27191386_27191927,14.316773,454.0,44.983488,30.912258,2.766665,0.0,14.911118,0.0,0.0,0.0,9.850443
chr1_27321452_27321840,9.687727,49.0,22.824209,15.145533,8.402306,3.73373,13.773106,0.0,7.741229,0.0,13.996315
chr1_27626897_27627231,12.424425500000002,0.0,0.0,12.819568,1.904181,0.0,0.0,0.0,13.731491,0.0,10.646724
chr1_27691785_27692261,8.5777,159.0,17.437804,9.394059,2.823958,0.0,6.5331660000000005,1.693668,10.164112,0.0,13.694667
chr1_27848725_27849287,10.530407,127.0,11.379068,7.095867,0.0,19.234913,8.504584,0.0,15.0939,0.0,8.921965
chr1_27854575_27854919,10.530407,151.0,6.533356,7.095867,2.864426,0.0,8.504584,0.0,15.0939,0.0,10.400881
chr1_27869425_27869556,8.6450005,122.0,3.135705,7.095867,2.864426,0.0,8.504584,0.0,11.839261,0.0,6.051
chr1_27890194_27890387,3.392817,0.0,0.0,7.095867,2.864426,0.0,8.504584,2.491835,6.656128,0.0,3.307778
chr1_27916292_27916674,2.603844,26.0,0.0,0.0,2.864426,0.0,8.504584,2.491835,6.656128,0.0,5.3279190000000005
chr1_27924204_27924421,2.603844,0.0,0.0,0.0,2.864426,0.0,8.504584,2.491835,6.656128,0.0,5.3279190000000005
chr1_27935491_27936061,2.603844,0.0,0.0,0.0,0.0,0.0,8.504584,2.491835,6.656128,2.122119,5.3279190000000005
chr1_27957478_27958684,4.883589,40.0,0.0,3.2377815,0.0,0.0,0.0,0.0,8.772408,0.0,7.9820509999999985
chr1_27985480_27985709,6.9143740000000005,94.0,0.0,7.0052949999999985,0.0,0.0,0.0,0.0,9.694528,0.0,7.104918
chr1_27985869_27985982,6.9143740000000005,0.0,0.0,7.0052949999999985,0.0,0.0,0.0,0.0,9.694528,0.0,7.104918
chr1_27986111_27986384,6.9143740000000005,77.0,11.159371,7.0052949999999985,0.0,0.0,0.0,0.0,9.694528,0.0,7.104918
chr1_28098635_28098880,16.234473,0.0,30.226551,13.457267000000002,0.0,0.0,0.0,0.0,3.868211,0.0,12.27417
chr1_28189568_28190269,17.429917,143.0,0.0,18.17593,0.0,0.0,0.0,0.0,12.534703,0.0,10.521537
chr1_28199684_28200598,12.414192,27.0,19.759062,4.6980309999999985,0.0,0.0,0.0,0.0,8.864438999999997,0.0,17.653608
chr1_28462161_28462385,3.87028,83.0,0.0,11.89873,0.0,0.0,0.0,0.0,11.266403,0.0,7.754761500000001
chr1_28576012_28576248,15.258378,65.0,4.451526,10.403844,0.0,0.0,0.0,0.0,5.446536,0.0,9.397362
chr1_29214759_29214998,8.772974000000001,0.0,22.656278,0.0,0.0,0.0,0.0,0.0,6.835877,0.0,19.68372
chr1_29563709_29564430,21.131667,89.0,34.651641999999995,10.32964,0.0,0.0,4.08014,1.6963150000000002,14.335237,0.0,20.904115
chr1_29565515_29565732,9.2839435,0.0,34.651641999999995,10.32964,0.0,0.0,4.08014,1.6963150000000002,14.335237,0.0,20.904115
chr1_29565762_29566055,9.2839435,163.0,34.651641999999995,10.32964,0.0,0.0,4.08014,1.6963150000000002,14.335237,0.0,20.904115
chr1_31320336_31320627,9.028845,99.0,0.0,8.329111,0.0,0.0,0.0,0.0,6.9604339999999985,0.0,9.732329
chr1_31537719_31538012,26.772564000000006,0.0,29.503701,21.944186,4.187235,0.0,12.604422,3.008929,2.716759,0.0,13.714357
chr1_31627566_31627958,9.876558,182.5,8.852335,19.872393,0.0,0.0,0.0,0.0,9.693517,0.0,11.646518
chr1_31643824_31643962,9.098872,202.0,0.0,13.852484,0.0,0.0,0.0,0.0,5.536435,0.0,8.176305000000001
chr1_31956203_31956482,16.403619,50.5,0.0,10.067095,0.0,0.0,0.0,0.0,8.088491000000001,0.0,5.050985
chr1_32015159_32015590,11.701768,38.0,6.37023,12.910273,0.0,34.116025,0.0,0.0,7.791842999999999,0.0,9.300857
chr1_32108020_32108204,9.45117,0.0,0.0,26.878758,4.069804,0.0,9.994287,1.994627,6.948592,0.0,16.346320000000002
chr1_32166698_32166999,9.460838,185.0,18.942824,10.548353,4.069804,0.0,6.0538300000000005,0.0,10.89506,0.0,12.362211
chr1_32253647_32254040,17.125378,61.5,15.848678,14.603394,0.0,0.0,0.0,0.0,7.072561,0.0,13.860265
chr1_32405536_32405898,11.927499,112.0,0.0,11.13188,0.0,29.164857,13.10809,2.604946,6.056242,0.0,11.108492
chr1_32420307_32420572,14.556667,146.0,0.0,16.96213,0.0,0.0,0.0,0.0,11.680296,0.0,7.0668289999999985
chr1_32421622_32422096,15.711712,224.0,0.0,16.96213,0.0,13.375538,0.0,0.0,10.173394,0.0,8.661773
chr1_32701561_32701886,13.725007000000002,117.0,0.0,15.146731,3.271396,0.0,0.0,0.0,7.706415,0.0,9.323988
chr1_32803558_32803627,5.228059,25.0,0.0,4.69911,0.0,0.0,0.0,0.0,7.1338789999999985,0.0,5.3376280000000005
chr1_32966228_32966602,13.183025,95.5,18.771232,5.000714,0.0,0.0,0.0,0.0,0.0,0.0,12.253849
chr1_33077721_33078012,5.342665,106.5,17.196471,0.0,0.0,16.537029,0.0,0.0,3.830552,0.0,20.840356
chr1_33220297_33220575,14.7568885,44.0,18.303663,9.8595,3.310497,0.0,10.779676,0.0,8.269397999999999,0.0,17.312201
chr1_33221272_33221671,5.36038,0.0,18.303663,0.0,3.310497,0.0,10.779676,0.0,8.269397999999999,0.0,17.312201
chr1_33225777_33226084,8.9810265,227.0,10.248402,26.989033000000006,3.310497,0.0,10.779676,0.0,8.269397999999999,0.0,13.114057
chr1_33226574_33226719,8.9810265,80.0,10.585659,26.989033000000006,3.310497,0.0,8.170669,0.0,8.269397999999999,0.0,13.114057
chr1_33227148_33227387,8.9810265,154.0,0.0,26.989033000000006,3.310497,0.0,8.170669,0.0,8.269397999999999,0.0,13.114057
chr1_33438571_33438703,8.981003999999997,63.0,17.498076,0.0,0.0,0.0,0.0,0.0,10.98202,0.0,30.428073
chr1_33446816_33447482,14.782666666666666,207.0,0.0,16.3210255,0.0,0.0,0.0,0.0,9.14915,0.0,7.964849000000001
chr1_33447667_33447707,10.166996,0.0,0.0,16.3210255,0.0,0.0,0.0,0.0,9.14915,0.0,0.0
chr1_33457914_33458607,18.443202,155.0,7.1450130000000005,17.720938500000006,3.704087,0.0,0.0,0.0,10.91443,0.0,15.292874
chr1_33458800_33459074,18.443202,0.0,8.785824000000002,17.720938500000006,3.704087,0.0,0.0,0.0,10.91443,0.0,15.292874
chr1_33515825_33516245,13.569301,96.0,0.0,14.878510999999998,0.0,13.968992000000002,0.0,0.0,4.9538785,0.0,10.121622
chr1_33564918_33565286,8.963733,153.0,0.0,11.224895,0.0,29.165663,0.0,0.0,5.589079,0.0,11.515555
chr1_33685276_33685676,7.617644,67.0,0.0,20.792431,0.0,0.0,0.0,0.0,12.581091,0.0,8.75736
chr1_33804359_33804743,10.520764,21.0,5.223871,6.33934,3.650355,0.0,14.213944,1.300441,10.840313,0.0,8.973754
chr1_36183411_36183689,17.513681,34.0,20.827398,0.0,0.0,0.0,6.964351,0.0,4.989808,0.0,19.580874
chr1_3620035_3620325,1.605988,113.0,3.3039620000000003,4.4590190000000005,0.0,0.0,0.0,1.280127,11.583735,0.0,7.926885
chr1_3634737_3634863,1.605988,90.0,0.0,0.0,0.0,0.0,0.0,1.280127,9.822808,0.0,8.571064999999999
chr1_36555347_36555633,12.470054,22.0,31.329252,9.483931,0.0,0.0,7.515237,0.0,6.338807,0.0,13.884686
chr1_36616485_36616868,11.67307,124.0,0.0,37.069234,3.364355,0.0,12.21265,0.0,11.4681235,0.0,10.607777
chr1_36617554_36617914,11.67307,0.0,0.0,37.069234,3.364355,0.0,12.21265,0.0,11.4681235,0.0,10.607777
chr1_36626561_36626969,11.67307,40.0,22.340808,19.962999,3.364355,5.763857,12.21265,1.719081,8.709106,0.0,17.216515
chr1_36627717_36628369,11.67307,139.0,22.340808,19.962999,3.364355,0.0,12.21265,1.719081,8.709106,0.0,17.216515
chr1_36641160_36641451,11.67307,30.0,0.0,19.962999,3.364355,0.0,12.21265,1.719081,11.676587,0.0,0.0
chr1_36814630_36815106,6.816058,0.0,0.0,13.992906,2.77304,0.0,0.0,0.0,16.808151000000002,0.0,7.441428
chr1_36839449_36839891,5.78255,174.0,7.715527000000002,9.836934,2.77304,0.0,8.274179499999999,1.7030060000000002,11.811483,0.0,11.184076
chr1_36840093_36840535,5.78255,247.0,10.041781,9.836934,2.77304,0.0,9.888912,1.7030060000000002,11.811483,0.0,11.184076
chr1_36849527_36849580,25.838293,0.0,21.280789,30.082823,2.77304,0.0,9.888912,1.7030060000000002,8.608255999999999,0.0,14.386659
chr1_37937293_37937526,24.458105,157.0,26.367393,18.769906,3.3828910000000003,0.0,14.491044,1.649296,6.234644,0.0,9.838006
chr1_37942874_37943354,24.458105,82.0,26.367393,18.769906,3.3828910000000003,0.0,14.491044,1.649296,6.234644,0.0,9.838006
chr1_37944084_37944971,24.458105,42.5,26.367393,18.769906,3.3828910000000003,0.0,14.491044,1.649296,6.234644,0.0,9.838006
chr1_3817648_3818071,8.293901,199.5,32.91911,8.415736,0.0,0.0,11.075554,1.280127,0.0,0.0,15.985755
chr1_38465723_38465839,4.5923,41.0,0.0,7.442386,0.0,0.0,7.914894,1.352759,12.809286,1.887882,12.062352
chr1_38471999_38472226,4.5923,0.0,18.606753,0.0,0.0,0.0,0.0,1.352759,0.0,1.887882,12.062352
chr1_38495782_38495936,9.611290499999999,83.0,0.0,9.368963,0.0,0.0,0.0,1.352759,12.373299,1.887882,9.142664
chr1_38591881_38592061,5.709184,120.0,0.0,0.0,0.0,0.0,0.0,1.352759,7.5735800000000015,1.887882,5.152256
chr1_39596184_39596482,10.680698,159.0,0.0,13.559681,2.342344,4.076608,9.647102,1.994005,6.030569,0.0,8.181476
chr1_39598118_39598362,10.680698,20.0,0.0,13.559681,2.342344,0.0,9.647102,1.994005,6.030569,0.0,8.181476
chr1_39598673_39599090,10.680698,16.5,0.0,13.559681,2.342344,18.303368,9.647102,0.0,6.030569,0.0,8.181476
chr1_39662647_39663006,5.3192010000000005,26.0,0.0,13.479574,0.0,0.0,9.647102,0.0,5.455312999999999,0.0,5.78326
chr1_39857791_39857995,3.586985,47.0,0.0,8.383797,4.300058,0.0,7.480358,0.0,7.957058,0.0,8.277271
chr1_39874208_39874673,7.3329154999999995,213.0,17.753978,11.1081895,4.300058,0.0,7.480358,2.078172,6.399871,0.0,14.560438
chr1_40841336_40841595,11.676394,26.0,29.631826,10.276811,1.653709,0.0,3.748593,0.0,8.193574,0.0,15.149467
chr1_41825927_41826139,2.040375,32.0,0.0,0.0,0.0,0.0,0.0,1.6876790000000002,8.824482000000003,2.916066,16.781676
chr1_41885108_41885337,4.077471,38.0,0.0,7.777888000000001,0.0,5.397843,0.0,0.0,7.129318,0.0,9.604893
chr1_41961925_41962146,5.694146,163.0,0.0,9.294967,0.0,2.642055,0.0,0.0,12.445917,0.0,6.257185
chr1_42127851_42128791,1.98441,103.0,13.430454,3.36145,0.0,0.0,1.688321,0.0,8.569161,0.0,17.306401
chr1_42141163_42141343,1.98441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_42328578_42328878,1.952999,35.0,0.0,4.636154,1.210699,0.0,0.0,0.0,8.766834,0.0,6.9899320000000005
chr1_42354251_42354647,2.582288,0.0,0.0,0.0,1.210699,0.0,4.040464,0.0,6.53379,0.0,0.0
chr1_42356899_42357259,5.6021165,27.0,9.308182,11.241226,1.210699,0.0,4.040464,0.0,6.53379,0.0,11.067099
chr1_42363874_42364167,2.582288,0.0,0.0,0.0,1.210699,0.0,4.040464,0.0,7.673242,0.0,0.0
chr1_42366364_42366624,7.689113000000001,74.0,11.2355,14.260788,1.210699,0.0,4.040464,0.0,7.673242,0.0,7.580536
chr1_42385609_42385954,15.345320999999998,19.5,13.240185,5.185396,1.210699,0.0,4.551767,0.0,6.325986,0.0,15.78124
chr1_43400932_43401203,6.954953999999999,0.0,7.636211999999999,12.837281,4.804185,0.0,15.719973,2.507096,7.648430999999999,0.0,9.681939
chr1_43402214_43402581,6.954953999999999,88.5,7.636211999999999,12.837281,4.804185,0.0,15.719973,2.507096,7.648430999999999,0.0,9.681939
chr1_43402778_43403133,6.954953999999999,77.0,7.636211999999999,12.837281,4.804185,15.837701999999998,15.719973,2.507096,7.648430999999999,0.0,9.681939
chr1_43405621_43405821,5.23532,0.0,7.636211999999999,12.837281,4.804185,0.0,15.719973,2.507096,7.648430999999999,0.0,9.681939
chr1_43406108_43407009,8.3115065,80.0,7.636211999999999,12.837281,4.804185,0.0,15.719973,2.507096,7.648430999999999,0.0,9.681939
chr1_43407355_43407700,8.3115065,73.0,7.636211999999999,12.837281,4.804185,0.0,15.719973,2.507096,7.648430999999999,0.0,9.681939
chr1_43426742_43427095,5.23532,0.0,7.636211999999999,0.0,4.804185,0.0,15.719973,2.507096,7.648430999999999,0.0,0.0
chr1_43427522_43427762,5.23532,0.0,7.636211999999999,6.841079,4.804185,0.0,15.719973,2.507096,7.648430999999999,0.0,0.0
chr1_43428386_43429108,6.829822999999998,85.0,7.636211999999999,6.841079,4.804185,0.0,15.719973,2.507096,7.648430999999999,0.0,7.878408
chr1_43429290_43429917,6.829822999999998,58.5,7.636211999999999,6.841079,4.804185,0.0,15.719973,2.507096,7.648430999999999,0.0,7.6967835
chr1_43432863_43433109,10.215282,185.0,8.6317495,36.712307,0.0,0.0,15.719973,0.0,7.648430999999999,0.0,9.602827
chr1_43666420_43666443,1.919001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_43839359_43839523,5.559259,0.0,0.0,14.105752,3.794897,0.0,0.0,0.0,9.469491,0.0,5.394728
chr1_43997843_43998152,8.033503,39.0,18.288835,9.630865,3.887945,0.0,8.731711,2.285499,4.79628,0.0,12.396528
chr1_44015731_44016125,17.686422,330.0,9.411180499999999,8.186295,3.887945,0.0,8.731711,0.0,8.020629,0.0,8.599853
