name_E,DNaseI_E
chr1_61543611_61543877,0.102
chr1_61918819_61919182,0.0907
chr1_6230950_6231173,0.0748
chr1_62773248_62773553,0.0854
chr1_62822173_62822473,0.2326
chr1_6321567_6321961,0.1994
chr1_6336471_6336830,0.0255
chr1_6350184_6350543,0.0319
chr1_6373523_6373899,0.0234
chr1_64127998_64128504,0.0718
chr1_64197270_64197475,0.0859
chr1_64505281_64505575,0.0988
chr1_65363729_65364057,0.0757
chr1_65364183_65364439,0.0757
chr1_65381647_65381826,0.0527
chr1_65383044_65383557,0.0478
chr1_65534177_65534450,0.0274
chr1_65775838_65775991,0.0477
chr1_66277656_66278058,0.0655
chr1_6661008_6661639,0.1223
chr1_66728047_66728190,0.0512
chr1_66747978_66748387,0.0422
chr1_67029191_67029437,0.0372
chr1_67029939_67030347,0.0609
chr1_68036173_68036524,0.078
chr1_68118588_68118809,0.0346
chr1_68166463_68166766,0.0907
chr1_68215256_68215932,0.0634
chr1_68257818_68258216,0.055
chr1_68345947_68346247,0.0373
chr1_68849988_68850367,0.1174
chr1_70877943_70877992,0.032
chr1_7289758_7290075,0.0229
chr1_7359415_7359679,0.0816
chr1_7461964_7462325,0.2099
chr1_7531062_7531540,0.2865
chr1_7538871_7539273,0.059
chr1_7609389_7609632,0.2372
chr1_7709088_7709360,0.0382
chr1_7728673_7728970,0.0225
chr1_77980165_77980378,0.0226
chr1_7843556_7843653,0.2117
chr1_78567287_78567595,0.0672
chr1_79154444_79154658,0.0373
chr1_8107848_8108157,0.033
chr1_8121436_8121582,0.0287
chr1_8157417_8157780,0.029
chr1_8198088_8198334,0.0502
chr1_8215795_8215905,0.0257
chr1_82168687_82169067,0.0293
chr1_8254637_8254907,0.025
chr1_8257762_8258040,0.0505
chr1_8262223_8262541,0.0281
chr1_8264458_8264788,0.0596
chr1_8272041_8272390,0.0674
chr1_8319137_8319616,0.089
chr1_85313015_85313206,0.0467
chr1_85320078_85320332,0.0509
chr1_85354514_85354763,0.0243
chr1_85744584_85744829,0.0553
chr1_85779776_85780132,0.0467
chr1_85794698_85795078,0.0666
chr1_85795855_85796291,0.0286
chr1_86049987_86050100,0.0339
chr1_86072885_86073441,0.1009
chr1_86078461_86078819,0.0407
chr1_87171187_87171726,0.0366
chr1_87240012_87240427,0.0581
chr1_87258759_87259068,0.027
chr1_87800631_87801610,0.0704
chr1_8933581_8933925,0.0715
chr1_8964053_8964236,0.0653
chr1_89739985_89740544,0.045
chr1_90101821_90102213,0.0288
chr1_90137741_90138074,0.0316
chr1_90190139_90190909,0.0258
chr1_90274070_90274340,0.04
chr1_90309838_90310280,0.0234
chr1_90372321_90372729,0.0245
chr1_90374317_90375036,0.0252
chr1_90376424_90376756,0.0565
chr1_9127395_9127559,0.0653
chr1_92116335_92116643,0.0316
chr1_92196214_92196626,0.0363
chr1_92198149_92198440,0.0763
chr1_92202579_92202753,0.0917
chr1_9222919_9223181,0.0598
chr1_9223907_9224260,0.119
chr1_9291783_9292106,0.0476
chr1_9293549_9293739,0.0298
chr1_93002551_93002867,0.0279
chr1_93270252_93270588,0.1186
chr1_9335683_9335930,0.0683
chr1_93427945_93428408,0.0257
chr1_93914812_93914954,0.0597
chr1_94158601_94159338,0.045
chr1_94167175_94167520,0.1057
chr1_94169341_94169462,0.0376
chr1_941791_942135,0.0866
chr1_94244939_94245309,0.1183
chr1_94583651_94584037,0.0238
chr1_94701813_94701865,0.0255
chr1_9473687_9473864,0.0439
chr1_95063321_95063608,0.0448
chr1_95113814_95114327,0.0442
chr1_95179307_95179605,0.1162
chr1_95193393_95193837,0.0623
chr1_95258204_95258621,0.0441
chr1_956563_956812,0.1027
chr1_96828119_96828533,0.0625
chr1_98315619_98315765,0.1006
chr1_98403373_98403764,0.0867
chr1_98494244_98494658,0.0234
chr1_98781999_98782036,0.0233
chr1_98788970_98789228,0.0359
chr1_98789496_98789901,0.0604
chr1_9912448_9912800,0.0334
