name_E,H3k9ac_E,Smc3_E,H3k27ac_E,H4k20me1_E,H3k4me1_E,H3k79me2_E,Ctcf_E,H3k4me3_E,H3k36me3_E,DNaseI_E,H3k4me2_E,H3k27me3_E
chr1_221881394_221881826,6.609537,0.0,8.990583,0.0,7.897193,2.766761,0.0,2.330488,2.180076,0.104,6.4712785,0.0
chr1_221882292_221882723,6.609537,0.0,8.990583,0.0,7.897193,2.766761,0.0,2.330488,5.493309,0.0,2.927246,0.0
chr1_221887766_221888016,3.642206,0.0,6.866184,0.0,7.897193,2.766761,0.0,2.330488,2.180076,0.0261,5.7568565000000005,0.0
chr1_221899063_221899285,3.02373,0.0,4.014276,0.0,6.547488,2.766761,0.0,2.330488,2.180076,0.0,2.927246,0.0
chr1_221913881_221914483,14.27831,0.0,14.721447,3.060432,4.397889,2.766761,0.0,15.50126,2.180076,0.0,19.622047,0.0
chr1_221916049_221916599,14.27831,13.99698,14.721447,0.0,0.0,2.766761,5.387626,15.50126,2.180076,0.4034,19.622047,0.0
chr1_222135050_222135329,8.443926,0.0,4.499672,0.0,4.002822,0.0,0.0,4.318256,0.0,0.0258,12.125701,0.0
chr1_222161205_222161607,2.805486,0.0,8.6253905,0.0,6.237379,0.0,0.0,0.0,0.0,0.0789,3.212367,0.0
chr1_2221868_2222548,3.881379,0.0,4.591169,2.224261,5.24563,8.529383,0.0,9.8616045,1.765721,0.0786,8.814962,0.0
chr1_22231370_22231630,8.897574,4.28173,22.578232,1.97704,11.641735,5.384556,1.640522,6.1237325,3.17821,0.2735,12.669363,0.0
chr1_22232811_22232851,8.897574,0.0,22.578232,1.97704,11.641735,5.384556,1.640522,9.1937785,3.17821,0.1934,12.669363,0.0
chr1_22235836_22236001,8.897574,0.0,22.578232,1.97704,11.641735,5.384556,1.640522,6.899831,3.17821,0.0302,12.669363,0.0
chr1_22260274_22260656,8.732935,0.0,7.98649,1.97704,10.435944,5.384556,2.470955,3.426981,7.209180499999999,0.0406,15.896974,0.0
chr1_222638782_222639204,13.18885,11.90728,12.969563,0.0,4.158829,0.0,67.233573,6.4523765,0.0,0.2627,10.0659105,0.0
chr1_22266159_22266438,6.288426,0.0,3.596122,1.97704,10.435944,5.384556,5.733183,3.426981,3.17821,0.0257,12.30318,0.0
chr1_22345590_22345859,6.656611,5.07464,6.894903,1.97704,7.846191,0.0,19.024655,9.786654,0.0,0.0777,9.361755,0.0
chr1_22366226_22366841,6.541345,0.0,16.850295,1.97704,7.504981,0.0,11.8182045,8.35223,0.0,0.0789,18.694481,0.0
chr1_223892678_223892997,5.835773,0.0,6.415798,1.797807,8.258986,0.0,0.0,0.0,4.681392,0.0,11.847644,0.0
chr1_223901276_223901546,10.4414705,0.0,10.7854675,1.797807,8.258986,10.698259,7.295389,12.592536,4.681392,0.1717,20.400037,0.0
chr1_223903033_223903347,10.4414705,3.80598,10.7854675,1.797807,8.258986,10.698259,7.295389,12.592536,4.681392,0.0738,20.400037,0.0
chr1_223904365_223904567,10.4414705,0.0,10.7854675,1.797807,8.258986,10.698259,0.0,12.592536,4.681392,0.0,20.400037,0.0
chr1_223914239_223914747,5.245214,4.16845,8.412815,1.797807,9.709037,4.762615,0.0,6.321173,4.681392,0.1871,13.846821,0.0
chr1_223964690_223965055,9.691477,0.0,16.3019495,1.51191,13.601092,7.685162,0.0,5.802374,4.681392,0.0,8.850713,0.0
chr1_224014874_224015267,6.4273595,0.0,7.965788499999999,2.947256,6.358175,7.685162,0.0,6.656161,4.681392,0.0539,8.770363,0.0
chr1_224019430_224020596,5.841075,0.0,6.9427435,2.947256,8.041475,7.685162,3.5918505,4.886179,4.681392,0.0,9.700561,0.0
chr1_224023477_224023773,5.841075,0.0,8.5798325,2.947256,8.041475,7.685162,2.403365,4.886179,4.681392,0.0,3.941791,0.0
chr1_224032316_224032686,10.7390225,0.0,14.01665,2.947256,8.041475,7.685162,6.684161,9.878784,4.681392,0.0,16.561985,0.0
chr1_224545542_224546006,19.30398,0.0,10.201108,4.299366,5.329485,7.380716,3.117611,15.512281,4.04435,0.2019,31.216864,0.0
chr1_2246556_2246763,3.709572,7.24949,0.0,2.224261,0.0,0.0,18.488409,6.873959,1.765721,0.4334,0.0,3.366875
chr1_224690718_224691054,4.405396,9.16542,7.47522,1.699553,6.091293,0.0,21.137018,7.305806499999999,0.0,0.2108499999999999,12.037165,0.0
chr1_224691192_224691563,4.405396,9.16542,7.47522,0.0,6.091293,0.0,21.137018,5.851155,0.0,0.3963,12.037165,0.0
chr1_225613143_225613456,11.59325,0.0,19.45789,4.974777,7.623408,11.243154,1.853254,20.044731,4.65303,0.0,27.257771,0.0
chr1_225642606_225642805,5.152609,0.0,4.104876,0.0,6.478982,0.0,0.0,0.0,0.0,0.0405,4.787318,2.803408
chr1_22611972_22612241,7.013246,0.0,10.195923,1.97704,8.040092,0.0,6.146147,5.247037,0.0,0.2422,6.010371,2.374539
chr1_226187685_226188168,17.448626,0.0,41.009344,3.010873,6.5594175,10.287085,4.362351,20.429867,4.742846,0.2159,24.686511,0.0
chr1_226189681_226190319,17.448626,0.0,41.009344,3.010873,6.5594175,10.287085,4.423363,20.429867,4.742846,0.029,24.686511,0.0
chr1_226190534_226190731,17.448626,3.04478,41.009344,3.010873,6.5594175,10.287085,4.423363,20.429867,4.742846,0.121,24.686511,0.0
chr1_226222205_226222589,6.329357,3.41761,11.666489,0.0,7.336818333333333,0.0,0.0,4.505404,0.0,0.0319,7.877942,0.0
chr1_226297611_226298113,8.989744,0.0,12.245863,1.642828,6.0363715,0.0,0.0,10.682481,0.0,0.2616,8.7847465,0.0
chr1_226867580_226868182,9.101002,0.0,0.0,2.211621,4.238312,0.0,0.0,14.16499,0.0,0.1089,11.732517,2.651005
chr1_226890865_226891416,5.029366,0.0,8.974222,2.211621,7.022085,0.0,0.0,9.539594,0.0,0.1258,11.680365,2.651005
chr1_227128899_227129131,16.661432,0.0,20.032123,2.047876,7.141839,2.244229,0.0,16.06243,2.294375,0.0,26.836727,2.651005
chr1_227751865_227752213,22.504381,0.0,17.219376,0.0,10.042722,4.23481,0.0,16.754119,1.601391,0.4725,3.452336,0.0
chr1_227936688_227936978,5.529237,0.0,7.266907,2.476988,5.502535333333333,3.840486,0.0,7.186587,2.747939,0.085,8.418746,0.0
chr1_228273480_228273740,34.107724,0.0,17.904796,6.5043195,6.614701,22.283463,3.3947675,10.681362,6.918288,0.1333,22.5393655,2.621816
chr1_228338299_228338457,4.840759,0.0,6.803456,2.854866,9.125043,5.173176,3.031373,0.0,0.0,0.1962,0.0,0.0
chr1_228640073_228640088,8.949303,0.0,5.501775,5.42495,7.539568,0.0,6.133158,0.0,0.0,0.0,18.460983,0.0
chr1_228651177_228651630,8.828438,7.00784,7.511129499999999,0.0,11.059938,0.0,13.5612255,14.380006,0.0,0.2075,15.754092,0.0
chr1_228688608_228688902,7.654766,7.45661,6.738766,2.964286,8.288015,0.0,47.023141,5.763646,3.041809,0.1125,5.946643,0.0
chr1_229335784_229335916,7.618743,0.0,7.541973,0.0,5.929384,0.0,0.0,6.69168,0.0,0.0356,13.711819,2.117403
chr1_229409656_229409997,7.099912999999999,0.0,3.382649,2.117103,4.58991,6.331269,0.0,9.2038115,2.994451,0.0,12.4203375,2.117403
chr1_229690998_229691240,10.198078,0.0,11.577281,2.958052,5.663871,13.051344,0.0,15.850384,4.074116,0.1908,6.61313,0.0
chr1_229692979_229693368,10.198078,0.0,11.577281,2.958052,5.663871,13.051344,24.052665,15.850384,4.074116,0.0,6.61313,0.0
chr1_230258907_230259286,7.465549,0.0,9.219828,2.434681,5.59832,7.169219,0.0,5.2747045,3.405292,0.0,8.1314305,0.0
chr1_230279464_230279771,5.554522,0.0,5.3093955,2.434681,5.59832,7.169219,0.0,5.490386,3.405292,0.072,9.528164,0.0
chr1_230282048_230282189,5.554522,0.0,5.3093955,2.434681,5.59832,7.169219,0.0,5.490386,3.405292,0.0589,9.528164,0.0
chr1_230289705_230290142,4.142358,0.0,2.20069,2.434681,5.59832,7.169219,0.0,3.79727,3.405292,0.0,6.113235,0.0
chr1_231002258_231002436,7.620611,0.0,0.0,1.798575,5.016895,0.0,0.0,10.552633,1.67234,0.0,13.271397,3.221543
chr1_231113054_231113423,4.762754,0.0,12.982898,1.84483,5.523544,8.1457045,0.0,18.759938,5.030435499999999,0.0,17.121918,0.0
chr1_231347338_231347496,6.467847,21.84733,11.125659,1.98359,3.567034,0.0,29.501613000000003,14.372823,0.0,0.1582,12.087264,0.0
chr1_231665787_231666093,18.920504,0.0,27.323824,1.74622,8.107864,8.753543,0.0,23.213601,3.224941,0.0327,27.695497,0.0
chr1_233249275_233249581,4.991084,0.0,13.770282,0.0,5.310392,0.0,0.0,7.909761,0.0,0.0,6.34814,0.0
chr1_233750790_233751092,2.709591,0.0,8.790512,1.610818,6.139642,3.269828,4.615683,6.0055885,3.437019,0.0,9.732022,0.0
chr1_233763307_233763375,2.709591,0.0,4.950059,1.610818,0.0,3.269828,0.0,1.500161,3.437019,0.0,4.83254,0.0
chr1_234630919_234631525,6.535877,0.0,8.115819,0.0,4.386881,0.0,0.0,0.0,0.0,0.0,4.495378,0.0
chr1_234658291_234658851,6.606952666666667,0.0,13.277343,0.0,4.386881,0.0,0.0,8.971099,0.0,0.0,10.029288,0.0
chr1_234659231_234659760,6.6837565,0.0,13.277343,0.0,4.386881,0.0,0.0,8.971099,0.0,0.0857,10.029288,0.0
chr1_234680207_234680593,4.953329999999999,0.0,12.812526,1.540065,4.386881,0.0,1.559675,6.423411,0.0,0.0532,9.437592,0.0
chr1_234686100_234686288,3.093502,0.0,0.0,1.540065,4.386881,0.0,1.559675,0.0,0.0,0.0,0.0,0.0
chr1_234736336_234736615,19.74466,0.0,20.569377,2.320432,5.591836,26.9767,3.180469,16.331818,6.406223,0.0,21.416865,0.0
chr1_234737347_234737653,19.74466,0.0,20.569377,2.320432,5.591836,26.9767,3.180469,16.331818,6.406223,0.0584,21.416865,0.0
chr1_234738546_234738834,19.74466,0.0,20.569377,2.320432,5.591836,26.9767,3.180469,16.331818,6.406223,0.0868,21.416865,0.0
chr1_234746093_234747674,19.74466,9.283185,20.569377,2.320432,7.387936999999999,26.9767,3.721976,16.331818,0.0,0.12085,21.416865,0.0
chr1_234748100_234748931,19.74466,2.91887,20.569377,2.320432,7.387936999999999,0.0,3.8159675,16.331818,0.0,0.1409,21.416865,0.0
chr1_234749342_234749645,19.74466,0.0,20.569377,2.320432,7.387936999999999,0.0,3.180469,16.331818,0.0,0.0,21.416865,0.0
chr1_234792654_234793437,4.177151,0.0,0.0,1.519045,6.059016,0.0,0.0,0.0,0.0,0.0436,12.4882275,1.619881
chr1_234812067_234812214,9.042243,0.0,12.68046,0.0,5.149295,0.0,1.89881,14.652485,0.0,0.1098,22.973115,0.0
chr1_234857710_234858181,7.978806,7.06825,36.117151,0.0,11.449666,0.0,2.892856,10.144415,0.0,0.0,6.653686,0.0
chr1_234858843_234859287,7.978806,3.03984,36.117151,0.0,11.449666,0.0,2.892856,10.144415,0.0,0.1395,15.7430935,0.0
chr1_234881537_234881788,3.6574415,0.0,9.971358,1.435993,10.524864,0.0,0.0,4.618629,0.0,0.1003,11.792383,0.0
chr1_234887087_234887295,1.663983,0.0,8.631853,1.435993,5.741851,0.0,0.0,0.0,0.0,0.0672,9.565546,2.089773
chr1_234891292_234891478,5.329166,0.0,0.0,1.435993,8.885045,0.0,0.0,9.623543,0.0,0.0292,10.201084,2.089773
chr1_234907393_234907835,8.223405,0.0,6.473277,0.0,7.564019,0.0,3.311263,4.899258,0.0,0.0285,5.294309,0.0
chr1_234908151_234908764,8.223405,0.0,6.473277,0.0,7.564019,0.0,3.311263,4.899258,0.0,0.0877,5.294309,0.0
chr1_234914073_234914641,3.178645,0.0,3.212567,5.720091,5.473702,1.73132,5.6516165,4.033359,3.544971,0.0,7.936978,11.154098
chr1_234918221_234918587,4.046485,2.10022,0.0,5.720091,5.473702,1.73132,3.311263,0.0,0.0,0.0,0.0,11.154098
chr1_234977482_234978011,5.897954,0.0,0.0,0.0,5.053729,0.0,1.616495,0.0,0.0,0.0,5.1107405,2.420736
chr1_234978594_234979177,6.906656,0.0,9.810824,0.0,5.053729,0.0,6.15517,8.001098,0.0,0.0589,8.911754,2.420736
chr1_234980393_234980645,4.030417,0.0,0.0,0.0,5.053729,0.0,1.616495,0.0,0.0,0.0,2.299356,2.420736
chr1_234984948_234985284,6.311824,0.0,0.0,0.0,5.053729,0.0,6.108253,3.033691,0.0,0.0,6.306316499999999,0.0
chr1_235010375_235010572,6.403194,0.0,16.134143,0.0,5.053729,1.514157,1.862653,5.372653,4.461944,0.052,12.980028,0.0
chr1_235012060_235012373,6.403194,4.25513,16.134143,0.0,5.053729,1.514157,4.6741725,5.372653,0.0,0.2207,11.292816,0.0
chr1_235017165_235017382,6.403194,0.0,16.134143,0.0,5.053729,0.0,1.862653,0.0,0.0,0.0,0.0,0.0
chr1_235090546_235090894,5.457675,0.0,0.0,0.0,5.053729,0.0,1.730311,0.0,0.0,0.0,11.2021,0.0
chr1_235091073_235091332,5.457675,0.0,7.098484,0.0,5.053729,0.0,1.730311,10.772622,0.0,0.0259,10.330212,0.0
chr1_235091427_235091813,5.457675,0.0,0.0,0.0,5.053729,0.0,1.730311,0.0,0.0,0.0,0.0,0.0
chr1_235094853_235095190,5.457675,0.0,10.259115,0.0,5.053729,0.0,1.730311,0.0,0.0,0.0,0.0,0.0
chr1_235096560_235096855,5.457675,0.0,11.528987,0.0,5.053729,0.0,1.730311,7.30902,1.770959,0.0,7.003925,0.0
chr1_235097868_235098070,5.457675,0.0,11.528987,0.0,5.053729,0.0,1.730311,7.289909,1.770959,0.0,7.003925,9.115973
chr1_235108971_235109355,8.189482,0.0,22.210305,1.82386,5.053729,0.0,1.730311,0.0,1.84549,0.0,10.78579,1.832887
chr1_235110834_235111403,8.189482,3.76415,22.210305,1.82386,5.053729,0.0,1.730311,6.165501,1.84549,0.1221,10.78579,1.832887
chr1_235112749_235113173,8.189482,0.0,22.210305,1.82386,5.053729,0.0,1.730311,6.165501,1.84549,0.0,10.78579,1.832887
chr1_235120162_235120433,8.932885,0.0,8.274788,0.0,5.053729,0.0,1.730311,8.525114,0.0,0.0438,11.408065,0.0
chr1_235146978_235147112,4.462642,0.0,0.0,0.0,5.053729,0.0,0.0,1.846285,0.0,0.0,0.0,0.0
chr1_235186710_235186949,5.996233,0.0,0.0,0.0,9.261588,0.0,0.0,3.289297,2.511383,0.0533,9.993193,0.0
chr1_235246558_235246857,2.791557,0.0,2.995675,0.0,6.599123,0.0,58.388396,0.0,2.511383,0.0,5.118998,0.0
chr1_235267591_235267744,11.80646,16.72959,7.373415,2.448,4.5481370000000005,0.0,49.926309,7.994636,2.511383,0.1572,5.556106,0.0
chr1_235460869_235461278,3.6671725,0.0,4.566508,2.643316,6.747938,10.133333,0.0,5.275456,2.511383,0.0,10.363245,0.0
chr1_235468552_235468724,1.712877,0.0,0.0,2.643316,3.296924,10.133333,0.0,0.0,2.511383,0.0,0.0,0.0
chr1_235668656_235669018,8.893611,0.0,21.11946,2.055394,0.0,9.626135,0.0,16.686206,2.511383,0.3164,18.40529,2.247284
chr1_236030835_236031025,7.063433,0.0,11.702166,0.0,7.070781,0.0,0.0,13.586781,0.0,0.0,19.705299,2.247284
chr1_236031049_236031919,7.063433,0.0,0.0,0.0,0.0,0.0,0.0,13.586781,0.0,0.0,19.705299,2.247284
chr1_236559628_236560010,11.95225,0.0,8.38163,1.821018,5.032847,4.477511,0.0,13.628293,1.87084,0.0,16.561462,0.0
chr1_23882500_23882866,9.815987,0.0,16.200296,1.97704,5.7838125,8.472243,7.801989,15.09337,5.422531,0.0,14.755851,0.0
chr1_23888678_23889201,5.2614125000000005,0.0,13.738109,1.97704,5.7838125,0.0,0.0,8.910688,0.0,0.1927,9.1058155,2.370864
chr1_23903714_23904323,7.448790333333334,0.0,8.773558999999999,1.97704,4.906599,0.0,0.0,5.3638965,0.0,0.0391,7.3308975,2.370864
chr1_241693216_241693255,5.305222,0.0,0.0,0.0,2.359102,0.0,0.0,6.359664,0.0,0.0,0.0,0.0
chr1_241696334_241697654,5.305222,0.0,0.0,0.0,2.359102,0.0,0.0,6.359664,1.580106,0.0,0.0,0.0
chr1_241714901_241715765,6.969544,0.0,8.741557,0.0,4.803316,0.0,0.0,10.62656,0.0,0.0464,15.204477,0.0
chr1_242108255_242108348,9.477422,0.0,4.374933,1.129524,6.201987,0.0,0.0,18.136677,0.0,0.0561,9.585063,2.306436
chr1_24235925_24236209,3.831912,0.0,0.0,1.97704,6.563191,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_24237439_24237588,6.541345,0.0,11.234397,1.97704,6.563191,0.0,0.0,0.0,0.0,0.0266,10.718169,0.0
chr1_243431437_243431793,5.596484,0.0,6.813186,0.0,7.621962,8.169941,0.0,5.931155,1.637201,0.0,7.965891,0.0
chr1_244462616_244463099,5.11407,12.35708,11.322299,3.78617,7.80197,0.0,65.854728,9.311264,0.0,0.0583,13.062327,2.210652
chr1_244466323_244466598,5.11407,3.26227,13.498184,0.0,7.80197,0.0,3.242187,7.112864999999999,1.804647,0.0946,12.040975,2.210652
chr1_244467525_244467677,5.11407,0.0,13.498184,0.0,7.80197,0.0,3.242187,4.770459,1.804647,0.0,12.040975,2.210652
chr1_244486299_244486688,5.304547,0.0,13.545306,0.0,5.7618,0.0,0.0,8.154176,1.861702,0.0434,10.459859,2.210652
chr1_244505125_244505457,10.686356,0.0,8.0143645,0.0,8.155939,0.0,4.115268,2.535818,0.0,0.0589,11.663407,2.210652
chr1_244517098_244517541,10.040204,0.0,13.967305,0.0,5.6604215,0.0,0.0,2.535818,0.0,0.0998,9.048112,2.210652
chr1_244525463_244525578,8.625496,0.0,0.0,0.0,4.1624965,0.0,0.0,0.0,0.0,0.0,0.0,2.210652
chr1_244532902_244533005,10.56994,0.0,0.0,0.0,6.6316265,0.0,0.0,0.0,0.0,0.0,14.653544,2.210652
chr1_245082176_245082355,10.249576,0.0,8.454381,0.0,8.950648,0.0,2.876621,16.950558,0.0,0.1827,16.892766,0.0
chr1_246038342_246038749,5.023176,0.0,4.789918,2.05312,8.7566835,4.459004,0.0,6.123527,3.548464,0.0904,6.743675,0.0
chr1_246147829_246148201,15.72277,0.0,0.0,2.211399,4.110287,4.459004,1.754621,19.210807,3.548464,0.0,23.982112,0.0
chr1_246316735_246316955,6.014829,0.0,19.7552505,0.0,4.734206,2.704756,1.910588,6.050467,2.293654,0.0793,8.951032,0.0
chr1_246469940_246470214,4.93634,0.0,16.395486,0.0,7.605663,0.0,0.0,4.4511155,7.088858,0.0713,3.9430945,0.0
chr1_246588477_246588670,4.601987,0.0,10.246463,2.746305,6.865082,1.625754,0.0,8.087537,0.0,0.0618,14.039965,0.0
chr1_246591935_246592203,4.589604,9.2431,10.46229,1.246323,6.865082,1.625754,0.0,0.0,3.15597,0.0335,7.774172,0.0
chr1_246730569_246731007,18.665197,0.0,13.50674,2.609245,4.430603,9.916359,4.462624,23.413997,4.239444,0.0,22.645747,0.0
chr1_246732690_246733040,18.665197,0.0,13.50674,1.246323,6.0172740000000005,9.916359,0.0,23.413997,4.239444,0.0,22.645747,0.0
chr1_246743297_246743408,13.258655,0.0,13.50674,1.246323,6.0172740000000005,9.916359,0.0,9.879827,4.239444,0.0248,13.367702,0.0
chr1_246749077_246749442,13.258655,0.0,13.50674,1.246323,6.0172740000000005,9.916359,0.0,0.0,4.239444,0.0,0.0,0.0
chr1_246751015_246751281,7.739209,0.0,13.50674,1.246323,4.430603,9.916359,0.0,7.926728,4.239444,0.0,11.508108,0.0
chr1_246760708_246760962,3.049482,0.0,4.458073,1.246323,4.430603,9.916359,0.0,0.0,4.239444,0.0,0.0,0.0
chr1_246862505_246862699,9.713897,7.14592,10.195923,1.246323,5.824262,0.0,51.930386,5.896114,0.0,0.2439,14.603587,0.0
chr1_247093396_247093478,19.346006,0.0,15.013071,4.446483,0.0,20.250906,3.972,16.926715,4.88679,0.0,17.525463,0.0
chr1_247123303_247123617,8.634575,0.0,12.317037,0.0,7.289104,0.0,0.0,9.288138,3.120343,0.0,0.0,0.0
chr1_247523464_247523760,6.4211,0.0,6.93237,0.0,7.054429,0.0,0.0,6.628538,0.0,0.0625,18.622301,0.0
chr1_247524183_247524555,6.4211,0.0,6.93237,0.0,7.054429,0.0,0.0,6.628538,0.0,0.0416,18.622301,0.0
chr1_2478276_2478817,7.552408,26.26128,10.147254,2.224261,9.738202,3.574066,11.432335000000002,9.689468,0.0,0.5955,11.259093,0.0
chr1_248018586_248018745,10.525734,0.0,12.054698,0.0,6.525646,0.0,0.0,13.180634,2.729522,0.1652,17.2685,0.0
chr1_24808566_24808646,2.809663,0.0,0.0,1.97704,5.656625,0.0,0.0,0.0,0.0,0.0,0.0,3.0553
chr1_249117788_249118228,7.402867,0.0,29.644488,1.874859,4.98069,5.365291,0.0,10.758641,5.6382815,0.0,19.577352,0.0
chr1_249157308_249157673,7.402867,0.0,3.151834,0.0,5.3677855,0.0,0.0,7.8556165,3.249134,0.108,14.193683,0.0
chr1_24970685_24970736,25.949668,0.0,21.879197,1.97704,7.391311,8.171492,0.0,21.71466,5.242886,0.0,25.402593,3.0553
chr1_25559638_25560067,28.215851,1.8208,44.75377,1.97704,4.936877,10.313447,7.229039,25.007341,3.259789,0.2246,31.324881,2.202863
chr1_25566195_25566411,13.531005,7.52831,13.33949,1.97704,4.936877,10.313447,33.501538,11.762433,3.259789,0.1433,10.557382,2.202863
chr1_25566618_25566670,13.531005,7.52831,13.33949,1.97704,4.936877,10.313447,33.501538,11.762433,3.259789,0.1433,10.557382,2.202863
chr1_2574343_2574764,11.792699,13.04908,11.87657,2.224261,0.0,6.020896,7.275813,7.668973,0.0,0.5356,11.531,0.0
chr1_25802039_25802147,1.811465,0.0,0.0,2.266646,4.408277,6.122204,0.0,2.019873,4.167578,0.0,0.0,0.0
chr1_25942744_25943208,10.403103,8.69938,0.0,2.14879,0.0,0.0,12.87539,4.196365,0.0,0.4179,8.246083,3.250476
chr1_26201699_26201757,9.886061,0.0,5.200677,0.0,5.545366,6.078547,7.399451,8.857337,0.0,0.2133,11.412425,0.0
chr1_26249033_26249281,3.442073,0.0,3.743604,0.0,4.195126,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_26253326_26253427,3.442073,0.0,0.0,0.0,4.195126,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_26319994_26320468,3.402273,0.0,6.056246,1.714026,7.512161499999999,0.0,0.0,4.424914,2.414402,0.0264,8.653695,0.0
chr1_26329897_26330083,3.402273,0.0,0.0,0.0,5.9706495,0.0,0.0,3.789424,0.0,0.0,0.0,0.0
chr1_26452850_26453250,21.851015,0.0,21.893202,0.0,7.742247499999999,6.93849,0.0,10.403586,3.760221,0.1025,15.26037,0.0
chr1_26528501_26528611,7.983971,0.0,10.063162,0.0,7.167303,0.0,0.0,10.575847,0.0,0.0,10.754016,1.562489
chr1_26613887_26614371,4.907751,0.0,8.532882,2.213513,8.8089705,0.0,18.241229,7.2134225,5.038898,0.1923,7.31998,0.0
chr1_26615016_26615421,4.907751,4.53093,8.532882,2.213513,8.8089705,6.585355,18.241229,6.833989333333332,5.038898,0.0467,7.31998,0.0
chr1_26615527_26615997,4.907751,0.0,8.532882,2.213513,8.8089705,0.0,18.241229,5.6369565,5.038898,0.0,7.31998,0.0
chr1_26616270_26616483,4.907751,0.0,8.532882,2.213513,8.8089705,0.0,0.0,4.115906,5.038898,0.0,7.31998,0.0
chr1_26616527_26617019,4.907751,0.0,8.532882,2.213513,8.8089705,0.0,0.0,4.115906,5.038898,0.0,0.0,0.0
chr1_26617206_26617304,4.907751,0.0,8.532882,2.213513,8.8089705,0.0,0.0,4.115906,5.038898,0.0,0.0,0.0
chr1_26642014_26642169,5.261693,0.0,8.518886,0.0,6.384722999999999,0.0,0.0,0.0,0.0,0.05,0.0,0.0
chr1_26677301_26677628,3.217972,0.0,7.326396,0.0,4.167974,0.0,0.0,0.0,0.0,0.0377,3.066807,0.0
chr1_26678060_26678317,3.217972,0.0,7.326396,0.0,4.167974,0.0,0.0,0.0,0.0,0.0296,3.066807,0.0
chr1_26827232_26827869,17.800573999999997,8.15567,20.115188,0.0,0.0,5.412766,16.355568,16.242552,0.0,0.3214,19.502312,0.0
chr1_26946837_26947249,40.287084,12.70568,62.307763,0.0,6.360218,4.528112,12.181997,19.203531,0.0,0.3777,25.973986,0.0
chr1_26947342_26948198,40.287084,12.70568,62.307763,0.0,6.750726,0.0,12.181997,19.203531,0.0,0.3777,25.973986,0.0
chr1_27024638_27025138,15.478179,0.0,27.419811,3.317402,6.953481,11.846814,2.820156,14.057438,5.405033,0.0916,19.590766,0.0
chr1_27112764_27112917,22.464918,0.0,32.28253,3.317402,11.897341,11.846814,19.074912,16.466066,5.405033,0.0,16.765788,0.0
chr1_27154485_27154771,5.03249,0.0,0.0,4.371053,6.964761,6.893973,0.0,7.505328,2.986384,0.0,10.674123,0.0
chr1_27154983_27155478,5.03249,0.0,9.419692,6.985712,6.964761,6.893973,0.0,7.505328,2.986384,0.0542,10.674123,0.0
chr1_27191386_27191927,16.935307,12.777225,17.801412,1.981362,6.83464,3.480548,5.799328,12.679668,0.0,0.2939,31.554667,0.0
chr1_27353661_27353962,7.205715,3.69724,7.7425795,0.0,10.989874,0.0,4.430556,10.083577,0.0,0.1318,12.5859,0.0
chr1_27400779_27401092,10.129194,0.0,12.751623,0.0,9.614602,0.0,12.650819,5.571123,0.0,0.2939,9.331356,0.0
chr1_27691785_27692261,10.807374,0.0,10.487458,2.142392,8.8552635,3.60623,0.0,13.359578,1.513669,0.276,18.652075,0.0
chr1_27762936_27763307,2.799947,0.0,5.736561,2.319695,6.5445505,7.296296,0.0,8.397773333333333,3.321854,0.0375,5.130356,0.0
chr1_27848725_27849287,9.1349845,0.0,13.8247515,0.0,8.4377385,5.171553,11.1256465,16.322172,2.89139,0.0,26.403876,0.0
chr1_27854575_27854919,9.1349845,0.0,13.8247515,0.0,8.4377385,5.171553,3.440599,16.322172,2.89139,0.0802,26.403876,1.584571
chr1_27869425_27869556,14.141981,0.0,14.391116,4.256441,7.383227,5.171553,4.248636,6.592666,2.89139,0.4325,11.208019,0.0
chr1_27890194_27890387,2.874444,0.0,7.5896125,2.994794,7.715223,5.171553,3.742846,6.244675,2.89139,0.1227,8.084549,0.0
chr1_27924204_27924421,3.032863,0.0,2.407398,2.994794,5.1582975,5.171553,5.31945,0.0,2.89139,0.0281,0.0,0.0
chr1_27935491_27936061,3.032863,29.55815,2.407398,2.994794,6.44117,5.171553,24.84663,0.0,0.0,0.0742,10.193911,0.0
chr1_27976905_27977430,7.871081,0.0,9.933842,0.0,7.513149999999999,0.0,0.0,0.0,0.0,0.0443,6.369493,0.0
chr1_27985480_27985709,5.701143,0.0,4.711228,0.0,6.543188499999999,0.0,6.477,11.248297,0.0,0.1901,12.026343,0.0
chr1_27985869_27985982,5.701143,0.0,6.956483,0.0,6.543188499999999,0.0,6.477,11.248297,0.0,0.1901,12.026343,0.0
chr1_27986111_27986384,5.701143,0.0,6.956483,0.0,6.543188499999999,0.0,6.477,11.248297,0.0,0.1901,12.026343,0.0
chr1_28098635_28098880,10.754887,0.0,0.0,1.548963,2.56187,0.0,0.0,18.720489,2.88688,0.0,23.805843,0.0
chr1_28190756_28191157,7.008584,0.0,10.964009,0.0,9.792777,0.0,0.0,0.0,0.0,0.0,3.434447,0.0
chr1_28195628_28196024,8.104724,0.0,11.3148345,0.0,9.792777,3.537548,0.0,5.655789,0.0,0.032,9.211654,0.0
